n_requested	latent_event_probability	molecular_progression_hr_per_latent_sd	single_measurement_reliability	planned_measurements	measurement_error_correlation	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_probability	maximum_seed_probability	positive_call_probability	negative_call_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds	median_usable_n_across_seeds	median_events_across_seeds	median_measurements_available_across_seeds	median_empirical_reliability_across_seeds
120	0.3	1.0	0.4	2	0.0	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.0425	0.0675	0.030833333333333334	0.024166666666666666	0.1183525080755638	0.0206453869244829	119.0	36.0	1.8166666666666667	0.5350602372645168
120	0.3	1.0	0.4	2	0.5	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0475	0.0625	0.025	0.028333333333333332	0.006777941446672573	0.001377982649197123	119.0	35.0	1.8166666666666667	0.4570436581869042
120	0.3	1.0	0.4	3	0.0	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0375	0.0625	0.02666666666666667	0.02	-0.03540250879649849	-0.006588188747239266	120.0	36.0	2.707107843137255	0.631850324045734
120	0.3	1.0	0.4	3	0.5	1200	1200	1.0	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.0375	0.055	0.020833333333333332	0.025	0.04324494196975898	0.00890792410182343	120.0	36.0	2.7	0.4906111073995242
120	0.3	1.0	0.7	1	0.0	1200	1200	1.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.0575	0.0675	0.0275	0.034166666666666665	-0.09127796791729742	-0.019847315610661494	108.0	32.0	1.0	0.7034522161115333
120	0.3	1.0	0.7	2	0.0	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.055	0.0575	0.0275	0.028333333333333332	-0.01550689123309739	-0.002926676223350147	119.0	36.0	1.8205128205128205	0.7959634525888024
120	0.3	1.0	0.7	2	0.5	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.04	0.075	0.03	0.02666666666666667	0.023516696536248133	0.004734629723995446	119.0	35.0	1.8166666666666667	0.7458024686759361
120	0.3	1.0	0.7	3	0.0	1200	1200	1.0	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.035	0.05	0.02	0.021666666666666667	-0.03566841270294337	-0.007350447000457675	120.0	36.0	2.7	0.8564852100447979
120	0.3	1.0	0.7	3	0.5	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.03	0.0575	0.02666666666666667	0.020833333333333332	-0.02887412692452551	-0.0052876238785277314	120.0	36.0	2.7058823529411766	0.7729928986949868
120	0.3	1.5	0.4	1	0.0	1200	1200	1.0	203	0.16916666666666666	0.14901840831587682	0.19142630374959946	0.14	0.1875	0.16833333333333333	0.0008333333333333334	1.0187056916608055	0.1906279127956703	108.0	32.0	1.0	0.40295604802032126
120	0.3	1.5	0.4	2	0.0	1200	1200	1.0	282	0.235	0.2118794473735511	0.2598117829458984	0.2175	0.25	0.23333333333333334	0.0016666666666666668	1.2343413350463555	0.2267760725078592	119.0	36.0	1.8212733594089525	0.5277237597807314
120	0.3	1.5	0.4	2	0.5	1200	1200	1.0	252	0.21	0.1878983767564332	0.23395240359315303	0.1975	0.2225	0.21	0.0	1.2101585272462334	0.21741806970838057	119.0	35.0	1.8189655172413792	0.4592703951262357
120	0.3	1.5	0.4	3	0.0	1200	1200	1.0	352	0.29333333333333333	0.26826550855324405	0.31972010502921966	0.275	0.3225	0.29333333333333333	0.0	1.4125929127072852	0.25911904159597793	120.0	36.0	2.7083333333333335	0.6333686920161529
120	0.3	1.5	0.4	3	0.5	1200	1200	1.0	288	0.24	0.21668992432728484	0.2649693959861373	0.215	0.26	0.24	0.0	1.2193012265216396	0.22081720476546518	120.0	36.0	2.7083333333333335	0.4934179616025007
120	0.3	1.5	0.7	1	0.0	1200	1200	1.0	347	0.2891666666666667	0.2642199009052586	0.3154589710155612	0.2825	0.3	0.2891666666666667	0.0	1.4584116734927484	0.2919877972929954	108.0	32.0	1.0	0.7004530495387276
120	0.3	1.5	0.7	2	0.0	1200	1200	1.0	450	0.375	0.3480483747583142	0.40274937539236944	0.3725	0.3775	0.375	0.0	1.6356797139540706	0.3140558260272379	119.0	36.0	1.8205128205128205	0.7980937658097967
120	0.3	1.5	0.7	2	0.5	1200	1200	1.0	405	0.3375	0.3113023127100932	0.36473476248579567	0.3125	0.36	0.3375	0.0	1.5936429774718723	0.2987447329930727	119.0	35.5	1.8220338983050848	0.744704842949994
120	0.3	1.5	0.7	3	0.0	1200	1200	1.0	496	0.41333333333333333	0.38579157130664266	0.4414282021311646	0.395	0.4375	0.41333333333333333	0.0	1.673678266066938	0.3240079839579213	120.0	36.0	2.7	0.8568740873306353
120	0.3	1.5	0.7	3	0.5	1200	1200	1.0	413	0.3441666666666667	0.3178216680727073	0.3715061937818117	0.315	0.3875	0.3441666666666667	0.0	1.5067697247166127	0.2848448577808098	120.0	36.0	2.7	0.7711480890866036
120	0.3	1.7	0.4	1	0.0	1200	1200	1.0	338	0.2816666666666667	0.25694443225341335	0.3077823046764475	0.2675	0.3025	0.2816666666666667	0.0	1.3376229985605526	0.2549472541046608	108.0	32.0	1.0	0.4032674617993136
120	0.3	1.7	0.4	2	0.0	1200	1200	1.0	430	0.35833333333333334	0.3316945649248993	0.3858762185792089	0.3275	0.385	0.35833333333333334	0.0	1.6240630139596663	0.29184976241842486	119.0	36.0	1.8166666666666667	0.5361004350814798
120	0.3	1.7	0.4	2	0.5	1200	1200	1.0	410	0.3416666666666667	0.31537622206716237	0.3689675947903703	0.325	0.3575	0.3416666666666667	0.0	1.54103065544142	0.2800327464304809	119.0	36.0	1.8181784107946026	0.45471470905549904
120	0.3	1.7	0.4	3	0.0	1200	1200	1.0	546	0.455	0.42701338006180495	0.48327380999244113	0.44	0.48	0.455	0.0	1.8572662857067967	0.33673473075050564	120.0	36.0	2.7	0.6338278071255833
120	0.3	1.7	0.4	3	0.5	1200	1200	1.0	427	0.35583333333333333	0.32924452568187595	0.3833422128252459	0.335	0.38	0.35583333333333333	0.0	1.625537389630757	0.2906191378518759	120.0	36.0	2.7083333333333335	0.4891194881524611
120	0.3	1.7	0.7	1	0.0	1200	1200	1.0	532	0.44333333333333336	0.41545108149009397	0.47157723191154927	0.3925	0.4975	0.4425	0.0008333333333333334	1.806374487449645	0.35737196287691975	108.0	32.0	1.0	0.7029485102575469
120	0.3	1.7	0.7	2	0.0	1200	1200	1.0	658	0.5483333333333333	0.5200664815864594	0.5762917216886095	0.505	0.575	0.5483333333333333	0.0	2.1612362561399374	0.4072320762071752	119.0	35.0	1.8235294117647058	0.8023580418537324
120	0.3	1.7	0.7	2	0.5	1200	1200	1.0	646	0.5383333333333333	0.5100494045308345	0.5663726187562891	0.5325	0.545	0.5383333333333333	0.0	2.0488943058149696	0.3884411516228794	119.0	35.0	1.8189655172413792	0.7483653931917345
120	0.3	1.7	0.7	3	0.0	1200	1200	1.0	696	0.58	0.5518629532443208	0.6076264866592415	0.55	0.615	0.58	0.0	2.1583574973211737	0.4066232312484256	120.0	36.0	2.7083333333333335	0.8576065847639618
120	0.3	1.7	0.7	3	0.5	1200	1200	1.0	666	0.555	0.5267508743261642	0.582898115607535	0.5525	0.5575	0.555	0.0	2.080630728638872	0.3904112700021246	120.0	36.0	2.7016949152542376	0.769209466742699
240	0.15	1.0	0.4	1	0.0	1200	1200	1.0	71	0.059166666666666666	0.0471715395740472	0.07397519262403075	0.0475	0.07	0.029166666666666667	0.03	-0.0007643199872089809	-0.0001376047092759255	216.0	33.0	1.0	0.40219231483244866
240	0.15	1.0	0.4	2	0.0	1200	1200	1.0	69	0.0575	0.04568605530313232	0.07213798023028808	0.0425	0.0675	0.029166666666666667	0.028333333333333332	-0.0014933074696119814	-0.00025231860537686134	238.0	35.0	1.8158995815899581	0.5281697703703156
240	0.15	1.0	0.4	2	0.5	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.0325	0.0675	0.025	0.025833333333333333	0.003648495391227253	0.0006556823226060984	238.0	35.0	1.8170212765957447	0.45898184431706024
240	0.15	1.0	0.4	3	0.0	1200	1200	1.0	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.04	0.045	0.019166666666666665	0.0225	0.0046775752187259625	0.0008122641133269393	240.0	36.0	2.7	0.6279892254302133
240	0.15	1.0	0.4	3	0.5	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.04	0.055	0.02	0.0275	-0.029322045619919086	-0.006172943432800456	240.0	36.0	2.7041666666666666	0.4921018219262435
240	0.15	1.0	0.7	1	0.0	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.0525	0.06	0.024166666666666666	0.03166666666666667	-0.01352000978466804	-0.002513392465785056	216.0	33.0	1.0	0.7014930810885662
240	0.15	1.0	0.7	2	0.0	1200	1200	1.0	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.0425	0.05	0.02666666666666667	0.019166666666666665	-0.04965722696880304	-0.009439662670556357	238.0	35.0	1.8177966101694916	0.7991476795083936
240	0.15	1.0	0.7	2	0.5	1200	1200	1.0	70	0.058333333333333334	0.0464284241141606	0.07305695975158857	0.0525	0.065	0.0275	0.030833333333333334	-0.040773792668122616	-0.007796782962542967	238.0	35.0	1.819327731092437	0.7464410403143642
240	0.15	1.0	0.7	3	0.0	1200	1200	1.0	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.0575	0.07	0.034166666666666665	0.029166666666666667	0.03547555796322306	0.006631458896108097	240.0	36.0	2.702928870292887	0.8562183887451807
240	0.15	1.0	0.7	3	0.5	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0325	0.06	0.029166666666666667	0.02	0.055175084455386623	0.009381898430815048	240.0	36.0	2.7041666666666666	0.7709086846214618
240	0.15	1.5	0.4	1	0.0	1200	1200	1.0	226	0.18833333333333332	0.16721954105531994	0.21143618265371816	0.1775	0.205	0.18833333333333332	0.0	1.0509045188222008	0.19798424079626264	216.0	33.0	1.0	0.4003944527653823
240	0.15	1.5	0.4	2	0.0	1200	1200	1.0	326	0.27166666666666667	0.24725736559289108	0.2975331913490245	0.255	0.305	0.27166666666666667	0.0	1.3995058689784206	0.25141473233950457	238.0	36.0	1.8197057065504025	0.5305349838382414
240	0.15	1.5	0.4	2	0.5	1200	1200	1.0	311	0.25916666666666666	0.23517106916587344	0.2846992627911104	0.245	0.2675	0.2575	0.0016666666666666668	1.3128679426898429	0.23167804477713397	238.0	36.0	1.8185654008438819	0.4584050006619562
240	0.15	1.5	0.4	3	0.0	1200	1200	1.0	398	0.33166666666666667	0.30560272569274616	0.3588049111768412	0.3	0.37	0.33166666666666667	0.0	1.5449681438903369	0.2736900829197194	240.0	36.0	2.702928870292887	0.628963561052521
240	0.15	1.5	0.4	3	0.5	1200	1200	1.0	331	0.2758333333333333	0.25129173279642664	0.30180556580713275	0.26	0.3	0.275	0.0008333333333333334	1.3772236925924328	0.24793727155180062	240.0	36.0	2.7041666666666666	0.48877461217078566
240	0.15	1.5	0.7	1	0.0	1200	1200	1.0	409	0.3408333333333333	0.31456125636625015	0.3681212121589537	0.335	0.345	0.3408333333333333	0.0	1.5294565625152303	0.29310464703779404	216.0	32.0	1.0	0.7029734117849478
240	0.15	1.5	0.7	2	0.0	1200	1200	1.0	478	0.3983333333333333	0.37100141680820153	0.4263140866476878	0.375	0.425	0.3983333333333333	0.0	1.727885729774831	0.3189140802275257	238.0	36.0	1.8189465659681594	0.7999240892338892
240	0.15	1.5	0.7	2	0.5	1200	1200	1.0	473	0.39416666666666667	0.366897809598573	0.4221109521956725	0.3625	0.4175	0.39416666666666667	0.0	1.6703395043039335	0.3153337312641733	238.0	35.0	1.819327731092437	0.7466605124934947
240	0.15	1.5	0.7	3	0.0	1200	1200	1.0	492	0.41	0.3825025625791685	0.43807181752932367	0.405	0.4175	0.4091666666666667	0.0008333333333333334	1.7330522450444037	0.32529509727285366	240.0	36.0	2.7	0.8562280130857424
240	0.15	1.5	0.7	3	0.5	1200	1200	1.0	490	0.4083333333333333	0.38085855084060183	0.43639313260323276	0.3875	0.43	0.4083333333333333	0.0	1.7444642589645265	0.32211499371876595	240.0	36.0	2.702928870292887	0.7698905881609671
240	0.15	1.7	0.4	1	0.0	1200	1200	1.0	377	0.31416666666666665	0.28853174281514066	0.3409875790755424	0.2875	0.3275	0.31416666666666665	0.0	1.4280009115540775	0.2700524926230759	216.0	32.0	1.0	0.4051042547176237
240	0.15	1.7	0.4	2	0.0	1200	1200	1.0	537	0.4475	0.4195786859616125	0.4757563691016745	0.41	0.4825	0.4475	0.0	1.821444947833673	0.32023813448659255	238.0	36.0	1.8189465659681594	0.5292537639803099
240	0.15	1.7	0.4	2	0.5	1200	1200	1.0	458	0.38166666666666665	0.3545995993152433	0.40948893749407045	0.3625	0.4125	0.38166666666666665	0.0	1.6216813547219382	0.29078799427642427	238.0	36.0	1.8204585076708506	0.4575546694637106
240	0.15	1.7	0.4	3	0.0	1200	1200	1.0	603	0.5025	0.47424790327748545	0.5307361417195008	0.47	0.5275	0.5025	0.0	1.9895322695165507	0.3631718394707354	240.0	36.0	2.7041666666666666	0.6298277141437179
240	0.15	1.7	0.4	3	0.5	1200	1200	1.0	483	0.4025	0.37510710663236063	0.4305151384851726	0.3825	0.415	0.4025	0.0	1.7471577725434866	0.3167760028994451	240.0	36.0	2.7041666666666666	0.4895120095828932
240	0.15	1.7	0.7	1	0.0	1200	1200	1.0	613	0.5108333333333334	0.4825609022308908	0.5390366260893833	0.4675	0.5525	0.5108333333333334	0.0	1.9804746765288042	0.3811062653164308	216.0	32.5	1.0	0.7006611713477147
240	0.15	1.7	0.7	2	0.0	1200	1200	1.0	747	0.6225	0.594722645941213	0.649495558911117	0.62	0.625	0.6225	0.0	2.203787606663054	0.41771802581464834	238.0	35.0	1.8168439716312057	0.7991538791699224
240	0.15	1.7	0.7	2	0.5	1200	1200	1.0	697	0.5808333333333333	0.5527012735623946	0.6084495146734965	0.555	0.6025	0.5808333333333333	0.0	2.1654172537908063	0.40261469225256596	238.0	35.0	1.8185654008438819	0.7463052757347318
240	0.15	1.7	0.7	3	0.0	1200	1200	1.0	781	0.6508333333333334	0.6234190641641458	0.6772849839873626	0.6425	0.655	0.6508333333333334	0.0	2.302035133728357	0.441698695721361	240.0	36.0	2.702928870292887	0.8569947390684518
240	0.15	1.7	0.7	3	0.5	1200	1200	1.0	707	0.5891666666666666	0.5610889632772454	0.6166753082819333	0.545	0.6175	0.5891666666666666	0.0	2.261389259839749	0.4136340859654791	240.0	36.0	2.7041666666666666	0.7696187889082237
240	0.3	1.0	0.4	1	0.0	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.045	0.0575	0.03	0.020833333333333332	-0.005503523071238493	-0.0006779532705971084	216.0	65.0	1.0	0.40258249537225255
240	0.3	1.0	0.4	2	0.0	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.0425	0.0675	0.029166666666666667	0.02666666666666667	-0.018896146482215978	-0.002317871005189901	238.0	71.0	1.8185654008438819	0.5294472902579596
240	0.3	1.0	0.4	2	0.5	1200	1200	1.0	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.035	0.0575	0.018333333333333333	0.0275	0.028894694222263456	0.0036556013768362884	238.0	71.0	1.8158995815899581	0.45781621657607985
240	0.3	1.0	0.4	3	0.0	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.04	0.0625	0.0275	0.023333333333333334	-0.007518629883106301	-0.0009567395342138661	240.0	72.0	2.7041666666666666	0.6320065683106182
240	0.3	1.0	0.4	3	0.5	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.045	0.065	0.02666666666666667	0.028333333333333332	-0.040202959903862495	-0.004896026839003068	240.0	72.0	2.7041666666666666	0.49146335397554564
240	0.3	1.0	0.7	1	0.0	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.0325	0.06	0.02	0.0225	0.014375989458986396	0.00194008872619967	216.0	65.0	1.0	0.7011520745113458
240	0.3	1.0	0.7	2	0.0	1200	1200	1.0	54	0.045	0.034651851044372725	0.058251959504116047	0.0425	0.0475	0.0225	0.0225	0.0010472370073623463	0.00013889777237053572	238.0	72.0	1.819327731092437	0.7975891534468489
240	0.3	1.0	0.7	2	0.5	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.04	0.0575	0.025	0.0225	0.01957862563584216	0.0026395433550745855	238.0	71.0	1.8168439716312057	0.744328187653901
240	0.3	1.0	0.7	3	0.0	1200	1200	1.0	71	0.059166666666666666	0.0471715395740472	0.07397519262403075	0.05	0.0675	0.028333333333333332	0.030833333333333334	0.05446701375023565	0.007573793979454964	240.0	72.0	2.7	0.8575537295072981
240	0.3	1.0	0.7	3	0.5	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0525	0.055	0.03166666666666667	0.021666666666666667	-0.0022156595013266295	-0.00027445190262191037	240.0	72.0	2.7	0.7719905798507148
240	0.3	1.5	0.4	1	0.0	1200	1200	1.0	366	0.305	0.27960687385839056	0.331637616376676	0.2975	0.3125	0.30416666666666664	0.0008333333333333334	1.4286636187526622	0.1901918539595614	216.0	65.0	1.0	0.4000965907550621
240	0.3	1.5	0.4	2	0.0	1200	1200	1.0	538	0.4483333333333333	0.4204044455689072	0.4765919578267086	0.43	0.46	0.4483333333333333	0.0	1.774328526881926	0.22617384624080217	238.0	71.5	1.8189465659681594	0.5296251144910153
240	0.3	1.5	0.4	2	0.5	1200	1200	1.0	443	0.36916666666666664	0.3423205732728703	0.39684773855151184	0.3625	0.3825	0.36833333333333335	0.0008333333333333334	1.6746809260625855	0.20679888827531429	238.0	71.0	1.819327731092437	0.4574865420541987
240	0.3	1.5	0.4	3	0.0	1200	1200	1.0	577	0.48083333333333333	0.45267071622760263	0.5091182721288354	0.47	0.4875	0.48083333333333333	0.0	1.9049140208997675	0.24957638845579838	240.0	72.0	2.7041666666666666	0.6297724142015224
240	0.3	1.5	0.4	3	0.5	1200	1200	1.0	516	0.43	0.40225617243667366	0.45819056764770916	0.4175	0.445	0.42916666666666664	0.0008333333333333334	1.797247710515839	0.2257678069113984	240.0	72.0	2.702928870292887	0.48982352199937673
240	0.3	1.5	0.7	1	0.0	1200	1200	1.0	647	0.5391666666666667	0.5108837262363688	0.5671996453830837	0.5125	0.585	0.5391666666666667	0.0	2.0354654025371204	0.28246127153641576	216.0	65.0	1.0	0.7003483891106316
240	0.3	1.5	0.7	2	0.0	1200	1200	1.0	798	0.665	0.6378060445017362	0.6911409252993614	0.64	0.695	0.665	0.0	2.3598419605802663	0.31646316080223247	238.0	71.0	1.819327731092437	0.8006920392491105
240	0.3	1.5	0.7	2	0.5	1200	1200	1.0	713	0.5941666666666666	0.5661255122950187	0.6216068492581327	0.5825	0.61	0.5941666666666666	0.0	2.1804629785533294	0.2882019310293822	238.0	72.0	1.819327731092437	0.7448583267201703
240	0.3	1.5	0.7	3	0.0	1200	1200	1.0	834	0.695	0.6683623836233239	0.7203931261416094	0.68	0.71	0.695	0.0	2.453566412307068	0.32628163753900413	240.0	72.0	2.7041666666666666	0.8567533135372187
