fixture	synthetic	seed	n	events	stratified	custom_z	reference_z	custom_p	reference_p	custom_one_step_log_hr	reference_one_step_log_hr	max_abs_difference	reference_check_pass
null_unadjusted	True	54901	600	112	False	0.2422488969692235	0.24224889696922342	0.8085873088193378	0.8085873088193378	0.021494093641907092	0.0214940936419071	8.326672684688674e-17	True
positive_unadjusted	True	54902	600	148	False	7.080045476041712	7.080045476041712	1.4410716366742308e-12	1.4410716366742308e-12	0.6100249878169133	0.6100249878169132	1.1102230246251565e-16	True
null_stratified	True	54903	600	148	True	0.11130677961729761	0.11130677961729932	0.9113730794577338	0.9113730794577325	0.010362067353497416	0.010362067353497578	1.7069679003611782e-15	True
positive_stratified	True	54904	600	150	True	6.230764608090386	6.230764608090383	4.641641033754599e-10	4.641641033754667e-10	0.5637019920073851	0.5637019920073849	2.6645352591003757e-15	True
