analysis	dataset_path	disease_name	compartment	role	gene	present	family
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HLA-DPA1	True	state_positive_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HLA-DPB1	True	state_positive_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HLA-DRA	True	state_positive_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	HLA-DRB1	True	state_positive_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFI30	True	lysosomal_thiol_reductase
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IGF2R	True	glycosylation_mannose6p
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGAM	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ITGAX	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LAMP1	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LAMP2	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LAMP3	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LAPTM5	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LGALS3	True	galectin_glycan_checkpoint
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LGALS9	True	galectin_glycan_checkpoint
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LIPA	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LRP1	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LST1	True	myeloid_marker_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LYZ	True	myeloid_marker_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	M6PR	True	glycosylation_mannose6p
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MERTK	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MRC1	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	MSR1	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NPC1	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	NPC2	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB11A	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB27A	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB32	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB5A	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB7A	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB7B	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RAB9A	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	RFX5	True	state_positive_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SCARB1	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SNX10	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SNX2	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SNX3	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SNX5	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SNX6	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SORT1	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SPP1	True	myeloid_marker_control
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TPP1	True	lysosome_membrane_or_lipid
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TREM2	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	TYROBP	True	surface_phagocytic_lipid_receptor
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	VAMP3	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	VAMP7	True	vesicle_sorting_trafficking
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	VAMP8	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	AP2A1	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	AP2M1	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	APOE	True	myeloid_marker_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	AXL	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QA	True	surface_uptake_fc_complement
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QB	True	surface_uptake_fc_complement
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QC	True	surface_uptake_fc_complement
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD36	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD63	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD68	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD74	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CIITA	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CLEC7A	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CLTC	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CST3	True	myeloid_marker_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSB	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSD	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSH	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSK	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSL	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSS	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CTSZ	True	cathepsin_protease
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	FCER1G	True	surface_uptake_fc_complement
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	FCGR2A	True	surface_uptake_fc_complement
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	FCGR3A	True	surface_uptake_fc_complement
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	GNPTAB	True	glycosylation_mannose6p
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	GNPTG	True	glycosylation_mannose6p
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	GPNMB	True	myeloid_marker_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DMA	True	hla_chaperone_loading
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DMB	True	hla_chaperone_loading
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DOA	True	hla_chaperone_loading
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DOB	True	hla_chaperone_loading
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DPA1	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DPB1	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DRA	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	HLA-DRB1	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFI30	True	lysosomal_thiol_reductase
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IGF2R	True	glycosylation_mannose6p
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ITGAM	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ITGAX	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LAMP1	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LAMP2	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LAMP3	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LAPTM5	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LGALS3	True	galectin_glycan_checkpoint
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LGALS9	True	galectin_glycan_checkpoint
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LIPA	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LRP1	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LST1	True	myeloid_marker_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LYZ	True	myeloid_marker_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	M6PR	True	glycosylation_mannose6p
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	MERTK	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	MRC1	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	MSR1	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	NPC1	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	NPC2	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB11A	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB27A	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB32	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB5A	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB7A	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB7B	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RAB9A	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	RFX5	True	state_positive_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SCARB1	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SNX10	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SNX2	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SNX3	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SNX5	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SNX6	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SORT1	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SPP1	True	myeloid_marker_control
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	TPP1	True	lysosome_membrane_or_lipid
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	TREM2	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	TYROBP	True	surface_phagocytic_lipid_receptor
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	VAMP3	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	VAMP7	True	vesicle_sorting_trafficking
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	VAMP8	True	vesicle_sorting_trafficking
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	AP2A1	True	vesicle_sorting_trafficking
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	AP2M1	True	vesicle_sorting_trafficking
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	APOE	True	myeloid_marker_control
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	AXL	True	surface_phagocytic_lipid_receptor
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	C1QA	True	surface_uptake_fc_complement
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	C1QB	True	surface_uptake_fc_complement
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	C1QC	True	surface_uptake_fc_complement
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CD36	True	surface_phagocytic_lipid_receptor
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CD63	True	lysosome_membrane_or_lipid
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CD68	True	surface_phagocytic_lipid_receptor
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CD74	True	state_positive_control
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CIITA	True	state_positive_control
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CLEC7A	True	surface_phagocytic_lipid_receptor
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CLTC	True	vesicle_sorting_trafficking
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CST3	True	myeloid_marker_control
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSB	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSD	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSH	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSK	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSL	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSS	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	CTSZ	True	cathepsin_protease
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	FCER1G	True	surface_uptake_fc_complement
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	FCGR2A	True	surface_uptake_fc_complement
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	FCGR3A	True	surface_uptake_fc_complement
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	GNPTAB	True	glycosylation_mannose6p
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	GNPTG	True	glycosylation_mannose6p
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	GPNMB	True	myeloid_marker_control
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	HLA-DMA	True	hla_chaperone_loading
gse111972_ms_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	sorted microglia	myeloid_apc	HLA-DMB	True	hla_chaperone_loading
