analysis	dataset_path	disease_name	compartment	role	gene	family	is_minimum_candidate	is_state_control	target_module	model	n_units	spearman_r	spearman_p	covariates	spearman_fdr
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	lipid_loader_phagocytic	raw	10	-0.32121212121212117	0.3654683104386705		0.6091138507311176
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	generic_nfkb	raw	10	-0.8666666666666665	0.001173538180155469		0.026501329233181194
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	ifn_apc_upstream	raw	10	-0.32121212121212117	0.3654683104386705		0.6477166536138222
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.17575757575757575	0.6271883447764844	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.8037302492320875
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	-0.2121212121212121	0.5563057751029298	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.7611139496440447
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	-0.38181818181818183	0.27625533338543623	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.5726178587577871
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AP2M1	vesicle_sorting_trafficking	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	-0.4666666666666666	0.17393859716506654	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.44955403688890794
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	hla_cd74_ciita_state	raw	10	0.43030303030303024	0.21449233253280778		0.45658612040513064
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	cd74_hla_surface_state	raw	10	0.49090909090909085	0.14965567342083683		0.41974785765987255
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	myeloid_abundance	raw	10	0.4424242424242424	0.20042268671194216		0.47871359931567886
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	lipid_loader_phagocytic	raw	10	0.5393939393939393	0.1075931877824148		0.3035568513119533
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	generic_nfkb	raw	10	0.5393939393939393	0.1075931877824148		0.4080065205805824
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	ifn_apc_upstream	raw	10	0.16363636363636364	0.6514773427962428		0.8289696219481603
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.11515151515151514	0.7514196523258484	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.887066748372264
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	0.04242424242424241	0.9073638178128159	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.9635707754100894
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	0.309090909090909	0.3848412302612833	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.6806074343590031
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	APOE	myeloid_marker_control	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	0.35757575757575755	0.3103760917056803	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.5918379623499872
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	raw	10	0.9272727272727272	0.00011203450639397587		0.0022795139667289147
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	cd74_hla_surface_state	raw	10	0.8909090909090909	0.0005421442248338671		0.007683492289886875
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	myeloid_abundance	raw	10	0.2727272727272727	0.4458383415427514		0.7011916247346403
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	lipid_loader_phagocytic	raw	10	0.5515151515151515	0.098401176669635		0.3022637041197308
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	generic_nfkb	raw	10	0.6	0.066688		0.33321781200420586
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	ifn_apc_upstream	raw	10	0.7212121212121211	0.018573155089460232		0.12781341107871705
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	0.8787878787878788	0.0008138621117322102	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.007271265721250686
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	0.8545454545454544	0.0016368033159867158	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.0127657242226341
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	0.8060606060606059	0.004862061101964608	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.0413590911920366
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	AXL	surface_phagocytic_lipid_receptor	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	0.7696969696969697	0.009221952722215996	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.06495031218334922
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	raw	10	-0.5151515151515151	0.12755286970323432		0.34856535537253525
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	raw	10	-0.4787878787878787	0.161522928017456		0.428849634464951
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	myeloid_abundance	raw	10	0.34545454545454546	0.3282265114713673		0.5985558837813968
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	lipid_loader_phagocytic	raw	10	-0.23636363636363633	0.5108853175152		0.7228313705340553
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	generic_nfkb	raw	10	-0.41818181818181815	0.22911284098281895		0.5869478006303597
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	ifn_apc_upstream	raw	10	-0.5151515151515151	0.12755286970323432		0.3718030457307043
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.19999999999999998	0.5795840000000001	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.778918327683616
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	-0.0303030303030303	0.9337729580941466	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.9726162776426716
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	0.11515151515151514	0.7514196523258484	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.897319730671706
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QA	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	0.19999999999999998	0.5795840000000001	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.8094403411513861
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	raw	10	-0.5151515151515151	0.12755286970323432		0.34856535537253525
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	raw	10	-0.4545454545454545	0.18690481034933198		0.469729563777588
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	myeloid_abundance	raw	10	0.29696969696969694	0.40470167127015694		0.656402473922788
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	lipid_loader_phagocytic	raw	10	-0.2121212121212121	0.5563057751029298		0.7448532880490811
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	generic_nfkb	raw	10	-0.32121212121212117	0.3654683104386705		0.7178947098033671
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	ifn_apc_upstream	raw	10	-0.6121212121212121	0.05997214247725529		0.24315372196447826
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.38181818181818183	0.27625533338543623	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.5089195541456778
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	-0.19999999999999998	0.5795840000000001	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.777819712270804
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	0.01818181818181818	0.9602404181286242	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.9881499982313414
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QB	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	0.10303030303030303	0.7769984634438898	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.9051732644911525
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	raw	10	-0.3939393939393939	0.2599977668348876		0.5165741647382022
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	raw	10	-0.309090909090909	0.3848412302612833		0.6497691352685978
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	myeloid_abundance	raw	10	0.34545454545454546	0.3282265114713673		0.5985558837813968
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	lipid_loader_phagocytic	raw	10	-0.09090909090909088	0.8027717312071619		0.9048211838582794
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	generic_nfkb	raw	10	-0.34545454545454546	0.3282265114713673		0.6700631056388863
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	ifn_apc_upstream	raw	10	-0.5757575757575757	0.08155281477260247		0.28453486308607484
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.1515151515151515	0.6760651759978539	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.8440345255719763
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	0.006060606060606061	0.9867429111949892	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.9898638692694067
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	0.17575757575757575	0.6271883447764844	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.8349763533101571
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	C1QC	surface_uptake_fc_complement	True	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	0.2606060606060606	0.46708905438634013	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.7241262263267522
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	raw	10	-0.11657319263657127	0.7484333039892889		0.8834178286605333
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	cd74_hla_surface_state	raw	10	-0.2024692293161501	0.5748125526418608		0.7965204286439811
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	myeloid_abundance	raw	10	0.4478864769720896	0.19426275128648068		0.47871359931567886
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	lipid_loader_phagocytic	raw	10	0.04294801833978941	0.9062243097567703		0.9545315000257113
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	generic_nfkb	raw	10	0.22701095408174404	0.5282230346638656		0.8090533430655703
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	ifn_apc_upstream	raw	10	0.16565664216775916	0.6474077386053476		0.8286359127454878
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.6	0.066688	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.23032171324863884
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	-0.5515151515151515	0.098401176669635	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.28720466135324446
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	-0.5515151515151515	0.098401176669635	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.3255190440333885
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD36	surface_phagocytic_lipid_receptor	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	-0.5151515151515151	0.12755286970323432	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.3841247340488206
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	hla_cd74_ciita_state	raw	10	-0.33333333333333326	0.3465935070873344		0.5930471749079701
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	cd74_hla_surface_state	raw	10	-0.22424242424242422	0.5334005612725946		0.7642595489518922
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	myeloid_abundance	raw	10	0.3939393939393939	0.2599977668348876		0.5482117390846182
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	lipid_loader_phagocytic	raw	10	0.11515151515151514	0.7514196523258484		0.8798674561422328
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	generic_nfkb	raw	10	-0.09090909090909088	0.8027717312071619		0.9247174370127342
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	ifn_apc_upstream	raw	10	-0.32121212121212117	0.3654683104386705		0.6477166536138222
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	hla_cd74_ciita_state	residual_non_ifn_confounders	10	-0.41818181818181815	0.22911284098281895	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.48058383813156635
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	cd74_hla_surface_state	residual_non_ifn_confounders	10	-0.2606060606060606	0.46708905438634013	myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.7011921591316167
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	hla_cd74_ciita_state	residual_with_ifn_confounders	10	-0.33333333333333326	0.3465935070873344	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.6416705947795028
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD63	lysosome_membrane_or_lipid	False	False	cd74_hla_surface_state	residual_with_ifn_confounders	10	-0.23636363636363633	0.5108853175152	ifn_apc_upstream,myeloid_abundance,generic_nfkb,lipid_loader_phagocytic	0.7574088337860114
gse111972_ms_grey_matter_microglia	data/raw_v3/gse111972/GSE111972_norm_data.txt.gz	MS	grey matter microglia	myeloid_apc	CD68	surface_phagocytic_lipid_receptor	False	False	hla_cd74_ciita_state	raw	10	0.5151515151515151	0.12755286970323432		0.34856535537253525
