gene	n_state_raw_r_ge_0_5_diseases	n_state_raw_r_ge_0_7_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_state_resid_with_ifn_r_ge_0_25_diseases	median_raw_state_r	median_resid_non_ifn_state_r	median_resid_with_ifn_state_r	n_confounder_raw_r_ge_0_5_diseases	n_confounder_dominant_diseases	raw_state_supporting_diseases	resid_non_ifn_supporting_diseases	best_raw_state_details	best_resid_non_ifn_details
AP2A1	5	3	5	5	0.3441558441558442	0.14141727837380008	0.08745906267645398	10	6	Crohn disease;Graves disease;Hashimoto thyroiditis;celiac disease;psoriasis	Crohn disease;celiac disease;psoriasis;rheumatoid arthritis;ulcerative colitis	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_stromal"", ""compartment"": ""colon stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.5314685314685316, ""spearman_p"": 0.07536233505348361, ""spearman_fdr"": 0.25472141499434037}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.6, ""spearman_p"": 0.28475697986529386, ""spearman_fdr"": 0.5314946354433959}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.8999999999999998, ""spearman_p"": 0.03738607346849874, ""spearman_fdr"": 0.16840415828004157}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_white_matter_microglia"", ""compartment"": ""white matter microglia"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 21, ""spearman_r"": 0.22467532467532467, ""spearman_p"": 0.3275102738815654, ""spearman_fdr"": 0.5681461992462489}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 24, ""spearman_r"": 0.42869565217391303, ""spearman_p"": 0.03660002306000617, ""spearman_fdr"": 0.16840415828004157}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_b_plasma_like"", ""compartment"": ""duodenum b_plasma_like"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 0.7714285714285715, ""spearman_p"": 0.07239650145772594, ""spearman_fdr"": 0.26710019837634974}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_stromal"", ""compartment"": ""skin stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.942857142857143, ""spearman_p"": 0.004804664723032055, ""spearman_fdr"": 0.041660700446543776}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 36, ""spearman_r"": 0.44581724581724586, ""spearman_p"": 0.006428801554872671, ""spearman_fdr"": 0.049295474609191564}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_beta_cell"", ""compartment"": ""pancreatic beta cell"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 22, ""spearman_r"": 0.4195369847543761, ""spearman_p"": 0.05193171305661937, ""spearman_fdr"": 0.22049518663502646}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_stromal"", ""compartment"": ""colon stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.3706293706293707, ""spearman_p"": 0.23562100351264567, ""spearman_fdr"": 0.485366377536889}]"	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_epithelial"", ""compartment"": ""colon epithelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.6013986013986015, ""spearman_p"": 0.03858845292201946, ""spearman_fdr"": 0.1575573391564932}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_white_matter_microglia"", ""compartment"": ""white matter microglia"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 21, ""spearman_r"": 0.14805194805194805, ""spearman_p"": 0.521873723356196, ""spearman_fdr"": 0.7378237972333647}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 24, ""spearman_r"": 0.29217391304347823, ""spearman_p"": 0.1659324362656943, ""spearman_fdr"": 0.3940746291307705}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_epithelial_like"", ""compartment"": ""duodenum epithelial_like"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 1.0, ""spearman_p"": 0.0, ""spearman_fdr"": 0.0}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_apc"", ""compartment"": ""skin APC"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.942857142857143, ""spearman_p"": 0.004804664723032055, ""spearman_fdr"": 0.02848372887205608}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 36, ""spearman_r"": 0.5081081081081081, ""spearman_p"": 0.00155753751710173, ""spearman_fdr"": 0.012298729854956815}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_stellate_cell"", ""compartment"": ""pancreatic stellate cell"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 21, ""spearman_r"": 0.3233766233766234, ""spearman_p"": 0.15274203753826288, ""spearman_fdr"": 0.3738375928268876}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_stromal"", ""compartment"": ""colon stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.3706293706293707, ""spearman_p"": 0.23562100351264567, ""spearman_fdr"": 0.49004018544761174}]"
AP2M1	6	3	4	3	0.33808773482686527	0.04291360813099944	-0.08687156948026514	7	6	Graves disease;Hashimoto thyroiditis;Sjogren syndrome;celiac disease;psoriasis;type 1 diabetes mellitus	Sjogren syndrome;celiac disease;psoriasis;type 1 diabetes mellitus	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_myeloid"", ""compartment"": ""colon myeloid"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.16083916083916086, ""spearman_p"": 0.6175234895401425, ""spearman_fdr"": 0.7993434187560282}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.7999999999999999, ""spearman_p"": 0.10408803866182788, ""spearman_fdr"": 0.3127206424708425}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.8999999999999998, ""spearman_p"": 0.03738607346849874, ""spearman_fdr"": 0.16840415828004157}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_white_matter_microglia"", ""compartment"": ""white matter microglia"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 21, ""spearman_r"": 0.2, ""spearman_p"": 0.3847242304314522, ""spearman_fdr"": 0.6497691352685978}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 24, ""spearman_r"": 0.568695652173913, ""spearman_p"": 0.003734522433591378, ""spearman_fdr"": 0.038181311447911856}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_t_cell_like"", ""compartment"": ""duodenum t_cell_like"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 0.6571428571428573, ""spearman_p"": 0.1561749271137024, ""spearman_fdr"": 0.41974785765987255}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_stromal"", ""compartment"": ""skin stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.7714285714285715, ""spearman_p"": 0.07239650145772594, ""spearman_fdr"": 0.24672439551513567}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 36, ""spearman_r"": 0.44092664092664097, ""spearman_p"": 0.007109652643059633, ""spearman_fdr"": 0.05312849520540925}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_stellate_cell"", ""compartment"": ""pancreatic stellate cell"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 21, ""spearman_r"": 0.5324675324675324, ""spearman_p"": 0.012957519789950378, ""spearman_fdr"": 0.08673518947344634}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_stromal"", ""compartment"": ""colon stromal"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 12, ""spearman_r"": 0.44755244755244755, ""spearman_p"": 0.1445863013033476, ""spearman_fdr"": 0.4161412453478702}]"	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_myeloid"", ""compartment"": ""colon myeloid"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": -0.07692307692307693, ""spearman_p"": 0.8121826980280591, ""spearman_fdr"": 0.9140057210806602}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_grey_matter_microglia"", ""compartment"": ""grey matter microglia"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 10, ""spearman_r"": -0.17575757575757575, ""spearman_p"": 0.6271883447764844, ""spearman_fdr"": 0.8037302492320875}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 24, ""spearman_r"": 0.5156521739130434, ""spearman_p"": 0.009906970265358946, ""spearman_fdr"": 0.0535595579970968}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_epithelial_like"", ""compartment"": ""duodenum epithelial_like"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 1.0, ""spearman_p"": 0.0, ""spearman_fdr"": 0.0}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_apc"", ""compartment"": ""skin APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 0.6, ""spearman_p"": 0.208, ""spearman_fdr"": 0.4384770447533302}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 36, ""spearman_r"": 0.07953667953667955, ""spearman_p"": 0.6447197878273412, ""spearman_fdr"": 0.8125177193612121}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_stellate_cell"", ""compartment"": ""pancreatic stellate cell"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 21, ""spearman_r"": 0.35194805194805195, ""spearman_p"": 0.11767322930096191, ""spearman_fdr"": 0.3212799933425115}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_stromal"", ""compartment"": ""colon stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.3426573426573427, ""spearman_p"": 0.2755674509567803, ""spearman_fdr"": 0.5089195541456778}]"
APOE	5	4	4	4	0.2571428571428572	0.049162431771127425	0.16589497459062674	7	6	Crohn disease;Graves disease;Hashimoto thyroiditis;Sjogren syndrome;psoriasis	Sjogren syndrome;celiac disease;psoriasis;type 1 diabetes mellitus	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_myeloid"", ""compartment"": ""colon myeloid"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 12, ""spearman_r"": 0.7902097902097903, ""spearman_p"": 0.0022231354099909186, ""spearman_fdr"": 0.02417218660069491}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.7999999999999999, ""spearman_p"": 0.10408803866182788, ""spearman_fdr"": 0.3127206424708425}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.9999999999999999, ""spearman_p"": 1.4042654220543602e-24, ""spearman_fdr"": 1.6975090837186532e-22}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_grey_matter_microglia"", ""compartment"": ""grey matter microglia"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 10, ""spearman_r"": 0.49090909090909085, ""spearman_p"": 0.14965567342083683, ""spearman_fdr"": 0.41974785765987255}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_epithelial"", ""compartment"": ""salivary gland epithelial"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 25, ""spearman_r"": 0.5423076923076924, ""spearman_p"": 0.005101122263604564, ""spearman_fdr"": 0.04145664523991153}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_epithelial_like"", ""compartment"": ""duodenum epithelial_like"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 0.3142857142857143, ""spearman_p"": 0.5440932944606415, ""spearman_fdr"": 0.7642595489518922}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_stromal"", ""compartment"": ""skin stromal"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 6, ""spearman_r"": 0.7714285714285715, ""spearman_p"": 0.07239650145772594, ""spearman_fdr"": 0.26710019837634974}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 36, ""spearman_r"": -0.10115755897836111, ""spearman_p"": 0.5571806701095033, ""spearman_fdr"": 0.7580349575510412}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_endothelial_cell"", ""compartment"": ""pancreatic endothelial cell"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 22, ""spearman_r"": 0.4624505928853756, ""spearman_p"": 0.030231878253170995, ""spearman_fdr"": 0.15570553837159495}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_myeloid"", ""compartment"": ""colon myeloid"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 12, ""spearman_r"": 0.22377622377622378, ""spearman_p"": 0.4844516614553987, ""spearman_fdr"": 0.7229834163332203}]"	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_epithelial"", ""compartment"": ""colon epithelial"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 12, ""spearman_r"": 0.013986013986013986, ""spearman_p"": 0.9655902689187796, ""spearman_fdr"": 0.9774033413576796}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_white_matter_microglia"", ""compartment"": ""white matter microglia"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 21, ""spearman_r"": 0.12987012987012986, ""spearman_p"": 0.5747411951907225, ""spearman_fdr"": 0.7762473345975478}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_apc"", ""compartment"": ""salivary gland APC"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 22, ""spearman_r"": 0.6092603049124788, ""spearman_p"": 0.0026144624895228586, ""spearman_fdr"": 0.0210818733795}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_t_cell_like"", ""compartment"": ""duodenum t_cell_like"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.8285714285714287, ""spearman_p"": 0.04156268221574335, ""spearman_fdr"": 0.1575573391564932}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_stromal"", ""compartment"": ""skin stromal"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.942857142857143, ""spearman_p"": 0.004804664723032055, ""spearman_fdr"": 0.02848372887205608}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 36, ""spearman_r"": 0.17297297297297298, ""spearman_p"": 0.3130508649525435, ""spearman_fdr"": 0.5722726186404326}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_endothelial_cell"", ""compartment"": ""pancreatic endothelial cell"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 22, ""spearman_r"": 0.5256916996047432, ""spearman_p"": 0.011980930269026201, ""spearman_fdr"": 0.06298262514352723}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_myeloid"", ""compartment"": ""colon myeloid"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 12, ""spearman_r"": 0.2027972027972028, ""spearman_p"": 0.5273023541661079, ""spearman_fdr"": 0.7527804801036034}]"
AXL	4	1	7	5	-0.02127872127872128	0.016233766233766236	-0.11551491986274595	9	8	Crohn disease;MS;celiac disease;type 1 diabetes mellitus	Crohn disease;MS;celiac disease;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_epithelial"", ""compartment"": ""colon epithelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.5604211746706771, ""spearman_p"": 0.058053549658140725, ""spearman_fdr"": 0.22092600842125776}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": -0.09999999999999999, ""spearman_p"": 0.8728885715695384, ""spearman_fdr"": 0.9332913707468269}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 5, ""spearman_r"": 0.0, ""spearman_p"": 1.0, ""spearman_fdr"": 1.0}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_grey_matter_microglia"", ""compartment"": ""grey matter microglia"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 10, ""spearman_r"": 0.9272727272727272, ""spearman_p"": 0.00011203450639397587, ""spearman_fdr"": 0.0022795139667289147}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_epithelial"", ""compartment"": ""salivary gland epithelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 25, ""spearman_r"": 0.45076923076923076, ""spearman_p"": 0.023731952637414833, ""spearman_fdr"": 0.13180854775645265}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_myeloid_apc_like"", ""compartment"": ""duodenum myeloid_apc_like"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.5428571428571429, ""spearman_p"": 0.26570262390670546, ""spearman_fdr"": 0.5165741647382022}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_apc"", ""compartment"": ""skin APC"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 0.3142857142857143, ""spearman_p"": 0.5440932944606415, ""spearman_fdr"": 0.7469016166443676}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 36, ""spearman_r"": 0.15808749819414933, ""spearman_p"": 0.3571241359654846, ""spearman_fdr"": 0.6075249167293633}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_stellate_cell"", ""compartment"": ""pancreatic stellate cell"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 21, ""spearman_r"": 0.5909090909090908, ""spearman_p"": 0.004791420615320218, ""spearman_fdr"": 0.041660700446543776}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_stromal"", ""compartment"": ""colon stromal"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 12, ""spearman_r"": -0.013986013986013986, ""spearman_p"": 0.9655902689187796, ""spearman_fdr"": 0.9779635301272016}]"	"[{""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_myeloid"", ""compartment"": ""colon myeloid"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.6433566433566434, ""spearman_p"": 0.024003191200713647, ""spearman_fdr"": 0.1079859878367803}, {""disease_name"": ""Graves disease"", ""analysis"": ""gse248205_thyroid_graves_disease"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""Hashimoto thyroiditis"", ""analysis"": ""gse248205_thyroid_hashimoto_thyroiditis"", ""compartment"": ""thyroid Visium spots"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 0, ""spearman_r"": NaN, ""spearman_p"": NaN, ""spearman_fdr"": NaN}, {""disease_name"": ""MS"", ""analysis"": ""gse111972_ms_grey_matter_microglia"", ""compartment"": ""grey matter microglia"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 10, ""spearman_r"": 0.8787878787878788, ""spearman_p"": 0.0008138621117322102, ""spearman_fdr"": 0.007271265721250686}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_epithelial"", ""compartment"": ""salivary gland epithelial"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 25, ""spearman_r"": -0.13, ""spearman_p"": 0.5356794124214603, ""spearman_fdr"": 0.7548850080013723}, {""disease_name"": ""celiac disease"", ""analysis"": ""gse315138_celiac_epithelial_like"", ""compartment"": ""duodenum epithelial_like"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 1.0, ""spearman_p"": 0.0, ""spearman_fdr"": 0.0}, {""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_keratinocyte"", ""compartment"": ""skin keratinocyte"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 6, ""spearman_r"": 1.0, ""spearman_p"": 0.0, ""spearman_fdr"": 0.0}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""target_module"": ""cd74_hla_surface_state"", ""n_units"": 36, ""spearman_r"": 0.4684684684684685, ""spearman_p"": 0.003956077539339089, ""spearman_fdr"": 0.02753999086725904}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_stellate_cell"", ""compartment"": ""pancreatic stellate cell"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 21, ""spearman_r"": 0.45454545454545453, ""spearman_p"": 0.038439425043837745, ""spearman_fdr"": 0.1575573391564932}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_epithelial"", ""compartment"": ""colon epithelial"", ""target_module"": ""hla_cd74_ciita_state"", ""n_units"": 12, ""spearman_r"": 0.35664335664335667, ""spearman_p"": 0.2551377517589572, ""spearman_fdr"": 0.4957177385239809}]"
