analysis	dataset_path	disease_name	compartment	role	unit_id	disease	group	n_observations	module	mean_score
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3614	normal	control	21	generic_nfkb	-0.031118036958947912
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3614	normal	control	21	lipid_loader_phagocytic	0.04986536157405388
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3617	Sjogren syndrome	case	143	hla_cd74_ciita_state	0.008118473971055874
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3617	Sjogren syndrome	case	143	cd74_hla_surface_state	0.04759359592006258
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3617	Sjogren syndrome	case	143	ifn_apc_upstream	-0.13293923860987972
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3617	Sjogren syndrome	case	143	myeloid_abundance	0.23923376301984867
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3617	Sjogren syndrome	case	143	generic_nfkb	-0.08013098988508971
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3617	Sjogren syndrome	case	143	lipid_loader_phagocytic	-0.033778241543001256
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3618	Sjogren syndrome	case	20	hla_cd74_ciita_state	-0.035375663175887
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3618	Sjogren syndrome	case	20	cd74_hla_surface_state	-0.09393603892386104
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3618	Sjogren syndrome	case	20	ifn_apc_upstream	0.2619967612189452
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3618	Sjogren syndrome	case	20	myeloid_abundance	0.11711435608605607
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3618	Sjogren syndrome	case	20	generic_nfkb	0.020895831179425013
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3618	Sjogren syndrome	case	20	lipid_loader_phagocytic	-0.15421267746249034
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3621	normal	control	49	hla_cd74_ciita_state	-0.15615367949137593
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3621	normal	control	49	cd74_hla_surface_state	-0.2537447109891837
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3621	normal	control	49	ifn_apc_upstream	0.8566566839140236
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3621	normal	control	49	myeloid_abundance	0.14702873451892848
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3621	normal	control	49	generic_nfkb	-0.053615785487149806
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3621	normal	control	49	lipid_loader_phagocytic	-0.0393441015853835
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3622	Sjogren syndrome	case	72	hla_cd74_ciita_state	-0.012507794943021894
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3622	Sjogren syndrome	case	72	cd74_hla_surface_state	0.061353864186391896
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3622	Sjogren syndrome	case	72	ifn_apc_upstream	0.4493555744573094
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3622	Sjogren syndrome	case	72	myeloid_abundance	0.07516695464076696
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3622	Sjogren syndrome	case	72	generic_nfkb	-0.09652079871829432
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3622	Sjogren syndrome	case	72	lipid_loader_phagocytic	-0.06598396127647216
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3623	normal	control	24	hla_cd74_ciita_state	-0.06437448195179851
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3623	normal	control	24	cd74_hla_surface_state	-0.1653826737422972
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3623	normal	control	24	ifn_apc_upstream	-0.18841946632364134
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3623	normal	control	24	myeloid_abundance	0.23352185331662403
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3623	normal	control	24	generic_nfkb	-0.05204517142858802
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3623	normal	control	24	lipid_loader_phagocytic	0.05214806019651274
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3630	normal	control	52	hla_cd74_ciita_state	-0.10955186559466791
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3630	normal	control	52	cd74_hla_surface_state	-0.20334681365093615
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3630	normal	control	52	ifn_apc_upstream	-0.0656521395299081
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3630	normal	control	52	myeloid_abundance	0.29503742825293494
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3630	normal	control	52	generic_nfkb	-0.29192771257357575
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3630	normal	control	52	lipid_loader_phagocytic	0.22719510587785768
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3632	normal	control	52	hla_cd74_ciita_state	-0.12449681469274572
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3632	normal	control	52	cd74_hla_surface_state	-0.1614819748775161
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3632	normal	control	52	ifn_apc_upstream	-0.11836689005513606
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3632	normal	control	52	myeloid_abundance	0.08477374458209876
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3632	normal	control	52	generic_nfkb	0.15733186106811475
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3632	normal	control	52	lipid_loader_phagocytic	-0.08661475199740029
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3633	normal	control	19	hla_cd74_ciita_state	-0.26259634918338753
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3633	normal	control	19	cd74_hla_surface_state	-0.39399516613662805
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3633	normal	control	19	ifn_apc_upstream	0.17677072635178961
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3633	normal	control	19	myeloid_abundance	0.3195053320592052
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3633	normal	control	19	generic_nfkb	0.003731990934764325
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3633	normal	control	19	lipid_loader_phagocytic	0.015139379459312135
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3247	Sjogren syndrome	case	2292	hla_cd74_ciita_state	0.13335498346956867
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3247	Sjogren syndrome	case	2292	cd74_hla_surface_state	0.19398425830978722
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3247	Sjogren syndrome	case	2292	ifn_apc_upstream	0.043944527474074735
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3247	Sjogren syndrome	case	2292	myeloid_abundance	0.057509338869256785
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3247	Sjogren syndrome	case	2292	generic_nfkb	0.04145349395931657
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3247	Sjogren syndrome	case	2292	lipid_loader_phagocytic	0.018557806845692627
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3437	normal	control	1036	hla_cd74_ciita_state	-0.00038960385103604245
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3437	normal	control	1036	cd74_hla_surface_state	-0.040810526396864166
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3437	normal	control	1036	ifn_apc_upstream	0.1278970462539511
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3437	normal	control	1036	myeloid_abundance	-0.028987871872077554
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3437	normal	control	1036	generic_nfkb	0.1927139054004332
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3437	normal	control	1036	lipid_loader_phagocytic	0.012237286299768137
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3546	Sjogren syndrome	case	86	hla_cd74_ciita_state	-0.04670300221398327
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3546	Sjogren syndrome	case	86	cd74_hla_surface_state	-0.039164441146362215
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3546	Sjogren syndrome	case	86	ifn_apc_upstream	-0.12999684357890498
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3546	Sjogren syndrome	case	86	myeloid_abundance	0.05687443356641693
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3546	Sjogren syndrome	case	86	generic_nfkb	-0.09200326846494149
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3546	Sjogren syndrome	case	86	lipid_loader_phagocytic	-0.04031368305804391
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3556	normal	control	17159	hla_cd74_ciita_state	-0.011014495504267408
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3556	normal	control	17159	cd74_hla_surface_state	-0.007041604408625098
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3556	normal	control	17159	ifn_apc_upstream	-0.06307317639207256
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3556	normal	control	17159	myeloid_abundance	-0.037726710808409926
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3556	normal	control	17159	generic_nfkb	-0.02491839707095277
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3556	normal	control	17159	lipid_loader_phagocytic	0.0023038159181321257
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3559	Sjogren syndrome	case	2244	hla_cd74_ciita_state	0.17746680884456267
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3559	Sjogren syndrome	case	2244	cd74_hla_surface_state	0.20989493419987684
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3559	Sjogren syndrome	case	2244	ifn_apc_upstream	0.08436438814024251
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3559	Sjogren syndrome	case	2244	myeloid_abundance	0.04231434720089479
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3559	Sjogren syndrome	case	2244	generic_nfkb	0.054355253633176184
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3559	Sjogren syndrome	case	2244	lipid_loader_phagocytic	0.07044603249984928
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3560	Sjogren syndrome	case	791	hla_cd74_ciita_state	0.44221931441876206
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3560	Sjogren syndrome	case	791	cd74_hla_surface_state	0.5803226151222454
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3560	Sjogren syndrome	case	791	ifn_apc_upstream	0.2500077992731825
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3560	Sjogren syndrome	case	791	myeloid_abundance	0.06130525076245728
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3560	Sjogren syndrome	case	791	generic_nfkb	0.14226493395961598
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3560	Sjogren syndrome	case	791	lipid_loader_phagocytic	0.04584106465174923
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3561	Sjogren syndrome	case	3777	hla_cd74_ciita_state	0.42330826399885707
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3561	Sjogren syndrome	case	3777	cd74_hla_surface_state	0.5737680244773777
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3561	Sjogren syndrome	case	3777	ifn_apc_upstream	0.060146320240882754
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3561	Sjogren syndrome	case	3777	myeloid_abundance	-0.027346863064659874
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3561	Sjogren syndrome	case	3777	generic_nfkb	-0.000872775865640691
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3561	Sjogren syndrome	case	3777	lipid_loader_phagocytic	-0.009296167456026218
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3564	normal	control	1412	hla_cd74_ciita_state	-0.0327769328017917
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3564	normal	control	1412	cd74_hla_surface_state	-0.026646383422343507
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3564	normal	control	1412	ifn_apc_upstream	-0.04355695828928481
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3564	normal	control	1412	myeloid_abundance	0.08765487934116484
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3564	normal	control	1412	generic_nfkb	-0.06069673354710774
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3564	normal	control	1412	lipid_loader_phagocytic	-0.03830508737249411
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3592	normal	control	1030	hla_cd74_ciita_state	-0.04477615914708637
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3592	normal	control	1030	cd74_hla_surface_state	-0.05229724304536774
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3592	normal	control	1030	ifn_apc_upstream	-0.04165844709140565
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3592	normal	control	1030	myeloid_abundance	0.07365289435893259
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3592	normal	control	1030	generic_nfkb	-0.028977965249497122
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3592	normal	control	1030	lipid_loader_phagocytic	-0.0181394624869063
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	hla_cd74_ciita_state	0.021192111442992646
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	cd74_hla_surface_state	0.013825672744334917
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	ifn_apc_upstream	0.14547126745090996
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	myeloid_abundance	0.06251192075918288
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	generic_nfkb	0.13828528751733343
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3596	normal	control	872	lipid_loader_phagocytic	0.00549520178362402
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	hla_cd74_ciita_state	0.6353361982568374
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	cd74_hla_surface_state	0.8877037632094088
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	ifn_apc_upstream	0.04879239004082879
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	myeloid_abundance	0.06686533821431764
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	generic_nfkb	-0.04595628353350028
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3598	Sjogren syndrome	case	1455	lipid_loader_phagocytic	-0.02264142108224231
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	hla_cd74_ciita_state	0.08106929591332507
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	cd74_hla_surface_state	0.11405367436584112
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	ifn_apc_upstream	-0.08734004676574439
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	myeloid_abundance	0.03613380300796972
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	generic_nfkb	-0.048335401294568474
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3603	normal	control	763	lipid_loader_phagocytic	-0.035407953327471625
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	hla_cd74_ciita_state	0.5531633944756245
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	cd74_hla_surface_state	0.76797644067287
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	ifn_apc_upstream	0.18411176636755316
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	myeloid_abundance	0.04932270128579389
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	generic_nfkb	0.03508489975532452
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3604	Sjogren syndrome	case	1120	lipid_loader_phagocytic	0.023519254186965953
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	hla_cd74_ciita_state	-0.02219735042367053
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	NIDCRDC3606	normal	control	2746	cd74_hla_surface_state	-0.009000884994539117
