analysis	dataset_path	disease_name	compartment	role	unit_id	disease	group	n_observations	gene	family	is_minimum_candidate	is_state_control	mean_log_norm	mean_z_vs_controls	detection_fraction
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	AP2A1	vesicle_sorting_trafficking	False	False	0.100238738383775	0.06396766163751816	0.14814814814814814
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	AP2M1	vesicle_sorting_trafficking	True	False	0.39350058785204595	-0.2678273492796005	0.38271604938271603
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	APOE	myeloid_marker_control	False	False	0.06312174906286734	-0.1859534767795505	0.024691358024691357
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	AXL	surface_phagocytic_lipid_receptor	False	False	0.061707951366508376	-0.38087995968580857	0.04938271604938271
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	C1QA	surface_uptake_fc_complement	True	False	0.25359168918841407	-0.7016722225145229	0.1111111111111111
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	C1QB	surface_uptake_fc_complement	True	False	0.29803799781550244	-0.6387711409810303	0.13580246913580246
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	C1QC	surface_uptake_fc_complement	True	False	0.23890259405217287	-0.6320500016998584	0.13580246913580246
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CD36	surface_phagocytic_lipid_receptor	False	False	0.05897600276615754	-0.37983906987872956	0.07407407407407407
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CD63	lysosome_membrane_or_lipid	False	False	2.0733037197330444	-0.019183746471949766	0.8395061728395061
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CD68	surface_phagocytic_lipid_receptor	False	False	0.5488883322276902	-0.33142829068262103	0.4074074074074074
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CD74	state_positive_control	False	True	1.917137667525842	-0.10715671360765887	0.5432098765432098
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CIITA	state_positive_control	False	True	0.4257222781318115	0.6260619793366151	0.32098765432098764
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CLEC7A	surface_phagocytic_lipid_receptor	False	False	0.4716156286182414	0.31896743396088	0.345679012345679
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CLTC	vesicle_sorting_trafficking	False	False	0.620660812290433	0.30684298932705656	0.48148148148148145
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CST3	myeloid_marker_control	False	False	1.5246176227421369	0.03176602317142348	0.5925925925925926
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSB	cathepsin_protease	True	False	0.7716921802033753	-0.29287472925176555	0.4691358024691358
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSD	cathepsin_protease	True	False	0.7264724712541332	-0.5773494047407776	0.4691358024691358
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSH	cathepsin_protease	False	False	0.5563495288900447	0.26458653560542056	0.4074074074074074
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSK	cathepsin_protease	False	False	0.0061464658023979895	-0.04504537153640897	0.012345679012345678
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSL	cathepsin_protease	True	False	0.3954029941507388	-0.03267677716817871	0.19753086419753085
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSS	cathepsin_protease	True	False	1.3075820062798977	0.1701093298591852	0.5802469135802469
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	CTSZ	cathepsin_protease	False	False	0.6216339049334695	-0.255774966939635	0.4074074074074074
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	FCER1G	surface_uptake_fc_complement	False	False	1.9201068876517768	-0.05149645045213838	0.7407407407407407
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	FCGR2A	surface_uptake_fc_complement	True	False	0.3458510650718824	-0.033085916133225625	0.24691358024691357
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	FCGR3A	surface_uptake_fc_complement	True	False	0.13876870127111227	-0.03804839619139819	0.08641975308641975
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	GNPTAB	glycosylation_mannose6p	False	False	0.27524128914580787	0.02028156188684916	0.2345679012345679
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	GNPTG	glycosylation_mannose6p	False	False	0.11141562432123356	0.09329598893777379	0.12345679012345678
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	GPNMB	myeloid_marker_control	False	False	0.0	-0.5112780159096947	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DMA	hla_chaperone_loading	True	False	0.882033604836088	0.02154983914344116	0.4567901234567901
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DMB	hla_chaperone_loading	True	False	0.5417647596516306	-0.10315795657120434	0.37037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DOA	hla_chaperone_loading	False	False	0.13801283174107304	-0.19041896181067558	0.1728395061728395
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DOB	hla_chaperone_loading	False	False	0.05954816892641011	0.27914492696856724	0.07407407407407407
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DPA1	state_positive_control	False	True	1.7774701581912327	-0.02520751696869179	0.5432098765432098
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DPB1	state_positive_control	False	True	1.6607336181658403	-0.06379014530560242	0.48148148148148145
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DRA	state_positive_control	False	True	2.4065994448133385	0.11989153480342632	0.5308641975308642
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	HLA-DRB1	state_positive_control	False	True	1.7446668135060384	-0.021810567923886526	0.4691358024691358
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	IFI30	lysosomal_thiol_reductase	True	False	0.5429045679302755	0.6807871127084186	0.37037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	IGF2R	glycosylation_mannose6p	False	False	0.11252100031300856	0.019644649579447542	0.12345679012345678
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	ITGAM	surface_phagocytic_lipid_receptor	False	False	0.16689571505312278	0.08212063718148246	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	ITGAX	surface_phagocytic_lipid_receptor	False	False	0.7838084278212647	0.7454908910367715	0.48148148148148145
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LAMP1	lysosome_membrane_or_lipid	True	False	0.19413490512489276	-0.2191364365951564	0.20987654320987653
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LAMP2	lysosome_membrane_or_lipid	True	False	0.36492653175720874	0.05748214768010063	0.35802469135802467
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LAMP3	lysosome_membrane_or_lipid	False	False	0.24541696617015318	1.5994984378477972	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LAPTM5	lysosome_membrane_or_lipid	False	False	1.3932756453808324	0.052794664725270946	0.7160493827160493
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LGALS3	galectin_glycan_checkpoint	True	False	1.2557801682157652	-0.7221304915632255	0.6790123456790124
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LGALS9	galectin_glycan_checkpoint	True	False	0.30631294106963136	-0.06358670573410995	0.32098765432098764
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LIPA	lysosome_membrane_or_lipid	True	False	0.1556073441360573	-0.49082763578361566	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LRP1	surface_phagocytic_lipid_receptor	False	False	0.12376549676338598	-0.09926835862278266	0.1728395061728395
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LST1	myeloid_marker_control	False	False	1.0882210934575243	0.4162664027254196	0.5185185185185185
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	LYZ	myeloid_marker_control	False	False	1.756210013313137	-0.0002318682867818568	0.4567901234567901
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	M6PR	glycosylation_mannose6p	True	False	0.6070718885058196	-0.0921922100106852	0.48148148148148145
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	MERTK	surface_phagocytic_lipid_receptor	False	False	0.04974554996356914	-0.07760570921211969	0.06172839506172839
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	MRC1	surface_phagocytic_lipid_receptor	True	False	0.23506100320754134	-0.19179858131865032	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	MSR1	surface_phagocytic_lipid_receptor	True	False	0.03661526558362431	-0.2879936951379231	0.04938271604938271
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	NPC1	lysosome_membrane_or_lipid	False	False	0.048016315328789756	-0.03500933481502772	0.07407407407407407
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	NPC2	lysosome_membrane_or_lipid	True	False	0.9094650225781801	-0.4741098061813238	0.5679012345679012
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB11A	vesicle_sorting_trafficking	True	False	0.24927697491407275	0.0478579737546292	0.2839506172839506
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB27A	vesicle_sorting_trafficking	False	False	0.2409808910804577	1.0339487145310169	0.2222222222222222
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB32	vesicle_sorting_trafficking	False	False	0.3403188125808644	0.08816161612982076	0.30864197530864196
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB5A	vesicle_sorting_trafficking	True	False	0.48401265980266134	0.6008488630433968	0.38271604938271603
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB7A	vesicle_sorting_trafficking	True	False	0.671863548426608	0.1972998995858347	0.5185185185185185
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB7B	vesicle_sorting_trafficking	False	False	0.0384437990583467	-0.17665353232781822	0.037037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RAB9A	vesicle_sorting_trafficking	False	False	0.3433288051350289	0.12724718946928562	0.30864197530864196
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	RFX5	state_positive_control	False	True	0.08256442762123951	0.054127888187980616	0.1111111111111111
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SCARB1	surface_phagocytic_lipid_receptor	True	False	0.010260117603074633	-0.23821416497211612	0.024691358024691357
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SNX10	vesicle_sorting_trafficking	True	False	0.4876437994297958	1.0037014241023525	0.37037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SNX2	vesicle_sorting_trafficking	False	False	0.38553035246268746	-0.055399073478074864	0.345679012345679
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SNX3	vesicle_sorting_trafficking	False	False	0.6050549787096609	0.2211130889021072	0.4444444444444444
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SNX5	vesicle_sorting_trafficking	True	False	0.26286463587528797	-0.08749378378179251	0.24691358024691357
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SNX6	vesicle_sorting_trafficking	False	False	0.43352712207372857	-0.07016313349908322	0.37037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SORT1	vesicle_sorting_trafficking	True	False	0.018230597809730367	-0.07823246734116174	0.012345679012345678
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	SPP1	myeloid_marker_control	False	False	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	TPP1	lysosome_membrane_or_lipid	False	False	0.37835041047848583	-0.08355157237940049	0.345679012345679
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	TREM2	surface_phagocytic_lipid_receptor	True	False	0.0	-0.20861826083411875	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	TYROBP	surface_phagocytic_lipid_receptor	True	False	1.7197295502162377	-0.09323387080711397	0.7530864197530864
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	VAMP3	vesicle_sorting_trafficking	True	False	0.21388957748997114	0.007760622636688992	0.2345679012345679
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	VAMP7	vesicle_sorting_trafficking	True	False	0.1442635351581277	0.16022518742164102	0.1728395061728395
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	VAMP8	vesicle_sorting_trafficking	False	False	0.862242999373739	-0.47713765516396067	0.5555555555555556
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	AP2A1	vesicle_sorting_trafficking	False	False	0.09081398022157922	0.03338243977036818	0.13157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	AP2M1	vesicle_sorting_trafficking	True	False	0.7786132316665124	0.2009991882422767	0.631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	APOE	myeloid_marker_control	False	False	0.18769370364489707	0.061809772244756485	0.10526315789473684
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	AXL	surface_phagocytic_lipid_receptor	False	False	0.34457545438488185	0.06422867028463941	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	C1QA	surface_uptake_fc_complement	True	False	1.183564341400255	-0.20784610623637034	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	C1QB	surface_uptake_fc_complement	True	False	1.0756966799287346	-0.19271863709202733	0.3684210526315789
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	C1QC	surface_uptake_fc_complement	True	False	0.9498850451308941	-0.1828015942732266	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CD36	surface_phagocytic_lipid_receptor	False	False	0.23386488201524597	-0.09958961080096622	0.23684210526315788
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CD63	lysosome_membrane_or_lipid	False	False	2.3529277114758815	0.20539457751560308	0.8947368421052632
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CD68	surface_phagocytic_lipid_receptor	False	False	0.9638949392226722	0.029596788851065436	0.631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CD74	state_positive_control	False	True	2.6236303403290115	0.2172584425812812	0.7105263157894737
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CIITA	state_positive_control	False	True	0.3778403599569177	0.5124806087111098	0.3684210526315789
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CLEC7A	surface_phagocytic_lipid_receptor	False	False	0.747648616495652	0.7652688972060457	0.5263157894736842
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CLTC	vesicle_sorting_trafficking	False	False	0.7277024126464431	0.45544943158873813	0.5263157894736842
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CST3	myeloid_marker_control	False	False	1.8303872306749625	0.2287629297893637	0.7105263157894737
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSB	cathepsin_protease	True	False	1.2656510769800071	0.05212251028438938	0.6052631578947368
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSD	cathepsin_protease	True	False	1.3595643594809739	-0.13394043262759706	0.6842105263157895
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSH	cathepsin_protease	False	False	0.8606500081205604	0.6844108197997297	0.5
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSK	cathepsin_protease	False	False	0.0	-0.09461878510908976	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSL	cathepsin_protease	True	False	0.5394350061005942	0.14800512663065696	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSS	cathepsin_protease	True	False	1.786639263497223	0.5303489849831865	0.6842105263157895
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	CTSZ	cathepsin_protease	False	False	0.7670302595718222	-0.1439184613420301	0.5526315789473685
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	FCER1G	surface_uptake_fc_complement	False	False	1.863925562782204	-0.09886088324364968	0.8157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	FCGR2A	surface_uptake_fc_complement	True	False	0.5246464772148564	0.22250663812631483	0.3684210526315789
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	FCGR3A	surface_uptake_fc_complement	True	False	0.17921545715781018	0.039744867002510946	0.15789473684210525
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	GNPTAB	glycosylation_mannose6p	False	False	0.29732256842539895	0.060300428528052605	0.34210526315789475
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	GNPTG	glycosylation_mannose6p	False	False	0.09905455352885963	0.054363537013511716	0.13157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	GPNMB	myeloid_marker_control	False	False	0.286568042537954	-0.24690832282721317	0.18421052631578946
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	HLA-DMA	hla_chaperone_loading	True	False	1.2636157656721776	0.34836870360606564	0.6578947368421053
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	HLA-DMB	hla_chaperone_loading	True	False	0.9562028436156337	0.30253564143939876	0.5789473684210527
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	HLA-DOA	hla_chaperone_loading	False	False	0.30465381710938455	0.11014007288129096	0.34210526315789475
