fixture	synthetic	seed	n	events	stratified	custom_z	reference_z	custom_p	reference_p	custom_one_step_log_hr	reference_one_step_log_hr	maximum_absolute_difference	reference_check_pass
null_unstratified_ties	True	54941	480	146	False	2.186706806273298	2.1867068062732993	0.028763934429149877	0.02876393442914978	0.1730839386915009	0.17308393869150102	1.3322676295501878e-15	True
positive_unstratified_ties	True	54942	480	155	False	7.963698428071735	7.963698428071732	1.6697190975119002e-15	1.6697190975119301e-15	0.6375199956800093	0.6375199956800088	3.552713678800501e-15	True
null_stratified_ties	True	54943	480	166	True	1.9373643452568077	1.9373643452568081	0.052700821822617795	0.052700821822617754	0.17100480987322575	0.17100480987322578	4.440892098500626e-16	True
positive_stratified_ties	True	54944	480	152	True	5.738593447729314	5.738593447729316	9.546608300975288e-09	9.546608300975215e-09	0.5060181218581108	0.5060181218581108	1.7763568394002505e-15	True
