context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation	cosine_shift_z_vs_random	projection_minus_random	candidate_support_flag	candidate_strong_support_flag
IBD_myeloid	SCARB2	ENSG00000138760	7621	30	30	2	0.0003614723682403	0.0339629612863063	0.3063784837722778	8.717775344848632e-05	0.0006004657870704	0.0167789030063431	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.45680306971370344	0.017184058279963197	False	False
sjogren_APC	MSR1	ENSG00000038945	554	30	30	1	0.0001567006111145	0.0157453995198011	0.4357753992080688	-0.0003063480059305	0.0010373475951341	-0.0082778289952936	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.44637749122572623	0.024023228515094704	False	False
sjogren_duct	SCARB2	ENSG00000138760	7621	30	30	1	0.0002151727676391	0.0156331975013017	0.3863687217235565	-2.832214037577311e-06	0.0005748807780173	-0.0007546138115382	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.3792177265494113	0.0163878113128399	False	False
t1d_endothelial	LGALS8	ENSG00000116977	4608	30	30	1	0.0003878474235534	-0.0074342507869005	0.4587238132953644	0.0001220429937044	0.0007119963500216	0.0063570471742423	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.37332274223166484	-0.0137912979611428	False	False
sjogren_acinar	CHI3L1	ENSG00000133048	6605	30	30	1	0.0002511739730834	-0.0229462906718254	0.3874553740024566	-9.347846110661824e-05	0.0010211506139933	-0.0096642198060483	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.33751380987984164	-0.0132820708657771	False	False
psoriasis_keratinocyte	UGCG	ENSG00000148154	8924	30	30	2	2.9861927032470703e-05	0.007524530403316	0.3867449164390564	-0.000140265127023	0.0005712425554997	-0.0055408724758308	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.29781929307884003	0.0130654028791468	False	False
t1d_acinar	SCARB2	ENSG00000138760	7621	30	30	2	0.0001880824565887	-0.0281783379614353	0.3773975372314453	-2.3672481377919517e-05	0.0007598105536372	-0.000811569353876	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2786943889538679	-0.0273667686075593	False	False
sjogren_APC	PLIN2	ENSG00000147872	8901	30	30	1	-1.9252300262451172e-05	-0.0348773226141929	0.4332703351974487	-0.0003063480059305	0.0010373475951341	-0.0082778289952936	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2767594073719671	-0.0265994936188993	False	False
t1d_acinar	GBA2	ENSG00000070610	1117	30	30	3	0.0001512169837951	-0.0068599786609411	0.3636380136013031	-2.3672481377919517e-05	0.0007598105536372	-0.000811569353876	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.23017509343062775	-0.0060484093070651	False	False
t1d_endothelial	FABP5	ENSG00000164687	11227	30	30	7	0.00025762830046	-0.0360000729560852	0.6612170934677124	0.0001220429937044	0.0007119963500216	0.0063570471742423	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.1904297778373256	-0.0423571201303275	False	False
IBD_stromal	SCARB2	ENSG00000138760	7621	30	30	1	-3.075599670410156e-05	-0.0449068620800972	0.3534640371799469	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.17222233382924007	-0.0330868300273627	False	False
t1d_ductal	CHI3L1	ENSG00000133048	6605	30	30	1	9.506940841674803e-05	0.0220976844429969	0.3938097357749939	-1.4826655387878418e-05	0.000674605583154	0.0102326707060759	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.1629041717840915	0.011865013736920999	False	False
sjogren_acinar	ACSL3	ENSG00000123983	5378	30	30	6	7.101893424987793e-05	-0.0253446903079748	0.4330318868160248	-9.347846110661824e-05	0.0010211506139933	-0.0096642198060483	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.1610902379162409	-0.015680470501926502	False	False
sjogren_APC	CD44	ENSG00000026508	457	30	30	1	-0.0001885890960693	-0.0342200323939323	0.5450223684310913	-0.0003063480059305	0.0010373475951341	-0.0082778289952936	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.11351923927290451	-0.025942203398638702	False	False
psoriasis_dendritic	LGALS8	ENSG00000116977	4608	30	30	1	4.023313522338867e-05	0.0126084741204977	0.285641074180603	-2.187689145406087e-05	0.0005927130563023	0.0080120650023066	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.10478936817239895	0.0045964091181911	False	False
sjogren_duct	ACSL3	ENSG00000123983	5378	30	30	4	4.4479966163635254e-05	-0.0155424997210502	0.4691031575202942	-2.832214037577311e-06	0.0005748807780173	-0.0007546138115382	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.08229911663490823	-0.014787885909512	False	False
t1d_acinar	LGALS8	ENSG00000116977	4608	30	30	2	2.9802322387695312e-05	-0.0170359350740909	0.3484604954719543	-2.3672481377919517e-05	0.0007598105536372	-0.000811569353876	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.07037912741489555	-0.0162243657202149	False	False
t1d_endothelial	CD44	ENSG00000026508	457	30	30	1	0.0001609325408935	-0.0045075211673974	0.4101283848285675	0.0001220429937044	0.0007119963500216	0.0063570471742423	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.05462043055125239	-0.0108645683416397	False	False
t1d_ductal	SCARB2	ENSG00000138760	7621	30	30	6	3.159046173095703e-06	-0.0168863479048013	0.3786517679691314	-1.4826655387878418e-05	0.000674605583154	0.0102326707060759	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.02666106241944386	-0.027119018610877198	False	False
psoriasis_macrophage	LGALS8	ENSG00000116977	4608	30	30	1	2.6524066925048828e-05	0.0104643180966377	0.4269720613956451	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.005723760920002868	-0.012690492371136	False	False
IBD_stromal	FABP5	ENSG00000164687	11227	30	30	10	-0.0001134514823206	-0.0864607840776443	0.8267992734909058	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.01844384798063383	-0.0746407520249098	False	False
psoriasis_keratinocyte	LGALS8	ENSG00000116977	4608	30	30	1	-0.0001572370529174	-0.015848372131586	0.2402896881103515	-0.000140265127023	0.0005712425554997	-0.0055408724758308	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.02971054192479349	-0.010307499655755198	False	False
IBD_stromal	CHI3L1	ENSG00000133048	6605	30	30	6	-0.0001222888677148	0.080702893435955	0.5805663466453552	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.03881969459103562	0.09252292548868951	False	False
t1d_stellate	SCARB2	ENSG00000138760	7621	30	30	7	-0.0001343573821941	-0.0163548421114683	0.4039714932441711	-8.48288337389628e-05	0.0011080274369903	-0.0069835771602811	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.044699749123243766	-0.0093712649511872	False	False
t1d_stellate	CTSL	ENSG00000135047	6899	30	30	12	-0.000163892909768	-0.0294364839792251	0.7617146372795105	-8.48288337389628e-05	0.0011080274369903	-0.0069835771602811	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.07135570238567057	-0.022452906818943998	False	False
t1d_stellate	UGCG	ENSG00000148154	8924	30	30	7	-0.0001678551925579	-0.0006840272690169	0.4148662984371185	-8.48288337389628e-05	0.0011080274369903	-0.0069835771602811	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.07493168133494878	0.0062995498912642	False	False
IBD_myeloid	GPNMB	ENSG00000136235	7137	30	30	3	2.77558956440771e-05	-0.0618797242641449	0.6348064541816711	8.717775344848632e-05	0.0006004657870704	0.0167789030063431	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.09895960616560902	-0.078658627270488	False	False
psoriasis_macrophage	ACSL3	ENSG00000123983	5378	30	30	2	-3.0487775802612305e-05	-0.0260596089065074	0.3881544172763824	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.09994992066242098	-0.0492144193742811	False	False
psoriasis_dendritic	UGCG	ENSG00000148154	8924	30	30	4	-8.621811866760254e-05	0.0048793666064739	0.4455336332321167	-2.187689145406087e-05	0.0005927130563023	0.0080120650023066	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.10855375384328614	-0.0031326983958326997	False	False
IBD_stromal	CTSL	ENSG00000135047	6899	30	30	4	-0.0001567602157592	-0.0020011169835925	0.4314708113670349	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.11829828117247464	0.009818915069142	False	False
IBD_stromal	LGALS8	ENSG00000116977	4608	30	30	3	-0.0001587669103173	-0.0022183663677424	0.2954619526863098	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.12292500035308299	0.0096016656849921	False	False
IBD_myeloid	FABP5	ENSG00000164687	11227	30	30	5	1.3148785001249053e-05	0.0817637145519256	0.6627671122550964	8.717775344848632e-05	0.0006004657870704	0.0167789030063431	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.12328590577727278	0.0649848115455825	False	False
psoriasis_keratinocyte	CTSB	ENSG00000164733	11238	30	30	3	-0.0002184112818213	0.0053711668588221	0.3323607444763183	-0.000140265127023	0.0005712425554997	-0.0055408724758308	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.13680030320909986	0.010912039334652901	False	False
t1d_acinar	UGCG	ENSG00000148154	8924	30	30	3	-0.0001302162854699	-0.0030547839123755	0.3917000293731689	-2.3672481377919517e-05	0.0007598105536372	-0.000811569353876	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.14022416980385063	-0.0022432145584995	False	False
IBD_myeloid	PLIN2	ENSG00000147872	8901	30	30	9	-4.827976226806641e-06	0.0527966357767581	0.511226236820221	8.717775344848632e-05	0.0006004657870704	0.0167789030063431	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.15322393324718434	0.03601773277041499	False	False
psoriasis_macrophage	SCARB2	ENSG00000138760	7621	30	30	4	-6.341934204101562e-05	0.0132486736401915	0.3057623505592346	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.1609898674206951	-0.0099061368275822	False	False
psoriasis_macrophage	PLIN2	ENSG00000147872	8901	30	30	3	-7.410844409605488e-05	0.0029288355726748	0.3709205090999603	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.18080253638426483	-0.0202259748950989	False	False
IBD_epithelial	SCARB2	ENSG00000138760	7621	30	30	3	4.869699478149414e-05	0.0176031198352575	0.268057256937027	0.000135829548041	0.0004366928323041	0.0123068067555626	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.19952824231112937	0.005296313079694899	False	False
IBD_epithelial	LGALS8	ENSG00000116977	4608	30	30	1	4.488229751586914e-05	-0.0161176342517137	0.2059298008680343	0.000135829548041	0.0004366928323041	0.0123068067555626	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.20826366680962116	-0.0284244410072763	False	False
t1d_stellate	GPNMB	ENSG00000136235	7137	30	30	1	-0.0003246068954467	-0.0409773364663124	0.3767072558403015	-8.48288337389628e-05	0.0011080274369903	-0.0069835771602811	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.21640083422395998	-0.0339937593060313	False	False
psoriasis_macrophage	GPNMB	ENSG00000136235	7137	30	30	4	-0.0001386404037475	-0.0285014435648918	0.5412059426307678	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.30041504897523247	-0.0516562540326655	False	False
psoriasis_keratinocyte	GBA2	ENSG00000070610	1117	30	30	3	-0.0003147721290588	-0.0053739468567073	0.2684466540813446	-0.000140265127023	0.0005712425554997	-0.0055408724758308	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.30548669799845063	0.00016692561912349992	False	False
IBD_myeloid	CTSL	ENSG00000135047	6899	30	30	19	-0.0001044461605488	0.0044824411161243	0.4959683716297149	8.717775344848632e-05	0.0006004657870704	0.0167789030063431	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.31912544914872876	-0.012296461890218801	False	False
sjogren_APC	SCARB2	ENSG00000138760	7621	30	30	3	-0.0006787975435145	-0.0195519067347049	0.3977110683917999	-0.0003063480059305	0.0010373475951341	-0.0082778289952936	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.3590402477733152	-0.011274077739411298	False	False
t1d_ductal	CD44	ENSG00000026508	457	30	30	8	-0.0002618581056594	0.0038269595243036	0.6474801301956177	-1.4826655387878418e-05	0.000674605583154	0.0102326707060759	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.36618648946925314	-0.0064057111817723	False	False
IBD_stromal	GBA2	ENSG00000070610	1117	30	30	1	-0.0002748966217041	-0.0066365213133394	0.3232508301734924	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.39067853610819897	0.0051835107393951	False	False
psoriasis_keratinocyte	CD44	ENSG00000026508	457	30	30	14	-0.0003636096080299	0.0103087360039353	0.5424417853355408	-0.000140265127023	0.0005712425554997	-0.0055408724758308	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.3909801166888333	0.0158496084797661	False	False
psoriasis_dendritic	ACSL3	ENSG00000123983	5378	30	30	3	-0.0002550085482653	-0.0218799207359552	0.4229649603366852	-2.187689145406087e-05	0.0005927130563023	0.0080120650023066	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.39332971381743204	-0.029891985738261802	False	False
IBD_epithelial	ACSL3	ENSG00000123983	5378	30	30	3	-4.736582559417002e-05	0.0250101666897535	0.2753172814846039	0.000135829548041	0.0004366928323041	0.0123068067555626	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.41950625264121155	0.0127033599341909	False	False
t1d_endothelial	UGCG	ENSG00000148154	8924	30	30	14	-0.0001856344024417	-0.0214483346790075	0.4762438833713531	0.0001220429937044	0.0007119963500216	0.0063570471742423	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.43213338963994113	-0.027805381853249798	False	False
t1d_acinar	ACSL3	ENSG00000123983	5378	30	30	1	-0.0003536939620971	-0.0152042359113693	0.3695055544376373	-2.3672481377919517e-05	0.0007598105536372	-0.000811569353876	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.43434706077636503	-0.0143926665574933	False	False
sjogren_acinar	SCARB2	ENSG00000138760	7621	30	30	3	-0.0005423625116236	-0.0286399479955434	0.4754099547863006	-9.347846110661824e-05	0.0010211506139933	-0.0096642198060483	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.439586525597415	-0.0189757281894951	False	False
IBD_stromal	APOC1	ENSG00000130208	6146	30	30	1	-0.0002999305725097	0.0708332657814025	0.7148743271827698	-0.0001054520408312	0.0004337186848319	-0.0118200320527345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.448397863591871	0.08265329783413701	False	False
t1d_stellate	CHI3L1	ENSG00000133048	6605	30	30	1	-0.000636875629425	-0.0191038288176059	0.3375427722930908	-8.48288337389628e-05	0.0011080274369903	-0.0069835771602811	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.49822484286629637	-0.012120251657324799	False	False
t1d_acinar	CD44	ENSG00000026508	457	30	30	17	-0.0004156302020419	0.0365848876535892	0.766987144947052	-2.3672481377919517e-05	0.0007598105536372	-0.000811569353876	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.5158624327968144	0.0373964570074652	False	False
sjogren_acinar	CTSB	ENSG00000164733	11238	30	30	5	-0.0006393432850018	-0.0139833744615316	0.5319429636001587	-9.347846110661824e-05	0.0010211506139933	-0.0096642198060483	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.534558581677319	-0.0043191546554833	False	False
sjogren_duct	GBA2	ENSG00000070610	1117	30	30	3	-0.0003184278903063	-0.0161865074187517	0.3743228614330292	-2.832214037577311e-06	0.0005748807780173	-0.0007546138115382	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.5489758717575793	-0.015431893607213499	False	False
psoriasis_macrophage	GBA2	ENSG00000070610	1117	30	30	2	-0.000279814004898	0.0769580602645874	0.4033721089363098	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.5620858433588691	0.0538032497968137	False	False
sjogren_acinar	UGCG	ENSG00000148154	8924	30	30	1	-0.0007029175758361	-0.0749096721410751	0.4770148992538452	-9.347846110661824e-05	0.0010211506139933	-0.0096642198060483	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.596816088026639	-0.06524545233502681	False	False
sjogren_acinar	CD44	ENSG00000026508	457	30	30	1	-0.0007551312446594	-0.1399050951004028	0.9269482493400574	-9.347846110661824e-05	0.0010211506139933	-0.0096642198060483	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.6479482796032702	-0.13024087529435452	False	False
psoriasis_macrophage	UGCG	ENSG00000148154	8924	30	30	4	-0.000327855348587	0.0003427062183618	0.3274985253810882	2.3436049620310465e-05	0.0005395084364804	0.0231548104677737	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.6511323539239459	-0.0228121042494119	False	False
