stack	route	n_null_cells	median_null_probability	maximum_null_probability	maximum_ci_low	maximum_ci_high	maximum_family_tail_probability	strict_cell_flag	strict_cell_flag_but_family_compatible	invalid_null_family
attendance_weak_joint	guarded_within_site_stratified	6	0.04883333333333333	0.057	0.05141215748643862	0.06315473498373722	0.0461444516610402	True	False	True
death_weak_joint	guarded_within_site_stratified	6	0.05075	0.05566666666666667	0.05014445916200019	0.061757472864143056	0.14102903234563324	True	True	False
switch_weak_joint	guarded_within_site_stratified	6	0.05308333333333333	0.05533333333333333	0.04982767850434923	0.061408013410785875	0.17992751239646343	False	False	False
weak_joint_all	guarded_within_site_stratified	6	0.05716666666666667	0.064	0.058081677019966846	0.07047625778138002	5.824238802465409e-06	True	False	True
