accession	role	filename	url	bytes	sha256
GSE180759	discovery_annotation	GSE180759_annotation.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180759/suppl/GSE180759_annotation.txt.gz	462034	24f5d26d6f34b701c33bfb985b0af32c05996a907b12ba2ff505eed94888625a
GSE180759	discovery_expression	GSE180759_expression_matrix.csv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE180nnn/GSE180759/suppl/GSE180759_expression_matrix.csv.gz	118956771	02de7f1dedae6159b1bd8479340c04dedf357e78cff6e4500035c677b159eea7
GSE279972	validation_expression_archive	GSE279972_RAW.tar	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE279nnn/GSE279972/suppl/GSE279972_RAW.tar	43356160	6b53efed0bf9390be881de5f6dd2a23e4111ec8992c8626ca14a0a6741880011
GSE279972	validation_metadata_soft	GSE279972_family.soft.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE279nnn/GSE279972/soft/GSE279972_family.soft.gz	11927	cf8fd4e628e7b8063e89105d127f3d6e7de56a3d9e1b50053ebaf0edfcb8da04
Zenodo:19352263	validation_published_processed_metadata	Processed_data_all_omics.xlsx	https://zenodo.org/api/records/19352263/files/Processed%20data%20all%20omics.xlsx/content	28838573	a08d9b7ab0503f352cb8a62f00effa27a21180d22ee9d745206696c984616049
