gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
SP140	ENSG00000079263	SP140 nuclear body protein	26.0	False	6	AS;Crohn;MS;Psoriasis;RA;UC	6	AS;Crohn;MS;Psoriasis;RA;UC	6	0.7593921205206332	0.4647797254821645	0.4811263565322617	0.0	0.5046103221229447	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	-0.0867628128456026	0.7262224269643743	0.9677805697088556	0	False				
STAT4	ENSG00000138378	signal transducer and activator of transcription 4	24.0	False	9	AITD;Celiac;Crohn;MS;PBC;RA;SLE;Sjogren;T1D	7	AITD;Celiac;MS;PBC;RA;SLE;Sjogren	8	0.655585325609798	0.4033690755643601	0.6185086015841468	0.0	0.9286451990515842	2	0	Crohn disease;ulcerative colitis	0.8684079555977076	0.4607005214454064	0.9239963547089984	0	False	-0.0502650068931169	0.0	null_or_wrong_direction	
PARK7	ENSG00000116288	Parkinsonism associated deglycase	21.0	False	5	AS;Crohn;Psoriasis;RA;UC	5	AS;Crohn;Psoriasis;RA;UC	5	0.0	0.0	0.4718724090329314	0.0	0.6109704515996791	3	0	Sjogren syndrome;psoriasis;ulcerative colitis	0.1710418567143854	0.4469378955677691	0.9220434300923256	0	False				
DAP	ENSG00000112977	death associated protein	20.0	False	5	AS;Crohn;Psoriasis;RA;UC	3	Crohn;RA;UC	3	0.0	0.0	0.417608511551947	0.0	0.1322249484805276	3	0	Crohn disease;psoriasis;ulcerative colitis	0.3933456450044126	0.0080691967127082	0.8344760564031432	0	False				do_not_promote
RGS14	ENSG00000169220	regulator of G protein signaling 14	15.0	False	4	Crohn;MS;Psoriasis;UC	2	MS;Psoriasis	2	0.6128154878511243	0.3725494083180886	0.4081515025950115	0.0	0.1611016613670796	1	0	Crohn disease	-0.5035394425450566	0.0463387063426136	0.8744776374054363	0	False				
FMNL2	ENSG00000157827	formin like 2	7.0	False	1	Crohn	0		0	0.0	0.0	0.2587058982792912	0.0	0.0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.4116873433440275	0.0323812070948891	0.8506970233122761	0	False	-0.0034002539524828	0.0	null_or_wrong_direction	do_not_promote_from_foundation_model
LYN	ENSG00000254087	LYN proto-oncogene, Src family tyrosine kinase	3.0	False	0		0		0	0.0	0.0	0.0455564250859432	0.0	0.030396539880581	3	0	Crohn disease;psoriasis;ulcerative colitis	0.1003572031246236	0.4510979646191576	0.9225905944386774	0	False				
PSAP	ENSG00000197746	prosaposin	2.0	False	0		0		1	0.0	0.529188276860166	0.529188276860166	0.0	0.1003498852230665	1	1	type 1 diabetes mellitus	0.4733416802617221	0.0222704205658317	0.8451477443363756	0	False				
CD9	ENSG00000010278	CD9 molecule	1.0	False	0		0		0	0.0	0.0	0.0186945809828011	0.0	0.1537558308959391	0	2		1.1100295973517351	0.0019686305906988	0.8344760564031432	0	False				
