gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason	uniprot_status	uniprot_accession	protein_name	sequence_length	uniprot_locations	uniprot_keywords	uniprot_accessible	uniprot_enzymatic_or_catalytic	uniprot_transmembrane_feature_count	uniprot_active_or_binding_features	function_excerpt	family	n_delta_fdr10_positive_diseases	n_delta_trend_or_better_diseases	n_delta_negative_trend_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_confounder_dominant_diseases	rank_score	go_no_go	demotion_or_support_reason	chembl_status	chembl_target_chembl_id	chembl_target_pref_name	chembl_target_type	chembl_target_organism	chembl_target_accessions	chembl_search_hit_count	chembl_url	chembl_activity_count	chembl_activity_values_nM_count	chembl_unique_molecules_returned	chembl_best_standard_value_nM_returned	chembl_median_standard_value_nM_returned	europepmc_query	europepmc_hit_count	europepmc_examples_json	europepmc_url	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	clinicaltrials_url	prior_flags	google_patents_url	wave39_call	wave39_reason	wave39_score
FMNL2	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0028762020248056	0.1170473939296968	1.458620390779716	1.728910431209957			ibd_uc_epithelial:1.27,p=0.0029;ibd_crohn_epithelial:0.603,p=0.01;psoriasis_keratinocyte:1.46,p=0.015;t1d_endothelial_cell:1.33,p=0.019;t1d_ductal_cell:0.885,p=0.035	False	0.4116873433440275	1.0373027404352155	0.0323812070948891	0.8506970233122761							2.173760330676849	0.3368801653384247	1.8368801653384248	1.0	0.0	MS			True	True	0.0	24.108688016533844	True	positive_disease_count>=4	found	Q96PY5	Formin-like protein 2	1086.0	Cytoplasm	3D-structure;Alternative splicing;Cytoplasm;Lipoprotein;Myristate;Phosphoprotein;Proteomics identification;Reference proteome	False	False	0.0		Plays a role in the regulation of cell morphology and cytoskeletal organization. Required in the cortical actin filament dynamics										not_found_exact						0.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=FMNL2	0.0	0.0													https://patents.google.com/?q=FMNL2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	not_surface_secreted_extracellular_by_uniprot; no_druggability_route	10.0
SP140	13	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0009903277300131	0.1025245952197308	2.444937521428715	2.0071715165434205			ibd_crohn_myeloid:2.44,p=0.00099;ibd_uc_myeloid:1.9,p=0.0033;sjogren_gland_epithelial:0.872,p=0.012;psoriasis_keratinocyte:0.48,p=0.042	False	-0.0867628128456026	-0.150620240850205	0.7262224269643743	0.9677805697088556															False	False	0.0	16.0	False	positive_disease_count>=4	found	Q13342	Nuclear body protein SP140	867.0	Cytoplasm;Nucleus;Nucleus, PML body	3D-structure;Alternative splicing;Bromodomain;Cytoplasm;DNA-binding;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Zinc;Zinc-finger	False	False	0.0		Component of the nuclear body, also known as nuclear domain 10, PML oncogenic domain, and KR body (PubMed:8910577). May be involved in the pathogenesis of acute promyelocytic leukemia and viral infection (PubMed:8910577). May play a role in chromatin-mediated regulation of gene expression although it does not bind to histone H3 tails (PubMed:24267382)																																https://patents.google.com/?q=SP140+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
DAP	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0022367147001041	0.1033282328891498	0.8894639476448338	2.773407963194286			ibd_uc_epithelial:0.851,p=0.0022;psoriasis_skin_stromal:0.636,p=0.0025;psoriasis_skin_apc:0.662,p=0.0069;ibd_crohn_epithelial:0.889,p=0.0076	False	0.3933456450044126	1.2478016829418357	0.0080691967127082	0.8344760564031432															True	True	0.0	20.0	True	positive_disease_count>=3_with_MS_anchor	found	P51397	Death-associated protein 1	102.0		Acetylation;Apoptosis;Autophagy;Direct protein sequencing;Phosphoprotein;Proteomics identification;Reference proteome;Translation regulation	False	False	0.0		Ribosome-binding protein involved in ribosome hibernation, a process during which ribosomes are stabilized in an inactive state and preserved from proteasomal degradation (By similarity). Acts via its association with eiF5a (EIF5A and EIF5A2) at the polypeptide exit tunnel of the ribosome, preventing mRNA translation (By similarity). Involved in ribosome hibernation in the mature oocyte by preventing mRNA translation, leading to ribosome inactivation (By similarity). Ribosomes, which are produced in large quantities during oogenesis, are stored and translationally repressed in the oocyte and early embryo (By similarity). Also acts as a negative regulator of autophagy (PubMed:20537536). Invol																																https://patents.google.com/?q=DAP+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
LRRC61	17	6	0	1	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0006806053749276	0.0987648290296002	2.6302575724237283	1.3649957498719274			t1d_stellate_cell:2.63,p=0.00068;t1d_ductal_cell:1.29,p=0.0036;ibd_crohn_myeloid:1.88,p=0.013;sjogren_gland_stromal:0.906,p=0.03;ibd_uc_stromal:1.33,p=0.042;t1d_endothelial_cell:1.17,p=0.046	False	0.697050672079687	0.2387771765395056	0.5819581822185158	0.9460303616141402															False	False	0.0	20.0	False	positive_disease_count>=4	found	Q9BV99	Leucine-rich repeat-containing protein 61	259.0		Leucine-rich repeat;Proteomics identification;Reference proteome;Repeat	False	False	0.0																																	Wave38 CRISPR rescue: NO_GO_CRISPR_RESCUE; too_few_guides;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	https://patents.google.com/?q=LRRC61+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; prior_demoted_or_class_blocked	5.0
