context	cell_state	disease_filter	gene	ensembl_id	token_id	n_nonremission_cells	n_remission_cells	random_mean_shift_to_remission_cosine	random_sd_shift_to_remission_cosine	random_mean_projection_to_remission	n_nonremission_cells_with_token	mean_shift_to_remission_cosine	mean_projection_to_remission	mean_embedding_delta_norm	cosine_shift_z_vs_random	projection_minus_random	interpretation	support_flag	strong_support_flag
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	CD274	ENSG00000120217	4975	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	2	-0.0004006624221801758	-0.013135043904185295	0.3890160918235779	-0.7621431231299914	-0.0289922747534648	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	CD80	ENSG00000121594	5128	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	2	-9.882450103759766e-05	0.037628039717674255	0.38346028327941895	-0.16730174728395658	0.02177080886839475	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	TNFSF15	ENSG00000181634	14522	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	FCGR2A	ENSG00000143226	8233	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	2	0.0002491772174835205	0.028992319479584694	0.4424700140953064	0.5185160593663346	0.01313508863030519	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	FCGR2B	ENSG00000072694	1197	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	5	0.000406157982069999	-0.006986767984926701	0.442483514547348	0.8278829329338027	-0.022843998834206205	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	NCF1	ENSG00000158517	10077	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	2	0.00021693110466003418	0.017472263425588608	0.5149742364883423	0.4549676422390232	0.0016150325763091035	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	IL7R	ENSG00000168685	12195	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	1	-8.463859558105469e-05	0.02584252506494522	0.7305843830108643	-0.1393451423370063	0.009985294215665717	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	STAT4	ENSG00000138378	7543	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission	DC	CD_UC	SP140	ENSG00000079263	1450	36	36	-1.3931261168585884e-05	0.0005074259010871228	0.015857230849279504	1	-0.00019508600234985352	-0.00822334736585617	0.2504265010356903	-0.3570072808525479	-0.024080578215135675	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	PRKDC	ENSG00000253729	18628	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	BLK	ENSG00000136573	7195	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	FYN	ENSG00000010810	274	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	SRC	ENSG00000197122	16407	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	7	7.50337349018082e-05	-0.0006907396018505096	0.3857339024543762	0.3620119083795799	-0.01033928174745395	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	MAPK14	ENSG00000112062	3960	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	JAK1	ENSG00000162434	10566	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	1	-0.0004966855049133301	0.06283566355705261	0.21218256652355194	-1.1090067819751999	0.05318712141144917	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	JAK2	ENSG00000096968	2058	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	1	-1.996755599975586e-05	0.00908605195581913	0.2215386927127838	0.11757606506386598	-0.0005624901897843104	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	SYK	ENSG00000165025	11314	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	1	0.00032126903533935547	0.0008401949889957905	0.3309829831123352	0.9955689131882284	-0.00880834715660765	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	GSK3B	ENSG00000082701	1571	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	RGS14	ENSG00000169220	12316	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	1	-0.0002410411834716797	0.027098793536424637	0.24021755158901215	-0.45124061156377776	0.017450251390821195	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CD274	ENSG00000120217	4975	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	2	-0.0002219080924987793	-0.014948979951441288	0.36904361844062805	-0.4020116675903419	-0.02459752209704473	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	CD80	ENSG00000121594	5128	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	1	9.506940841674805e-05	-0.004888120107352734	0.25176677107810974	0.41356317368919693	-0.014536662252956174	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	TNFSF15	ENSG00000181634	14522	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	2	-0.00038191676139831543	0.034637998789548874	0.4507128596305847	-0.813709798732674	0.024989456643945432	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	FCGR2A	ENSG00000143226	8233	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	12	0.0003450761141721159	0.04378467798233032	0.4170563220977783	1.0568239060008964	0.03413613583672688	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	FCGR2B	ENSG00000072694	1197	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	6	-0.0003060599265154451	-0.033687759190797806	0.42057573795318604	-0.6185321413567572	-0.04333630133640125	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	NCF1	ENSG00000158517	10077	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	7	-2.86102294921875e-06	0.014619817957282066	0.42982643842697144	0.1615907283672183	0.004971275811678626	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	IL7R	ENSG00000168685	12195	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	1	-0.0001175999641418457	-0.030970772728323936	0.5013066530227661	-0.133629574277218	-0.04061931487392738	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	STAT4	ENSG00000138378	7543	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	3	0.00012491147208493203	-0.007568505126982927	0.28274601697921753	0.4903460250566796	-0.01721704727258637	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission	Mono_macro	CD_UC	SP140	ENSG00000079263	1450	36	36	-6.566411919063992e-05	0.00038865531999274005	0.00964854214560344	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	PRKDC	ENSG00000253729	18628	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	1	0.0003896355628967285	0.010757390409708023	0.32821914553642273	1.1463393728851727	0.0002941383365800392	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	BLK	ENSG00000136573	7195	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	FYN	ENSG00000010810	274	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	SRC	ENSG00000197122	16407	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	7	-0.00019852604600600898	0.009539522230625153	0.341556578874588	-0.37368364079385286	-0.0009237298425028313	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	MAPK14	ENSG00000112062	3960	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	JAK1	ENSG00000162434	10566	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	3	0.00022429227828979492	0.04008610546588898	0.37675777077674866	0.719032330134307	0.029622853392760995	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	JAK2	ENSG00000096968	2058	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	2	6.55055046081543e-05	-0.021065369248390198	0.2927677035331726	0.30866969066483824	-0.03152862132151818	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	SYK	ENSG00000165025	11314	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	1	-0.00019150972366333008	0.01880098506808281	0.31022125482559204	-0.3555509179659236	0.008337732994954826	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	GSK3B	ENSG00000082701	1571	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	1	0.0001246929168701172	-0.0036017163656651974	0.21376577019691467	0.46163144028690367	-0.014064968438793181	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	RGS14	ENSG00000169220	12316	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CD274	ENSG00000120217	4975	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	4	4.838407039642334e-05	0.03738894686102867	0.38668394088745117	0.2644216920959175	0.02692569478790069	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CD80	ENSG00000121594	5128	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	2	0.0004552900791168213	0.05299275368452072	0.38052839040756226	1.316014465743889	0.04252950161139274	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	TNFSF15	ENSG00000181634	14522	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	2	-4.762411117553711e-05	0.04274403676390648	0.40892109274864197	0.016301714045824808	0.0322807846907785	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	FCGR2A	ENSG00000143226	8233	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	1	0.00041490793228149414	0.0026364377699792385	0.313020259141922	1.2116523455334665	-0.007826814303148745	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	FCGR2B	ENSG00000072694	1197	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	4	0.0001503974199295044	-0.004582042805850506	0.4001818597316742	0.5280612031514714	-0.01504529487897849	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	NCF1	ENSG00000158517	10077	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	2	0.0007278621196746826	0.07034747302532196	0.5542770624160767	2.020439522160511	0.05988422095219398	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	IL7R	ENSG00000168685	12195	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	2	0.0006212294101715088	0.07992548495531082	0.575108528137207	1.7448619087930637	0.06946223288218284	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	STAT4	ENSG00000138378	7543	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	1	-6.449222564697266e-05	0.03385474532842636	0.243682861328125	-0.027291614396314706	0.02339149325529838	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	SP140	ENSG00000079263	1450	36	36	-5.393193827735053e-05	0.0003869425683754392	0.010463252073127984	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	PRKDC	ENSG00000253729	18628	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	BLK	ENSG00000136573	7195	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	FYN	ENSG00000010810	274	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	SRC	ENSG00000197122	16407	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	4	-0.0002408921718597412	-0.009500697255134583	0.3815191388130188	0.016497727658590186	-0.0013492388120438497	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	MAPK14	ENSG00000112062	3960	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	2	1.093745231628418e-05	0.005098994821310043	0.24682903289794922	0.29177355995394877	0.013250453264400776	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	JAK1	ENSG00000162434	10566	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	3	-0.0003944834170397371	0.00500441761687398	0.27308568358421326	-0.1513933931280999	0.013155876059964712	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	JAK2	ENSG00000096968	2058	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	2	-0.00040602684020996094	-0.03003891184926033	0.2768147587776184	-0.1640115488797035	-0.0218874534061696	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	SYK	ENSG00000165025	11314	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	3	-0.00034606456756591797	-0.037682387977838516	0.2514781057834625	-0.0984665814739921	-0.029530929534747785	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	GSK3B	ENSG00000082701	1571	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	1	-2.849102020263672e-05	0.004796285182237625	0.1739906519651413	0.24867416041232043	0.012947743625328358	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	RGS14	ENSG00000169220	12316	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CD274	ENSG00000120217	4975	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	8	-0.000135079026222229	-0.011185476556420326	0.3605594038963318	0.13216244275500091	-0.0030340181133295934	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CD80	ENSG00000121594	5128	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	5	-8.971690840553492e-05	-0.011153926141560078	0.30243346095085144	0.18174793047324597	-0.003002467698469345	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	TNFSF15	ENSG00000181634	14522	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	1	0.0005055665969848633	0.010736266151070595	0.36765146255493164	0.8324543870079212	0.018887724594161326	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	FCGR2A	ENSG00000143226	8233	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	15	0.0001498699130024761	0.018595779314637184	0.3754388391971588	0.44364111276219625	0.026747237757727915	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	FCGR2B	ENSG00000072694	1197	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	8	-0.0004029124975204468	-0.04345965385437012	0.4783865511417389	-0.16060725012528163	-0.035308195411279386	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	NCF1	ENSG00000158517	10077	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	5	0.00016647577285766602	0.03836166113615036	0.3752889037132263	0.46179303554560275	0.04651311957924109	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	IL7R	ENSG00000168685	12195	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	4	-0.00031253695487976074	0.002167507540434599	0.6699188351631165	-0.06181743220389999	0.010318965983525332	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	STAT4	ENSG00000138378	7543	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	SP140	ENSG00000079263	1450	36	36	-0.00025598473019070093	0.0009148264926716253	-0.008151458443090733	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	PRKDC	ENSG00000253729	18628	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	2	-0.000395357608795166	-0.009080864489078522	0.4557516276836395	-0.624004087135753	-0.013071152942979503	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	BLK	ENSG00000136573	7195	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	FYN	ENSG00000010810	274	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	1	0.00014400482177734375	0.013428290374577045	0.21921008825302124	0.5592898615323384	0.009438001920676065	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	SRC	ENSG00000197122	16407	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	10	-6.845593452453613e-05	-0.014148804359138012	0.36245039105415344	0.09317744247748028	-0.018139092813038993	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	MAPK14	ENSG00000112062	3960	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	JAK1	ENSG00000162434	10566	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	5	-0.0002741813659667969	0.003259437857195735	0.2578025162220001	-0.35815851329972354	-0.000730850596705245	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	JAK2	ENSG00000096968	2058	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	3	-7.64926244301023e-06	0.01911798305809498	0.2397325187921524	0.22657970232034785	0.015127694604193997	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	SYK	ENSG00000165025	11314	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	GSK3B	ENSG00000082701	1571	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	RGS14	ENSG00000169220	12316	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	0						token_not_detected_in_selected_nonremission_cells	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CD274	ENSG00000120217	4975	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	1	-0.00044655799865722656	-0.029523421078920364	0.33240556716918945	-0.7363313610782759	-0.033513709532821345	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CD80	ENSG00000121594	5128	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	3	0.00011750062549253926	0.011040561832487583	0.3672042191028595	0.5011429582620628	0.007050273378586603	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	TNFSF15	ENSG00000181634	14522	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	1	-5.131959915161133e-05	0.016803709790110588	0.34369903802871704	0.13077242648036194	0.012813421336209607	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	FCGR2A	ENSG00000143226	8233	36	36	-0.00011092755529615615	0.00045581440789045944	0.00399028845390098	2	0.0004621446132659912	-0.012618445791304111	0.4005325734615326	1.2572489123684458	-0.016608734245205092	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False
