lead	truth	pathology	severity	cohorts	existing_guarded_clean_pass_rate	calibrated_guarded_clean_pass_rate	existing_batch_flag_rate	calibrated_batch_flag_rate
postpartum_apc_arm	planted	steroid_response_correlated	0.25	90	0.8666666666666667	0.9111111111111111	0.13333333333333333	0.08888888888888889
postpartum_apc_arm	planted	steroid_response_correlated	0.5	90	0.8111111111111111	0.8333333333333334	0.18888888888888888	0.16666666666666666
postpartum_apc_arm	planted	steroid_response_correlated	0.75	90	0.8111111111111111	0.8888888888888888	0.18888888888888888	0.1111111111111111
postpartum_apc_arm	planted	steroid_response_correlated	1.0	90	0.8333333333333334	0.9	0.16666666666666666	0.1
postpartum_apc_arm	planted	timepoint_jitter	0.0	90	0.8555555555555555	0.9222222222222223	0.14444444444444443	0.07777777777777778
postpartum_apc_arm	planted	timepoint_jitter	0.25	90	0.8888888888888888	0.9444444444444444	0.1111111111111111	0.05555555555555555
postpartum_apc_arm	planted	timepoint_jitter	0.5	90	0.8333333333333334	0.8888888888888888	0.16666666666666666	0.1111111111111111
postpartum_apc_arm	planted	timepoint_jitter	0.75	90	0.8333333333333334	0.9	0.16666666666666666	0.1
postpartum_apc_arm	planted	timepoint_jitter	1.0	90	0.8111111111111111	0.8555555555555555	0.18888888888888888	0.14444444444444443
postpartum_apc_arm	synthetic_null	batch_response_correlated	0.0	90	0.0	0.0	0.15555555555555556	0.1
postpartum_apc_arm	synthetic_null	batch_response_correlated	0.25	90	0.0	0.0	0.6555555555555556	0.5444444444444444
postpartum_apc_arm	synthetic_null	batch_response_correlated	0.5	90	0.0	0.0	0.9444444444444444	0.9222222222222223
postpartum_apc_arm	synthetic_null	batch_response_correlated	0.75	90	0.0	0.0	1.0	1.0
postpartum_apc_arm	synthetic_null	batch_response_correlated	1.0	90	0.0	0.0	1.0	1.0
postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.0	90	0.022222222222222223	0.022222222222222223	0.2777777777777778	0.16666666666666666
postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.25	90	0.0	0.0	0.3888888888888889	0.28888888888888886
postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.5	90	0.0	0.0	0.8777777777777778	0.8222222222222222
postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	0.75	90	0.0	0.0	0.9555555555555556	0.9555555555555556
postpartum_apc_arm	synthetic_null	combined_steroid_dmt_batch	1.0	90	0.0	0.0	1.0	1.0
postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.0	90	0.011111111111111112	0.011111111111111112	0.14444444444444443	0.044444444444444446
postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.25	90	0.011111111111111112	0.011111111111111112	0.13333333333333333	0.08888888888888889
postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.5	90	0.0	0.0	0.14444444444444443	0.1111111111111111
postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	0.75	90	0.0	0.0	0.23333333333333334	0.12222222222222222
postpartum_apc_arm	synthetic_null	dmt_restart_imbalance	1.0	90	0.0	0.0	0.17777777777777778	0.05555555555555555
postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.0	90	0.0	0.0	0.17777777777777778	0.08888888888888889
postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.25	90	0.011111111111111112	0.011111111111111112	0.15555555555555556	0.08888888888888889
postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.5	90	0.0	0.0	0.28888888888888886	0.18888888888888888
postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	0.75	90	0.011111111111111112	0.011111111111111112	0.13333333333333333	0.07777777777777778
postpartum_apc_arm	synthetic_null	missing_postpartum_timepoint	1.0	90	0.0	0.0	0.2777777777777778	0.16666666666666666
postpartum_apc_arm	synthetic_null	module_coverage_loss	0.0	90	0.011111111111111112	0.011111111111111112	0.26666666666666666	0.12222222222222222
postpartum_apc_arm	synthetic_null	module_coverage_loss	0.25	90	0.0	0.0	0.18888888888888888	0.12222222222222222
postpartum_apc_arm	synthetic_null	module_coverage_loss	0.5	90	0.0	0.0	0.14444444444444443	0.1111111111111111
postpartum_apc_arm	synthetic_null	module_coverage_loss	0.75	90	0.0	0.0	0.08888888888888889	0.022222222222222223
postpartum_apc_arm	synthetic_null	module_coverage_loss	1.0	90	0.0	0.0	0.14444444444444443	0.06666666666666667
postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.0	90	0.0	0.0	0.2	0.15555555555555556
postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.25	90	0.011111111111111112	0.011111111111111112	0.1	0.044444444444444446
postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.5	90	0.022222222222222223	0.03333333333333333	0.1	0.03333333333333333
postpartum_apc_arm	synthetic_null	steroid_response_correlated	0.75	90	0.011111111111111112	0.011111111111111112	0.15555555555555556	0.1
postpartum_apc_arm	synthetic_null	steroid_response_correlated	1.0	90	0.0	0.0	0.23333333333333334	0.1111111111111111
postpartum_apc_arm	synthetic_null	timepoint_jitter	0.0	90	0.0	0.0	0.15555555555555556	0.06666666666666667
postpartum_apc_arm	synthetic_null	timepoint_jitter	0.25	90	0.011111111111111112	0.011111111111111112	0.12222222222222222	0.07777777777777778
postpartum_apc_arm	synthetic_null	timepoint_jitter	0.5	90	0.0	0.0	0.18888888888888888	0.13333333333333333
postpartum_apc_arm	synthetic_null	timepoint_jitter	0.75	90	0.0	0.0	0.16666666666666666	0.06666666666666667
postpartum_apc_arm	synthetic_null	timepoint_jitter	1.0	90	0.0	0.0	0.15555555555555556	0.05555555555555555
tb_compartment	planted	b_fraction_response_correlated	0.0	90	0.8555555555555555	0.9333333333333333	0.13333333333333333	0.05555555555555555
tb_compartment	planted	b_fraction_response_correlated	0.25	90	0.8777777777777778	0.9333333333333333	0.1	0.044444444444444446
tb_compartment	planted	b_fraction_response_correlated	0.5	90	0.37777777777777777	0.37777777777777777	0.16666666666666666	0.12222222222222222
tb_compartment	planted	b_fraction_response_correlated	0.75	90	0.022222222222222223	0.022222222222222223	0.18888888888888888	0.12222222222222222
tb_compartment	planted	b_fraction_response_correlated	1.0	90	0.0	0.0	0.13333333333333333	0.08888888888888889
tb_compartment	planted	batch_response_correlated	0.0	90	0.8222222222222222	0.8555555555555555	0.15555555555555556	0.12222222222222222
tb_compartment	planted	batch_response_correlated	0.25	90	0.4888888888888889	0.5333333333333333	0.4888888888888889	0.43333333333333335
tb_compartment	planted	batch_response_correlated	0.5	90	0.011111111111111112	0.011111111111111112	0.9888888888888889	0.9888888888888889
tb_compartment	planted	batch_response_correlated	0.75	90	0.0	0.0	1.0	1.0
tb_compartment	planted	batch_response_correlated	1.0	90	0.0	0.0	1.0	1.0
tb_compartment	planted	compartment_label_noise	0.0	90	0.8333333333333334	0.8666666666666667	0.13333333333333333	0.1
tb_compartment	planted	compartment_label_noise	0.25	90	0.9111111111111111	0.9222222222222223	0.07777777777777778	0.06666666666666667
tb_compartment	planted	compartment_label_noise	0.5	90	0.8111111111111111	0.8777777777777778	0.18888888888888888	0.12222222222222222
tb_compartment	planted	compartment_label_noise	0.75	90	0.8	0.9111111111111111	0.2	0.08888888888888889
tb_compartment	planted	compartment_label_noise	1.0	90	0.8111111111111111	0.9111111111111111	0.18888888888888888	0.07777777777777778
tb_compartment	planted	composition_shift_only	0.0	90	0.8222222222222222	0.8555555555555555	0.16666666666666666	0.13333333333333333
tb_compartment	planted	composition_shift_only	0.25	90	0.7666666666666667	0.8222222222222222	0.23333333333333334	0.16666666666666666
tb_compartment	planted	composition_shift_only	0.5	90	0.6111111111111112	0.6666666666666666	0.12222222222222222	0.06666666666666667
tb_compartment	planted	composition_shift_only	0.75	90	0.08888888888888889	0.08888888888888889	0.14444444444444443	0.1
tb_compartment	planted	composition_shift_only	1.0	90	0.0	0.0	0.1	0.07777777777777778
tb_compartment	planted	low_compartment_coverage	0.0	90	0.7888888888888889	0.8777777777777778	0.17777777777777778	0.08888888888888889
tb_compartment	planted	low_compartment_coverage	0.25	90	0.8222222222222222	0.8666666666666667	0.15555555555555556	0.1111111111111111
tb_compartment	planted	low_compartment_coverage	0.5	90	0.8333333333333334	0.8777777777777778	0.13333333333333333	0.07777777777777778
tb_compartment	planted	low_compartment_coverage	0.75	90	0.0	0.0	0.1111111111111111	0.05555555555555555
tb_compartment	planted	low_compartment_coverage	1.0	90	0.0	0.0	0.14444444444444443	0.1
tb_compartment	planted	t_fraction_response_correlated	0.0	90	0.7777777777777778	0.8666666666666667	0.2111111111111111	0.12222222222222222
tb_compartment	planted	t_fraction_response_correlated	0.25	90	0.8222222222222222	0.8888888888888888	0.16666666666666666	0.08888888888888889
tb_compartment	planted	t_fraction_response_correlated	0.5	90	0.6888888888888889	0.7666666666666667	0.2	0.1111111111111111
tb_compartment	planted	t_fraction_response_correlated	0.75	90	0.34444444444444444	0.36666666666666664	0.14444444444444443	0.1
tb_compartment	planted	t_fraction_response_correlated	1.0	90	0.07777777777777778	0.07777777777777778	0.13333333333333333	0.03333333333333333
tb_compartment	planted	timepoint_jitter	0.0	90	0.7	0.7888888888888889	0.2777777777777778	0.18888888888888888
tb_compartment	planted	timepoint_jitter	0.25	90	0.7666666666666667	0.8555555555555555	0.2111111111111111	0.1
tb_compartment	planted	timepoint_jitter	0.5	90	0.8555555555555555	0.8888888888888888	0.12222222222222222	0.08888888888888889
tb_compartment	planted	timepoint_jitter	0.75	90	0.8444444444444444	0.9111111111111111	0.15555555555555556	0.08888888888888889
tb_compartment	planted	timepoint_jitter	1.0	90	0.8	0.8444444444444444	0.16666666666666666	0.12222222222222222
tb_compartment	synthetic_null	b_fraction_response_correlated	0.0	90	0.0	0.0	0.23333333333333334	0.12222222222222222
tb_compartment	synthetic_null	b_fraction_response_correlated	0.25	90	0.0	0.0	0.15555555555555556	0.07777777777777778
tb_compartment	synthetic_null	b_fraction_response_correlated	0.5	90	0.0	0.0	0.13333333333333333	0.06666666666666667
tb_compartment	synthetic_null	b_fraction_response_correlated	0.75	90	0.0	0.0	0.2222222222222222	0.1
tb_compartment	synthetic_null	b_fraction_response_correlated	1.0	90	0.0	0.0	0.13333333333333333	0.08888888888888889
tb_compartment	synthetic_null	batch_response_correlated	0.0	90	0.0	0.0	0.1111111111111111	0.03333333333333333
tb_compartment	synthetic_null	batch_response_correlated	0.25	90	0.0	0.0	0.5	0.4222222222222222
tb_compartment	synthetic_null	batch_response_correlated	0.5	90	0.0	0.0	0.9555555555555556	0.9333333333333333
tb_compartment	synthetic_null	batch_response_correlated	0.75	90	0.0	0.0	1.0	1.0
tb_compartment	synthetic_null	batch_response_correlated	1.0	90	0.0	0.0	1.0	1.0
tb_compartment	synthetic_null	compartment_label_noise	0.0	90	0.0	0.0	0.2222222222222222	0.15555555555555556
tb_compartment	synthetic_null	compartment_label_noise	0.25	90	0.0	0.0	0.2	0.12222222222222222
tb_compartment	synthetic_null	compartment_label_noise	0.5	90	0.011111111111111112	0.011111111111111112	0.15555555555555556	0.07777777777777778
tb_compartment	synthetic_null	compartment_label_noise	0.75	90	0.0	0.0	0.2111111111111111	0.06666666666666667
tb_compartment	synthetic_null	compartment_label_noise	1.0	90	0.0	0.0	0.17777777777777778	0.1111111111111111
tb_compartment	synthetic_null	composition_shift_only	0.0	90	0.0	0.0	0.13333333333333333	0.08888888888888889
tb_compartment	synthetic_null	composition_shift_only	0.25	90	0.0	0.0	0.1111111111111111	0.08888888888888889
tb_compartment	synthetic_null	composition_shift_only	0.5	90	0.0	0.0	0.06666666666666667	0.044444444444444446
tb_compartment	synthetic_null	composition_shift_only	0.75	90	0.0	0.0	0.18888888888888888	0.1
tb_compartment	synthetic_null	composition_shift_only	1.0	90	0.0	0.0	0.2	0.12222222222222222
tb_compartment	synthetic_null	low_compartment_coverage	0.0	90	0.0	0.0	0.2111111111111111	0.12222222222222222
tb_compartment	synthetic_null	low_compartment_coverage	0.25	90	0.0	0.0	0.12222222222222222	0.05555555555555555
tb_compartment	synthetic_null	low_compartment_coverage	0.5	90	0.0	0.0	0.16666666666666666	0.12222222222222222
tb_compartment	synthetic_null	low_compartment_coverage	0.75	90	0.0	0.0	0.1111111111111111	0.05555555555555555
tb_compartment	synthetic_null	low_compartment_coverage	1.0	90	0.0	0.0	0.1111111111111111	0.044444444444444446
tb_compartment	synthetic_null	t_fraction_response_correlated	0.0	90	0.0	0.0	0.2111111111111111	0.13333333333333333
tb_compartment	synthetic_null	t_fraction_response_correlated	0.25	90	0.0	0.0	0.14444444444444443	0.1
tb_compartment	synthetic_null	t_fraction_response_correlated	0.5	90	0.0	0.0	0.17777777777777778	0.1
tb_compartment	synthetic_null	t_fraction_response_correlated	0.75	90	0.0	0.0	0.14444444444444443	0.05555555555555555
tb_compartment	synthetic_null	t_fraction_response_correlated	1.0	90	0.0	0.0	0.1	0.06666666666666667
tb_compartment	synthetic_null	timepoint_jitter	0.0	90	0.0	0.0	0.16666666666666666	0.1
tb_compartment	synthetic_null	timepoint_jitter	0.25	90	0.0	0.0	0.17777777777777778	0.12222222222222222
tb_compartment	synthetic_null	timepoint_jitter	0.5	90	0.0	0.0	0.18888888888888888	0.13333333333333333
tb_compartment	synthetic_null	timepoint_jitter	0.75	90	0.0	0.0	0.14444444444444443	0.1111111111111111
tb_compartment	synthetic_null	timepoint_jitter	1.0	90	0.011111111111111112	0.011111111111111112	0.14444444444444443	0.05555555555555555
