truth	pathology	severity	replicate	seed	n	n_relapse	n_no_relapse	primary_auc	primary_hedges_g	auc_ci_low	auc_ci_high	residual_auc_steroid_dmt	batch_guard_flag	module_coverage_flag	primary_pass	guarded_clean_pass	mechanical_status	batch_metadata_auc	batch_spearman_with_score	batch_auc_attenuation	existing_batch_flag_recomputed	batch_response_p	batch_corr_p	calibrated_batch_flag_q10	calibrated_guarded_clean_pass	lead	b_plasma_auc	b_plasma_hedges_g	b_plasma_auc_ci_low	b_plasma_auc_ci_high	t_cell_auc	t_cell_hedges_g	b_plasma_residual_auc	t_cell_residual_auc	coverage_flag	raw_pass	composition_adjusted_pass
synthetic_null	missing_postpartum_timepoint	0.0	0	45145	60	30.0	30.0	0.5222222222222223	0.0901878898712882	0.3748365309172891	0.7006044176068649	0.5311111111111111	False	False	False	False	SCOREABLE	0.5666666666666667	-0.11652653097156705	0.005555555555555536	False	0.3333333333333333	0.4117647058823529	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	1	45146	60	30.0	30.0	0.4322222222222222	-0.2236112826240122	0.2832314940179888	0.5974361703976641	0.5388888888888889	False	False	False	False	SCOREABLE	0.5	-0.08680769181492175	-0.13666666666666666	False	1.0	0.5686274509803921	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	2	45147	60	30.0	30.0	0.5466666666666666	0.1749663765896512	0.4074666666666666	0.701406862745098	0.54	False	False	False	False	SCOREABLE	0.5666666666666667	0.011652653097156703	-0.0022222222222222365	False	0.45098039215686275	0.9607843137254902	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	3	45148	60	30.0	30.0	0.5188888888888888	-0.1330226611137095	0.3592424349547511	0.6562371323529412	0.5266666666666666	False	False	False	False	SCOREABLE	0.5666666666666667	0.07121642505718291	-0.0011111111111111738	False	0.47058823529411764	0.6470588235294118	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	4	45149	60	30.0	30.0	0.5066666666666667	0.0287650090617241	0.3630819374468363	0.6651716517857142	0.5088888888888888	False	False	False	False	SCOREABLE	0.5666666666666667	-0.10201271697380256	-0.006666666666666599	False	0.4117647058823529	0.5882352941176471	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	5	45150	60	30.0	30.0	0.5022222222222222	-0.0759066626293552	0.343021216209622	0.6372517666688478	0.5111111111111111	False	False	False	False	SCOREABLE	0.5333333333333333	0.21557404341633749	-0.004444444444444473	False	0.8235294117647058	0.11764705882352941	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	6	45151	60	30.0	30.0	0.6388888888888888	0.4755020234066492	0.5043526785714285	0.7709137982532032	0.6022222222222222	False	False	False	False	SCOREABLE	0.5166666666666667	0.06287010832774007	0.004444444444444362	False	0.8627450980392157	0.6274509803921569	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	7	45152	60	30.0	30.0	0.3977777777777778	-0.2885024020877224	0.2600111234705228	0.5640577891976505	0.6044444444444445	False	False	False	False	SCOREABLE	0.5166666666666667	-0.20125011827606948	-0.18777777777777782	False	0.8235294117647058	0.21568627450980393	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	8	45153	60	30.0	30.0	0.5533333333333333	0.1610776449763483	0.4215038453988595	0.6900126740706451	0.56	False	False	False	False	SCOREABLE	0.5833333333333334	0.226991853586787	0.03555555555555556	False	0.3137254901960784	0.09803921568627451	False	False	postpartum_apc_arm											
synthetic_null	missing_postpartum_timepoint	0.0	9	45154	60	30.0	30.0	0.3555555555555555	-0.5700936018308405	0.2265850945494994	0.4974933035714287	0.6544444444444445	False	False	False	False	SCOREABLE	0.55	-0.05758610292931343	-0.29444444444444445	False	0.5098039215686274	0.7254901960784313	False	False	postpartum_apc_arm											
