Sample_ID	SegmentDisplayName	geo_accession	series	title	location	Type_main	Patient_ID	Slide.Name	Run	is_ms	in_author_figure4	dcc_gz_name	dcc_deposited	slide name	available_qc_pass	gene_detection_rate	retained_after_reconstructible_qc
DSP-1001660023889-D-F01	DSP-1001660023889-D-F01	GSM8630323	GSE281805	MS27b_active1	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630323_DSP-1001660023889-D-F01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.134229265942068	TRUE
DSP-1001660023889-D-F03	DSP-1001660023889-D-F03	GSM8630324	GSE281805	MS27b_active2	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630324_DSP-1001660023889-D-F03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.104567114632971	TRUE
DSP-1001660023889-D-F05	DSP-1001660023889-D-F05	GSM8630325	GSE281805	MS27b_active3	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630325_DSP-1001660023889-D-F05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.110992129356963	TRUE
DSP-1001660023889-D-F07	DSP-1001660023889-D-F07	GSM8630326	GSE281805	MS27b_active4	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630326_DSP-1001660023889-D-F07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.104513572843604	TRUE
DSP-1001660023889-D-F09	DSP-1001660023889-D-F09	GSM8630327	GSE281805	MS27b_active5	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630327_DSP-1001660023889-D-F09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.097606682015313	TRUE
DSP-1001660023889-D-F11	DSP-1001660023889-D-F11	GSM8630328	GSE281805	MS27b_active6	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630328_DSP-1001660023889-D-F11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0961610537024147	TRUE
DSP-1001660023889-D-G01	DSP-1001660023889-D-G01	GSM8630329	GSE281805	MS8_NAWM1	nawm	NAWM	MS8	DSP-1001660023889-D	GSE281805	True	False	GSM8630329_DSP-1001660023889-D-G01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0812764362584998	TRUE
DSP-1001660023889-D-G03	DSP-1001660023889-D-G03	GSM8630330	GSE281805	MS8_NAWM2	nawm	NAWM	MS8	DSP-1001660023889-D	GSE281805	True	False	GSM8630330_DSP-1001660023889-D-G03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.115810890399957	TRUE
DSP-1001660023889-D-G05	DSP-1001660023889-D-G05	GSM8630331	GSE281805	MS8_NAWM3	nawm	NAWM	MS8	DSP-1001660023889-D	GSE281805	True	False	GSM8630331_DSP-1001660023889-D-G05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.084060609305563	TRUE
DSP-1001660023889-D-G07	DSP-1001660023889-D-G07	GSM8630332	GSE281805	MS8_NAWM4	nawm	NAWM	MS8	DSP-1001660023889-D	GSE281805	True	False	GSM8630332_DSP-1001660023889-D-G07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0560582534668309	TRUE
DSP-1001660023889-D-G09	DSP-1001660023889-D-G09	GSM8630333	GSE281805	MS8_active1	active center	active_center	MS8	DSP-1001660023889-D	GSE281805	True	True	GSM8630333_DSP-1001660023889-D-G09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.085666862986561	TRUE
DSP-1001660023889-D-G10	DSP-1001660023889-D-G10	GSM8630334	GSE281805	MS8_active2	active center	active_center	MS8	DSP-1001660023889-D	GSE281805	True	True	GSM8630334_DSP-1001660023889-D-G10.dcc.gz	True	DSP-1001660023889-D	TRUE	0.103710446003105	TRUE
DSP-1001660023889-D-G11	DSP-1001660023889-D-G11	GSM8630335	GSE281805	MS8_active3	active center	active_center	MS8	DSP-1001660023889-D	GSE281805	True	True	GSM8630335_DSP-1001660023889-D-G11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0921454194999197	TRUE
DSP-1001660023889-D-G12	DSP-1001660023889-D-G12	GSM8630336	GSE281805	MS8_active4	active center	active_center	MS8	DSP-1001660023889-D	GSE281805	True	True	GSM8630336_DSP-1001660023889-D-G12.dcc.gz	True	DSP-1001660023889-D	TRUE	0.131605718263104	TRUE
DSP-1001660023889-D-H01	DSP-1001660023889-D-H01	GSM8630337	GSE281805	MS27c_active5	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630337_DSP-1001660023889-D-H01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.103603362424372	TRUE
DSP-1001660023889-D-H03	DSP-1001660023889-D-H03	GSM8630338	GSE281805	MS27c_active6	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630338_DSP-1001660023889-D-H03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.119719441023719	TRUE
DSP-1001660023889-D-H05	DSP-1001660023889-D-H05	GSM8630339	GSE281805	MS27c_active7	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630339_DSP-1001660023889-D-H05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.134229265942068	TRUE
DSP-1001660023889-D-H07	DSP-1001660023889-D-H07	GSM8630340	GSE281805	MS27c_active8	active center	active_center	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630340_DSP-1001660023889-D-H07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.119558815655619	TRUE
DSP-1001660023889-D-H09	DSP-1001660023889-D-H09	GSM8630341	GSE281805	MS27c_NAWM5	nawm	NAWM	MS27	DSP-1001660023889-D	GSE281805	True	False	GSM8630341_DSP-1001660023889-D-H09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0572361728328961	TRUE
DSP-1001660023889-D-H11	DSP-1001660023889-D-H11	GSM8630342	GSE281805	MS27c_NAWM6	nawm	NAWM	MS27	DSP-1001660023889-D	GSE281805	True	False	GSM8630342_DSP-1001660023889-D-H11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0909139583444879	TRUE
DSP-1001660023890-E-A02	DSP-1001660023890-E-A02	GSM8630343	GSE281805	MS27c_NAWM7	nawm	NAWM	MS27	DSP-1001660023890-E	GSE281805	True	False	GSM8630343_DSP-1001660023890-E-A02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0559511698880977	TRUE
DSP-1001660023890-E-A04	DSP-1001660023890-E-A04	GSM8630344	GSE281805	MS27c_NAWM8	nawm	NAWM	MS27	DSP-1001660023890-E	GSE281805	True	False	GSM8630344_DSP-1001660023890-E-A04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0746907961664079	TRUE
DSP-1001660023890-E-A06	DSP-1001660023890-E-A06	GSM8630345	GSE281805	MS13_NAWM1	nawm	NAWM	MS13	DSP-1001660023890-E	GSE281805	True	False	GSM8630345_DSP-1001660023890-E-A06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0779033035284039	TRUE
DSP-1001660023890-E-A08	DSP-1001660023890-E-A08	GSM8630346	GSE281805	MS13_NAWM2	nawm	NAWM	MS13	DSP-1001660023890-E	GSE281805	True	False	GSM8630346_DSP-1001660023890-E-A08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0395673823419179	FALSE
DSP-1001660023890-E-A10	DSP-1001660023890-E-A10	GSM8630347	GSE281805	MS13_NAWM3	nawm	NAWM	MS13	DSP-1001660023890-E	GSE281805	True	False	GSM8630347_DSP-1001660023890-E-A10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0651068158697864	TRUE
DSP-1001660023890-E-A12	DSP-1001660023890-E-A12	GSM8630348	GSE281805	MS13_NAWM4	nawm	NAWM	MS13	DSP-1001660023890-E	GSE281805	True	False	GSM8630348_DSP-1001660023890-E-A12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.038068212239653	FALSE
DSP-1001660023890-E-B02	DSP-1001660023890-E-B02	GSM8630349	GSE281805	MS13_active1	active center	active_center	MS13	DSP-1001660023890-E	GSE281805	True	True	GSM8630349_DSP-1001660023890-E-B02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0804197676286341	TRUE
DSP-1001660023890-E-B04	DSP-1001660023890-E-B04	GSM8630350	GSE281805	MS13_active2	active center	active_center	MS13	DSP-1001660023890-E	GSE281805	True	True	GSM8630350_DSP-1001660023890-E-B04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0794024736306687	TRUE
DSP-1001660023890-E-B06	DSP-1001660023890-E-B06	GSM8630351	GSE281805	MS13_active3	active center	active_center	MS13	DSP-1001660023890-E	GSE281805	True	True	GSM8630351_DSP-1001660023890-E-B06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0578786743052953	TRUE
DSP-1001660023890-E-B08	DSP-1001660023890-E-B08	GSM8630352	GSE281805	MS13_active4	active center	active_center	MS13	DSP-1001660023890-E	GSE281805	True	True	GSM8630352_DSP-1001660023890-E-B08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.126519248273277	TRUE
DSP-1001660023890-E-B10	DSP-1001660023890-E-B10	GSM8630353	GSE281805	MS2d_brl1	brl rim	BRL_RIM	MS2	DSP-1001660023890-E	GSE281805	True	True	GSM8630353_DSP-1001660023890-E-B10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0989987685388446	TRUE
DSP-1001660023890-E-B12	DSP-1001660023890-E-B12	GSM8630354	GSE281805	MS2d_brl2	brl rim	BRL_RIM	MS2	DSP-1001660023890-E	GSE281805	True	True	GSM8630354_DSP-1001660023890-E-B12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.117470685870322	TRUE
DSP-1001660023890-E-C02	DSP-1001660023890-E-C02	GSM8630355	GSE281805	MS2d_brl3	brl rim	BRL_RIM	MS2	DSP-1001660023890-E	GSE281805	True	True	GSM8630355_DSP-1001660023890-E-C02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.132569470471703	TRUE
DSP-1001660023890-E-C04	DSP-1001660023890-E-C04	GSM8630356	GSE281805	MS2d_brl4	brl rim	BRL_RIM	MS2	DSP-1001660023890-E	GSE281805	True	True	GSM8630356_DSP-1001660023890-E-C04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.117363602291589	TRUE
DSP-1001660023890-E-C06	DSP-1001660023890-E-C06	GSM8630357	GSE281805	MS2d_NAWM1	nawm	NAWM	MS2	DSP-1001660023890-E	GSE281805	True	False	GSM8630357_DSP-1001660023890-E-C06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.102800235583873	TRUE
DSP-1001660023890-E-C08	DSP-1001660023890-E-C08	GSM8630358	GSE281805	MS2d_NAWM2	nawm	NAWM	MS2	DSP-1001660023890-E	GSE281805	True	False	GSM8630358_DSP-1001660023890-E-C08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0951437597044493	TRUE
DSP-1001660023890-E-C10	DSP-1001660023890-E-C10	GSM8630359	GSE281805	MS2d_NAWM3	nawm	NAWM	MS2	DSP-1001660023890-E	GSE281805	True	False	GSM8630359_DSP-1001660023890-E-C10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.197301493815923	TRUE
DSP-1001660023890-E-C12	DSP-1001660023890-E-C12	GSM8630360	GSE281805	MS2d_NAWM4	nawm	NAWM	MS2	DSP-1001660023890-E	GSE281805	True	False	GSM8630360_DSP-1001660023890-E-C12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.139155110563795	TRUE
DSP-1001660023890-E-D02	DSP-1001660023890-E-D02	GSM8630361	GSE281805	MS26_mixed1	mixed rim	mixed_RIM	MS26	DSP-1001660023890-E	GSE281805	True	True	GSM8630361_DSP-1001660023890-E-D02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0512394924238368	TRUE
DSP-1001660023890-E-D04	DSP-1001660023890-E-D04	GSM8630362	GSE281805	MS26_mixed2	mixed rim	mixed_RIM	MS26	DSP-1001660023890-E	GSE281805	True	True	GSM8630362_DSP-1001660023890-E-D04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0500615730577716	TRUE
DSP-1001660023890-E-D06	DSP-1001660023890-E-D06	GSM8630363	GSE281805	MS26_mixed3	mixed rim	mixed_RIM	MS26	DSP-1001660023890-E	GSE281805	True	True	GSM8630363_DSP-1001660023890-E-D06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0441719762274455	FALSE
DSP-1001660023890-E-D08	DSP-1001660023890-E-D08	GSM8630364	GSE281805	MS26_mixed4	mixed rim	mixed_RIM	MS26	DSP-1001660023890-E	GSE281805	True	True	GSM8630364_DSP-1001660023890-E-D08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0409059270760829	FALSE
DSP-1001660023890-E-D10	DSP-1001660023890-E-D10	GSM8630365	GSE281805	MS26_NAWM1	nawm	NAWM	MS26	DSP-1001660023890-E	GSE281805	True	False	GSM8630365_DSP-1001660023890-E-D10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0349627884563902	FALSE
DSP-1001660023890-E-D12	DSP-1001660023890-E-D12	GSM8630366	GSE281805	MS26_NAWM2	nawm	NAWM	MS26	DSP-1001660023890-E	GSE281805	True	False	GSM8630366_DSP-1001660023890-E-D12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.069175991861648	TRUE
DSP-1001660023890-E-E02	DSP-1001660023890-E-E02	GSM8630367	GSE281805	MS26_NAWM3	nawm	NAWM	MS26	DSP-1001660023890-E	GSE281805	True	False	GSM8630367_DSP-1001660023890-E-E02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0440648926487123	FALSE
DSP-1001660023890-E-E04	DSP-1001660023890-E-E04	GSM8630368	GSE281805	MS26_NAWM4	nawm	NAWM	MS26	DSP-1001660023890-E	GSE281805	True	False	GSM8630368_DSP-1001660023890-E-E04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0719601649087113	TRUE
DSP-1001660023890-E-E06	DSP-1001660023890-E-E06	GSM8630369	GSE281805	MS27d _mixed1	mixed rim	mixed_RIM	MS27	DSP-1001660023890-E	GSE281805	True	True	GSM8630369_DSP-1001660023890-E-E06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.12443111848798	TRUE
DSP-1001660023890-E-E08	DSP-1001660023890-E-E08	GSM8630370	GSE281805	MS27d _mixed2	mixed rim	mixed_RIM	MS27	DSP-1001660023890-E	GSE281805	True	True	GSM8630370_DSP-1001660023890-E-E08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.113990469561493	TRUE
DSP-1001660023890-E-E10	DSP-1001660023890-E-E10	GSM8630371	GSE281805	MS27d _mixed3	mixed rim	mixed_RIM	MS27	DSP-1001660023890-E	GSE281805	True	True	GSM8630371_DSP-1001660023890-E-E10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.102425443058307	TRUE
DSP-1001660023890-E-E12	DSP-1001660023890-E-E12	GSM8630372	GSE281805	MS27d _mixed4	mixed rim	mixed_RIM	MS27	DSP-1001660023890-E	GSE281805	True	True	GSM8630372_DSP-1001660023890-E-E12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.147668255073085	TRUE
DSP-1001660023890-E-F02	DSP-1001660023890-E-F02	GSM8630373	GSE281805	MS27d _NAWM1	nawm	NAWM	MS27	DSP-1001660023890-E	GSE281805	True	False	GSM8630373_DSP-1001660023890-E-F02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0658028591315522	TRUE
DSP-1001660023890-E-F04	DSP-1001660023890-E-F04	GSM8630374	GSE281805	MS27d _NAWM2	nawm	NAWM	MS27	DSP-1001660023890-E	GSE281805	True	False	GSM8630374_DSP-1001660023890-E-F04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0791883064732023	TRUE
DSP-1001660023890-E-F06	DSP-1001660023890-E-F06	GSM8630375	GSE281805	MS27d _NAWM3	nawm	NAWM	MS27	DSP-1001660023890-E	GSE281805	True	False	GSM8630375_DSP-1001660023890-E-F06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0607699309310917	TRUE
DSP-1001660023890-E-F08	DSP-1001660023890-E-F08	GSM8630376	GSE281805	MS27d _NAWM4	nawm	NAWM	MS27	DSP-1001660023890-E	GSE281805	True	False	GSM8630376_DSP-1001660023890-E-F08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0567007549392301	TRUE
DSP-1001660023890-E-F10	DSP-1001660023890-E-F10	GSM8630377	GSE281805	MS4_brl1	brl rim	BRL_RIM	MS4	DSP-1001660023890-E	GSE281805	True	True	GSM8630377_DSP-1001660023890-E-F10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.038068212239653	FALSE
DSP-1001660023890-E-F12	DSP-1001660023890-E-F12	GSM8630378	GSE281805	MS4_brl2	brl rim	BRL_RIM	MS4	DSP-1001660023890-E	GSE281805	True	True	GSM8630378_DSP-1001660023890-E-F12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0768324677410719	TRUE
DSP-1001660023890-E-G02	DSP-1001660023890-E-G02	GSM8630379	GSE281805	MS4_brl3	brl rim	BRL_RIM	MS4	DSP-1001660023890-E	GSE281805	True	True	GSM8630379_DSP-1001660023890-E-G02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0693901590191144	TRUE
DSP-1001660023890-E-G04	DSP-1001660023890-E-G04	GSM8630380	GSE281805	MS4_brl4	brl rim	BRL_RIM	MS4	DSP-1001660023890-E	GSE281805	True	True	GSM8630380_DSP-1001660023890-E-G04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0857739465652942	TRUE
DSP-1001660023890-E-G06	DSP-1001660023890-E-G06	GSM8630381	GSE281805	MS28b_active1	active center	active_center	MS28	DSP-1001660023890-E	GSE281805	True	True	GSM8630381_DSP-1001660023890-E-G06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0628580607163891	TRUE
DSP-1001660023890-E-G08	DSP-1001660023890-E-G08	GSM8630382	GSE281805	MS28b_active2	active center	active_center	MS28	DSP-1001660023890-E	GSE281805	True	True	GSM8630382_DSP-1001660023890-E-G08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0365690421373882	FALSE
DSP-1001660023890-E-G10	DSP-1001660023890-E-G10	GSM8630383	GSE281805	MS28b_active3	active center	active_center	MS28	DSP-1001660023890-E	GSE281805	True	True	GSM8630383_DSP-1001660023890-E-G10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0415484285484821	FALSE
DSP-1001660023890-E-G12	DSP-1001660023890-E-G12	GSM8630384	GSE281805	MS28b_active4	active center	active_center	MS28	DSP-1001660023890-E	GSE281805	True	False	GSM8630384_DSP-1001660023890-E-G12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0293409005728971	FALSE
DSP-1001660023890-E-H02	DSP-1001660023890-E-H02	GSM8630385	GSE281805	MS4_NAWM1	nawm	NAWM	MS4	DSP-1001660023890-E	GSE281805	True	False	GSM8630385_DSP-1001660023890-E-H02.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0608770145098249	TRUE
DSP-1001660023890-E-H04	DSP-1001660023890-E-H04	GSM8630386	GSE281805	MS4_NAWM2	nawm	NAWM	MS4	DSP-1001660023890-E	GSE281805	True	False	GSM8630386_DSP-1001660023890-E-H04.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0427263479145473	FALSE
DSP-1001660023890-E-H06	DSP-1001660023890-E-H06	GSM8630387	GSE281805	MS4_NAWM3	nawm	NAWM	MS4	DSP-1001660023890-E	GSE281805	True	False	GSM8630387_DSP-1001660023890-E-H06.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0374792525566204	FALSE
DSP-1001660023890-E-H08	DSP-1001660023890-E-H08	GSM8630388	GSE281805	MS4_NAWM4	nawm	NAWM	MS4	DSP-1001660023890-E	GSE281805	True	False	GSM8630388_DSP-1001660023890-E-H08.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0676232799700166	TRUE
DSP-1001660023890-E-H10	DSP-1001660023890-E-H10	GSM8630389	GSE281805	MS28b_mixed1	mixed rim	mixed_RIM	MS28	DSP-1001660023890-E	GSE281805	True	False	GSM8630389_DSP-1001660023890-E-H10.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0215237993253735	FALSE
DSP-1001660023890-E-H12	DSP-1001660023890-E-H12	GSM8630390	GSE281805	MS28b_mixed2	mixed rim	mixed_RIM	MS28	DSP-1001660023890-E	GSE281805	True	True	GSM8630390_DSP-1001660023890-E-H12.dcc.gz	True	DSP-1001660023890-E	TRUE	0.0487765701129732	FALSE
DSP-1001660024095-F-A03	DSP-1001660024095-F-A03	GSM8630391	GSE281805	MS28b_mixed3	mixed rim	mixed_RIM	MS28	DSP-1001660024095-F	GSE281805	True	True	GSM8630391_DSP-1001660024095-F-A03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0366225839267548	FALSE
DSP-1001660024095-F-A05	DSP-1001660024095-F-A05	GSM8630392	GSE281805	MS28b_mixed4	mixed rim	mixed_RIM	MS28	DSP-1001660024095-F	GSE281805	True	True	GSM8630392_DSP-1001660024095-F-A05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.034855704877657	FALSE
DSP-1001660024095-F-A07	DSP-1001660024095-F-A07	GSM8630393	GSE281805	MS28b_NAWM5	nawm	NAWM	MS28	DSP-1001660024095-F	GSE281805	True	False	GSM8630393_DSP-1001660024095-F-A07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0328746586710928	FALSE
DSP-1001660024095-F-A09	DSP-1001660024095-F-A09	GSM8630394	GSE281805	MS28b_NAWM6	nawm	NAWM	MS28	DSP-1001660024095-F	GSE281805	True	False	GSM8630394_DSP-1001660024095-F-A09.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0157412860737806	FALSE
DSP-1001660024095-F-A11	DSP-1001660024095-F-A11	GSM8630395	GSE281805	MS28b_NAWM7	nawm	NAWM	MS28	DSP-1001660024095-F	GSE281805	True	False	GSM8630395_DSP-1001660024095-F-A11.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0217915082722065	FALSE
DSP-1001660024095-F-B01	DSP-1001660024095-F-B01	GSM8630396	GSE281805	MS28b_NAWM8	nawm	NAWM	MS28	DSP-1001660024095-F	GSE281805	True	False	GSM8630396_DSP-1001660024095-F-B01.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0223804679552391	FALSE
DSP-1001660024095-F-B03	DSP-1001660024095-F-B03	GSM8630397	GSE281805	MS24_mixed1	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630397_DSP-1001660024095-F-B03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0696578679659474	TRUE
DSP-1001660024095-F-B05	DSP-1001660024095-F-B05	GSM8630398	GSE281805	MS24_mixed2	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630398_DSP-1001660024095-F-B05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0620013920865235	TRUE
DSP-1001660024095-F-B07	DSP-1001660024095-F-B07	GSM8630399	GSE281805	MS24_mixed3	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630399_DSP-1001660024095-F-B07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0569684638860631	TRUE
DSP-1001660024095-F-B09	DSP-1001660024095-F-B09	GSM8630400	GSE281805	MS24_mixed4	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630400_DSP-1001660024095-F-B09.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0501151148471382	TRUE
DSP-1001660024095-F-B11	DSP-1001660024095-F-B11	GSM8630401	GSE281805	MS24_NAWM1	nawm	NAWM	MS24	DSP-1001660024095-F	GSE281805	True	False	GSM8630401_DSP-1001660024095-F-B11.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0549338758901322	TRUE
DSP-1001660024095-F-C01	DSP-1001660024095-F-C01	GSM8630402	GSE281805	MS24_NAWM2	nawm	NAWM	MS24	DSP-1001660024095-F	GSE281805	True	False	GSM8630402_DSP-1001660024095-F-C01.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0631257696632221	TRUE
DSP-1001660024095-F-C03	DSP-1001660024095-F-C03	GSM8630403	GSE281805	MS24_NAWM3	nawm	NAWM	MS24	DSP-1001660024095-F	GSE281805	True	False	GSM8630403_DSP-1001660024095-F-C03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0400492584462173	FALSE
DSP-1001660024095-F-C05	DSP-1001660024095-F-C05	GSM8630404	GSE281805	MS24_NAWM4	nawm	NAWM	MS24	DSP-1001660024095-F	GSE281805	True	False	GSM8630404_DSP-1001660024095-F-C05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0514536595813032	TRUE
DSP-1001660024095-F-C07	DSP-1001660024095-F-C07	GSM8630405	GSE281805	MS24_mixed5	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630405_DSP-1001660024095-F-C07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0433153075975799	FALSE
DSP-1001660024095-F-C09	DSP-1001660024095-F-C09	GSM8630406	GSE281805	MS24_mixed6	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630406_DSP-1001660024095-F-C09.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0701397440702468	TRUE
DSP-1001660024095-F-C11	DSP-1001660024095-F-C11	GSM8630407	GSE281805	MS24_mixed7	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630407_DSP-1001660024095-F-C11.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0568078385179633	TRUE
DSP-1001660024095-F-D01	DSP-1001660024095-F-D01	GSM8630408	GSE281805	MS24_mixed8	mixed rim	mixed_RIM	MS24	DSP-1001660024095-F	GSE281805	True	True	GSM8630408_DSP-1001660024095-F-D01.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0917170851849869	TRUE
DSP-1001660024095-F-D03	DSP-1001660024095-F-D03	GSM8630409	GSE281805	ctrl1_NAWM1	nawm	NAWM	CTRL1	DSP-1001660024095-F	GSE281805	False	False	GSM8630409_DSP-1001660024095-F-D03.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00530063714729346	FALSE
DSP-1001660024095-F-D05	DSP-1001660024095-F-D05	GSM8630410	GSE281805	ctrl1_NAWM2	nawm	NAWM	CTRL1	DSP-1001660024095-F	GSE281805	False	False	GSM8630410_DSP-1001660024095-F-D05.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00588959683032607	FALSE
DSP-1001660024095-F-D07	DSP-1001660024095-F-D07	GSM8630411	GSE281805	ctrl1_NAWM3	nawm	NAWM	CTRL1	DSP-1001660024095-F	GSE281805	False	False	GSM8630411_DSP-1001660024095-F-D07.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0086202280880227	FALSE
DSP-1001660024095-F-D09	DSP-1001660024095-F-D09	GSM8630412	GSE281805	ctrl1_NAWM4	nawm	NAWM	CTRL1	DSP-1001660024095-F	GSE281805	False	False	GSM8630412_DSP-1001660024095-F-D09.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00936981313915511	FALSE
DSP-1001660024095-F-D11	DSP-1001660024095-F-D11	GSM8630413	GSE281805	ctrl2_NAWM1	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630413_DSP-1001660024095-F-D11.dcc.gz	True	DSP-1001660024095-F	TRUE	0.00990523103282112	FALSE
DSP-1001660024095-F-E01	DSP-1001660024095-F-E01	GSM8630414	GSE281805	ctrl2_NAWM2	nawm	NAWM	CTRL2	DSP-1001660024095-F	GSE281805	False	False	GSM8630414_DSP-1001660024095-F-E01.dcc.gz	True	DSP-1001660024095-F	TRUE	0.0142956577608824	FALSE
