module	n	direction_accuracy	mae_log2fc	pearson_pred_actual
gilt_lysosomal_apc	6	0.3333333333333333	0.10190668603114034	0.18252450571953252
hla_ii_apc	6	0.5	0.3442093006601497	0.5751174192216589
ifn_apc	6	0.6666666666666666	0.445755169878268	0.12702752381494423
mif_cd74_receptor_state	6	0.6666666666666666	0.15402358643673011	0.5401821600877807
