confidence_bin	n	empirical_direction_accuracy	mean_confidence_raw	mean_abs_error
low	12	0.5	0.25653123567077746	0.16840130490431837
medium	8	0.5	0.8967203461262616	0.32456846780484794
high	4	0.75	1.148444025155544	0.41450126418678124
very_high	0			
