cell_state	module	n_pairs	n_patients	all_pair_mean_delta	all_pair_fdr	max_generic_all_pair_delta_abs	target_to_generic_delta_ratio	raw_remission_response_fdr	generic_adjusted_remission_response_fdr	cd_mean_delta	uc_mean_delta	wave67_call	failed_gates
Mono_macro	complement_phagocytosis	43	29	0.0815013987788271	0.9398859343986393	0.18151966162005592	0.44899488050732517	0.9552362999865466	1.0	-0.04934740358191407	0.19528296604903686	NO_GO_GSE282122_MYELOID	no_all_pair_fdr10_pharmacodynamic_delta;target_to_generic_delta_ratio_lt_2;no_remission_interaction_after_generic_adjustment;cd_uc_effect_direction_not_stable
DC	lipid_loader_repair	43	29	0.008595823281367659	1.0	0.08542877461929271	0.10061976564306742	0.9552362999865466	0.976089872331677	-0.057672983484225476	0.07802028751198906	NO_GO_GSE282122_MYELOID	no_all_pair_fdr10_pharmacodynamic_delta;target_to_generic_delta_ratio_lt_2;no_remission_interaction_after_generic_adjustment;cd_uc_effect_direction_not_stable
Mono_macro	lipid_loader_repair	43	29	-0.0074658437338653814	1.0	0.18151966162005592	0.041129669740638655	1.0	1.0	-0.10685655321413554	0.07896086016202174	NO_GO_GSE282122_MYELOID	no_all_pair_fdr10_pharmacodynamic_delta;target_to_generic_delta_ratio_lt_2;no_remission_interaction_after_generic_adjustment;cd_uc_effect_direction_not_stable
DC	lysosomal_apc	43	29	0.14403387181905425	0.7083943510839881	0.08542877461929271	1.6860112118069235	0.9997956156267656	1.0	0.13883046547281486	0.1494850594198765	PARK_CELL_RESOLVED_PD_SIGNAL_ONLY	no_all_pair_fdr10_pharmacodynamic_delta;target_to_generic_delta_ratio_lt_2;no_remission_interaction_after_generic_adjustment
Mono_macro	lysosomal_apc	43	29	0.12231403825554425	0.8356507450300495	0.18151966162005592	0.6738335514946217	0.9552362999865466	1.0	0.056294971792499725	0.1797219221364525	PARK_CELL_RESOLVED_PD_SIGNAL_ONLY	no_all_pair_fdr10_pharmacodynamic_delta;target_to_generic_delta_ratio_lt_2;no_remission_interaction_after_generic_adjustment
DC	complement_phagocytosis	43	29	0.058687372974382715	1.0	0.08542877461929271	0.6869743038679746	1.0	1.0	0.03514307245588121	0.08335283066043188	PARK_CELL_RESOLVED_PD_SIGNAL_ONLY	no_all_pair_fdr10_pharmacodynamic_delta;target_to_generic_delta_ratio_lt_2;no_remission_interaction_after_generic_adjustment
