evidence_channel	dataset	disease	tissue	endpoint	gene	n_subjects	n_responders	n_nonresponders	effect_responder_minus_non	hedges_g_responder_minus_non	auc_high_expression_nonresponse	p	nonresponse_high_direction	call
RA_GSE198520_baseline_response	GSE198520	rheumatoid arthritis	synovium	moderate_or_good_response	LPL	46	32	14	-0.3481992757718184	-0.3945944269012455	0.6361607142857143	0.15776007776894857	True	DIRECTION_ONLY
