competing_event_mechanism	n_null_cells	median_null_probability	maximum_null_probability	maximum_count	maximum_total	maximum_ci_low	maximum_ci_high	family_probability_maximum_at_least_observed	anti_conservative_by_frozen_rule	maximum_positive_call_probability	maximum_negative_call_probability
independent	12	0.05083333333333333	0.06333333333333334	76	1200	0.050897824447329904	0.07855564941239193	0.2431523140143379	True	0.035	0.034166666666666665
joint_score_progression_risk	12	0.06708333333333333	0.11916666666666667	143	1200	0.10204006080625294	0.13872375131949682	0.0	True	0.018333333333333333	0.11916666666666667
none	6	0.0525	0.05583333333333333	67	1200	0.04420361839753011	0.07029772047123273	0.7240797137028535	False	0.03	0.03
progression_risk_dependent	12	0.050416666666666665	0.056666666666666664	68	1200	0.044944448197728686	0.07121823900336294	0.8766888185852709	False	0.03333333333333333	0.0325
score_dependent	12	0.05	0.060833333333333336	73	1200	0.048659952771868555	0.07580947609086694	0.4738885631417705	False	0.03666666666666667	0.0325
