n_requested	event_probability_before_competing_death	molecular_progression_hr_per_latent_sd	competing_death_probability	competing_event_mechanism	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_probability	maximum_seed_probability	positive_call_probability	negative_call_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds	median_usable_n_across_seeds	median_progression_events_across_seeds	median_competing_deaths_across_seeds
120	0.15	1.7	0.1	independent	1200	1164	0.97	327	0.2725	0.2480640184314659	0.29838788684277845	0.2675	0.28	0.2708333333333333	0.0016666666666666668	1.4210751375334647	0.4038917341972267	108.0	15.0	10.0
120	0.15	1.7	0.1	joint_score_progression_risk	1200	1071	0.8925	185	0.15416666666666667	0.13484175818030025	0.1756986839032581	0.1375	0.1625	0.15333333333333332	0.0008333333333333334	1.0014485185979256	0.2931641429617493	108.0	13.0	9.0
120	0.15	1.7	0.1	progression_risk_dependent	1200	1131	0.9425	325	0.2708333333333333	0.24645082368622004	0.2966783849233666	0.245	0.295	0.2708333333333333	0.0	1.3699932482554307	0.40332458225952705	108.0	15.0	9.0
120	0.15	1.7	0.1	score_dependent	1200	1147	0.9558333333333333	291	0.2425	0.21909686006855766	0.2675465052418508	0.215	0.2675	0.2425	0.0	1.2006237837575322	0.3465098540884081	108.0	15.0	9.0
120	0.15	1.7	0.25	independent	1200	1107	0.9225	274	0.22833333333333333	0.2054726653195151	0.2529277783413042	0.2075	0.25	0.2275	0.0008333333333333334	1.3169889773500218	0.3807622157477273	108.0	14.0	25.0
120	0.15	1.7	0.25	joint_score_progression_risk	1200	850	0.7083333333333334	93	0.0775	0.06368395571862093	0.09401243979069007	0.07	0.085	0.07583333333333334	0.0016666666666666668	0.7496504954510689	0.23396768951532054	108.0	11.0	25.0
120	0.15	1.7	0.25	progression_risk_dependent	1200	1021	0.8508333333333333	263	0.21916666666666668	0.19667718179559182	0.24344843020961096	0.21	0.2325	0.21916666666666668	0.0	1.3556828306245254	0.4178264000444765	108.0	13.0	24.0
120	0.15	1.7	0.25	score_dependent	1200	984	0.82	203	0.16916666666666666	0.14901840831587682	0.19142630374959946	0.16	0.185	0.16583333333333333	0.0033333333333333335	1.1437043758230707	0.35241455094772145	108.0	13.0	24.0
120	0.3	1.0	0.0	none	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0525	0.055	0.03	0.023333333333333334	0.078084316148672	0.014697695787191692	108.0	32.0	0.0
120	0.3	1.0	0.1	independent	1200	1200	1.0	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0425	0.0625	0.025	0.024166666666666666	0.009344004558816543	0.0018822517066623419	108.0	31.0	9.0
120	0.3	1.0	0.1	joint_score_progression_risk	1200	1200	1.0	80	0.06666666666666667	0.053890931096324014	0.08220793609271289	0.05	0.075	0.018333333333333333	0.04833333333333333	-0.3407049987399333	-0.06786647981506573	108.0	30.0	9.0
120	0.3	1.0	0.1	progression_risk_dependent	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.05	0.0625	0.03333333333333333	0.023333333333333334	0.046737201057450196	0.009704782354340129	108.0	30.0	8.0
120	0.3	1.0	0.1	score_dependent	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.05	0.065	0.024166666666666666	0.0325	-0.00536512344522796	-0.0010710177366333388	108.0	31.0	9.0
120	0.3	1.0	0.25	independent	1200	1200	1.0	49	0.04083333333333333	0.03102354197066147	0.05357352691618343	0.03	0.05	0.014166666666666666	0.02666666666666667	-0.02501256929599053	-0.005493668977956272	108.0	28.0	22.5
120	0.3	1.0	0.25	joint_score_progression_risk	1200	1200	1.0	80	0.06666666666666667	0.053890931096324014	0.08220793609271289	0.05	0.0775	0.006666666666666667	0.06	-0.5344643894867984	-0.11673229572727652	108.0	25.0	23.0
120	0.3	1.0	0.25	progression_risk_dependent	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.05	0.0575	0.0275	0.02666666666666667	-0.02345061116441386	-0.0052674597744826815	108.0	26.0	21.0
120	0.3	1.0	0.25	score_dependent	1200	1200	1.0	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.0325	0.0525	0.024166666666666666	0.021666666666666667	-0.020438930691782833	-0.004098422564880102	108.0	28.0	23.0
120	0.3	1.7	0.0	none	1200	1200	1.0	557	0.46416666666666667	0.43610893439854803	0.49245308731131454	0.4375	0.48	0.46416666666666667	0.0	1.8782988927475621	0.3714872492401412	108.0	32.0	0.0
120	0.3	1.7	0.1	independent	1200	1200	1.0	502	0.41833333333333333	0.3907275386777052	0.44646032475407477	0.3975	0.455	0.41833333333333333	0.0	1.7151270083823835	0.34326488310119013	108.0	31.0	9.0
120	0.3	1.7	0.1	joint_score_progression_risk	1200	1200	1.0	330	0.275	0.25048463937781995	0.30095131089341076	0.265	0.28	0.275	0.0	1.415146399519309	0.30597033852846417	108.0	29.0	8.0
120	0.3	1.7	0.1	progression_risk_dependent	1200	1200	1.0	525	0.4375	0.409675785386127	0.4657230896892148	0.4225	0.4475	0.4375	0.0	1.8244940239274636	0.3654516452823434	108.0	30.0	8.0
120	0.3	1.7	0.1	score_dependent	1200	1200	1.0	507	0.4225	0.3948430849109643	0.45065152018245946	0.415	0.4375	0.4225	0.0	1.7990761516440728	0.3757849569316062	108.0	30.5	8.0
120	0.3	1.7	0.25	independent	1200	1200	1.0	515	0.42916666666666664	0.40143217303475087	0.45735321871730306	0.41	0.45	0.42833333333333334	0.0008333333333333334	1.7808370909322244	0.3788770892825051	108.0	28.0	23.0
120	0.3	1.7	0.25	joint_score_progression_risk	1200	1200	1.0	205	0.17083333333333334	0.1505974106832381	0.19316999804689575	0.16	0.1775	0.16916666666666666	0.0016666666666666668	0.9954321433943909	0.2300732371502447	108.0	24.0	22.0
120	0.3	1.7	0.25	progression_risk_dependent	1200	1200	1.0	445	0.37083333333333335	0.3439566550044214	0.3985343534846184	0.3525	0.405	0.37083333333333335	0.0	1.6668857750509065	0.3609487879733077	108.0	26.0	21.0
120	0.3	1.7	0.25	score_dependent	1200	1200	1.0	411	0.3425	0.3161912793582944	0.36981388583156705	0.3125	0.3925	0.3425	0.0	1.6284688203533388	0.3705072300855072	108.0	26.0	21.0
240	0.15	1.0	0.0	none	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.035	0.0675	0.020833333333333332	0.03	0.041140966572306564	0.007973462575235759	216.0	32.0	0.0
240	0.15	1.0	0.1	independent	1200	1200	1.0	45	0.0375	0.02814286611101863	0.04980880944651117	0.0225	0.045	0.023333333333333334	0.014166666666666666	0.03158600113884158	0.006348406108207785	216.0	31.0	20.0
240	0.15	1.0	0.1	joint_score_progression_risk	1200	1200	1.0	71	0.059166666666666666	0.0471715395740472	0.07397519262403075	0.045	0.0725	0.014166666666666666	0.045	-0.37135205761913437	-0.07670950734504711	216.0	29.0	20.0
240	0.15	1.0	0.1	progression_risk_dependent	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.045	0.055	0.02666666666666667	0.023333333333333334	0.1023630827757086	0.019730775190050343	216.0	29.0	19.0
240	0.15	1.0	0.1	score_dependent	1200	1200	1.0	54	0.045	0.034651851044372725	0.058251959504116047	0.0425	0.05	0.023333333333333334	0.021666666666666667	-0.023513476087233188	-0.004263126381760475	216.0	31.0	20.0
240	0.15	1.0	0.25	independent	1200	1200	1.0	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.055	0.07	0.03166666666666667	0.03166666666666667	0.019514912334472882	0.004421253091100568	216.0	28.0	50.0
240	0.15	1.0	0.25	joint_score_progression_risk	1200	1200	1.0	109	0.09083333333333334	0.07585322452274126	0.10842474430383015	0.085	0.1	0.005	0.08583333333333333	-0.5581187823677196	-0.12575801157589903	216.0	25.0	50.0
240	0.15	1.0	0.25	progression_risk_dependent	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.0475	0.0525	0.0175	0.0325	-0.1134378161435182	-0.024856532690262077	217.0	25.0	49.0
240	0.15	1.0	0.25	score_dependent	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.04	0.065	0.029166666666666667	0.024166666666666666	0.015385313597587423	0.0038418009926854905	216.0	28.0	50.0
240	0.15	1.7	0.0	none	1200	1200	1.0	586	0.48833333333333334	0.46013375579917615	0.5166073675482209	0.4475	0.515	0.48833333333333334	0.0	1.9719612520380374	0.37288680173033384	217.0	32.0	0.0
240	0.15	1.7	0.1	independent	1200	1200	1.0	544	0.4533333333333333	0.42536067071350464	0.48160382267608376	0.39	0.4925	0.4533333333333333	0.0	1.9283405870361043	0.38829430547652827	216.0	31.0	20.0
240	0.15	1.7	0.1	joint_score_progression_risk	1200	1200	1.0	334	0.2783333333333333	0.253713668064755	0.30436767553579075	0.255	0.31	0.2783333333333333	0.0	1.377935273023299	0.29805755842738557	216.0	27.0	19.0
240	0.15	1.7	0.1	progression_risk_dependent	1200	1200	1.0	563	0.4691666666666667	0.44107416788132925	0.497455943822506	0.465	0.4775	0.4691666666666667	0.0	1.856290068449384	0.3813160711292546	216.0	29.0	19.0
240	0.15	1.7	0.1	score_dependent	1200	1200	1.0	504	0.42	0.3923735133407583	0.4481370467556791	0.3825	0.45	0.42	0.0	1.7943539571475695	0.37044571793026637	216.0	29.0	19.0
240	0.15	1.7	0.25	independent	1200	1200	1.0	527	0.43916666666666665	0.4113254703778196	0.46739610136217974	0.4275	0.445	0.43916666666666665	0.0	1.8227194825164148	0.37274485350382247	216.0	29.0	49.0
240	0.15	1.7	0.25	joint_score_progression_risk	1200	1199	0.9991666666666666	216	0.18	0.159294768096585	0.20274747228916534	0.16	0.2	0.1775	0.0025	1.0862306618170283	0.2596638418451044	216.0	23.0	50.0
240	0.15	1.7	0.25	progression_risk_dependent	1200	1200	1.0	506	0.4216666666666667	0.39401981319873636	0.44981344356235875	0.4125	0.43	0.42083333333333334	0.0008333333333333334	1.741052871865186	0.38954337259913774	216.0	25.0	48.0
240	0.15	1.7	0.25	score_dependent	1200	1200	1.0	487	0.4058333333333333	0.37839315074186713	0.4338744877049812	0.3875	0.415	0.405	0.0008333333333333334	1.68288954460771	0.38707659466870037	216.0	25.0	48.0
240	0.3	1.0	0.0	none	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.04	0.06	0.024166666666666666	0.028333333333333332	-0.04846478066916489	-0.006357565064811359	216.0	65.0	0.0
240	0.3	1.0	0.1	independent	1200	1200	1.0	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0425	0.07	0.023333333333333334	0.03	-0.04057676482082402	-0.005703635452284923	216.0	62.0	18.0
240	0.3	1.0	0.1	joint_score_progression_risk	1200	1200	1.0	81	0.0675	0.0546407874953228	0.0831194280260429	0.055	0.0825	0.009166666666666667	0.058333333333333334	-0.38340747623555904	-0.05573009670111681	216.0	59.0	17.5
240	0.3	1.0	0.1	progression_risk_dependent	1200	1200	1.0	52	0.043333333333333335	0.03319710174469772	0.0563840121391335	0.0375	0.0525	0.0175	0.025833333333333333	-0.004759166881962764	-0.0007411190577428212	216.0	60.0	16.0
240	0.3	1.0	0.1	score_dependent	1200	1200	1.0	73	0.060833333333333336	0.048659952771868555	0.07580947609086694	0.035	0.08	0.0325	0.028333333333333332	0.026413866384276476	0.0035474652160106764	216.0	61.0	18.0
240	0.3	1.0	0.25	independent	1200	1200	1.0	63	0.0525	0.041248404856606004	0.06660754068284175	0.045	0.0625	0.021666666666666667	0.030833333333333334	0.012833329258025153	0.0018918692761893765	216.0	57.0	45.0
240	0.3	1.0	0.25	joint_score_progression_risk	1200	1200	1.0	143	0.11916666666666667	0.10204006080625294	0.13872375131949682	0.1125	0.13	0.0033333333333333335	0.11583333333333333	-0.6989240328711989	-0.10588980691616257	216.0	51.0	47.0
240	0.3	1.0	0.25	progression_risk_dependent	1200	1200	1.0	61	0.050833333333333335	0.0397759124281339	0.0647573364466563	0.0475	0.0525	0.02	0.030833333333333334	0.02240788334973523	0.003294129944103376	216.0	53.0	43.0
240	0.3	1.0	0.25	score_dependent	1200	1200	1.0	56	0.04666666666666667	0.03611089196253996	0.060115615250606366	0.0425	0.05	0.0225	0.024166666666666666	0.08644311057926371	0.01363406174095321	216.0	55.0	45.5
240	0.3	1.7	0.0	none	1200	1200	1.0	909	0.7575	0.7324534947581491	0.7809031399314423	0.755	0.76	0.7575	0.0	2.632274740769309	0.36386451515615137	216.0	65.0	0.0
240	0.3	1.7	0.1	independent	1200	1200	1.0	872	0.7266666666666667	0.7007575282779632	0.7511292181154636	0.685	0.7625	0.7266666666666667	0.0	2.562490168457437	0.36067885677647443	216.0	62.0	17.0
240	0.3	1.7	0.1	joint_score_progression_risk	1200	1200	1.0	634	0.5283333333333333	0.500043690089429	0.5564421532097494	0.5225	0.5325	0.5283333333333333	0.0	2.0325332576880344	0.2964618561643749	216.0	57.0	16.0
240	0.3	1.7	0.1	progression_risk_dependent	1200	1200	1.0	911	0.7591666666666667	0.734171442913943	0.782507888440306	0.735	0.8	0.7591666666666667	0.0	2.6319537493806617	0.3787849460561498	216.0	61.0	16.0
240	0.3	1.7	0.1	score_dependent	1200	1200	1.0	825	0.6875	0.6607115267588674	0.713091848015107	0.68	0.695	0.6875	0.0	2.4419947903837356	0.3547196880778778	216.0	60.0	16.0
240	0.3	1.7	0.25	independent	1200	1200	1.0	829	0.6908333333333333	0.6641109172451131	0.7163378508581763	0.6575	0.7075	0.6908333333333333	0.0	2.3856540066873433	0.3524452710286374	216.0	57.0	45.0
240	0.3	1.7	0.25	joint_score_progression_risk	1200	1200	1.0	416	0.3466666666666667	0.32026793411436	0.37404397273714535	0.325	0.365	0.3458333333333333	0.0008333333333333334	1.5450129290065444	0.25319092710668434	216.0	49.0	45.0
240	0.3	1.7	0.25	progression_risk_dependent	1200	1200	1.0	848	0.7066666666666667	0.6802798949707803	0.731734491446756	0.6875	0.7175	0.7066666666666667	0.0	2.475040250988581	0.37680832047371265	216.0	53.0	43.0
240	0.3	1.7	0.25	score_dependent	1200	1200	1.0	724	0.6033333333333334	0.5753669165999156	0.6306402766088526	0.5475	0.6375	0.6033333333333334	0.0	2.2550884662859714	0.3545544179639709	216.0	54.0	43.0
320	0.15	1.0	0.0	none	1200	1200	1.0	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.04	0.055	0.023333333333333334	0.0225	-0.07200038227379807	-0.012137809281207466	288.0	43.0	0.0
320	0.15	1.0	0.1	independent	1200	1200	1.0	51	0.0425	0.032471408616991965	0.05544835693451049	0.025	0.0675	0.0175	0.025	-0.01539154469669805	-0.0027747291229463103	288.0	41.0	27.0
320	0.15	1.0	0.1	joint_score_progression_risk	1200	1200	1.0	75	0.0625	0.050151184342747165	0.07764094118464589	0.06	0.0675	0.011666666666666667	0.050833333333333335	-0.37292501801979805	-0.0693129510051623	288.0	38.0	26.0
320	0.15	1.0	0.1	progression_risk_dependent	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.0525	0.06	0.025	0.03	-0.004048572708422588	-0.0006788020382093636	288.0	39.0	25.0
320	0.15	1.0	0.1	score_dependent	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.0325	0.0625	0.0225	0.021666666666666667	0.010197051718055492	0.0017197460379493618	288.0	40.0	27.0
320	0.15	1.0	0.25	independent	1200	1200	1.0	72	0.06	0.04791538714265024	0.07489269338775648	0.055	0.0625	0.025833333333333333	0.034166666666666665	0.027961823034586324	0.005086648301005508	288.0	38.0	66.0
320	0.15	1.0	0.25	joint_score_progression_risk	1200	1200	1.0	117	0.0975	0.08197849378868173	0.11559026169651988	0.0875	0.1125	0.0033333333333333335	0.09416666666666666	-0.6138139043584634	-0.11989183376657209	288.0	33.0	67.0
320	0.15	1.0	0.25	progression_risk_dependent	1200	1200	1.0	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.0225	0.0525	0.0175	0.024166666666666666	0.0022156338703424264	0.00034644096873525537	288.0	33.0	64.0
320	0.15	1.0	0.25	score_dependent	1200	1200	1.0	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.0325	0.05	0.0225	0.019166666666666665	-0.023028672240785832	-0.00466712681999114	288.0	37.0	66.0
320	0.15	1.7	0.0	none	1200	1200	1.0	711	0.5925	0.5644463332834035	0.6199633316050905	0.575	0.615	0.5925	0.0	2.167072003537543	0.3669797381961803	288.0	43.0	0.0
320	0.15	1.7	0.1	independent	1200	1200	1.0	736	0.6133333333333333	0.585459974381909	0.6404833988148043	0.575	0.6675	0.6133333333333333	0.0	2.2282497697856236	0.37681609205886935	288.0	41.0	27.0
320	0.15	1.7	0.1	joint_score_progression_risk	1200	1200	1.0	441	0.3675	0.34068483936265576	0.39516077579706893	0.3575	0.375	0.3675	0.0	1.6510938614985875	0.3086225376783734	288.0	36.0	26.0
320	0.15	1.7	0.1	progression_risk_dependent	1200	1200	1.0	667	0.5558333333333333	0.5275867813634696	0.5837235569025583	0.55	0.56	0.5558333333333333	0.0	2.087485553473268	0.36762843651696697	288.0	39.0	25.0
320	0.15	1.7	0.1	score_dependent	1200	1200	1.0	660	0.55	0.5217371030982003	0.5779437968415262	0.515	0.5975	0.55	0.0	2.032936160265853	0.3667040922678864	288.0	39.0	25.0
320	0.15	1.7	0.25	independent	1200	1200	1.0	680	0.5666666666666667	0.5384608416226889	0.594447024963613	0.555	0.585	0.5666666666666667	0.0	2.1411834999289003	0.38460923808414416	288.0	37.0	67.0
320	0.15	1.7	0.25	joint_score_progression_risk	1200	1200	1.0	284	0.23666666666666666	0.2134824325825863	0.26153149440152074	0.2175	0.2625	0.235	0.0016666666666666668	1.1987258370043072	0.25060917410990613	288.0	30.0	67.0
320	0.15	1.7	0.25	progression_risk_dependent	1200	1200	1.0	649	0.5408333333333334	0.5125526064676404	0.5688534618164696	0.5275	0.555	0.5408333333333334	0.0	2.0754738058910123	0.3946594001000192	288.0	34.0	65.0
320	0.15	1.7	0.25	score_dependent	1200	1200	1.0	554	0.46166666666666667	0.4336273812437108	0.4899505954691654	0.4325	0.4825	0.46166666666666667	0.0	1.8883388644491137	0.3721117424627599	288.0	34.0	65.0
320	0.3	1.0	0.0	none	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.0525	0.06	0.029166666666666667	0.02666666666666667	-0.02833851144789958	-0.00346827677864742	288.0	86.5	0.0
320	0.3	1.0	0.1	independent	1200	1200	1.0	74	0.06166666666666667	0.04940522288254483	0.07672555431251947	0.05	0.07	0.035	0.02666666666666667	-0.01920516877298277	-0.00217762807848108	288.0	82.0	24.0
320	0.3	1.0	0.1	joint_score_progression_risk	1200	1200	1.0	95	0.07916666666666666	0.06519860055431884	0.0958204916196497	0.0725	0.09	0.005833333333333334	0.07333333333333333	-0.47947434826475765	-0.0609316397846201	287.0	78.0	24.0
320	0.3	1.0	0.1	progression_risk_dependent	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.045	0.0625	0.03333333333333333	0.021666666666666667	0.030806751825249896	0.004094348577434927	288.0	80.0	21.0
320	0.3	1.0	0.1	score_dependent	1200	1200	1.0	66	0.055	0.043463582072856735	0.06937640846357733	0.05	0.06	0.024166666666666666	0.030833333333333334	-0.05246209014618504	-0.006194748614148454	288.0	81.5	24.0
320	0.3	1.0	0.25	independent	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.0425	0.0775	0.0275	0.02666666666666667	-0.014208638578469839	-0.0018315745657362032	288.0	76.0	61.0
320	0.3	1.0	0.25	joint_score_progression_risk	1200	1200	1.0	143	0.11916666666666667	0.10204006080625294	0.13872375131949682	0.1075	0.1375	0.0	0.11916666666666667	-0.8118506979547718	-0.11150481564522419	288.0	67.0	62.0
320	0.3	1.0	0.25	progression_risk_dependent	1200	1200	1.0	65	0.05416666666666667	0.04272435599457301	0.06845428620953228	0.0525	0.0575	0.03	0.024166666666666666	-0.004701623034955157	-0.0006208283288929895	288.0	70.0	56.0
320	0.3	1.0	0.25	score_dependent	1200	1200	1.0	67	0.05583333333333333	0.04420361839753011	0.07029772047123273	0.0375	0.0675	0.024166666666666666	0.03166666666666667	-0.011301341035450278	-0.0015029987837928097	289.0	74.0	61.0
320	0.3	1.7	0.0	none	1200	1200	1.0	1044	0.87	0.8497852511193585	0.8878534084346176	0.84	0.905	0.87	0.0	3.025264858989808	0.35637010684562515	288.0	86.0	0.0
320	0.3	1.7	0.1	independent	1200	1200	1.0	1009	0.8408333333333333	0.8190517033302954	0.8604397645921734	0.835	0.845	0.8408333333333333	0.0	2.961525110591358	0.3581161271507658	288.0	82.5	24.0
320	0.3	1.7	0.1	joint_score_progression_risk	1200	1200	1.0	748	0.6233333333333333	0.5955652195572229	0.6503143336274358	0.62	0.625	0.6233333333333333	0.0	2.299551951313018	0.29600885111217334	288.0	76.0	22.0
320	0.3	1.7	0.1	progression_risk_dependent	1200	1200	1.0	1032	0.86	0.8392166752957289	0.8784858042703019	0.855	0.865	0.86	0.0	2.9244571095078085	0.3625092361061236	288.0	80.0	21.0
320	0.3	1.7	0.1	score_dependent	1200	1200	1.0	980	0.8166666666666667	0.7937750319317425	0.837537334353192	0.8025	0.8325	0.8166666666666667	0.0	2.865711960832943	0.35375433196562406	288.0	81.0	21.0
320	0.3	1.7	0.25	independent	1200	1200	1.0	990	0.825	0.8024739453732078	0.8454519042350143	0.8	0.8475	0.825	0.0	2.940131367299419	0.3638513790024147	288.0	76.0	60.0
320	0.3	1.7	0.25	joint_score_progression_risk	1200	1200	1.0	532	0.44333333333333336	0.41545108149009397	0.47157723191154927	0.4225	0.4675	0.44333333333333336	0.0	1.8278890307927351	0.2561173020045834	288.0	64.0	60.0
320	0.3	1.7	0.25	progression_risk_dependent	1200	1200	1.0	976	0.8133333333333334	0.7903002276095857	0.8343667453460336	0.8075	0.8175	0.8133333333333334	0.0	2.9469571442180538	0.3843162071183891	288.0	71.0	56.0
320	0.3	1.7	0.25	score_dependent	1200	1200	1.0	884	0.7366666666666667	0.7110199185688982	0.760803007812474	0.7125	0.765	0.7366666666666667	0.0	2.5761571917206534	0.35213476877053734	288.0	71.0	57.0
