cell_state	neighborhood	radius	center_ifn_apc	center_hla_ii_apc	center_mif_cd74_receptor_state	center_lysosomal_apc	center_inflammatory_nfkb	outcome_blind
DC	N01	0.44109748673793436	0.2398100688140483	0.1636114396388183	0.2892389165941929	0.04889810193944393	0.14542739384168468	True
DC	N02	2.6194615384042623	-1.8265089128663496	-1.972099485994162	-2.2201277496648077	-2.086226212195013	-0.3889574816146624	True
DC	N03	2.031913058137923	-0.9782791583360657	-1.1268882604531205	-1.3486319079913451	-0.7660409134142727	1.9004580525065	True
DC	N04	1.4315524526731498	2.6230347292554645	0.49900648076521364	0.4680301685310166	0.24968314496725372	0.685084026393379	True
DC	N05	1.2286412572039607	-1.5271805762863624	-0.5365189430290326	-0.39437893948500885	-1.0645926898881821	-0.7006169254124794	True
DC	N06	1.3721086230720234	0.2857006485223759	-1.0898727441238412	-1.3104652727366923	-1.021668355288618	-0.130690407619841	True
DC	N07	1.5220481419921672	1.0041283603092952	-0.4338823745910971	-0.19926876628144513	-0.508088028374142	1.8367882842706937	True
DC	N08	1.8609352758041702	-0.924397765584658	-0.3352082958693003	0.20064891080188565	-0.32153981465766646	2.0282956309403684	True
DC	N09	0.8458567514480637	1.4695923538997535	0.7545921155431623	0.7625045226418943	0.7348392480486426	-0.3222005579299631	True
DC	N10	1.0880917532859389	-0.4403740734528367	-0.6723385392354743	-0.18047166661840777	-1.0209126934775863	0.7431715749980341	True
DC	N11	1.2277658155836932	0.5875467787452743	0.5601829391497106	0.877382437398982	-0.02488120063125424	1.5306852292990594	True
DC	N12	2.4663209760151075	-0.7355430388585156	-2.2851201201368583	-2.1682670739323213	-1.7294360590773739	0.6641233707816727	True
DC	N13	1.6236410221782007	1.5818250722432274	-0.8374579981412196	-0.7523033984848273	-0.7210899725509182	0.3281930706642543	True
DC	N14	1.1120467957004319	0.5225901742636909	0.6394418692804806	0.40283630820364685	1.4182267524669825	0.5763676745234861	True
DC	N15	1.3550349705617597	-1.1762006172395827	-1.2762188483316248	-1.2877747364157002	-0.9511976067334919	0.3747962512185944	True
DC	N16	2.108779147807217	1.0308123860898546	-1.217957914641225	-1.2760599560219144	-1.1270141499676214	1.6284967295585333	True
DC	N17	0.8304238515446049	-0.03328615532262002	-0.21849187484685395	-0.41198595639468955	-0.8382681444295257	-0.7006169254124794	True
DC	N18	0.9060079925547311	1.4140129288841807	-0.059085037659904555	0.010919795644513999	0.6201593995772681	0.49072729858918535	True
DC	N19	1.6128372787200846	-0.24049751762795663	-0.6989570718721629	-1.1276699755329933	0.18790715609449354	1.5198336631006375	True
DC	N20	0.864881255573722	1.3654824942911525	0.31824558241931333	0.14144311310024574	-0.4562979500660279	-0.009606377429408359	True
Mono_macro	N01	0.4694685580417622	0.11040848358131251	-0.06059435248481411	0.032404899099378104	0.37992069307616844	0.17786697524520484	True
Mono_macro	N02	2.5466101527891074	-2.2607809196853466	-2.0303829000677913	-2.280223677722538	-2.1277037105519656	-0.4659693144593209	True
Mono_macro	N03	1.7903144554675536	0.15336187499906317	-1.289313383496762	-1.1991828615693358	-0.8984752566569248	2.4229758767435703	True
Mono_macro	N04	1.791099043567846	1.2949853655289494	1.1467925573005784	0.9957564745655176	2.554392579835552	-0.1915765546685327	True
Mono_macro	N05	1.5957293020691279	2.1255118461326616	0.2676049489607488	0.2595858969393402	-0.11725738465214276	1.8139398105531928	True
Mono_macro	N06	1.3820207683114138	0.023508508890852424	-1.7886571644971987	-1.6677441131909727	-0.882573417488383	-0.06597682599614439	True
Mono_macro	N07	1.2902109423138266	1.9704286402403146	0.41356659292175035	0.5233482236850244	0.6354416459140816	-0.7006169254124794	True
Mono_macro	N08	1.1860636915716254	-1.5345863265977124	-0.691673411232956	-0.8998826251276157	-0.5269124684334009	-0.7006169254124794	True
Mono_macro	N09	1.7910250644171612	-1.639802344433424	-1.776783249344694	-1.8432739494170414	-1.3127878953481016	1.2889742100524535	True
Mono_macro	N10	1.24330232509588	1.3769572809706985	-0.5676567565854141	-0.6964940384197839	-0.7253890317417995	0.4235154020705097	True
Mono_macro	N11	0.9507323651048224	-0.8307893704478274	-0.7572432860439028	-0.4305232163280973	-0.9035698810150453	0.9501010501837718	True
Mono_macro	N12	0.9600539466619163	-0.17789795631444735	0.792677709156789	0.36132173312744365	1.7839509274046832	-0.7006169254124794	True
Mono_macro	N13	1.0452555928093479	0.764848730277769	0.5469075344292775	0.5907650677109408	1.0436490604472386	1.7880005454542414	True
Mono_macro	N14	1.0208367495547388	-0.05087613708929874	-0.18512445681946593	-0.08641345142488806	-0.06817825785403661	2.0066222213800624	True
Mono_macro	N15	0.8857016297009478	-0.25718455479233077	0.0606511934601537	-0.38007750581179434	-0.8162453094488673	-0.7006169254124794	True
Mono_macro	N16	1.1705428519597467	1.9947098773765986	0.6292034088658705	0.6757289606327997	1.0666539541426372	0.7940268017145746	True
Mono_macro	N17	1.1532686299786679	-1.0364162623239201	-0.7725374593336061	-0.5694824915102845	0.7724475058920641	0.0642338415440826	True
Mono_macro	N18	1.0401563428706997	0.7854486993709823	0.9551698826031026	0.7981746640987947	-0.0030296054731299153	-0.5158378941418938	True
Mono_macro	N19	1.5504874950830907	0.5441637926357545	-1.4899695354535334	-1.3226036270565273	-1.3658706368535318	1.1391261958231014	True
Mono_macro	N20	1.1001905203810909	1.2141561448345224	-0.29236279053668757	-0.4881541305727961	0.9843863385935291	-0.16704551185502434	True
