gene	wave55	wave34	wave122
IL7R	{'gene': 'IL7R', 'target_id': 'ENSG00000168685', 'approved_name': 'interleukin 7 receptor', 'wave55_score': 26.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 7, 'diseases_genetic_ge_0_25': 'AITD;Crohn;MS;PBC;Psoriasis;SLE;T1D', 'n_diseases_genetic_ge_0_5': 7, 'diseases_genetic_ge_0_5': 'AITD;Crohn;MS;PBC;Psoriasis;SLE;T1D', 'n_diseases_overall_ge_0_3': 7, 'ms_genetic_association': 0.7885940637617141, 'ms_overall_score': 0.5755767565735939, 'max_overall_score': 0.5755767565735939, 'max_clinical_score': 0.0, 'max_literature_score': 0.8421622906901755, 'local_positive_disease_count': 3, 'local_negative_disease_count': 0, 'local_positive_diseases': 'Crohn disease;type 1 diabetes mellitus;ulcerative colitis', 'ms_wm_delta_log2': -0.6536992297096775, 'ms_wm_p': 0.5724603142052797, 'ms_wm_fdr': 0.9431647247323408, 'strict_residual_disease_count': 1, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': nan, 'best_direct_target_suppression': nan, 'direct_evidence_calls': nan, 'foundation_recommendation': 'do_not_promote'}	{'gene': 'IL7R', 'wave34_score': 18.5, 'wave34_call': 'PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE', 'failed_gates': 'gate_druggable_surface;gate_perturbation_or_model;gate_not_prior_art_blocked', 'gwas_catalog_trait_count': 13, 'gwas_catalog_min_p': 3e-99, 'gwas_catalog_traits': 'Ankylosing spondylitis;Atopic dermatitis;Autoimmune thyroid disease;Multiple sclerosis;Multiple sclerosis (MTAG);Primary biliary cholangitis;Primary biliary cirrhosis;Psoriasis;Skin condition (ex. Eczema, Psoriasis);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Type 1 diabetes;Ulcerative colitis', 'local_positive_disease_count': 3.0, 'local_negative_disease_count': 0.0, 'positive_diseases': 'Crohn disease;type 1 diabetes mellitus;ulcerative colitis', 'residual_retained_disease_count': 2.0, 'ms_anchor': False, 'ms_wm_delta_log2': -0.6536992297096775, 'ms_wm_p': 0.5724603142052797, 'genetics_ready_score': 0.0, 'ot_n_diseases_score_ge_0_5': 0.0, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': 0.0, 'druggable_activity_count': 0.0, 'chembl_target_id': nan, 'chembl_pref_name': nan, 'chembl_target_type': nan, 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 7.0, 'europepmc_autoimmune_hit_count': 4454.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': 'do_not_promote', 'foundation_real_perturbation_alignment_call': 'no_rescue', 'manual_blocker_class': nan, 'manual_blocker_text_wave34': nan, 'proxy_call': 'NO_GO_CAUSAL_PROXY', 'primary_blocker': 'no_target_resolved_coloc_or_mr'}	{'gene': 'IL7R', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 3.5999999999999996, 'support_channels': 3, 'ms': False, 'broad_cell_state': True, 'response': False, 'genetics': True, 'perturbation_or_model': True, 'modality': False, 'ms_delta_log2': -0.6536992297096775, 'ms_p': 0.5724603142052797, 'ms_fdr': 0.9431647247323408, 'broad_positive_disease_count': 3, 'broad_positive_diseases': 'Crohn disease;type 1 diabetes mellitus;ulcerative colitis', 'response_contexts': 0, 'strong_l2g_disease_count': 4, 'strong_qtl_coloc_disease_count': 4, 'wave55_genetic_disease_count': 0, 'blocker_flag': True, 'blocker_text': '  PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED IL7R genetics/druggability but prior audited and broad T-cell biology PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW'}
SP140	{'gene': 'SP140', 'target_id': 'ENSG00000079263', 'approved_name': 'SP140 nuclear body protein', 'wave55_score': 26.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 6, 'diseases_genetic_ge_0_25': 'AS;Crohn;MS;Psoriasis;RA;UC', 'n_diseases_genetic_ge_0_5': 6, 'diseases_genetic_ge_0_5': 'AS;Crohn;MS;Psoriasis;RA;UC', 'n_diseases_overall_ge_0_3': 6, 'ms_genetic_association': 0.7593921205206332, 'ms_overall_score': 0.4647797254821645, 'max_overall_score': 0.4811263565322617, 'max_clinical_score': 0.0, 'max_literature_score': 0.5046103221229447, 'local_positive_disease_count': 4, 'local_negative_disease_count': 0, 'local_positive_diseases': 'Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis', 'ms_wm_delta_log2': -0.0867628128456026, 'ms_wm_p': 0.7262224269643743, 'ms_wm_fdr': 0.9677805697088556, 'strict_residual_disease_count': 0, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': nan, 'best_direct_target_suppression': nan, 'direct_evidence_calls': nan, 'foundation_recommendation': nan}	"{'gene': 'SP140', 'wave34_score': 21.0, 'wave34_call': 'PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE', 'failed_gates': 'gate_druggable_surface;gate_perturbation_or_model', 'gwas_catalog_trait_count': 8, 'gwas_catalog_min_p': 3e-33, 'gwas_catalog_traits': ""Cholangiocarcinoma in primary sclerosing cholangitis (time to event);Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Colorectal cancer vs inflammatory bowel disease;Crohn's disease;Inflammatory bowel disease;Multiple sclerosis;Multiple sclerosis (MTAG);Psoriasis"", 'local_positive_disease_count': 4.0, 'local_negative_disease_count': 0.0, 'positive_diseases': 'Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis', 'residual_retained_disease_count': 1.0, 'ms_anchor': False, 'ms_wm_delta_log2': -0.0867628128456026, 'ms_wm_p': 0.7262224269643743, 'genetics_ready_score': nan, 'ot_n_diseases_score_ge_0_5': nan, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': nan, 'druggable_activity_count': 0.0, 'chembl_target_id': 'CHEMBL3108643', 'chembl_pref_name': 'Nuclear body protein SP140', 'chembl_target_type': 'SINGLE PROTEIN', 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 0.0, 'europepmc_autoimmune_hit_count': 338.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': nan, 'foundation_real_perturbation_alignment_call': nan, 'manual_blocker_class': nan, 'manual_blocker_text_wave34': nan, 'proxy_call': nan, 'primary_blocker': nan}"	{'gene': 'SP140', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 3.3, 'support_channels': 3, 'ms': False, 'broad_cell_state': True, 'response': False, 'genetics': True, 'perturbation_or_model': False, 'modality': True, 'ms_delta_log2': -0.0867628128456026, 'ms_p': 0.7262224269643743, 'ms_fdr': 0.9677805697088556, 'broad_positive_disease_count': 4, 'broad_positive_diseases': 'Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis', 'response_contexts': 0, 'strong_l2g_disease_count': 3, 'strong_qtl_coloc_disease_count': 3, 'wave55_genetic_disease_count': 0, 'blocker_flag': True, 'blocker_text': '  NO_REOPEN_BLOCKED_BRANCH closed prior SP140 branch: direct modulation is prior-art/chemistry-limited and retained only as comparator or Crohn-loss stratification PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW'}
CD40	{'gene': 'CD40', 'target_id': 'ENSG00000101017', 'approved_name': 'CD40 molecule', 'wave55_score': 24.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 8, 'diseases_genetic_ge_0_25': 'AITD;AS;Crohn;MS;Psoriasis;RA;SLE;UC', 'n_diseases_genetic_ge_0_5': 8, 'diseases_genetic_ge_0_5': 'AITD;AS;Crohn;MS;Psoriasis;RA;SLE;UC', 'n_diseases_overall_ge_0_3': 8, 'ms_genetic_association': 0.7292906022301274, 'ms_overall_score': 0.4555174061769214, 'max_overall_score': 0.5962519902089006, 'max_clinical_score': 0.1733345799723534, 'max_literature_score': 0.916739387666332, 'local_positive_disease_count': 2, 'local_negative_disease_count': 1, 'local_positive_diseases': 'Crohn disease;ulcerative colitis', 'ms_wm_delta_log2': -0.5445775168848961, 'ms_wm_p': 0.0540269612921963, 'ms_wm_fdr': 0.8904676266102052, 'strict_residual_disease_count': 0, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': nan, 'best_direct_target_suppression': nan, 'direct_evidence_calls': nan, 'foundation_recommendation': nan}	"{'gene': 'CD40', 'wave34_score': 13.2, 'wave34_call': 'NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY', 'failed_gates': 'gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model;gate_not_prior_art_blocked', 'gwas_catalog_trait_count': 12, 'gwas_catalog_min_p': 4e-21, 'gwas_catalog_traits': ""Bipolar disorder or Crohn's disease (MTAG);Bipolar disorder or inflammatory bowel disease (MTAG);Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Graves' disease;Inflammatory bowel disease;Multiple sclerosis;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus"", 'local_positive_disease_count': 2.0, 'local_negative_disease_count': 1.0, 'positive_diseases': 'Crohn disease;ulcerative colitis', 'residual_retained_disease_count': 0.0, 'ms_anchor': False, 'ms_wm_delta_log2': -0.5445775168848961, 'ms_wm_p': 0.0540269612921963, 'genetics_ready_score': nan, 'ot_n_diseases_score_ge_0_5': nan, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': nan, 'druggable_activity_count': 0.0, 'chembl_target_id': 'CHEMBL1250358', 'chembl_pref_name': 'Tumor necrosis factor receptor superfamily member 5', 'chembl_target_type': 'SINGLE PROTEIN', 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 33.0, 'europepmc_autoimmune_hit_count': 28926.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': nan, 'foundation_real_perturbation_alignment_call': nan, 'manual_blocker_class': 'blocking_prior_art', 'manual_blocker_text_wave34': 'CD40/CD40L blockade is established autoimmune trial/prior-art space', 'proxy_call': nan, 'primary_blocker': nan}"	{'gene': 'CD40', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 2.9000000000000004, 'support_channels': 3, 'ms': False, 'broad_cell_state': False, 'response': False, 'genetics': True, 'perturbation_or_model': True, 'modality': True, 'ms_delta_log2': -0.5445775168848961, 'ms_p': 0.0540269612921963, 'ms_fdr': 0.8904676266102052, 'broad_positive_disease_count': 2, 'broad_positive_diseases': 'Crohn disease;ulcerative colitis', 'response_contexts': 0, 'strong_l2g_disease_count': 1, 'strong_qtl_coloc_disease_count': 6, 'wave55_genetic_disease_count': 0, 'blocker_flag': True, 'blocker_text': '  NO_REOPEN_BLOCKED_BRANCH checkpoint/costimulation prior art and broad immune activation NO_GO_WAVE62_TARGET_RESOLUTION'}
STAT4	{'gene': 'STAT4', 'target_id': 'ENSG00000138378', 'approved_name': 'signal transducer and activator of transcription 4', 'wave55_score': 24.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 9, 'diseases_genetic_ge_0_25': 'AITD;Celiac;Crohn;MS;PBC;RA;SLE;Sjogren;T1D', 'n_diseases_genetic_ge_0_5': 7, 'diseases_genetic_ge_0_5': 'AITD;Celiac;MS;PBC;RA;SLE;Sjogren', 'n_diseases_overall_ge_0_3': 8, 'ms_genetic_association': 0.655585325609798, 'ms_overall_score': 0.4033690755643601, 'max_overall_score': 0.6185086015841468, 'max_clinical_score': 0.0, 'max_literature_score': 0.9286451990515842, 'local_positive_disease_count': 2, 'local_negative_disease_count': 0, 'local_positive_diseases': 'Crohn disease;ulcerative colitis', 'ms_wm_delta_log2': 0.8684079555977076, 'ms_wm_p': 0.4607005214454064, 'ms_wm_fdr': 0.9239963547089984, 'strict_residual_disease_count': 0, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': -0.0502650068931169, 'best_direct_target_suppression': 0.0, 'direct_evidence_calls': 'null_or_wrong_direction', 'foundation_recommendation': nan}	"{'gene': 'STAT4', 'wave34_score': 15.5, 'wave34_call': 'NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY', 'failed_gates': 'gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model;gate_not_prior_art_blocked', 'gwas_catalog_trait_count': 31, 'gwas_catalog_min_p': 1e-160, 'gwas_catalog_traits': ""Autoimmune thyroid disease;B-cell lymphoblastic leukemia or rheumatoid arthritis (pleiotropy);Celiac disease;Celiac disease and Rheumatoid arthritis;Celiac disease or Rheumatoid arthritis;Crohn's disease;Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Graves' disease;Hashimoto thyroiditis;Hypothyroidism or rheumatoid arthritis (pleiotropy);Inflammatory bowel disease;Lupus (localized and systemic) (PheCode 695.4);Lymphocytic thyroiditis;Multiple sclerosis;Primary biliary cholangitis;Primary biliary cirrhosis;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (MTAG);Rheumatoid arthritis (rheumatoid factor and anti-cyclic citrullinated peptide seronegative);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Severe COVID-19 or systemic lupus erythematosus;Sjögren's syndrome;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG)"", 'local_positive_disease_count': 2.0, 'local_negative_disease_count': 0.0, 'positive_diseases': 'Crohn disease;ulcerative colitis', 'residual_retained_disease_count': 0.0, 'ms_anchor': False, 'ms_wm_delta_log2': 0.8684079555977076, 'ms_wm_p': 0.4607005214454064, 'genetics_ready_score': nan, 'ot_n_diseases_score_ge_0_5': nan, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': nan, 'druggable_activity_count': 0.0, 'chembl_target_id': 'CHEMBL4523296', 'chembl_pref_name': 'Signal transducer and activator of transcription 4', 'chembl_target_type': 'SINGLE PROTEIN', 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 5.0, 'europepmc_autoimmune_hit_count': 7269.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': nan, 'foundation_real_perturbation_alignment_call': nan, 'manual_blocker_class': nan, 'manual_blocker_text_wave34': nan, 'proxy_call': nan, 'primary_blocker': nan}"	{'gene': 'STAT4', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 1.4, 'support_channels': 2, 'ms': False, 'broad_cell_state': False, 'response': False, 'genetics': True, 'perturbation_or_model': False, 'modality': True, 'ms_delta_log2': 0.8684079555977076, 'ms_p': 0.4607005214454064, 'ms_fdr': 0.9239963547089984, 'broad_positive_disease_count': 2, 'broad_positive_diseases': 'Crohn disease;ulcerative colitis', 'response_contexts': 0, 'strong_l2g_disease_count': 8, 'strong_qtl_coloc_disease_count': 7, 'wave55_genetic_disease_count': 0, 'blocker_flag': True, 'blocker_text': '  PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED generic JAK/STAT/Th1-Th17 transcription factor axis; not selectively druggable in correct direction PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW'}
BACH2	{'gene': 'BACH2', 'target_id': 'ENSG00000112182', 'approved_name': 'BACH transcriptional regulator 2', 'wave55_score': 23.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 10, 'diseases_genetic_ge_0_25': 'AITD;AS;Celiac;Crohn;MS;Psoriasis;RA;SLE;T1D;UC', 'n_diseases_genetic_ge_0_5': 10, 'diseases_genetic_ge_0_5': 'AITD;AS;Celiac;Crohn;MS;Psoriasis;RA;SLE;T1D;UC', 'n_diseases_overall_ge_0_3': 10, 'ms_genetic_association': 0.7231039278192867, 'ms_overall_score': 0.4411977390831753, 'max_overall_score': 0.5475746309190753, 'max_clinical_score': 0.0, 'max_literature_score': 0.725610722719412, 'local_positive_disease_count': 1, 'local_negative_disease_count': 0, 'local_positive_diseases': 'Sjogren syndrome', 'ms_wm_delta_log2': -1.247739315378678, 'ms_wm_p': 0.2980719423940499, 'ms_wm_fdr': 0.9075477698307116, 'strict_residual_disease_count': 0, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': nan, 'best_direct_target_suppression': nan, 'direct_evidence_calls': nan, 'foundation_recommendation': nan}	"{'gene': 'BACH2', 'wave34_score': 13.0, 'wave34_call': 'NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY', 'failed_gates': 'gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model;gate_not_prior_art_blocked', 'gwas_catalog_trait_count': 25, 'gwas_catalog_min_p': 2e-44, 'gwas_catalog_traits': ""Ankylosing spondylitis;Atopic dermatitis;Autoimmune thyroid disease;Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis);Celiac disease;Celiac disease and Rheumatoid arthritis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Graves' disease;Hashimoto thyroiditis;Inflammatory bowel disease;Lupus nephritis;Lymphocytic thyroiditis;Multiple sclerosis;Multiple sclerosis (MTAG);Primary sclerosing cholangitis;Response to anti-TNF therapy in rheumatoid arthritis;Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Rheumatoid arthritis or type 1 diabetes;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Thyroid peroxidase autoantibody levels in type 1 diabetes;Type 1 diabetes;Vitiligo"", 'local_positive_disease_count': 1.0, 'local_negative_disease_count': 0.0, 'positive_diseases': 'Sjogren syndrome', 'residual_retained_disease_count': 0.0, 'ms_anchor': False, 'ms_wm_delta_log2': -1.247739315378678, 'ms_wm_p': 0.2980719423940499, 'genetics_ready_score': nan, 'ot_n_diseases_score_ge_0_5': nan, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': nan, 'druggable_activity_count': 0.0, 'chembl_target_id': 'CHEMBL5069364', 'chembl_pref_name': 'Transcription regulator protein BACH2', 'chembl_target_type': 'SINGLE PROTEIN', 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 1.0, 'europepmc_autoimmune_hit_count': 1900.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': nan, 'foundation_real_perturbation_alignment_call': nan, 'manual_blocker_class': 'wrong_direction', 'manual_blocker_text_wave34': 'tolerance transcription-factor restoration has no selective current modality', 'proxy_call': nan, 'primary_blocker': nan}"	{'gene': 'BACH2', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 0.2, 'support_channels': 0, 'ms': False, 'broad_cell_state': False, 'response': False, 'genetics': False, 'perturbation_or_model': False, 'modality': False, 'ms_delta_log2': -1.247739315378678, 'ms_p': 0.2980719423940499, 'ms_fdr': 0.9075477698307116, 'broad_positive_disease_count': 1, 'broad_positive_diseases': 'Sjogren syndrome', 'response_contexts': 0, 'strong_l2g_disease_count': 0, 'strong_qtl_coloc_disease_count': 0, 'wave55_genetic_disease_count': 0, 'blocker_flag': False, 'blocker_text': '    '}
INAVA	{'gene': 'INAVA', 'target_id': 'ENSG00000163362', 'approved_name': 'innate immunity activator', 'wave55_score': 23.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 7, 'diseases_genetic_ge_0_25': 'AS;Celiac;Crohn;MS;Psoriasis;RA;UC', 'n_diseases_genetic_ge_0_5': 6, 'diseases_genetic_ge_0_5': 'AS;Crohn;MS;Psoriasis;RA;UC', 'n_diseases_overall_ge_0_3': 6, 'ms_genetic_association': 0.6676684262582133, 'ms_overall_score': 0.4058961989152514, 'max_overall_score': 0.507917788999701, 'max_clinical_score': 0.0, 'max_literature_score': 0.0679497762063789, 'local_positive_disease_count': 1, 'local_negative_disease_count': 1, 'local_positive_diseases': 'type 1 diabetes mellitus', 'ms_wm_delta_log2': 0.0, 'ms_wm_p': 1.0, 'ms_wm_fdr': 1.0, 'strict_residual_disease_count': 0, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': nan, 'best_direct_target_suppression': nan, 'direct_evidence_calls': nan, 'foundation_recommendation': nan}	"{'gene': 'INAVA', 'wave34_score': 16.2, 'wave34_call': 'NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY', 'failed_gates': 'gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model', 'gwas_catalog_trait_count': 15, 'gwas_catalog_min_p': 8.000000000000001e-45, 'gwas_catalog_traits': ""Acute anterior uveitis (with or without ankylosing spondylitis);Ankylosing spondylitis;Bipolar disorder or inflammatory bowel disease (MTAG);Celiac disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;ICD10 K50, K51: inflammatory bowel disease;Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Inflammatory bowel disease or bipolar disorder (pleiotropy);Inflammatory bowel disease or schizophrenia (pleiotropy);Multiple sclerosis;Multiple sclerosis (MTAG);Ulcerative colitis;Ulcerative colitis vs rheumatoid arthritis (ordinary least squares (OLS))"", 'local_positive_disease_count': 1.0, 'local_negative_disease_count': 1.0, 'positive_diseases': 'type 1 diabetes mellitus', 'residual_retained_disease_count': 0.0, 'ms_anchor': False, 'ms_wm_delta_log2': nan, 'ms_wm_p': nan, 'genetics_ready_score': nan, 'ot_n_diseases_score_ge_0_5': nan, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': nan, 'druggable_activity_count': 0.0, 'chembl_target_id': nan, 'chembl_pref_name': nan, 'chembl_target_type': nan, 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 0.0, 'europepmc_autoimmune_hit_count': 0.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': nan, 'foundation_real_perturbation_alignment_call': nan, 'manual_blocker_class': nan, 'manual_blocker_text_wave34': nan, 'proxy_call': nan, 'primary_blocker': nan}"	{'gene': 'INAVA', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 0.2, 'support_channels': 0, 'ms': False, 'broad_cell_state': False, 'response': False, 'genetics': False, 'perturbation_or_model': False, 'modality': False, 'ms_delta_log2': 0.0, 'ms_p': 1.0, 'ms_fdr': 1.0, 'broad_positive_disease_count': 1, 'broad_positive_diseases': 'type 1 diabetes mellitus', 'response_contexts': 0, 'strong_l2g_disease_count': 0, 'strong_qtl_coloc_disease_count': 0, 'wave55_genetic_disease_count': 0, 'blocker_flag': False, 'blocker_text': '    '}
PRDM1	{'gene': 'PRDM1', 'target_id': 'ENSG00000057657', 'approved_name': 'PR/SET domain 1', 'wave55_score': 23.0, 'closed_axis': False, 'n_diseases_genetic_ge_0_25': 6, 'diseases_genetic_ge_0_25': 'AS;Crohn;Psoriasis;RA;SLE;UC', 'n_diseases_genetic_ge_0_5': 5, 'diseases_genetic_ge_0_5': 'AS;Crohn;Psoriasis;RA;UC', 'n_diseases_overall_ge_0_3': 6, 'ms_genetic_association': 0.0, 'ms_overall_score': 0.0, 'max_overall_score': 0.5040980522815545, 'max_clinical_score': 0.0, 'max_literature_score': 0.7571058343208941, 'local_positive_disease_count': 3, 'local_negative_disease_count': 0, 'local_positive_diseases': 'Crohn disease;type 1 diabetes mellitus;ulcerative colitis', 'ms_wm_delta_log2': -0.0411396810451609, 'ms_wm_p': 0.9031141115364548, 'ms_wm_fdr': 0.9853557740270772, 'strict_residual_disease_count': 0, 'in_lipid_lysosomal_myeloid_neighborhood': False, 'best_direct_selectivity_score': -0.0029204183808801, 'best_direct_target_suppression': 0.0, 'direct_evidence_calls': 'null_or_wrong_direction', 'foundation_recommendation': nan}	"{'gene': 'PRDM1', 'wave34_score': 19.0, 'wave34_call': 'PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE', 'failed_gates': 'gate_druggable_surface;gate_perturbation_or_model', 'gwas_catalog_trait_count': 8, 'gwas_catalog_min_p': 6e-39, 'gwas_catalog_traits': ""Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease x sex interaction (2df);Inflammatory bowel disease;Inflammatory bowel disease (MTAG);Sjögren's syndrome;Systemic lupus erythematosus;Ulcerative colitis"", 'local_positive_disease_count': 3.0, 'local_negative_disease_count': 0.0, 'positive_diseases': 'Crohn disease;type 1 diabetes mellitus;ulcerative colitis', 'residual_retained_disease_count': 0.0, 'ms_anchor': False, 'ms_wm_delta_log2': -0.0411396810451609, 'ms_wm_p': 0.9031141115364548, 'genetics_ready_score': nan, 'ot_n_diseases_score_ge_0_5': nan, 'gtex_n_relevant_tissues_with_significant_cis_eqtl': nan, 'druggable_activity_count': 0.0, 'chembl_target_id': 'CHEMBL5214860', 'chembl_pref_name': 'PR domain zinc finger protein 1', 'chembl_target_type': 'SINGLE PROTEIN', 'chembl_best_nM': nan, 'clinicaltrials_autoimmune_count': 0.0, 'europepmc_autoimmune_hit_count': 2781.0, 'perturbation_or_model_support': False, 'foundation_rescue_recommendation': nan, 'foundation_real_perturbation_alignment_call': nan, 'manual_blocker_class': nan, 'manual_blocker_text_wave34': nan, 'proxy_call': nan, 'primary_blocker': nan}"	{'gene': 'PRDM1', 'call': 'NO_GO_FRESH_SCAN', 'fresh_score': 3.0999999999999996, 'support_channels': 3, 'ms': False, 'broad_cell_state': True, 'response': False, 'genetics': True, 'perturbation_or_model': False, 'modality': True, 'ms_delta_log2': -0.0411396810451609, 'ms_p': 0.9031141115364548, 'ms_fdr': 0.9853557740270772, 'broad_positive_disease_count': 3, 'broad_positive_diseases': 'Crohn disease;type 1 diabetes mellitus;ulcerative colitis', 'response_contexts': 0, 'strong_l2g_disease_count': 3, 'strong_qtl_coloc_disease_count': 0, 'wave55_genetic_disease_count': 0, 'blocker_flag': True, 'blocker_text': '  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION'}
