gene_symbol	ensembl_id	gene	T cell, CD4, naive [activated]	NK cell, CD56dim CD16+	T cell, CD4, TFH	T cell, CD4, memory TREG	T cell, CD4, TH1/17	B cell, naive	T cell, CD4, TH2	T cell, CD4, TH1	T cell, CD4, naive	T cell, CD4, TH17	Monocyte, classical	Monocyte, non-classical	T cell, CD4, naive TREG	T cell, CD8, naive	T cell, CD8, naive [activated]
CXCL17	ENSG00000189377	ENSG00000189377	0.0137822379954	0.378585896306	0.257741039032	0.233846190215	0.312056401886	0.656931673015	0.387146394775	0.325230140296	0.388611511397	0.326857084313	0.254917881371	0.139432625664	0.301255413611	0.351439320676	0.0470430714006
GPR25	ENSG00000170128	ENSG00000170128	0.00245803182596	0.199401913156	0.878302083455	1.35495808486	0.12303323208	0.00175026765141	0.108525413849	0.119975798642	0.00687136254943	0.605639272845	0.0	0.0	0.0316389552362	0.00181173215825	0.00298133623552
KIF21B	ENSG00000116852	ENSG00000116852	54.9688699499	148.059255561	172.868524048	180.946938037	103.899708681	51.3870287394	125.534175824	151.750450753	85.0379523182	128.018991238	10.1390429221	68.2952375764	111.076627802	93.9387567967	58.3174632296
