gene	endpoint	ra_comparison	ra_coef	ra_p	ra_fdr	ra_generic_coef	ra_target_generic_abs_ratio	ibd_cell_state	ibd_coef	ibd_p	ibd_fdr	ibd_generic_coef	ibd_target_generic_abs_ratio	sign_stable	both_p10	both_ratio_ge2	response_specificity_pass	priority
FCGR2B	baseline_pre	good_vs_moderate_none	-0.9792603148483492	0.0016392923471572544	0.06557169388629017	0.07772086018415321	12.599710200428458	DC	-0.7286568637049464	0.014440997196219175	0.1155279775697534	0.15353886961371588	4.745748523081834	True	True	True	True	7
INPP5D	delta_post_minus_pre	good_vs_moderate_none	0.9331247750288741	0.011341435062937872	0.15121913417250496	-0.2765782952193097	3.373817798280097	Mono_macro	0.40474908109016217	0.08249737157599539	0.2749912385866513	-0.3388644715630794	1.1944276106113365	True	True	False	False	3
LAIR1	baseline_pre	good_vs_moderate_none	0.48354317677394354	0.22314940695470678	0.7429230445527696	0.07772086018415321	6.221536607137744	Mono_macro	0.2506545957475672	0.20933359588261924	0.41524332982555456	-0.11196754765992904	2.238636113643056	True	False	True	False	1
LILRB1	baseline_pre	good_vs_moderate_none	0.3686507457321575	0.5065906412483463	0.9769684707553055	0.07772086018415321	4.743266413401367	Mono_macro	0.26976547752694396	0.11181330328680575	0.34404093319017154	-0.11196754765992904	2.409318442396213	True	False	True	False	1
LILRB2	delta_post_minus_pre	good_vs_moderate_none	-0.19671041970675304	0.560814978120791	0.9769684707553055	-0.2765782952193097	0.7112286940331803	DC	-0.8612337360161983	0.008670751179456704	0.08670751179456704	-0.019585807437629416	43.97233755916261	True	False	False	False	1
LILRB4	baseline_pre	moderate_good_vs_none	0.09485149788000542	0.8590436380792678	1.0	0.20876608542271802	0.4543434231089129	Mono_macro	0.5807392185582683	0.008190714158896033	0.08670751179456704	-0.11196754765992904	5.186674448940381	True	False	False	False	1
LILRB1	delta_post_minus_pre	good_vs_moderate_none	-4.5859299229318885e-16	0.9650025137593479	1.0	-0.2765782952193097	1.6580946524728291e-15	Mono_macro	-0.6898737089067928	0.008193878913293852	0.08670751179456704	-0.3388644715630794	2.035839596062148	True	False	False	False	1
INPP5D	baseline_pre	good_vs_moderate_none	0.6644114022784031	0.036009456595144575	0.36009456595144573	0.07772086018415321	8.548688224810363	DC	-0.12146643052759869	0.5596964052838089	0.7523508798676127	0.15353886961371588	0.7911119238613171	False	False	False	False	0
LILRB4	delta_post_minus_pre	good_vs_moderate_none	0.43430750230703247	0.062043468520747005	0.48559011748863573	-0.2765782952193097	1.570287726166846	Mono_macro	-0.7630809564430184	0.005759767151966788	0.08670751179456704	-0.3388644715630794	2.251876547940115	False	False	False	False	0
LAIR1	delta_post_minus_pre	good_vs_moderate_none	0.5476364801867332	0.08460471993170476	0.48559011748863573	-0.2765782952193097	1.9800414192028006	Mono_macro	-0.21922693428346646	0.2515124365161718	0.4572953391203123	-0.3388644715630794	0.6469457635149499	False	False	False	False	0
LILRB3	delta_post_minus_pre	moderate_good_vs_none	-0.5319598171487485	0.15417076010826722	0.7429230445527696	-0.07901540616057734	6.732355663244769	DC	0.2658576208140789	0.134413027972797	0.38403722277942004	-0.019585807437629416	13.573993396018865	False	False	False	False	0
LILRB3	baseline_pre	moderate_good_vs_none	-0.5479350098470895	0.2373713009990411	0.7429230445527696	0.20876608542271802	2.624636126780883	Mono_macro	0.5266516090149798	0.02930582862991395	0.16746187788522257	-0.11196754765992904	4.703609394166073	False	False	False	False	0
FCGR2B	delta_post_minus_pre	moderate_good_vs_none	-0.42128719264642955	0.2785961417072886	0.7429230445527696	-0.07901540616057734	5.331709512323177	DC	0.23161267290893173	0.2799148576431077	0.4868084480749699	-0.019585807437629416	11.825536100387861	False	False	False	False	0
CD300A	baseline_pre	good_vs_moderate_none	-0.32219583902405774	0.3479890853654423	0.7566657455763299	0.07772086018415321	4.145551635180582	DC	0.1837021462112362	0.3959645318272508	0.6599408863787514	0.15353886961371588	1.1964536841609377	False	False	False	False	0
CD300A	delta_post_minus_pre	good_vs_moderate_none	-0.40677322032656904	0.3594162291487567	0.7566657455763299	-0.2765782952193097	1.4707344262282862	DC	0.5076999804877373	0.05879151137099918	0.23516604548399672	-0.019585807437629416	25.92183049407062	False	False	False	False	0
CD300LF	baseline_pre	good_vs_moderate_none	-0.2317142230043765	0.5184335275282659	0.9769684707553055	0.07772086018415321	2.9813646227711406	Mono_macro	0.06851178552011275	0.721652720745343	0.8018363563837144	-0.11196754765992904	0.6118896676043907	False	False	False	False	0
LILRB2	baseline_pre	moderate_good_vs_none	-0.1866373113609292	0.6571665559241785	1.0	0.20876608542271802	0.8940020644781379	Mono_macro	0.4418286199764625	0.019371781827544284	0.12914521218362857	-0.11196754765992904	3.9460417702314667	False	False	False	False	0
CD300LF	delta_post_minus_pre	moderate_good_vs_none	-0.14506654634072785	0.7369364047767785	1.0	-0.07901540616057734	1.8359273639107736	Mono_macro	0.24389027456645435	0.21800274815841617	0.41524332982555456	-0.3388644715630794	0.7197280772500646	False	False	False	False	0
