dataset	gene	cell_state	endpoint	comparison	n	response_coef	response_p	model_status	formula	response_fdr	generic_response_coef	generic_response_p	target_generic_abs_ratio
GSE198520_RA_synovium_antiTNF	CD300A	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.32219583902405774	0.3479890853654423	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7566657455763299	0.07772086018415321	0.5090457912785227	4.145551635180582
GSE198520_RA_synovium_antiTNF	CD300A	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-0.40677322032656904	0.3594162291487567	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7566657455763299	-0.2765782952193097	0.035719825090885914	1.4707344262282862
GSE198520_RA_synovium_antiTNF	CD300A	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.08240827262814679	0.8177747742110728	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.20876608542271802	0.06816847649861915	0.39473975124495525
GSE198520_RA_synovium_antiTNF	CD300A	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.14696028351758816	0.7348458340138437	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	-0.07901540616057734	0.5739828065449736	1.8598940467246516
GSE198520_RA_synovium_antiTNF	CD300LF	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.2317142230043765	0.5184335275282659	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.9769684707553055	0.07772086018415321	0.5090457912785227	2.9813646227711406
GSE198520_RA_synovium_antiTNF	CD300LF	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-0.1468967234154946	0.740962428607646	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	-0.2765782952193097	0.035719825090885914	0.5311216605012857
GSE198520_RA_synovium_antiTNF	CD300LF	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.033043132675370734	0.9293453394052504	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.20876608542271802	0.06816847649861915	0.15827825965344736
GSE198520_RA_synovium_antiTNF	CD300LF	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	-0.14506654634072785	0.7369364047767785	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	-0.07901540616057734	0.5739828065449736	1.8359273639107736
GSE198520_RA_synovium_antiTNF	FCGR2B	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.9792603148483492	0.0016392923471572544	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.06557169388629017	0.07772086018415321	0.5090457912785227	12.599710200428458
GSE198520_RA_synovium_antiTNF	FCGR2B	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-0.39096289294256076	0.35144479235662573	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7566657455763299	-0.2765782952193097	0.035719825090885914	1.4135704055611127
GSE198520_RA_synovium_antiTNF	FCGR2B	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.8650440984999406	0.008555255014527995	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.15121913417250496	0.20876608542271802	0.06816847649861915	4.143604535901338
GSE198520_RA_synovium_antiTNF	FCGR2B	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	-0.42128719264642955	0.2785961417072886	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	-0.07901540616057734	0.5739828065449736	5.331709512323177
GSE198520_RA_synovium_antiTNF	INPP5D	bulk_synovium	baseline_pre	good_vs_moderate_none	42	0.6644114022784031	0.036009456595144575	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.36009456595144573	0.07772086018415321	0.5090457912785227	8.548688224810363
GSE198520_RA_synovium_antiTNF	INPP5D	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.9331247750288741	0.011341435062937872	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.15121913417250496	-0.2765782952193097	0.035719825090885914	3.373817798280097
GSE198520_RA_synovium_antiTNF	INPP5D	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.32171805533824566	0.33921315832840143	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7566657455763299	0.20876608542271802	0.06816847649861915	1.541045590268256
GSE198520_RA_synovium_antiTNF	INPP5D	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.4486410813322218	0.2048346063179787	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	-0.07901540616057734	0.5739828065449736	5.677893756826115
GSE198520_RA_synovium_antiTNF	LAIR1	bulk_synovium	baseline_pre	good_vs_moderate_none	42	0.48354317677394354	0.22314940695470678	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	0.07772086018415321	0.5090457912785227	6.221536607137744
GSE198520_RA_synovium_antiTNF	LAIR1	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	0.5476364801867332	0.08460471993170476	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.48559011748863573	-0.2765782952193097	0.035719825090885914	1.9800414192028006
GSE198520_RA_synovium_antiTNF	LAIR1	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.46638164848074654	0.2571655102947163	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.7429230445527696	0.20876608542271802	0.06816847649861915	2.2339914432768047
GSE198520_RA_synovium_antiTNF	LAIR1	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.535076489704816	0.08497827056051124	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.48559011748863573	-0.07901540616057734	0.5739828065449736	6.771799522455386
GSE198520_RA_synovium_antiTNF	LILRB1	bulk_synovium	baseline_pre	good_vs_moderate_none	42	0.3686507457321575	0.5065906412483463	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.9769684707553055	0.07772086018415321	0.5090457912785227	4.743266413401367
GSE198520_RA_synovium_antiTNF	LILRB1	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-4.5859299229318885e-16	0.9650025137593479	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	-0.2765782952193097	0.035719825090885914	1.6580946524728291e-15
GSE198520_RA_synovium_antiTNF	LILRB1	bulk_synovium	baseline_pre	moderate_good_vs_none	42	0.05912575448624908	0.9183210815430299	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.20876608542271802	0.06816847649861915	0.2832153238229709
GSE198520_RA_synovium_antiTNF	LILRB1	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	1.4656911361243446e-16	0.9878647462052524	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	-0.07901540616057734	0.5739828065449736	1.8549434943683333e-15
GSE198520_RA_synovium_antiTNF	LILRB2	bulk_synovium	baseline_pre	good_vs_moderate_none	42	-0.1474902079306665	0.7166265914844875	ok	y ~ good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.07772086018415321	0.5090457912785227	1.89769139946728
GSE198520_RA_synovium_antiTNF	LILRB2	bulk_synovium	delta_post_minus_pre	good_vs_moderate_none	42	-0.19671041970675304	0.560814978120791	ok	y ~ good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.9769684707553055	-0.2765782952193097	0.035719825090885914	0.7112286940331803
GSE198520_RA_synovium_antiTNF	LILRB2	bulk_synovium	baseline_pre	moderate_good_vs_none	42	-0.1866373113609292	0.6571665559241785	ok	y ~ moderate_good_response + pre_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	1.0	0.20876608542271802	0.06816847649861915	0.8940020644781379
GSE198520_RA_synovium_antiTNF	LILRB2	bulk_synovium	delta_post_minus_pre	moderate_good_vs_none	42	0.19008186394122423	0.5617568706843006	ok	y ~ moderate_good_response + pre_score + pre_generic + delta_generic + C(pathotype) + C(biologic) + inflammatory_score + das28_score	0.9769684707553055	-0.07901540616057734	0.5739828065449736	2.405630410289033
