gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score
PAFAH1B1	17	3	0	0	0	1	0	Crohn disease		0.003823105220610505	0.16690505281462797	0.9999214603448046	1.9877605580737034			ibd_crohn_stromal:1,p=0.0038;ibd_crohn_myeloid:0.812,p=0.0041;ibd_crohn_epithelial:0.424,p=0.04	False	0.2722387959481409	0.9713356601949936	0.0333560174178437	0.8506970233122761							1.033062222941972	-0.4669377770580278	1.5	0.0	1.0		MS		True	True	0.0	13.051653111147099
CCNI	17	2	1	1	0	2	1	Crohn disease;ulcerative colitis	psoriasis	0.0016175565056414183	0.08649752965812191	0.8455171489553326	1.8859348458271736	0.022301882230947843	-0.8118101159479636	ibd_uc_epithelial:0.846,p=0.0016;ibd_crohn_epithelial:0.566,p=0.021	False	0.490854059033099	1.1520549463208851	0.0208777725876352	0.8372898579012464															True	True	0.0	13.0
DIAPH1	17	2	1	1	1	2	1	Crohn disease;ulcerative colitis	type 1 diabetes mellitus	0.0014012328726086707	0.08092471442866354	0.8749834503474405	1.920565123208755	0.00035184175835457763	-0.6089952903260976	ibd_uc_epithelial:0.875,p=0.0014;ibd_crohn_epithelial:0.427,p=0.047	False	0.4327883430790198	0.950311629179136	0.0370234611129366	0.8506970233122761							-0.3042990747043461	-1.804299074704346	1.5	0.0	1.0		MS		True	True	0.0	12.984785046264783
CTSL	17	2	1	0	0	2	1	psoriasis;ulcerative colitis	ulcerative colitis	0.004795447672623222	0.30193550072128406	2.2694628711753833	3.2173970519051363	0.03895435854016682	-1.7908122545650618	psoriasis_keratinocyte:2.27,p=0.0048;ibd_uc_myeloid:1.86,p=0.023	True	0.4062437628526023	0.9797671677476824	0.0338072600121596	0.8506970233122761							5.76331804524918	2.13165902262459	3.63165902262459	1.0	0.0	MS			True	True	0.0	12.28816590226246
EEF1D	14	2	0	0	0	1	0	Sjogren syndrome		0.016901829684841066	0.8414957034907469	0.3570451709066482	1.047397178283588			sjogren_gland_apc:0.316,p=0.017;sjogren_gland_stromal:0.357,p=0.036	False	0.2766254208495731	1.0087006043615865	0.0309050969546548	0.8506970233122761							4.4356481436643005	1.4678240718321505	2.9678240718321502	1.0	0.0	MS			True	True	0.0	12.221782407183214
ATP6V1G1	17	3	1	0	0	2	1	Sjogren syndrome;ulcerative colitis	type 1 diabetes mellitus	0.0306267359080633	0.3401271716601308	0.38227305899467723	1.2867942811970465	0.021332406906088078	-0.33409608652929634	sjogren_gland_stromal:0.273,p=0.031;ibd_uc_stromal:0.257,p=0.036;ibd_uc_myeloid:0.382,p=0.038	False	0.3548053882861275	0.955111423753234	0.0451691650266659	0.8720558158456704							4.140405938881008	1.3202029694405042	2.820202969440504	0.0	0.0				True	True	0.0	12.20702029694405
ALCAM	17	2	0	0	0	1	0	Crohn disease		0.0034861395932998997	0.12859776377692134	1.6835245086495783	1.777547239478595			ibd_crohn_epithelial:1.01,p=0.0035;ibd_crohn_stromal:1.68,p=0.023	False	0.7159677144630514	1.1876186776065845	0.011358315736507	0.8349413280632139							3.8994264225008486	1.1997132112504243	2.6997132112504243	0.0	0.0				True	True	0.0	12.194971321125042
NACA	17	3	1	0	0	2	1	Sjogren syndrome;ulcerative colitis	psoriasis	0.022495218988235362	0.35694930401815367	0.31489653503134996	1.0191272509194966	0.01304661073745909	-0.9259067293034509	sjogren_gland_apc:0.286,p=0.022;sjogren_gland_stromal:0.315,p=0.037;ibd_uc_stromal:0.308,p=0.042	False	0.2957383501123178	1.046844541227687	0.0298899635027613	0.8506970233122761							3.773884694445079	1.1369423472225395	2.6369423472225395	0.0	0.0				True	True	0.0	12.188694234722254
ITGAV	17	3	2	2	0	2	2	Crohn disease;ulcerative colitis	Sjogren syndrome;psoriasis	0.0003179352000194264	0.06716552411645937	1.6043231700404519	2.7739636441313706	0.032659243930534744	-0.9920539831127062	ibd_crohn_epithelial:1.1,p=0.00032;ibd_uc_epithelial:1.6,p=0.0014;ibd_crohn_stromal:0.881,p=0.0022	False	0.561919614395908	1.0930551698737885	0.0174383647823735	0.8372898579012464							1.5623900960076829	0.0311950480038414	1.5311950480038414	1.0	0.0	MS			True	True	0.0	12.078119504800384
VTA1	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.019655565311670425	0.40706583249520806	0.5753114105055603	1.2567623466959468			t1d_ductal_cell:0.276,p=0.02;t1d_acinar_cell:0.575,p=0.031	False	0.6137023158879877	0.9359290860939322	0.0369198487600394	0.8506970233122761							1.449991999004232	-0.0500080009957679	1.5	0.0	0.0				True	True	0.0	12.072499599950211
MAPK3	17	2	0	0	0	1	0	psoriasis		0.013281927146309361	0.3986198211135948	0.8686934953182157	2.7039167976161136			psoriasis_skin_stromal:0.462,p=0.013;psoriasis_keratinocyte:0.869,p=0.018	False	0.5019169655608273	1.2441556499150468	0.0083994909993493	0.8344760564031432							1.4295763729578317	-0.0704236270421684	1.5	0.0	0.0				True	True	0.0	12.071478818647892
CCDC6	17	3	1	0	0	2	1	Crohn disease;ulcerative colitis	type 1 diabetes mellitus	0.0021357590331368237	0.10259899660652391	1.176315862762297	2.1305491657939526	0.018639888017572458	-0.5268496346351403	ibd_uc_epithelial:1.18,p=0.0021;ibd_crohn_epithelial:0.971,p=0.0028;ibd_uc_stromal:0.599,p=0.0088	False	0.6338061022646375	1.662064869017884	0.001114208840719	0.8088937516149148							1.4191601368064315	-0.0808398631935682	1.5	0.0	0.0				True	True	0.0	12.070958006840321
YIPF5	17	3	1	0	0	2	1	Crohn disease;ulcerative colitis	type 1 diabetes mellitus	0.01578145193063512	0.2235240543515872	0.477003322591278	1.410879571517301	0.03455301645270838	-0.4414688477277817	ibd_crohn_stromal:0.381,p=0.016;ibd_crohn_epithelial:0.441,p=0.025;ibd_uc_epithelial:0.477,p=0.033	False	0.7423785081560563	1.1222478003127605	0.0154405013092135	0.8372898579012464															True	True	0.0	12.0
C3ORF52	16	2	1	2	0	1	1	type 1 diabetes mellitus	psoriasis	1.6502065692665706e-05	0.02462803430612091	2.435090428194594	1.6084114627180552	0.036621043038697954	-2.1865902742156553	t1d_endothelial_cell:2.44,p=1.7e-05;t1d_stellate_cell:2.08,p=0.00043	False	2.066099402334759	0.9544978245008908	0.045415376232732	0.8720558158456704															True	True	0.0	12.0
SMN1	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.0037179265066885794	0.17863584621287673	2.148585985472858	1.2672352425887312			t1d_endothelial_cell:2.15,p=0.0037;t1d_acinar_cell:1.23,p=0.033	False	0.5148568937922358	1.0125851846035472	0.0245826708068623	0.8472374898464006															True	True	0.0	12.0
MRPL44	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.011959004141418485	0.3689702010945167	0.2654050707855724	0.9245101301001846			t1d_ductal_cell:0.241,p=0.012;t1d_acinar_cell:0.265,p=0.029	False	0.6036173470205952	1.399945312201062	0.00328946042311	0.8344760564031432															True	True	0.0	12.0
UXS1	17	2	0	0	0	1	0	psoriasis		0.02577811153415031	0.40121785300954577	0.4796212553989472	2.1680129533350527			psoriasis_skin_apc:0.441,p=0.026;psoriasis_keratinocyte:0.48,p=0.036	False	0.4314021517708415	1.251473662734394	0.0071404685349807	0.8344760564031432															True	True	0.0	12.0
CREBL2	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.03643829203020905	0.41826394558185953	0.999325569412544	0.8390513212682564			t1d_stellate_cell:0.999,p=0.036;t1d_ductal_cell:0.885,p=0.047	False	0.4167257121224601	0.914810129847386	0.0471660263074265	0.8744776374054363															True	True	0.0	12.0
