dataset	contrast	contrast_type	case_group	control_group	gene	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	modules	submodules	is_target_gene	fdr
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	MERTK	0.10954005512247567	0.6879353300027001	0.3522116938811684	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	tam_receptor_ligand	True	0.5519536752882582
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	MRC1	0.015534799969092461	0.04078829470200162	0.9535206406138524	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	scavenger_receptors	False	0.9758871741591156
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	MX1	0.16145596744885493	0.7277006397940532	0.34222172130782286	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.541705644172484
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	NR1H2	0.03446798454264077	0.059798515532729295	0.932782288866489	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	lxr_efflux	True	0.9659919018992121
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	NR1H3	-0.046724348639880675	-0.0910924750558014	0.8959525224064814	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	lxr_efflux	True	0.9491944294887834
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	OAS1A	0.10897398430218297	0.8665195809613208	0.25741439858777754	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.46491620137095335
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	PLIN2	0.1686723726712701	1.239015799919006	0.16502546709554894	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	foam_dam_lipid	False	0.3483881604219763
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	PPARD	-0.30971482335100897	-0.3247087513054006	0.6658003471098066	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis		True	0.7890614549735949
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	PPARG	0.20831823642614083	0.43052355160171224	0.5642294747818138	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis		True	0.711942518408103
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	PROS1	-0.5381899625871526	-2.7034334057215568	0.015943915510114582	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	tam_receptor_ligand	False	0.06028600038221056
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	RXRA	-0.347874424608255	-0.790900363968757	0.3067459951109272	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0			True	0.5116547886256714
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	SPP1	-0.08113942975584942	-0.5784603013405082	0.44449968223395186	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	foam_dam_lipid	False	0.6229758860049807
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	STAT1	-0.07450804048486614	-0.26327529296605345	0.7102179440785926	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.8205863075138025
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	TGFB1	0.36171851091695106	0.565240039359244	0.4368182878835677	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis;fibrosis_profibrotic	repair_cytokine_matrix;fibrosis_core	False	0.6186859712617683
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	TREM2	-0.2032073391328999	-1.6556258235128742	0.08906976770861597	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	trem2_lipid_sensing	True	0.22443733875969557
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	TYRO3	-1.5005815573024963	-1.0123554649853077	0.24241883966071723	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	tam_receptor_ligand	False	0.44701025161655566
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	TYROBP	-1.2981110289388722	-1.0615590004899704	0.18913641161858188	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	0.3819587947181593
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	VSIG4	-0.38860395669265235	-0.679494681484504	0.3808700110949864	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	complement_efferocytosis	False	0.5814755786330456
GSE287142_RXR_bexarotene_CNS_myeloid	Young_BEX_vs_Young_vehicle	group	Young_BEX	Young_vehicle	XBP1	-0.4610318416995966	-1.1670756331926346	0.1954653906469357	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.3862585309992403
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ABCA1	1.6223339128567305	2.6618116619230348	0.01596233665126082	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	lxr_efflux	False	0.06028600038221056
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ABCG1	2.2102854031629477	6.919584328579429	0.00045156869067240757	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	lxr_efflux	False	0.005766535249873658
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ACTA2	-0.8692534983927057	-0.8065728611138067	0.33788857572172326	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	fibrosis_profibrotic	fibrosis_core	False	0.5388972112380874
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ANXA1	0.8388163861769243	1.47625516643416	0.11104975793560147	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	fpr2_anxa1_axis	True	0.2653033121862064
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	APOE	-0.37629299608400046	-0.29512286812588706	0.6912610107471582	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis;lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	0.8054186618543838
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ATF4	-0.4913237031159504	-0.8081516860829757	0.3243472796124288	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.5287785541764081
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	AXL	0.30471178417079836	0.7129600838309276	0.36991422447247646	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	tam_receptor_ligand	True	0.5692867947332105
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	BAX	0.13145952209962833	0.10505333222398026	0.8800617263987731	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.9371498666468631
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	C1QA	-0.018082028698705566	-0.14367061628475347	0.8427513415594912	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	complement_efferocytosis	False	0.9174535287627291
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	C1QB	-0.004097430873900798	-0.035943801352616725	0.9598733479326633	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	complement_efferocytosis	False	0.9793661605368343
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	C1QC	0.059555097634031495	0.42603836731443645	0.5607452380733418	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	complement_efferocytosis	False	0.7097065684928249
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CASP3	0.5967087638203151	1.6643348386652368	0.1148726901958458	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.26988493807156455
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CD163	0.24059330910387336	0.7799481470047537	0.29850789975016	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	scavenger_receptors	False	0.5060594046889216
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CD36	1.2538501025482691	5.681346775914511	0.008988216175970063	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	scavenger_receptors	False	0.04006038284881281
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CD74	0.18393385338222418	0.2677478936947162	0.7085537601236818	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	True	0.8192344032671299
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CIITA	0.1578970652269374	0.30642418773199825	0.6780022974605584	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	True	0.7953244697766012
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	COL1A1	-0.45933086000726187	-0.31139275319495685	0.6676982729975594	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	fibrosis_profibrotic	fibrosis_core	False	0.7899468244674436
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	COL1A2	-1.1994687286758996	-0.8708056746986567	0.25350748963199743	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	fibrosis_profibrotic	fibrosis_core	False	0.4593611123604937
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	COL3A1	-0.06729295999168028	-0.07749453249549443	0.9114327044768754	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	fibrosis_profibrotic	fibrosis_core	False	0.9562965893668666
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CTSB	-0.15042604555933953	-1.368160182094049	0.1395364810745802	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.3092934299754732
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CTSD	-0.18992111713429866	-0.43874042484149645	0.5616483188128337	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.7103073322590987
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CTSL	-0.11919334626812411	-0.3624701345767918	0.6342199842207081	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.7678857176830496
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CTSS	-0.04899733287574215	-0.20956976391254578	0.7662289464929587	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	True	0.8604575002312097
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	CXCL10	-0.007825601981483965	-0.024850287586909745	0.9730694062141259	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.9860249638734399
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	DDIT3	-0.0136355815137702	-0.03210243137121768	0.963859498398931	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.9810184458842405
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	DNAJB1	-0.8439459952247776	-1.4296249118300792	0.1413781514872084	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.3124479852876767
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	F13A1	0.1817632270055085	0.8578949068174735	0.2599211993877979	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	repair_cytokine_matrix	False	0.466900702692274
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	FN1	0.21709496335871709	0.839777070557518	0.2680416005424183	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	fibrosis_profibrotic	fibrosis_core	False	0.4737878184427821
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	FOS	0.7265622542957249	1.0036532650837706	0.249503655438121	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.45309645204425475
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	FPR2	1.5079233098841134	1.9581206966428064	0.07724096328698471	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	fpr2_anxa1_axis	True	0.2026353119142732
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	GAS6	-0.29230566403475505	-0.4833672165332765	0.5187090708287762	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	tam_receptor_ligand	False	0.6834616751647564
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	GPNMB	-0.11152787031553024	-0.1684841527742468	0.8092094601778891	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	foam_dam_lipid	True	0.8914746079567708
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	H2-AA	0.16316912439213876	0.2305955938948583	0.7525398532919966	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.8491287875554523
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	H2-AB1	0.28532238113126357	0.4112942410743006	0.5763177613727896	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.7249885040637974
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	H2-DMA	-0.06038161391566388	-0.13625446029992636	0.8461619322690234	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.9197281297072641
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	H2-DMB1	-0.20459356211995494	-0.28414166573967753	0.6860163865941308	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.8015610775004008
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	H2-EB1	0.28691927394141303	0.39431779287706903	0.5851508915081368	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.732764484985265
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	HSP90AA1	-1.863423588002091	-1.207503905402571	0.16716122928610141	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.3507691789067023
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	HSPA1A	-0.9700426187841451	-0.7134494931003907	0.33617765781613523	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.5377722197063134
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	HSPA1B	-0.9144611855353684	-0.7306466532235647	0.32662617227096763	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.5298886434689475
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IFI30	-0.2832008634775298	-1.2426232799011787	0.156833338553025	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.33770087704014995
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IFI44	-0.07495539498615306	-0.15900929181631915	0.8197613187539045	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.8983240360171669
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IFIT1	-0.26041270595198407	-1.5606513851274202	0.08276948314764164	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.2137567025837848
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IFIT2	0.00989045223922741	0.045291870883890806	0.9485047797251502	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.9725546844677175
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IFIT3	-0.09183898336817864	-0.3568094875928114	0.6139792904642281	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.7496153634681076
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IFITM3	0.15857438309613964	1.689445643358733	0.06249567785832199	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.17327396971421044
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IL10	-0.7059271506234166	-0.5296233327012869	0.46362903441964975	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	repair_cytokine_matrix	True	0.638983324245868
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IRF1	-0.3820640686693042	-0.3289887277468049	0.6534919234175762	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.7828682146144085
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	IRF7	0.06711632908655035	0.2674263232358106	0.707855836729401	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.8189985884838429
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	ISG15	-0.08751400208484372	-0.5614404344089944	0.4488392397875142	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.6278773929956853
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	JUN	0.24382715187415288	0.17440419387829417	0.8048324667398674	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	stress_cytotoxicity	stress_core	False	0.887832488259947
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	LAMP1	0.5946950174700907	1.4929200425510083	0.11254451911671956	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.26771709138525257
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	LAMP2	-0.2430943397812007	-0.5353044349683057	0.4816068721986581	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.6550485595614234
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	LIPA	1.7856943558437046	2.6821532629649925	0.024331212293494053	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	lipid_lysosomal_apc	cathepsin_lysosome	True	0.08492873680550135
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	LPL	-0.639542365154797	-0.7555640254426472	0.3614682165930956	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis;lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	0.5611557145237382
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	LYVE1	0.3649610664464068	0.7960996809927294	0.3412833447134716	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	repair_cytokine_matrix	False	0.541705644172484
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	MARCO	0.0			3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	scavenger_receptors	False	
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	MERTK	0.25305606320022583	1.7869383014984728	0.05240772431726636	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	tam_receptor_ligand	True	0.1539039325236882
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	MRC1	0.0730050399936175	0.3119021000174159	0.6583617003647173	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	resolution_efferocytosis	scavenger_receptors	False	0.7869902825050131
GSE287142_RXR_bexarotene_CNS_myeloid	Aged_BEX_vs_Aged_vehicle	group	Aged_BEX	Aged_vehicle	MX1	-0.14631999753739594	-0.8287890512937447	0.32616407234292566	3.0	3.0	welch_t	RXR agonist bexarotene CNS myeloid	RXR_LXR_agonism	1.0	generic_ifn	ifn_core	False	0.5298886434689475
