category	tier	study_id	disease	contrast	contrast_type	feature_id	feature_label	metabolite_name	refmet_name	metabolite_class	hedges_g_case_minus_control	p	fdr_within_study_contrast	expected_disease_sign	is_treatment_or_improvement	passes_nominal_effect_gate	passes_fdr10	supports_ephx2_direction	match_text
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583603	15-HETE	15-HETE	15-HETE	eicosanoid_oxylipin	-0.7957613346059891	0.0113023848624009	0.0325222773906239	1.0	True	True	True	True	15-HETE 15-HETE 15-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583601	12-HETE	12-HETE	12-HETE	eicosanoid_oxylipin	-0.529048598287944	0.0948836129832983	0.1775713888222138	1.0	True	True	False	True	12-HETE 12-HETE 12-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST000899	UC	UC_vs_control	disease_control	ME229670	12-HETE	12-HETE	12-HETE	eicosanoid_oxylipin	0.3685936685982829	0.2423978232237514	0.5734982669970834	1.0	False	False	False	False	12-HETE 12-HETE 12-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583599	11-HETE	11-HETE	11-HETE	eicosanoid_oxylipin	-0.3511060474986369	0.3004428688566541	0.4436263139072746	1.0	True	False	False	False	11-HETE 11-HETE 11-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST000899	Crohn	Crohn_vs_control	disease_control	ME229670	12-HETE	12-HETE	12-HETE	eicosanoid_oxylipin	0.2608221673159341	0.4056811436812545	0.5521542543815858	1.0	False	False	False	False	12-HETE 12-HETE 12-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583603	15-HETE	15-HETE	15-HETE	eicosanoid_oxylipin	0.1929862685590578	0.614213992306154	0.8013401189944088	1.0	False	False	False	False	15-HETE 15-HETE 15-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583599	11-HETE	11-HETE	11-HETE	eicosanoid_oxylipin	-0.1938105284066495	0.6363204842583794	0.8228087256484905	1.0	False	False	False	False	11-HETE 11-HETE 11-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
hete_hydroxy_eicosanoid	adjacent_oxylipin	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583601	12-HETE	12-HETE	12-HETE	eicosanoid_oxylipin	0.1863717340116732	0.6479830227815402	0.8288829277667901	1.0	False	False	False	False	12-HETE 12-HETE 12-HETE eicosanoid_oxylipin Reversed phase NEGATIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME144953	N-[(3a,5b,7a,12a)-3,12-dihydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine	N-[(3a,5b,7a,12a)-3,12-dihydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine		amino_acid	0.4675670361024168	0.0112134213844185	0.2618518729877954	1.0	False	True	False	True	N-[(3a,5b,7a,12a)-3,12-dihydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine N-[(3a,5b,7a,12a)-3,12-dihydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine  amino_acid HILIC NEGATIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME143570	3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic acid	3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic Acid	3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic acid	unclassified	0.5606559221952369	0.0351449275417999	0.5259364156783438	1.0	False	True	False	True	3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic acid 3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic Acid 3alpha,7alpha,12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME144478	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	0.2747797915670668	0.1325651452325397	0.6589388869200841	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified HILIC NEGATIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142799	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 1.1700323	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	0.3317342281293735	0.1984690284226842	0.6589388869200841	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 1.1700323 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142757	1alpha,25-Dihydroxy-24-oxovitamin D3	1alpha,25-dihydroxy-24-oxovitamin D_3 / 1alpha,25-dihydroxy-24-oxocholecalciferol	1alpha,25-Dihydroxy-24-oxovitamin D3	unclassified	-0.2709013320047087	0.2923779994934682	0.6589388869200841	1.0	False	False	False	False	1alpha,25-Dihydroxy-24-oxovitamin D3 1alpha,25-dihydroxy-24-oxovitamin D_3 / 1alpha,25-dihydroxy-24-oxocholecalciferol 1alpha,25-Dihydroxy-24-oxovitamin D3 unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142457	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 0.92223626	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	-0.2617127105465184	0.3088717666657831	0.6589388869200841	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 0.92223626 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified HILIC POSITIVE ION MODE
