category	tier	study_id	disease	contrast	contrast_type	feature_id	feature_label	metabolite_name	refmet_name	metabolite_class	hedges_g_case_minus_control	p	fdr_within_study_contrast	expected_disease_sign	is_treatment_or_improvement	passes_nominal_effect_gate	passes_fdr10	supports_ephx2_direction	match_text
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147973	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 11.771585	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	0.1770737640930707	0.3175029136940577	0.6589388869200841	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 11.771585 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147595	20-Oxoheneicosanoic acid	20-oxo-heneicosanoic acid	20-Oxoheneicosanoic acid	eicosanoid_oxylipin	0.1643694225586059	0.3557486697456659	0.6589388869200841	1.0	False	False	False	False	20-Oxoheneicosanoic acid 20-oxo-heneicosanoic acid 20-Oxoheneicosanoic acid eicosanoid_oxylipin Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147625	20-Oxoheneicosanoic acid	20-oxo-heneicosanoic acid + 14.685812	20-Oxoheneicosanoic acid	eicosanoid_oxylipin	0.1584573312071265	0.3564682104036742	0.6589388869200841	1.0	False	False	False	False	20-Oxoheneicosanoic acid 20-oxo-heneicosanoic acid + 14.685812 20-Oxoheneicosanoic acid eicosanoid_oxylipin Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146975	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	0.1537437209002479	0.3765048845261064	0.6589388869200841	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147023	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 11.763144	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	0.1453897302883614	0.4053414821280645	0.6589388869200841	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 11.763144 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146684	1alpha,25-Dihydroxy-24-oxovitamin D3	1alpha,25-dihydroxy-24-oxovitamin D_3 / 1alpha,25-dihydroxy-24-oxocholecalciferol	1alpha,25-Dihydroxy-24-oxovitamin D3	unclassified	0.1458877782012132	0.4100904804221558	0.6589388869200841	1.0	False	False	False	False	1alpha,25-Dihydroxy-24-oxovitamin D3 1alpha,25-dihydroxy-24-oxovitamin D_3 / 1alpha,25-dihydroxy-24-oxocholecalciferol 1alpha,25-Dihydroxy-24-oxovitamin D3 unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146416	12-Oxo-10Z-dodecenoic acid	12-oxo-10Z-dodecenoic acid	12-Oxo-10Z-dodecenoic acid	unclassified	0.1404870422858136	0.4219566243701958	0.6589388869200841	1.0	False	False	False	False	12-Oxo-10Z-dodecenoic acid 12-oxo-10Z-dodecenoic acid 12-Oxo-10Z-dodecenoic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146928	12-Oxo-9-octadecynoic acid	12-oxo-9-octadecynoic acid	12-Oxo-9-octadecynoic acid	unclassified	0.138526751239904	0.422091368903621	0.6589388869200841	1.0	False	False	False	False	12-Oxo-9-octadecynoic acid 12-oxo-9-octadecynoic acid 12-Oxo-9-octadecynoic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147021	7,12-Dioxo-5beta-cholan-24-oic acid	7,12-Dioxo-5beta-cholan-24-oic Acid	7,12-Dioxo-5beta-cholan-24-oic acid	unclassified	0.1401201973131912	0.4252155447038421	0.6589388869200841	1.0	False	False	False	False	7,12-Dioxo-5beta-cholan-24-oic acid 7,12-Dioxo-5beta-cholan-24-oic Acid 7,12-Dioxo-5beta-cholan-24-oic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146649	12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid	12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid		unclassified	0.1356585497320184	0.4270671011788153	0.6589388869200841	1.0	False	False	False	False	12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid 12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid  unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147517	(6RS)-22-oxo-23,24,25,26,27-pentanorvitamin D3 6,19-sulfur dioxide adduct / (6RS)-22-oxo-23,24,25,26	(6RS)-22-oxo-23,24,25,26,27-pentanorvitamin D3 6,19-sulfur dioxide adduct / (6RS)-22-oxo-23,24,25,26		unclassified	0.1292236895032251	0.4294668779411099	0.6589388869200841	1.0	False	False	False	False	(6RS)-22-oxo-23,24,25,26,27-pentanorvitamin D3 6,19-sulfur dioxide adduct / (6RS)-22-oxo-23,24,25,26 (6RS)-22-oxo-23,24,25,26,27-pentanorvitamin D3 6,19-sulfur dioxide adduct / (6RS)-22-oxo-23,24,25,26  unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146700	1alpha,25-Dihydroxy-24-oxovitamin D3	1alpha,25-dihydroxy-24-oxovitamin D_3 / 1alpha,25-dihydroxy-24-oxocholecalciferol + 10.73749	1alpha,25-Dihydroxy-24-oxovitamin D3	unclassified	0.1317726697876532	0.4396810315037141	0.6589388869200841	1.0	False	False	False	False	1alpha,25-Dihydroxy-24-oxovitamin D3 1alpha,25-dihydroxy-24-oxovitamin D_3 / 1alpha,25-dihydroxy-24-oxocholecalciferol + 10.73749 1alpha,25-Dihydroxy-24-oxovitamin D3 unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME147223	(23R)-1alpha,23,25-trihydroxy-24-oxovitamin D3 / (23R)-1alpha,23,25-trihydroxy-24-oxocholecalciferol	(23R)-1alpha,23,25-trihydroxy-24-oxovitamin D3 / (23R)-1alpha,23,25-trihydroxy-24-oxocholecalciferol		unclassified	0.1299612053927734	0.457481943970246	0.6589388869200841	1.0	False	False	False	False	(23R)-1alpha,23,25-trihydroxy-24-oxovitamin D3 / (23R)-1alpha,23,25-trihydroxy-24-oxocholecalciferol (23R)-1alpha,23,25-trihydroxy-24-oxovitamin D3 / (23R)-1alpha,23,25-trihydroxy-24-oxocholecalciferol  unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME146075	3alpha,6alpha,12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic acid	3alpha,6alpha,12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic Acid	3alpha,6alpha,12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic acid	unclassified	0.1199914849045035	0.4613599052341999	0.6589388869200841	1.0	False	False	False	False	3alpha,6alpha,12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic acid 3alpha,6alpha,12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic Acid 3alpha,6alpha,12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic acid unclassified Reversed phase POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME144163	9-Hydroxy-12-oxo-10-octadecenoic acid	9-hydroxy-12-oxo-10-octadecenoic acid	9-Hydroxy-12-oxo-10-octadecenoic acid	unclassified	0.1811899329848005	0.479946789186401	0.6589388869200841	1.0	False	False	False	False	9-Hydroxy-12-oxo-10-octadecenoic acid 9-hydroxy-12-oxo-10-octadecenoic acid 9-Hydroxy-12-oxo-10-octadecenoic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142684	12-Oxo-9-octadecynoic acid	12-oxo-9-octadecynoic acid	12-Oxo-9-octadecynoic acid	unclassified	0.1705101226047895	0.5070553304294891	0.6589388869200841	1.0	False	False	False	False	12-Oxo-9-octadecynoic acid 12-oxo-9-octadecynoic acid 12-Oxo-9-octadecynoic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142406	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	-0.1554406445532725	0.5442948805272317	0.6617250487018148	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142503	7,12-Dioxo-5beta-cholan-24-oic acid	7,12-Dioxo-5beta-cholan-24-oic Acid	7,12-Dioxo-5beta-cholan-24-oic acid	unclassified	-0.1495425002800927	0.5597323937762108	0.6709920359481912	1.0	False	False	False	False	7,12-Dioxo-5beta-cholan-24-oic acid 7,12-Dioxo-5beta-cholan-24-oic Acid 7,12-Dioxo-5beta-cholan-24-oic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142431	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 0.81928736	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid	unclassified	-0.1306568223119497	0.6101155040479476	0.700808349244264	1.0	False	False	False	False	12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid + 0.81928736 12beta-Hydroxy-3-oxo-5beta-cholan-24-oic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME144079	12-Oxo-9-octadecynoic acid	12-oxo-9-octadecynoic acid + 1.0624902	12-Oxo-9-octadecynoic acid	unclassified	-0.1142281212118185	0.6556610221297424	0.7300953959955807	1.0	False	False	False	False	12-Oxo-9-octadecynoic acid 12-oxo-9-octadecynoic acid + 1.0624902 12-Oxo-9-octadecynoic acid unclassified HILIC POSITIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME144549	3beta,7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic acid	3beta,7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid	3beta,7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic acid	unclassified	0.0334170389815006	0.8541683657466203	0.8856585926210099	1.0	False	False	False	False	3beta,7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic acid 3beta,7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid 3beta,7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic acid unclassified HILIC NEGATIVE ION MODE
oxo_oxylipin	adjacent_oxylipin	ST000422	T1D	T1D_vs_control	disease_control	ME142636	12-Oxo-10Z-dodecenoic acid	12-oxo-10Z-dodecenoic acid	12-Oxo-10Z-dodecenoic acid	unclassified	0.0160033435757795	0.9501447532831374	0.9646715722535436	1.0	False	False	False	False	12-Oxo-10Z-dodecenoic acid 12-oxo-10Z-dodecenoic acid 12-Oxo-10Z-dodecenoic acid unclassified HILIC POSITIVE ION MODE
diol_sEH_product	ephx2_specific	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583617	9,10-DiHOME	9,10-DiHOME	9,10-DiHOME	unclassified	-0.6217357450779464	0.0416601170261194	0.093058093725795	1.0	True	True	True	True	9,10-DiHOME 9,10-DiHOME 9,10-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST000899	UC	UC_vs_control	disease_control	ME229760	9,10-DiHOME	9,10-DiHOME	9,10-DiHOME	unclassified	0.7298253031318526	0.0248260031397494	0.2673845959661463	1.0	False	True	False	True	9,10-DiHOME 9,10-DiHOME 9,10-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST000899	UC	UC_vs_control	disease_control	ME229669	12,13-DiHOME	12,13-DiHOME	12,13-DiHOME	unclassified	0.5592556768915417	0.0803141716250463	0.3774080075745215	1.0	False	True	False	True	12,13-DiHOME 12,13-DiHOME 12,13-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST002949	AS	AS_vs_control	disease_control	ME763801	9,10-DiHOME	9,10-DHOME	9,10-DiHOME	unclassified	0.1950005055186936	0.1449355982040687	0.1449355982040687	1.0	False	False	False	False	9,10-DiHOME 9,10-DHOME 9,10-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME146755	12,13-Dihydroxy-11-methoxy-9-octadecenoic acid	12,13-dihydroxy-11-methoxy-9-octadecenoic acid	12,13-Dihydroxy-11-methoxy-9-octadecenoic acid	unclassified	0.1588121473056416	0.3491653741760455	0.6589388869200841	1.0	False	False	False	False	12,13-Dihydroxy-11-methoxy-9-octadecenoic acid 12,13-dihydroxy-11-methoxy-9-octadecenoic acid 12,13-Dihydroxy-11-methoxy-9-octadecenoic acid unclassified Reversed phase POSITIVE ION MODE
diol_sEH_product	ephx2_specific	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583600	12,13-DiHOME	12,13-diHOME	12,13-DiHOME	unclassified	-0.2686741695827733	0.363644686552862	0.4957553030158868	1.0	True	False	False	False	12,13-DiHOME 12,13-diHOME 12,13-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME146649	12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid	12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid		unclassified	0.1356585497320184	0.4270671011788153	0.6589388869200841	1.0	False	False	False	False	12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid 12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid  unclassified Reversed phase POSITIVE ION MODE
diol_sEH_product	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME147411	9,13-DiHOME(11)	9,13-dihydroxy-11-octadecenoic acid	9,13-DiHOME(11)	unclassified	0.1140138227865651	0.4839418117851016	0.6589388869200841	1.0	False	False	False	False	9,13-DiHOME(11) 9,13-dihydroxy-11-octadecenoic acid 9,13-DiHOME(11) unclassified Reversed phase POSITIVE ION MODE
diol_sEH_product	ephx2_specific	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583600	12,13-DiHOME	12,13-diHOME	12,13-DiHOME	unclassified	-0.2222797466497815	0.5565917692977659	0.7703399392562235	1.0	False	False	False	False	12,13-DiHOME 12,13-diHOME 12,13-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583617	9,10-DiHOME	9,10-DiHOME	9,10-DiHOME	unclassified	-0.2173996330026094	0.5791548463851666	0.7807865336451875	1.0	False	False	False	False	9,10-DiHOME 9,10-DiHOME 9,10-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST000899	Crohn	Crohn_vs_control	disease_control	ME229760	9,10-DiHOME	9,10-DiHOME	9,10-DiHOME	unclassified	-0.1589266359451888	0.6128354202302078	0.7503878959388128	1.0	False	False	False	False	9,10-DiHOME 9,10-DiHOME 9,10-DiHOME unclassified Reversed phase NEGATIVE ION MODE
diol_sEH_product	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME142553	9,13-DiHOME(11)	9,13-dihydroxy-11-octadecenoic acid	9,13-DiHOME(11)	unclassified	0.0951149027141356	0.7103423064759057	0.7752837191891626	1.0	False	False	False	False	9,13-DiHOME(11) 9,13-dihydroxy-11-octadecenoic acid 9,13-DiHOME(11) unclassified HILIC POSITIVE ION MODE
diol_sEH_product	ephx2_specific	ST000899	Crohn	Crohn_vs_control	disease_control	ME229669	12,13-DiHOME	12,13-DiHOME	12,13-DiHOME	unclassified	-0.1103193414320855	0.7244990058907748	0.839978555323664	1.0	False	False	False	False	12,13-DiHOME 12,13-DiHOME 12,13-DiHOME unclassified Reversed phase NEGATIVE ION MODE
epoxy_fatty_acid_epfa	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME148536	18-Hydroxy-9S,10R-epoxy-stearic acid	18-hydroxy-9S,10R-epoxy-stearic acid	18-Hydroxy-9S,10R-epoxy-stearic acid	fatty_acid	0.2635900128273455	0.0786157288218748	0.6589388869200841	-1.0	False	False	False	False	18-Hydroxy-9S,10R-epoxy-stearic acid 18-hydroxy-9S,10R-epoxy-stearic acid 18-Hydroxy-9S,10R-epoxy-stearic acid fatty_acid Reversed phase NEGATIVE ION MODE
epoxy_fatty_acid_epfa	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME148480	15,16-EpODE	15,16-epoxy-13-OH-9Z,11E-octadecadienoic acid	15,16-EpODE	unclassified	0.2194594756747665	0.1424783138666323	0.6589388869200841	-1.0	False	False	False	False	15,16-EpODE 15,16-epoxy-13-OH-9Z,11E-octadecadienoic acid 15,16-EpODE unclassified Reversed phase NEGATIVE ION MODE
epoxy_fatty_acid_epfa	ephx2_specific	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583068	Glycidyl linoleate	glycidyl linoleate	Glycidyl linoleate	unclassified	-0.4434136668195522	0.3308089637333838	0.6094663017872731	-1.0	False	False	False	False	Glycidyl linoleate glycidyl linoleate Glycidyl linoleate unclassified HILIC POSITIVE ION MODE
epoxy_fatty_acid_epfa	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME147200	14,15-EpETrE	(+/-)14,15-EpETrE + 12.448101	14,15-EpETrE	unclassified	0.159460414160964	0.3651108890335088	0.6589388869200841	-1.0	False	False	False	False	14,15-EpETrE (+/-)14,15-EpETrE + 12.448101 14,15-EpETrE unclassified Reversed phase POSITIVE ION MODE
epoxy_fatty_acid_epfa	ephx2_specific	ST000422	T1D	T1D_vs_control	disease_control	ME147097	14,15-EpETrE	(+/-)14,15-EpETrE	14,15-EpETrE	unclassified	0.148538710199887	0.3880781925028735	0.6589388869200841	-1.0	False	False	False	False	14,15-EpETrE (+/-)14,15-EpETrE 14,15-EpETrE unclassified Reversed phase POSITIVE ION MODE
epoxy_fatty_acid_epfa	ephx2_specific	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583068	Glycidyl linoleate	glycidyl linoleate	Glycidyl linoleate	unclassified	-0.1049338713090867	0.7282141890595165	0.8181171753631605	-1.0	True	False	False	False	Glycidyl linoleate glycidyl linoleate Glycidyl linoleate unclassified HILIC POSITIVE ION MODE
