dataset	analysis	dataset_path	disease_name	compartment	role	test	module	n_genes_present	genes_present	mean_effect	median_effect	combined_z	combined_p	support_positive_nominal	support_negative_nominal	fdr
broad_h5ad	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	5	CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	-0.3212489229228307	-0.3348885012210361	-1.6697010342340743	0.09497852903188565	False	False	0.2181939180462238
broad_h5ad	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	7	ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.3319340361738034	0.2425541555787644	1.309335201497584	0.1904208305588484	False	False	0.3443780978191939
broad_h5ad	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	0.018176126191876606	0.27744659706168107	1.1022810135144123	0.2703395210296954	False	False	0.4133395728617725
broad_h5ad	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	1.012161886514287	1.028034755437098	2.6046712128264615	0.009196246111414518	True	False	0.03529548128637174
broad_h5ad	ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.20351046512939852	0.0141035569318321	0.27306148586492907	0.7848059518500695	False	False	0.8663442325617651
broad_h5ad	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	8	CYP2C19;CYP2C8;CYP2C9;CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	-0.37659477586381707	-0.4481382448024446	-2.401614037247813	0.016322920504634533	False	True	0.04955172296049769
broad_h5ad	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	9	ALOX15;ALOX5;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	-0.02847318399050873	-0.2965729583577688	0.05990292251221626	0.9522329522490155	False	False	0.9635690588234085
broad_h5ad	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case_minus_control	generic_lipid_handling	9	ACSL1;APOE;CD36;FABP4;LIPA;LPL;PLIN2;SCD;SOAT1	0.3242149090381057	-0.1714662508271338	0.36969256974365283	0.7116115686744235	False	False	0.8285888128400822
broad_h5ad	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	9	CCL2;CCL3;CXCL10;CXCL8;IL1B;NFKBIA;STAT1;TNF;TNFAIP3	0.82327831441444	0.8656746132093023	2.959686870423111	0.0030795187217903075	True	False	0.016359943209511008
broad_h5ad	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.761466216840083	-0.1087978605199087	1.1207135368720347	0.2624098181924973	False	False	0.4133395728617725
broad_h5ad	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case_minus_control	ephx2_epoxide_hydrolase_axis	4	CYP2S1;EPHX1;EPHX2;PLA2G4A	-0.9748279710983057	-0.8211414557716998	-2.5138245643909896	0.011942982760352041	False	True	0.03759827906036754
broad_h5ad	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case_minus_control	oxylipin_enzyme_adjacent	8	ALOX5;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	-0.33592159041055647	-0.6843157893529295	-1.3307800483893832	0.18326139470052927	False	False	0.33863518585967367
broad_h5ad	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	-0.3761121231311	-0.3953254503250329	-1.3623893681167103	0.17307503725594353	False	False	0.33863518585967367
broad_h5ad	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	1.5218333414725802	1.6145997876824176	4.213133349581991	2.5185227003668908e-05	True	False	0.00035679071588530953
broad_h5ad	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	-0.04504420834556656	-0.0335994316258982	-0.23294548678038124	0.8158037365165439	False	False	0.8890168923577723
broad_h5ad	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	5	CYP2C9;CYP2S1;EPHX1;EPHX2;PLA2G4A	0.042995287187680864	-0.8891461111742176	-1.5553765368271186	0.11985641878588872	False	False	0.26809988412633
broad_h5ad	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	8	ALOX5;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.2939525482673576	0.34661355839780306	1.8785687949229857	0.060303395340391225	False	False	0.15532692739191678
broad_h5ad	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case_minus_control	generic_lipid_handling	9	ACSL1;APOE;CD36;FABP4;LIPA;LPL;PLIN2;SCD;SOAT1	-0.5791481078316667	-0.137374328252906	-1.0864414140050334	0.27728374744489226	False	False	0.4133395728617725
broad_h5ad	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	0.7687907081294589	0.6921479938231232	3.429631369976467	0.0006044017703495711	True	False	0.004281179206642795
broad_h5ad	ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	-0.19448413147335988	0.1975915624721267	-1.1271079404614135	0.2596968465256756	False	False	0.4133395728617725
broad_h5ad	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	8	CYP2C19;CYP2C8;CYP2C9;CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	-0.09077945948126087	-0.2146277556585534	-1.215048305974018	0.22434766797368566	False	False	0.3852665045203558
broad_h5ad	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	9	ALOX12;ALOX15;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	-0.45961051527644503	-0.3827921995541308	-3.1672191720401526	0.0015390427732772714	False	True	0.00934418826632629
broad_h5ad	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	0.6588283809154923	0.2386056520060916	2.5770142936268368	0.009965782951446138	True	False	0.03529548128637174
broad_h5ad	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	8	CCL2;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNFAIP3	0.08424902334329715	0.3432320913578078	-0.11163340647436062	0.9111140830319402	False	False	0.9561073710829002
broad_h5ad	psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	case_minus_control	lysosomal_apc	9	CD74;CTSB;CTSD;CTSL;CTSS;IFI30;LAMP1;LAMP2;TPP1	0.8561480613052891	0.6205117542928464	3.7907283118965416	0.00015020618838183978	True	False	0.0015959407515570476
broad_h5ad	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case_minus_control	ephx2_epoxide_hydrolase_axis	6	CYP2C9;CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	0.18852551881747778	0.3128127949416273	0.8557115386996219	0.3921573562011048	False	False	0.5376350851144179
broad_h5ad	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case_minus_control	oxylipin_enzyme_adjacent	9	ALOX12;ALOX15;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	-0.41501275427505363	-0.2727061993521742	-1.4199810114044886	0.1556132092443951	False	False	0.33006416380416614
broad_h5ad	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	-0.45968542039342486	-0.32274316010527787	-1.243678970548913	0.21361773870979317	False	False	0.3782814122985921
broad_h5ad	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case_minus_control	inflammatory_nfkb_tnf	8	CCL2;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNFAIP3	-0.27401516894713224	-0.8183438158386123	-1.2090923820225774	0.2266273556002093	False	False	0.3852665045203558
broad_h5ad	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	case_minus_control	lysosomal_apc	9	CD74;CTSB;CTSD;CTSL;CTSS;IFI30;LAMP1;LAMP2;TPP1	0.0245167219348468	0.2686724203349655	1.34037926170709	0.1801220744427211	False	False	0.33863518585967367
broad_h5ad	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	8	CYP2C19;CYP2C8;CYP2C9;CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	0.030993029183828597	0.0377094716475549	1.0757401778435518	0.2820434732468565	False	False	0.4133395728617725
broad_h5ad	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	9	ALOX12;ALOX15;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	-0.22650351765826363	-0.1346470085402926	-1.7746442417191595	0.07595664730730015	False	False	0.18446614346058607
broad_h5ad	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	0.09390440317228468	0.0926253727669772	0.31528894232671645	0.7525422799317372	False	False	0.8510984671140909
broad_h5ad	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	8	CCL2;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNFAIP3	0.180411799598442	-0.25766553058260544	-0.21712120569676713	0.8281138883770933	False	False	0.8910086140766194
broad_h5ad	psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	case_minus_control	lysosomal_apc	9	CD74;CTSB;CTSD;CTSL;CTSS;IFI30;LAMP1;LAMP2;TPP1	0.19740739217216785	0.2412128213767141	2.1971614457993662	0.028008918007163836	False	False	0.07439868845652894
broad_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case_minus_control	ephx2_epoxide_hydrolase_axis	5	CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	-0.5039912339930963	-0.5980624312470687	-1.782266618742566	0.07470576357026706	False	False	0.18446614346058607
broad_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case_minus_control	oxylipin_enzyme_adjacent	9	ALOX15;ALOX5;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.016286051086311846	0.0997127245683131	0.1873490140610461	0.8513869955909623	False	False	0.9045986828153975
broad_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	-0.1825769665060278	-0.3394427445452117	-1.3947523648766633	0.16309052799735269	False	False	0.33006416380416614
broad_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	0.3926194988955657	0.26315833677125594	2.542838787666856	0.01099559479059575	True	False	0.035947136815409175
broad_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.052665584688143884	0.1116670664377128	0.9661978974664334	0.33394516477235847	False	False	0.4730889834275078
broad_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	7	CYP2C8;CYP2C9;CYP2J2;CYP2S1;EPHX1;EPHX2;PLA2G4A	-0.04918540363491663	-0.0601583558124882	-0.6857945000022693	0.49284270508235417	False	False	0.6444866143384632
broad_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	10	ALOX12;ALOX15;ALOX5;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.15984120208074679	0.24607926052986115	1.0531705029477354	0.29226285482378833	False	False	0.42105665525461033
broad_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	-0.04936708802955372	-0.02218582763315015	0.07781435179194843	0.9379757299871321	False	False	0.9635690588234085
broad_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	0.19517447727876477	0.3083073808181359	1.6863810625326976	0.09172242658876752	False	False	0.2165668405568122
broad_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.41053171192470117	0.0147901817248925	2.850552199569923	0.004364338602129284	True	False	0.020004220013253145
broad_h5ad	sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	4	CYP2J2;EPHX1;EPHX2;PLA2G4A	-0.15256605494862216	-0.18434984001775012	-1.0991546735746711	0.2717006055453951	False	False	0.4133395728617725
broad_h5ad	sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	8	ALOX5;ALOX5AP;HPGDS;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.13620601268893465	0.07127199382489241	0.510500862445863	0.609700610528161	False	False	0.751080462244836
broad_h5ad	sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	-0.12719432185172316	0.004734685678706899	-1.1925409075155953	0.23304922061832023	False	False	0.3884153676972004
broad_h5ad	sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	0.2239090398646971	0.16798101066806864	1.3951515002010983	0.1629701587926865	False	False	0.33006416380416614
broad_h5ad	sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.003953070333233466	0.0586703500242329	-0.3565342044549917	0.721440541337779	False	False	0.8286817028879894
broad_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	5	CYP2C8;CYP2J2;EPHX1;EPHX2;PLA2G4A	0.01851346133642573	0.1722598951244172	0.8768347543158244	0.38057639901792895	False	False	0.5303113756807206
broad_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	7	ALOX5;ALOX5AP;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	0.35291729810261296	0.3367508457735115	2.5816695443088107	0.009832368237767336	True	False	0.03529548128637174
broad_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	case_minus_control	generic_lipid_handling	10	ACSL1;APOE;CD36;FABP4;LIPA;LPL;MSR1;PLIN2;SCD;SOAT1	0.42257838527617847	0.2950336920004669	1.3956060259104388	0.16283316683959603	False	False	0.33006416380416614
broad_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	10	CCL2;CCL3;CXCL10;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	1.3782933965104458	0.9429050049651961	5.4521347236587845	4.976872723836017e-08	True	False	2.1151709076303074e-06
broad_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	0.7043662911895336	0.4251174127910646	3.9237236686724706	8.7190739827496e-05	True	False	0.0010587446979053085
broad_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	5	CYP2C8;CYP2J2;EPHX1;EPHX2;PLA2G4A	0.25747951064321584	-0.0173623924899118	0.6184972405810644	0.5362476162064462	False	False	0.6906219299628474
broad_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	case_minus_control	oxylipin_enzyme_adjacent	9	ALOX12;ALOX15;ALOX5;ALOX5AP;LTA4H;LTC4S;PTGES;PTGS1;PTGS2	-0.13832167170324142	0.1136348139748002	0.06890242385797803	0.9450672891472461	False	False	0.9635690588234085
broad_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	case_minus_control	generic_lipid_handling	9	ACSL1;APOE;CD36;FABP4;LIPA;MSR1;PLIN2;SCD;SOAT1	0.2657150221458953	0.1781500846685793	0.43781819439344655	0.6615180806421346	False	False	0.78095884520252
broad_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	case_minus_control	inflammatory_nfkb_tnf	9	CCL2;CCL3;CXCL8;IL1B;IL6;NFKBIA;STAT1;TNF;TNFAIP3	1.3701958697703813	0.8518849482581423	2.354770119813487	0.018534167557565068	True	False	0.05432428422044933
broad_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	case_minus_control	lysosomal_apc	11	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2;TPP1	1.1821549849933812	0.775497337218674	3.1726279053195663	0.0015106600036913142	True	False	0.00934418826632629
broad_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	case_minus_control	ephx2_epoxide_hydrolase_axis	6	CYP2C8;CYP2C9;CYP2J2;EPHX1;EPHX2;PLA2G4A	0.757858352195102	0.8916073846050286	3.0279525804742735	0.0024621671977672873	True	False	0.01395228078734796
