feature_type	feature	contrast	n_case	n_control	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	ols_beta_disease_ms	ols_p_disease_ms	ols_note	fdr
gene	CXCR4	MS_GM_vs_CON_GM	5	5	12.152670637389136	9.847223125716022	2.3054475116731137	1.278735757941808	2.2384864846166725	0.05696722684029111	0.9729067248667964	0.04471452220120355	HC3 robust SE; covariates disease, region, age, sex	0.4386466563607024
gene	LAMP3	MS_GM_vs_CON_GM	5	5	0.9936946538049878	4.268679636325667	-3.27498498252068	-1.238220341539068	-2.167562361729763	0.06266380805152891	0.41981195868446336	0.6714520951882987	HC3 robust SE; covariates disease, region, age, sex	0.4386466563607024
gene	CXCL10	MS_GM_vs_CON_GM	5	5	7.4810340487910185	6.054196305998149	1.4268377427928698	0.8029975298944236	1.4056845651539518	0.20078411296508078	0.5981807429310829	0.3131279518563127	HC3 robust SE; covariates disease, region, age, sex	0.7557106202995967
gene	CIITA	MS_GM_vs_CON_GM	5	5	12.26672100762552	11.685815719680871	0.580905287944649	0.730491182177858	1.2787588274443202	0.23711362305964448	-0.12634336261654194	0.7136297298373965	HC3 robust SE; covariates disease, region, age, sex	0.7557106202995967
gene	STAT1	MS_GM_vs_CON_GM	5	5	11.158090063070535	10.570117728477397	0.5879723345931378	0.6068147623420684	1.0622574959152846	0.33035804003184177	0.36559100257967514	0.2571928193649411	HC3 robust SE; covariates disease, region, age, sex	0.7557106202995967
gene	GBP1	MS_GM_vs_CON_GM	5	5	9.302875570388554	8.77979753432938	0.5230780360591751	0.5739642004943813	1.0047510578170251	0.3497978581088435	0.36147659955799766	0.25333389914896365	HC3 robust SE; covariates disease, region, age, sex	0.7557106202995967
gene	LAMP2	MS_GM_vs_CON_GM	5	5	11.794948316447723	11.972963130654405	-0.17801481420668175	-0.5392252229527191	-0.943938860118279	0.37785531014979834	0.07972932439293101	0.5308787018897763	HC3 robust SE; covariates disease, region, age, sex	0.7557106202995967
gene	LAMP1	MS_GM_vs_CON_GM	5	5	11.569175679354775	11.760325992953103	-0.19115031359832813	-0.4144292627177533	-0.7254777209925806	0.49000541737168807	0.020902963734722557	0.9036707728334518	HC3 robust SE; covariates disease, region, age, sex	0.8004595157025957
gene	CTSS	MS_GM_vs_CON_GM	5	5	12.85985389921466	12.69238950039092	0.1674643988237392	0.3268420260488739	0.5721521849773981	0.5852349889467301	0.289290238283167	0.024131589004829774	HC3 robust SE; covariates disease, region, age, sex	0.8004595157025957
gene	IRF1	MS_GM_vs_CON_GM	5	5	10.006725792697491	9.754809623920742	0.2519161687767486	0.2944833177127608	0.5155067593527723	0.6221726460345539	0.10218247138732617	0.7556017443510519	HC3 robust SE; covariates disease, region, age, sex	0.8004595157025957
gene	RFX5	MS_GM_vs_CON_GM	5	5	10.57226990584976	10.39257453124919	0.17969537460056983	0.28713123530209805	0.5026365967661363	0.628932476623468	-0.031950967457268664	0.875717022882153	HC3 robust SE; covariates disease, region, age, sex	0.8004595157025957
gene	CTSD	MS_GM_vs_CON_GM	5	5	13.031706119446776	13.145244979658907	-0.113538860212131	-0.20021961454684326	-0.3504937578656999	0.7353574899282542	0.3176077987952846	0.17500702572506066	HC3 robust SE; covariates disease, region, age, sex	0.8458034018302054
gene	CTSB	MS_GM_vs_CON_GM	5	5	15.247825830586113	15.35201223881547	-0.10418640822935821	-0.16261335722302028	-0.2846622534023475	0.785388873128048	-0.2068212743451191	0.4611398973967805	HC3 robust SE; covariates disease, region, age, sex	0.8458034018302054
gene	CD44	MS_GM_vs_CON_GM	5	5	8.5872602903794	8.624437116515566	-0.03717682613616624	-0.017954808718297292	-0.031430728671009066	0.9758187009849585	1.4375730391223258	0.02003528874946113	HC3 robust SE; covariates disease, region, age, sex	0.9758187009849585
gene	CD44	MS_WM_vs_CON_WM	10	11	10.120508235862705	8.775854450662507	1.3446537852001974	0.9541987285932503	2.299144581618782	0.03316698314451043	1.4375730391223258	0.02003528874946113	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	CTSD	MS_WM_vs_CON_WM	10	11	14.094390501012455	13.601254126987515	0.4931363740249406	0.9402214690667554	2.1767410987896842	0.04832001763881175	0.3176077987952846	0.17500702572506066	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	GBP1	MS_WM_vs_CON_WM	10	11	10.027485791432223	9.53605728924966	0.49142850218256307	0.8000728439177743	1.941672516094299	0.06818483072204742	0.36147659955799766	0.25333389914896365	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	CXCL10	MS_WM_vs_CON_WM	10	11	9.492508461603729	8.409190885407105	1.0833175761966238	0.7361200117292042	1.7520621445206943	0.09617284993826129	0.5981807429310829	0.3131279518563127	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	STAT1	MS_WM_vs_CON_WM	10	11	10.769226205105904	10.231326595237705	0.5378996098681981	0.6835132062150272	1.5844640618362924	0.1363451431707629	0.36559100257967514	0.2571928193649411	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	CTSS	MS_WM_vs_CON_WM	10	11	13.078209620035372	12.888336197394699	0.18987342264067308	0.6388917205212462	1.5378385276560829	0.14071591188652435	0.289290238283167	0.024131589004829774	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	LAMP3	MS_WM_vs_CON_WM	10	11	5.97419427971815	4.861449822553196	1.112744457164954	0.6035372974366917	1.4816225643094276	0.15888527072636688	0.41981195868446336	0.6714520951882987	HC3 robust SE; covariates disease, region, age, sex	0.31777054145273376
gene	LAMP1	MS_WM_vs_CON_WM	10	11	12.261967336437134	12.099707777238866	0.16225955919826873	0.49935684843165407	1.173918915191457	0.25694907984155396	0.020902963734722557	0.9036707728334518	HC3 robust SE; covariates disease, region, age, sex	0.44476017545552504
gene	LAMP2	MS_WM_vs_CON_WM	10	11	12.146416208135033	12.011577929606728	0.13483827852830466	0.4676148239106621	1.099040973851178	0.2874373653306042	0.07972932439293101	0.5308787018897763	HC3 robust SE; covariates disease, region, age, sex	0.44476017545552504
gene	CXCR4	MS_WM_vs_CON_WM	10	11	14.061004342843294	13.74891749718671	0.31208684565658373	0.4215814445672457	1.0312234107056786	0.3176858396110893	0.9729067248667964	0.04471452220120355	HC3 robust SE; covariates disease, region, age, sex	0.44476017545552504
gene	CIITA	MS_WM_vs_CON_WM	10	11	11.971245526809515	12.130474562861957	-0.15922903605244265	-0.24168364296884293	-0.5709471098103927	0.5752493711426078	-0.12634336261654194	0.7136297298373965	HC3 robust SE; covariates disease, region, age, sex	0.7321355632724099
gene	CTSB	MS_WM_vs_CON_WM	10	11	15.357356554454594	15.417352018533546	-0.059995464078951954	-0.10333131757203128	-0.23978583967802997	0.8140537383462653	-0.2068212743451191	0.4611398973967805	HC3 robust SE; covariates disease, region, age, sex	0.9497293614039762
gene	IRF1	MS_WM_vs_CON_WM	10	11	10.364342633214994	10.39474080718185	-0.030398173966856845	-0.041879168293785296	-0.09895076892311558	0.9222930745319915	0.10218247138732617	0.7556017443510519	HC3 robust SE; covariates disease, region, age, sex	0.9786885809467265
gene	RFX5	MS_WM_vs_CON_WM	10	11	10.52554752440773	10.521217289263383	0.004330235144346162	0.011245397321076664	0.02707014877908763	0.9786885809467265	-0.031950967457268664	0.875717022882153	HC3 robust SE; covariates disease, region, age, sex	0.9786885809467265
gene	STAT1	MS_all_vs_CON_all	15	16	10.898847491094113	10.33719882437511	0.5616486667190035	0.6968119806037836	1.954008309542348	0.06411777919649668	0.36559100257967514	0.2571928193649411	HC3 robust SE; covariates disease, region, age, sex	0.3832447536463307
gene	GBP1	MS_all_vs_CON_all	15	16	9.785949051084334	9.299726115837071	0.48622293524726246	0.6427021903380521	1.8360097873665637	0.07667868251133096	0.36147659955799766	0.25333389914896365	HC3 robust SE; covariates disease, region, age, sex	0.3832447536463307
gene	CXCL10	MS_all_vs_CON_all	15	16	8.822016990666159	7.673255079341806	1.1487619113243523	0.6312983648266413	1.801572663552534	0.08212387578135658	0.5981807429310829	0.3131279518563127	HC3 robust SE; covariates disease, region, age, sex	0.3832447536463307
gene	CD44	MS_all_vs_CON_all	15	16	9.60942558736827	8.72853653374159	0.8808890536266798	0.5495740164569483	1.577747196554375	0.12553873121619108	1.4375730391223258	0.02003528874946113	HC3 robust SE; covariates disease, region, age, sex	0.40821564442166486
gene	CTSS	MS_all_vs_CON_all	15	16	13.0054243797618	12.827102854581018	0.17832152518078281	0.4963137506248155	1.4121088641706887	0.16893969467487693	0.289290238283167	0.024131589004829774	HC3 robust SE; covariates disease, region, age, sex	0.40821564442166486
gene	CXCR4	MS_all_vs_CON_all	15	16	13.42489310769191	12.52963800610212	0.8952551015897896	0.48102410787497235	1.3972962464049168	0.17494956189499922	0.9729067248667964	0.04471452220120355	HC3 robust SE; covariates disease, region, age, sex	0.40821564442166486
gene	CTSD	MS_all_vs_CON_all	15	16	13.740162373823894	13.458751268447324	0.28141110537657	0.4372271044005797	1.2260116544399418	0.23375434247802485	0.3176077987952846	0.17500702572506066	HC3 robust SE; covariates disease, region, age, sex	0.4675086849560497
gene	RFX5	MS_all_vs_CON_all	15	16	10.541121651555072	10.481016427383949	0.06010522417112263	0.13801655446578992	0.39484158680002696	0.6958509294677456	-0.031950967457268664	0.875717022882153	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
gene	LAMP3	MS_all_vs_CON_all	15	16	4.314027737747096	4.676209139357093	-0.36218140160999734	-0.138144118948865	-0.3915696908384797	0.6984971912169103	0.41981195868446336	0.6714520951882987	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
gene	CTSB	MS_all_vs_CON_all	15	16	15.3208463131651	15.396933337371648	-0.07608702420654723	-0.13578599672692002	-0.3809432613953724	0.7070202193230957	-0.2068212743451191	0.4611398973967805	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
gene	CIITA	MS_all_vs_CON_all	15	16	12.069737353748184	11.991518674367867	0.07821867938031701	0.11512057120842192	0.3283189073083668	0.7450628314062223	-0.12634336261654194	0.7136297298373965	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
gene	LAMP2	MS_all_vs_CON_all	15	16	12.029260244239262	11.999510804934129	0.029749439305133407	0.09705988030423288	0.27327275447536786	0.7870581934086436	0.07972932439293101	0.5308787018897763	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
gene	LAMP1	MS_all_vs_CON_all	15	16	12.031036784076347	11.993650969649565	0.03738581442678246	0.08571317618905432	0.241592666103748	0.8111631393330242	0.020902963734722557	0.9036707728334518	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
gene	IRF1	MS_all_vs_CON_all	15	16	10.245137019709158	10.194762312412756	0.05037470729640248	0.06639158551006943	0.1901241840613779	0.8505364493572998	0.10218247138732617	0.7556017443510519	HC3 robust SE; covariates disease, region, age, sex	0.8505364493572998
