label_noise	missing_rate	n_n240_nonnull_cells	median_absolute_power_change	minimum_absolute_power_change	maximum_absolute_power_change
0.05	0.0	12	-0.07433333333333332	-0.16400000000000003	-0.018000000000000016
0.05	0.2	12	-0.07733333333333325	-0.17133333333333334	-0.031333333333333296
0.1	0.0	12	-0.1543333333333333	-0.29866666666666675	-0.06
0.1	0.2	12	-0.16466666666666663	-0.31799999999999995	-0.04999999999999999
