n_requested	event_rate_target	odds_ratio_per_latent_sd	missing_rate	molecular_repeats	measurement_reliability_per_repeat	alpha	n_simulated_cohorts_baseline	n_valid_fits_baseline	valid_fit_rate_baseline	median_usable_n_across_seeds_baseline	median_events_across_seeds_baseline	conclusive_probability_baseline	conclusive_probability_ci_low_baseline	conclusive_probability_ci_high_baseline	minimum_seed_probability_baseline	maximum_seed_probability_baseline	n_simulated_cohorts_noisy	n_valid_fits_noisy	valid_fit_rate_noisy	median_usable_n_across_seeds_noisy	median_events_across_seeds_noisy	conclusive_probability_noisy	conclusive_probability_ci_low_noisy	conclusive_probability_ci_high_noisy	minimum_seed_probability_noisy	maximum_seed_probability_noisy	label_noise	absolute_power_change
240	0.3	2.0	0.0	1	0.7	0.05	1500	1500	1.0	240.0	72.0	0.97	0.96009451479647	0.9775043203265592	0.958	0.98	1500	1500	1.0	240.0	77.0	0.9313333333333332	0.9174028899486072	0.9430601544834496	0.924	0.94	0.05	-0.03866666666666674
240	0.3	2.0	0.0	2	0.7	0.05	1500	1500	1.0	240.0	72.0	0.9753333333333334	0.966186324588402	0.9820519299402788	0.97	0.982	1500	1500	1.0	240.0	77.0	0.9573333333333334	0.9458838815274476	0.96644633250716	0.952	0.964	0.05	-0.018000000000000016
240	0.3	2.0	0.2	1	0.7	0.05	1500	1500	1.0	192.0	58.0	0.9313333333333332	0.9174028899486072	0.9430601544834496	0.908	0.944	1500	1500	1.0	192.0	61.0	0.8526666666666667	0.8338293876604398	0.8697022205382589	0.84	0.86	0.05	-0.07866666666666655
240	0.3	2.0	0.2	2	0.7	0.05	1500	1500	1.0	192.0	58.0	0.9573333333333334	0.9458838815274476	0.96644633250716	0.95	0.962	1500	1500	1.0	193.0	62.0	0.9026666666666666	0.8866217869805335	0.9166543781461468	0.89	0.91	0.05	-0.05466666666666675
40	0.15	1.0	0.0	1	0.7	0.05	1500	1102	0.7346666666666667	40.0	6.0	0.0206666666666666	0.014597274166911	0.0291849067501696	0.016	0.028	1500	1432	0.9546666666666668	40.0	9.0	0.0346666666666666	0.0265334907872422	0.0451771660696733	0.026	0.04	0.1	0.014000000000000002
40	0.15	1.0	0.0	2	0.7	0.05	1500	1116	0.744	40.0	6.0	0.0246666666666666	0.0179480700597211	0.033813675411598	0.022	0.03	1500	1433	0.9553333333333334	40.0	9.0	0.0313333333333333	0.0236443308449256	0.0414166888834577	0.028	0.036	0.1	0.006666666666666703
40	0.15	1.0	0.2	1	0.7	0.05	1500	776	0.5173333333333333	32.0	5.0	0.0173333333333333	0.0118558715987426	0.0252766721898058	0.016	0.018	1500	1284	0.856	32.0	7.0	0.0273333333333333	0.0202118342835189	0.0368696208906259	0.016	0.034	0.1	0.009999999999999998
40	0.15	1.0	0.2	2	0.7	0.05	1500	802	0.5346666666666666	32.0	5.0	0.014	0.0091749413146921	0.0213079653453242	0.01	0.02	1500	1292	0.8613333333333333	32.0	7.0	0.0246666666666666	0.0179480700597211	0.033813675411598	0.018	0.032	0.1	0.0106666666666666
40	0.15	1.25	0.0	1	0.7	0.05	1500	1084	0.7226666666666667	40.0	6.0	0.034	0.0259537695242043	0.0444269599070047	0.03	0.04	1500	1433	0.9553333333333334	40.0	9.0	0.032	0.0242202185354456	0.0421707286186442	0.022	0.04	0.1	-0.0020000000000000018
40	0.15	1.25	0.0	2	0.7	0.05	1500	1131	0.754	40.0	6.0	0.0426666666666666	0.0335536674928401	0.0541161184725525	0.036	0.05	1500	1439	0.9593333333333334	40.0	9.0	0.032	0.0242202185354456	0.0421707286186442	0.024	0.038	0.1	-0.010666666666666602
40	0.15	1.25	0.2	1	0.7	0.05	1500	783	0.522	32.0	5.0	0.016	0.0107752683272818	0.0236974206098538	0.006	0.022	1500	1293	0.862	32.0	7.0	0.022	0.015707562217972	0.0307344735505214	0.008	0.032	0.1	0.005999999999999998
40	0.15	1.25	0.2	2	0.7	0.05	1500	793	0.5286666666666666	32.0	5.0	0.02	0.0140448852853234	0.0284073682060508	0.012	0.03	1500	1307	0.8713333333333333	32.0	7.0	0.0253333333333333	0.0185119686474783	0.0345797042495473	0.024	0.028	0.1	0.005333333333333301
40	0.15	1.5	0.0	1	0.7	0.05	1500	1124	0.7493333333333333	40.0	6.0	0.078	0.0654814092251446	0.0926745303026885	0.072	0.084	1500	1427	0.9513333333333334	40.0	9.0	0.0506666666666666	0.0406706518037009	0.0629582632701688	0.036	0.068	0.1	-0.027333333333333397
40	0.15	1.5	0.0	2	0.7	0.05	1500	1076	0.7173333333333334	40.0	6.0	0.0746666666666666	0.062423858620648	0.089082443778653	0.066	0.08	1500	1446	0.964	40.0	9.0	0.0706666666666666	0.0587649228346766	0.0847618150103858	0.064	0.084	0.1	-0.0040000000000000036
40	0.15	1.5	0.2	1	0.7	0.05	1500	785	0.5233333333333333	32.0	5.0	0.0426666666666666	0.0335536674928401	0.0541161184725525	0.032	0.052	1500	1276	0.8506666666666667	32.0	7.0	0.0386666666666666	0.030029770987519	0.049660450423635	0.036	0.04	0.1	-0.0040000000000000036
40	0.15	1.5	0.2	2	0.7	0.05	1500	812	0.5413333333333333	32.0	5.0	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.04	0.054	1500	1272	0.848	32.0	7.0	0.0426666666666666	0.0335536674928401	0.0541161184725525	0.034	0.052	0.1	-0.003999999999999997
40	0.15	2.0	0.0	1	0.7	0.05	1500	1111	0.7406666666666667	40.0	6.0	0.146	0.1290348996727205	0.1647736372771679	0.126	0.158	1500	1434	0.956	40.0	9.0	0.1026666666666666	0.0883076167017338	0.119055637577237	0.1	0.108	0.1	-0.04333333333333339
40	0.15	2.0	0.0	2	0.7	0.05	1500	1102	0.7346666666666667	40.0	6.0	0.1766666666666666	0.1581991209848884	0.1967860775474956	0.156	0.206	1500	1442	0.9613333333333334	40.0	9.0	0.112	0.0970212794578912	0.1289609587809696	0.098	0.12	0.1	-0.06466666666666661
40	0.15	2.0	0.2	1	0.7	0.05	1500	796	0.5306666666666666	32.0	5.0	0.0813333333333333	0.0685461561187387	0.0962594205376266	0.066	0.096	1500	1294	0.8626666666666667	32.0	7.0	0.07	0.058156228658245	0.084040581761111	0.054	0.086	0.1	-0.011333333333333293
40	0.15	2.0	0.2	2	0.7	0.05	1500	773	0.5153333333333333	32.0	5.0	0.0933333333333333	0.0796330472200307	0.1091112230990501	0.086	0.098	1500	1287	0.858	32.0	7.0	0.0826666666666666	0.0697739793628594	0.0976914521449187	0.066	0.096	0.1	-0.0106666666666667
40	0.3	1.0	0.0	1	0.7	0.05	1500	1495	0.9966666666666668	40.0	12.0	0.036	0.0276955880436974	0.0466749236646309	0.03	0.044	1500	1499	0.9993333333333332	40.0	13.0	0.0393333333333333	0.0306152774813827	0.0504048713554777	0.026	0.054	0.1	0.0033333333333332993
40	0.3	1.0	0.0	2	0.7	0.05	1500	1496	0.9973333333333332	40.0	12.0	0.0473333333333333	0.0376950244185929	0.0592842535267447	0.044	0.054	1500	1498	0.9986666666666668	40.0	14.0	0.04	0.0312015305103439	0.051148545752223	0.032	0.046	0.1	-0.007333333333333296
40	0.3	1.0	0.2	1	0.7	0.05	1500	1473	0.982	32.0	10.0	0.0373333333333333	0.0288610715093911	0.0481692950503501	0.032	0.04	1500	1486	0.9906666666666668	32.0	11.0	0.04	0.0312015305103439	0.051148545752223	0.038	0.044	0.1	0.002666666666666699
40	0.3	1.0	0.2	2	0.7	0.05	1500	1467	0.978	32.0	9.0	0.036	0.0276955880436974	0.0466749236646309	0.026	0.048	1500	1488	0.992	32.0	11.0	0.038	0.0294450293082071	0.0489152646772405	0.036	0.04	0.1	0.0020000000000000018
40	0.3	1.25	0.0	1	0.7	0.05	1500	1497	0.998	40.0	12.0	0.052	0.0418646316973971	0.0644241382278854	0.046	0.062	1500	1499	0.9993333333333332	40.0	14.0	0.046	0.0365087224569012	0.0578107006370235	0.038	0.052	0.1	-0.005999999999999998
40	0.3	1.25	0.0	2	0.7	0.05	1500	1495	0.9966666666666668	40.0	12.0	0.06	0.0490685293610026	0.073179369672757	0.056	0.062	1500	1498	0.9986666666666668	40.0	14.0	0.052	0.0418646316973971	0.0644241382278854	0.046	0.056	0.1	-0.008
40	0.3	1.25	0.2	1	0.7	0.05	1500	1463	0.9753333333333334	32.0	9.0	0.04	0.0312015305103439	0.051148545752223	0.036	0.044	1500	1491	0.994	32.0	11.0	0.044	0.0347337907182165	0.0555958500985889	0.028	0.054	0.1	0.003999999999999997
40	0.3	1.25	0.2	2	0.7	0.05	1500	1469	0.9793333333333332	32.0	9.0	0.0506666666666666	0.0406706518037009	0.0629582632701688	0.046	0.058	1500	1482	0.988	32.0	11.0	0.038	0.0294450293082071	0.0489152646772405	0.024	0.054	0.1	-0.012666666666666604
40	0.3	1.5	0.0	1	0.7	0.05	1500	1496	0.9973333333333332	40.0	12.0	0.1426666666666666	0.1258799308747701	0.1612789689465862	0.132	0.148	1500	1498	0.9986666666666668	40.0	14.0	0.09	0.0765454288549283	0.1055492043356205	0.08	0.098	0.1	-0.05266666666666661
40	0.3	1.5	0.0	2	0.7	0.05	1500	1495	0.9966666666666668	40.0	12.0	0.1573333333333333	0.1397849855186522	0.1766323176682454	0.152	0.16	1500	1499	0.9993333333333332	40.0	14.0	0.0973333333333333	0.083345621853853	0.1133782130194664	0.088	0.108	0.1	-0.06
40	0.3	1.5	0.2	1	0.7	0.05	1500	1470	0.98	32.0	9.0	0.094	0.0802512572688644	0.1098229404759229	0.082	0.11	1500	1492	0.9946666666666668	32.0	11.0	0.0693333333333333	0.0575478680802832	0.0833190149133664	0.05	0.084	0.1	-0.024666666666666698
40	0.3	1.5	0.2	2	0.7	0.05	1500	1471	0.9806666666666668	32.0	9.0	0.1006666666666666	0.0864453274698467	0.1169281445320049	0.09	0.114	1500	1486	0.9906666666666668	32.0	11.0	0.0826666666666666	0.0697739793628594	0.0976914521449187	0.068	0.09	0.1	-0.018000000000000002
40	0.3	2.0	0.0	1	0.7	0.05	1500	1495	0.9966666666666668	40.0	12.0	0.308	0.2851520341310773	0.3318288672654724	0.29	0.328	1500	1500	1.0	40.0	14.0	0.1833333333333333	0.1645690565789402	0.203715416210508	0.172	0.196	0.1	-0.1246666666666667
40	0.3	2.0	0.0	2	0.7	0.05	1500	1491	0.994	40.0	12.0	0.298	0.2753936478109385	0.3216383422000147	0.292	0.302	1500	1500	1.0	40.0	14.0	0.1966666666666666	0.1773374798513146	0.2175455414522621	0.194	0.198	0.1	-0.10133333333333339
40	0.3	2.0	0.2	1	0.7	0.05	1500	1466	0.9773333333333334	32.0	10.0	0.222	0.2016935824669515	0.2437266810134694	0.202	0.252	1500	1492	0.9946666666666668	32.0	11.0	0.1266666666666666	0.1107832706155024	0.1444573709888997	0.11	0.136	0.1	-0.09533333333333341
40	0.3	2.0	0.2	2	0.7	0.05	1500	1469	0.9793333333333332	32.0	9.0	0.254	0.2326188778198833	0.2766379020944459	0.234	0.274	1500	1489	0.9926666666666668	32.0	11.0	0.1586666666666666	0.1410519578690817	0.1780252001692288	0.142	0.17	0.1	-0.09533333333333341
60	0.15	1.0	0.0	1	0.7	0.05	1500	1433	0.9553333333333334	60.0	9.0	0.04	0.0312015305103439	0.051148545752223	0.036	0.044	1500	1500	1.0	60.0	13.0	0.0366666666666666	0.028277917491892	0.0474225216421428	0.028	0.046	0.1	-0.0033333333333334034
60	0.15	1.0	0.0	2	0.7	0.05	1500	1448	0.9653333333333334	60.0	9.0	0.0433333333333333	0.0341434035677698	0.0548563098233292	0.034	0.052	1500	1495	0.9966666666666668	60.0	13.0	0.0513333333333333	0.0412673852003048	0.0636914572992713	0.04	0.066	0.1	0.008
60	0.15	1.0	0.2	1	0.7	0.05	1500	1294	0.8626666666666667	48.0	7.0	0.0306666666666666	0.0230694738882114	0.0406616184144655	0.028	0.032	1500	1481	0.9873333333333332	48.0	10.0	0.0446666666666666	0.0353248150778835	0.0563347531646283	0.038	0.05	0.1	0.013999999999999999
60	0.15	1.0	0.2	2	0.7	0.05	1500	1323	0.882	48.0	7.0	0.0346666666666666	0.0265334907872422	0.0451771660696733	0.026	0.04	1500	1479	0.986	48.0	10.0	0.042	0.0329645968914412	0.053375261648245	0.036	0.046	0.1	0.0073333333333334
60	0.15	1.25	0.0	1	0.7	0.05	1500	1441	0.9606666666666668	60.0	9.0	0.0546666666666666	0.0442585691503609	0.0673499104777474	0.046	0.062	1500	1496	0.9973333333333332	60.0	13.0	0.0513333333333333	0.0412673852003048	0.0636914572992713	0.042	0.066	0.1	-0.0033333333333332993
60	0.15	1.25	0.0	2	0.7	0.05	1500	1435	0.9566666666666668	60.0	9.0	0.0673333333333333	0.0557248326251607	0.0811522680913696	0.062	0.074	1500	1498	0.9986666666666668	60.0	13.0	0.062	0.0508792623385554	0.0753584189723235	0.052	0.068	0.1	-0.005333333333333301
60	0.15	1.25	0.2	1	0.7	0.05	1500	1255	0.8366666666666667	48.0	7.0	0.0406666666666666	0.0317885125366015	0.0518914911516718	0.036	0.048	1500	1484	0.9893333333333332	48.0	10.0	0.04	0.0312015305103439	0.051148545752223	0.03	0.05	0.1	-0.0006666666666666002
60	0.15	1.25	0.2	2	0.7	0.05	1500	1294	0.8626666666666667	48.0	7.0	0.048	0.0382890436317582	0.0600201617392858	0.048	0.048	1500	1490	0.9933333333333332	48.0	10.0	0.0333333333333333	0.0253749660597865	0.0436758359457161	0.032	0.036	0.1	-0.014666666666666703
60	0.15	1.5	0.0	1	0.7	0.05	1500	1429	0.9526666666666668	60.0	9.0	0.132	0.115806434515104	0.1500736264949494	0.11	0.15	1500	1498	0.9986666666666668	60.0	13.0	0.0786666666666666	0.0660937962280234	0.0933920707255161	0.062	0.094	0.1	-0.05333333333333341
60	0.15	1.5	0.0	2	0.7	0.05	1500	1442	0.9613333333333334	60.0	9.0	0.1553333333333333	0.1378853958051953	0.174542125104583	0.154	0.158	1500	1500	1.0	60.0	13.0	0.0906666666666666	0.0771624875022295	0.1062620731140257	0.068	0.106	0.1	-0.06466666666666669
60	0.15	1.5	0.2	1	0.7	0.05	1500	1298	0.8653333333333333	48.0	7.0	0.1	0.0858249705381975	0.1162185740379477	0.09	0.116	1500	1485	0.99	48.0	10.0	0.0713333333333333	0.0593739462957559	0.0854827189750129	0.056	0.08	0.1	-0.0286666666666667
60	0.15	1.5	0.2	2	0.7	0.05	1500	1294	0.8626666666666667	48.0	7.0	0.1106666666666666	0.0957742468581943	0.1275481365292536	0.104	0.116	1500	1471	0.9806666666666668	48.0	11.0	0.07	0.058156228658245	0.084040581761111	0.068	0.072	0.1	-0.04066666666666659
60	0.15	2.0	0.0	1	0.7	0.05	1500	1432	0.9546666666666668	60.0	9.0	0.2806666666666667	0.2585105280581353	0.3039433488844509	0.276	0.286	1500	1495	0.9966666666666668	60.0	13.0	0.1746666666666666	0.1562900840860951	0.1947053321691695	0.17	0.182	0.1	-0.10600000000000007
60	0.15	2.0	0.0	2	0.7	0.05	1500	1431	0.954	60.0	9.0	0.3326666666666666	0.3092767784432088	0.3569114377044786	0.324	0.34	1500	1499	0.9993333333333332	60.0	13.0	0.1886666666666666	0.1696719700169613	0.2092519221781383	0.18	0.198	0.1	-0.14400000000000002
60	0.15	2.0	0.2	1	0.7	0.05	1500	1300	0.8666666666666667	48.0	7.0	0.2046666666666666	0.1850158105994301	0.2258263398126237	0.186	0.226	1500	1488	0.992	48.0	11.0	0.1333333333333333	0.1170636821385925	0.1514762337228738	0.118	0.146	0.1	-0.0713333333333333
60	0.15	2.0	0.2	2	0.7	0.05	1500	1285	0.8566666666666667	48.0	7.0	0.26	0.2384354098165712	0.2827907169291159	0.24	0.28	1500	1477	0.9846666666666668	48.0	11.0	0.146	0.1290348996727205	0.1647736372771679	0.124	0.172	0.1	-0.11400000000000002
60	0.3	1.0	0.0	1	0.7	0.05	1500	1500	1.0	60.0	18.0	0.0413333333333333	0.0323762067224107	0.0526337243915691	0.03	0.058	1500	1500	1.0	60.0	20.0	0.038	0.0294450293082071	0.0489152646772405	0.03	0.042	0.1	-0.0033333333333332993
60	0.3	1.0	0.0	2	0.7	0.05	1500	1500	1.0	60.0	18.0	0.0366666666666666	0.028277917491892	0.0474225216421428	0.032	0.046	1500	1500	1.0	60.0	20.0	0.044	0.0347337907182165	0.0555958500985889	0.04	0.05	0.1	0.0073333333333334
60	0.3	1.0	0.2	1	0.7	0.05	1500	1499	0.9993333333333332	48.0	14.0	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.036	0.054	1500	1500	1.0	48.0	16.0	0.04	0.0312015305103439	0.051148545752223	0.026	0.06	0.1	-0.006666666666666599
60	0.3	1.0	0.2	2	0.7	0.05	1500	1500	1.0	48.0	14.0	0.042	0.0329645968914412	0.053375261648245	0.03	0.05	1500	1500	1.0	48.0	16.0	0.042	0.0329645968914412	0.053375261648245	0.04	0.046	0.1	0.0
60	0.3	1.25	0.0	1	0.7	0.05	1500	1500	1.0	60.0	18.0	0.092	0.0783973068600983	0.1076871086075697	0.084	0.106	1500	1500	1.0	60.0	20.0	0.0693333333333333	0.0575478680802832	0.0833190149133664	0.068	0.07	0.1	-0.022666666666666696
60	0.3	1.25	0.0	2	0.7	0.05	1500	1500	1.0	60.0	18.0	0.102	0.0876866523121941	0.1183466745410703	0.09	0.112	1500	1500	1.0	60.0	20.0	0.0726666666666666	0.0605929643067156	0.0869235558154661	0.07	0.074	0.1	-0.029333333333333392
60	0.3	1.25	0.2	1	0.7	0.05	1500	1499	0.9993333333333332	48.0	14.0	0.0633333333333333	0.0520883999025476	0.0768091362597442	0.04	0.084	1500	1500	1.0	48.0	16.0	0.054	0.0436593593356264	0.0666191928667754	0.046	0.058	0.1	-0.009333333333333298
60	0.3	1.25	0.2	2	0.7	0.05	1500	1499	0.9993333333333332	48.0	14.0	0.0806666666666666	0.0679326507208397	0.0955429985098191	0.078	0.086	1500	1500	1.0	48.0	16.0	0.048	0.0382890436317582	0.0600201617392858	0.04	0.062	0.1	-0.032666666666666594
60	0.3	1.5	0.0	1	0.7	0.05	1500	1500	1.0	60.0	18.0	0.1906666666666666	0.1715871126928113	0.2113265617794076	0.188	0.194	1500	1500	1.0	60.0	20.0	0.1306666666666666	0.1145497620148321	0.1486704441438085	0.128	0.132	0.1	-0.06
60	0.3	1.5	0.0	2	0.7	0.05	1500	1500	1.0	60.0	18.0	0.2086666666666666	0.1888596066984454	0.229962108267847	0.2	0.218	1500	1500	1.0	60.0	20.0	0.134	0.1176925193465633	0.1521773239406095	0.114	0.158	0.1	-0.0746666666666666
60	0.3	1.5	0.2	1	0.7	0.05	1500	1500	1.0	48.0	14.0	0.148	0.1309294076924961	0.1668689115345116	0.132	0.174	1500	1500	1.0	48.0	16.0	0.1053333333333333	0.0907934475950177	0.1218895163867788	0.096	0.114	0.1	-0.042666666666666686
60	0.3	1.5	0.2	2	0.7	0.05	1500	1500	1.0	48.0	14.0	0.166	0.1480283685069244	0.1856779912141568	0.142	0.18	1500	1500	1.0	48.0	16.0	0.114	0.0988931566673408	0.1310788638486393	0.096	0.128	0.1	-0.052000000000000005
60	0.3	2.0	0.0	1	0.7	0.05	1500	1500	1.0	60.0	18.0	0.474	0.4488298287445873	0.4993030016528621	0.442	0.502	1500	1500	1.0	60.0	20.0	0.2986666666666667	0.276043801518458	0.3223181159182018	0.274	0.318	0.1	-0.17533333333333329
60	0.3	2.0	0.0	2	0.7	0.05	1500	1500	1.0	60.0	18.0	0.522	0.4966975256950255	0.5471900793532867	0.482	0.548	1500	1500	1.0	60.0	20.0	0.32	0.296878967635845	0.3440406274234203	0.314	0.324	0.1	-0.202
60	0.3	2.0	0.2	1	0.7	0.05	1500	1499	0.9993333333333332	48.0	14.0	0.3613333333333333	0.3374055498949792	0.3859695455580845	0.346	0.37	1500	1500	1.0	48.0	16.0	0.238	0.2171353515943784	0.2602031701029966	0.204	0.268	0.1	-0.1233333333333333
60	0.3	2.0	0.2	2	0.7	0.05	1500	1499	0.9993333333333332	48.0	14.0	0.416	0.3913021323540869	0.4411270120069035	0.404	0.432	1500	1500	1.0	48.0	16.0	0.258	0.2364959631162979	0.2807403813522699	0.234	0.282	0.1	-0.15799999999999997
80	0.15	1.0	0.0	1	0.7	0.05	1500	1487	0.9913333333333332	80.0	12.0	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.036	0.062	1500	1500	1.0	80.0	17.0	0.0386666666666666	0.030029770987519	0.049660450423635	0.03	0.05	0.1	-0.008
80	0.15	1.0	0.0	2	0.7	0.05	1500	1492	0.9946666666666668	80.0	12.0	0.038	0.0294450293082071	0.0489152646772405	0.036	0.04	1500	1500	1.0	80.0	17.0	0.044	0.0347337907182165	0.0555958500985889	0.034	0.054	0.1	0.005999999999999998
80	0.15	1.0	0.2	1	0.7	0.05	1500	1456	0.9706666666666668	64.0	9.0	0.0406666666666666	0.0317885125366015	0.0518914911516718	0.038	0.044	1500	1499	0.9993333333333332	64.0	14.0	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.028	0.058	0.1	0.005999999999999998
80	0.15	1.0	0.2	2	0.7	0.05	1500	1437	0.958	64.0	10.0	0.0406666666666666	0.0317885125366015	0.0518914911516718	0.036	0.046	1500	1500	1.0	64.0	14.0	0.0473333333333333	0.0376950244185929	0.0592842535267447	0.042	0.056	0.1	0.006666666666666696
80	0.15	1.25	0.0	1	0.7	0.05	1500	1496	0.9973333333333332	80.0	12.0	0.0806666666666666	0.0679326507208397	0.0955429985098191	0.07	0.1	1500	1500	1.0	80.0	18.0	0.0573333333333333	0.046660029622252	0.0702681597086819	0.044	0.066	0.1	-0.023333333333333296
80	0.15	1.25	0.0	2	0.7	0.05	1500	1487	0.9913333333333332	80.0	12.0	0.0853333333333333	0.0722327939521413	0.1005523472584624	0.062	0.1	1500	1500	1.0	80.0	17.0	0.0673333333333333	0.0557248326251607	0.0811522680913696	0.054	0.082	0.1	-0.018000000000000002
80	0.15	1.25	0.2	1	0.7	0.05	1500	1456	0.9706666666666668	64.0	10.0	0.0633333333333333	0.0520883999025476	0.0768091362597442	0.048	0.084	1500	1499	0.9993333333333332	64.0	14.0	0.0533333333333333	0.0430606275315808	0.0658879972451146	0.04	0.064	0.1	-0.009999999999999995
80	0.15	1.25	0.2	2	0.7	0.05	1500	1458	0.972	64.0	9.0	0.0733333333333333	0.0612029507097957	0.0876434968380924	0.066	0.088	1500	1497	0.998	64.0	14.0	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.044	0.052	0.1	-0.026666666666666707
80	0.15	1.5	0.0	1	0.7	0.05	1500	1494	0.996	80.0	12.0	0.162	0.1442213818062577	0.1815054133605849	0.146	0.174	1500	1500	1.0	80.0	18.0	0.0873333333333333	0.0740795894583	0.1026953340294231	0.078	0.102	0.1	-0.0746666666666667
80	0.15	1.5	0.0	2	0.7	0.05	1500	1496	0.9973333333333332	80.0	12.0	0.1926666666666666	0.1735030850539319	0.2134003716954063	0.176	0.202	1500	1500	1.0	80.0	17.5	0.1	0.0858249705381975	0.1162185740379477	0.094	0.108	0.1	-0.09266666666666659
80	0.15	1.5	0.2	1	0.7	0.05	1500	1450	0.9666666666666668	64.0	9.0	0.1386666666666666	0.1220982813307757	0.1570810539363421	0.116	0.154	1500	1497	0.998	64.0	14.0	0.0973333333333333	0.083345621853853	0.1133782130194664	0.092	0.106	0.1	-0.041333333333333305
80	0.15	1.5	0.2	2	0.7	0.05	1500	1456	0.9706666666666668	64.0	9.0	0.1493333333333333	0.1321930373455337	0.1682651367328869	0.122	0.168	1500	1499	0.9993333333333332	64.0	14.0	0.0946666666666666	0.0808696910366464	0.1105344341338473	0.088	0.106	0.1	-0.0546666666666667
80	0.15	2.0	0.0	1	0.7	0.05	1500	1496	0.9973333333333332	80.0	12.0	0.4086666666666667	0.3840533696056923	0.4337465730725275	0.37	0.428	1500	1500	1.0	80.0	18.0	0.208	0.1882187639992709	0.229273023541315	0.194	0.228	0.1	-0.2006666666666667
80	0.15	2.0	0.0	2	0.7	0.05	1500	1495	0.9966666666666668	80.0	12.0	0.4333333333333333	0.4084579972564933	0.4585492601728643	0.422	0.452	1500	1500	1.0	80.0	17.0	0.242	0.2210024300150527	0.2643156562365608	0.226	0.268	0.1	-0.1913333333333333
80	0.15	2.0	0.2	1	0.7	0.05	1500	1449	0.966	64.0	10.0	0.308	0.2851520341310773	0.3318288672654724	0.298	0.318	1500	1498	0.9986666666666668	64.0	14.0	0.174	0.1556539419472706	0.1940115468822876	0.166	0.188	0.1	-0.134
80	0.15	2.0	0.2	2	0.7	0.05	1500	1458	0.972	64.0	9.0	0.3506666666666667	0.3269278411609725	0.3751684154807883	0.34	0.364	1500	1500	1.0	64.0	14.0	0.2093333333333333	0.1895005327122388	0.23065110967976	0.198	0.22	0.1	-0.1413333333333334
80	0.3	1.0	0.0	1	0.7	0.05	1500	1500	1.0	80.0	24.0	0.0433333333333333	0.0341434035677698	0.0548563098233292	0.032	0.058	1500	1500	1.0	80.0	27.0	0.044	0.0347337907182165	0.0555958500985889	0.036	0.052	0.1	0.0006666666666666973
80	0.3	1.0	0.0	2	0.7	0.05	1500	1500	1.0	80.0	24.0	0.0353333333333333	0.0271141048965456	0.0459264793860763	0.032	0.04	1500	1500	1.0	80.0	27.0	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.042	0.05	0.1	0.0113333333333333
80	0.3	1.0	0.2	1	0.7	0.05	1500	1500	1.0	64.0	19.0	0.046	0.0365087224569012	0.0578107006370235	0.044	0.05	1500	1500	1.0	64.0	22.0	0.0406666666666666	0.0317885125366015	0.0518914911516718	0.03	0.046	0.1	-0.005333333333333398
80	0.3	1.0	0.2	2	0.7	0.05	1500	1500	1.0	64.0	19.0	0.0386666666666666	0.030029770987519	0.049660450423635	0.036	0.042	1500	1500	1.0	64.0	22.0	0.0526666666666666	0.0424623821086239	0.065156315242365	0.04	0.072	0.1	0.013999999999999999
80	0.3	1.25	0.0	1	0.7	0.05	1500	1500	1.0	80.0	24.0	0.106	0.0914153903923917	0.1225975010151112	0.102	0.114	1500	1500	1.0	80.0	27.0	0.07	0.058156228658245	0.084040581761111	0.058	0.082	0.1	-0.03599999999999999
80	0.3	1.25	0.0	2	0.7	0.05	1500	1500	1.0	80.0	24.0	0.1153333333333333	0.1001419446316277	0.1324899307357652	0.104	0.124	1500	1500	1.0	80.0	27.0	0.0766666666666666	0.0642575017349467	0.0912385829414735	0.072	0.08	0.1	-0.038666666666666696
80	0.3	1.25	0.2	1	0.7	0.05	1500	1500	1.0	64.0	19.0	0.0926666666666666	0.0790150630259206	0.1083992798674539	0.078	0.11	1500	1500	1.0	64.0	22.0	0.0666666666666666	0.0551178516702416	0.0804293216205823	0.058	0.076	0.1	-0.02600000000000001
80	0.3	1.25	0.2	2	0.7	0.05	1500	1500	1.0	64.0	19.0	0.0913333333333333	0.0777797809348639	0.1069747071070977	0.084	0.102	1500	1500	1.0	64.0	22.0	0.0713333333333333	0.0593739462957559	0.0854827189750129	0.054	0.088	0.1	-0.01999999999999999
80	0.3	1.5	0.0	1	0.7	0.05	1500	1500	1.0	80.0	24.0	0.2626666666666666	0.2410222661440329	0.2855235703044799	0.256	0.276	1500	1500	1.0	80.0	27.0	0.16	0.1423193880766707	0.1794176248130526	0.15	0.17	0.1	-0.1026666666666666
80	0.3	1.5	0.0	2	0.7	0.05	1500	1500	1.0	80.0	24.0	0.2966666666666667	0.2740935160023421	0.3202786191571983	0.286	0.308	1500	1500	1.0	80.0	27.0	0.1873333333333333	0.168395674131685	0.2078683632120017	0.18	0.2	0.1	-0.1093333333333334
