branch	gene	study_id	disease	contrast	contrast_type	feature_id	feature_label	metabolite_class	n_case	n_control	hedges_g_case_minus_control	p	fdr_within_study_contrast	expected_disease_sign	support_kind	supports_branch_direction	passes_nominal_effect_gate	passes_fdr10
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229734	4-Hydroxyhippuric acid	purine	18	20	0.2779474591214284	0.4008394181389177	0.7527563368592439	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229759	7-Methyluric acid	purine	15	18	-0.4188934110587181	0.2563054730579008	0.5829863471927167	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229838	Hippuric acid	purine	20	20	-0.3689880850990572	0.243360911902803	0.5734982669970834	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229842	Hypoxanthine	purine	20	20	0.2188239192098766	0.4848882246538794	0.8127360205606313	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229847	Inosine	unclassified	20	20	0.1170659413990626	0.7078326470136809	0.936495233169462	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229853	Lauric acid	purine	20	20	0.0711379983369714	0.819725187745539	0.9874965906234412	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229884	N6-Carbamoyl-L-threonyladenosine	purine	20	20	-0.3805909980386547	0.2271766644784736	0.5558972627624593	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229885	Succinyladenosine	purine	19	20	-0.2612426913283992	0.4140079959140994	0.7618113895503227	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229902	Paraxanthine	purine	14	19	-0.4190012444447289	0.263687913079928	0.5898926593062664	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229941	Uric acid	purine	20	20	-0.7338529114688859	0.0235092903680669	0.267368370118185	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000899	UC	UC_vs_control	disease_control	ME229946	Xanthine	purine	20	20	-0.1722529123387789	0.5817967412404488	0.8694557090698021	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME582982	3-Methylxanthine	purine	15	7	-0.3113974203995434	0.4032135926274091	0.6658854149697238	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME582990	Adenosine	purine	21	9	0.8907740971362876	0.05579973904937	0.2925207362510792	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583077	Hypoxanthine	purine	24	10	0.9858669286397194	0.0256264937644814	0.2072898606726945	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583081	Inosine	unclassified	24	10	0.5718319475807592	0.182250507765715	0.4639103834036382	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583201	Uric acid	purine	24	10	-0.5156619555839936	0.1194812584439226	0.4083678692355664	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583206	Xanthine	purine	24	10	0.483421403482538	0.1749524091432794	0.4580507694210783	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583207	1-Methyladenosine	purine	24	10	0.5881589152935734	0.1489453075356875	0.4325448077466159	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583208	4-Aminohippuric acid	purine	24	10	-0.6089948423386329	0.0918300910044043	0.3594210013505717	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583210	7-Methylxanthine	purine	20	9	-0.5943049110830001	0.0446672277609434	0.2709811817497238	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583229	Hippuric acid	purine	24	10	-0.42542737248272	0.2701062850671922	0.558628907752602	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583486	Inosine	unclassified	23	10	-0.3575436377136384	0.155789061639413	0.4328795300514989	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583489	1-Methyluric acid	purine	7	3	-0.0148621044533709	0.9810773926315328	1.0	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583490	1-Methylxanthine	purine	7	3	-0.7812706710352837	0.1081021830550096	0.3915342749455073	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583505	7-Methylxanthine	purine	11	8	-0.2656676741007884	0.5332637844687048	0.748007774746083	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583511	ADP	unclassified	23	10	-0.1723466620324685	0.6259604047634454	0.8122979940602285	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583517	AMP	unclassified	23	10	0.7930931811598266	0.0768734040379275	0.3348973836996439	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583520	ATP	unclassified	18	10	-0.3413080009094803	0.3490097227621104	0.6212202400264459	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583540	Hippuric acid	purine	23	10	-0.5259280437704809	0.1415983938514306	0.4207495131585366	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583542	Hypoxanthine	purine	23	10	0.3769421487516991	0.2242350748208401	0.507625054490186	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583547	Inosine	unclassified	22	9	0.5965482513884309	0.1280043320723549	0.4141651277718861	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583568	Salicyluric acid	purine	7	2	-2.2687781942244167		1.0	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583582	Uric acid	purine	23	10	-0.5124212507930973	0.0501433103833943	0.2827529278481293	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583584	Xanthine	purine	23	10	-0.1500685825918461	0.5771359152543434	0.7795082491746975	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583649	Lauric acid	purine	22	10	-0.870473884280765	0.0161211613602114	0.170089934351216	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week0_modsev_vs_mild	severity	ME583696	Salicyluric acid	purine	15	7	0.3884186412888081	0.4455363810697639	0.6911586461269216	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME582982	3-Methylxanthine	purine	18	15	1.042281690804992	0.0074820792947255	0.0231785264960007	1.0	normalizing_treatment_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME582990	Adenosine	purine	16	21	-0.3925428887370389	0.2633591609501932	0.4031444283623927	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583077	Hypoxanthine	purine	18	24	-1.034917616296864	0.0038645171357022	0.0134610931808193	1.0	normalizing_treatment_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583081	Inosine	unclassified	18	24	-0.8214092498692493	0.0136431711196929	0.0373392051696858	1.0	normalizing_treatment_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583201	Uric acid	purine	18	24	-0.2977173549874122	0.4087725054510245	0.5410273098850114	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583206	Xanthine	purine	18	24	-0.6338529628807885	0.0464871102983296	0.1013251984945628	1.0	normalizing_treatment_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583207	1-Methyladenosine	purine	15	24	-1.493317971240757	0.0001511490403827	0.0010003318308967	1.0	normalizing_treatment_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583208	4-Aminohippuric acid	purine	18	24	0.5838784762428086	0.0479948603789312	0.1033735454315441	1.0	normalizing_treatment_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583210	7-Methylxanthine	purine	18	20	1.496125367300576	5.2670986299410574e-05	0.0003994216461038	1.0	normalizing_treatment_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583229	Hippuric acid	purine	18	24	0.5364708699755213	0.0609429852483349	0.1256841168860844	1.0	normalizing_treatment_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583486	Inosine	unclassified	18	23	0.4113077464215524	0.1457816896926067	0.2538972968809037	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583489	1-Methyluric acid	purine	7	7	1.0622926121426013	0.0613307341247012	0.1257711956134719	1.0	normalizing_treatment_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583490	1-Methylxanthine	purine	9	7	0.5113570924212998	0.3169314708799529	0.4577899023821543	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583505	7-Methylxanthine	purine	17	11	1.5590353624853606	0.0019332053332003	0.0078876758327421	1.0	normalizing_treatment_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583511	ADP	unclassified	18	23	0.4591517516542106	0.1213824786245214	0.2187288228679495	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583517	AMP	unclassified	18	23	-0.2788106722892753	0.3960971891638012	0.5300712384397929	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583520	ATP	unclassified	15	18	0.4272073920821962	0.1987218881527771	0.3236454912197354	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583540	Hippuric acid	purine	18	23	0.6386176912330662	0.0307473001045908	0.0736316923557307	1.0	normalizing_treatment_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583542	Hypoxanthine	purine	18	23	-0.4663958350022535	0.1311794642648431	0.2340653185902102	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583547	Inosine	unclassified	15	22	-0.4938662084320016	0.1558280284206114	0.2675537846467101	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583568	Salicyluric acid	purine	15	7	2.0662906612286727	0.0002812247846016	0.0015748587937694	1.0	normalizing_treatment_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583582	Uric acid	purine	18	23	0.4778536131243903	0.0964700087626548	0.1796167938087282	1.0	normalizing_treatment_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583584	Xanthine	purine	18	23	0.0562413395183896	0.8437496077628601	0.8999152778625007	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583649	Lauric acid	purine	18	22	0.5008922860023297	0.1254427503701789	0.2254872154802228	1.0	normalizing_treatment_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	ME583696	Salicyluric acid	purine	17	15	1.7413781351832684	3.451239234309172e-05	0.0003009470545281	1.0	normalizing_treatment_shift	False	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002949	AS	AS_vs_control	disease_control	ME763778	Hypoxanthine	purine	51	47	1.9710010046590705	2.752773454956134e-16	1.4314421965771896e-15	1.0	disease_or_severity_shift	True	True	True
P2RX7_purinergic_inflammasome	P2RX7	ST002949	AS	AS_vs_control	disease_control	ME763799	Uric acid	purine	119	109	0.3490997749910042	0.0097177332535513	0.0140367258106853	1.0	disease_or_severity_shift	False	False	True
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME143119	1-Methylinosine	unclassified	30	30	-0.3396664617028865	0.1882195670617524	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME143211	5-Ethyl-5-(1-methyl-3-carboxypropyl)barbituric acid	purine	30	30	-0.2156840531437772	0.4008465736193429	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME143663	1-Methyladenosine	purine	30	30	-0.6237752709212587	0.0174633428948806	0.3568231120348217	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME143983	3-Methylxanthine	purine	30	30	-0.7695665852682866	0.0041315175955078	0.1463245815075688	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144166	3-Methylxanthine	purine	30	30	-0.6707425987155513	0.0108689775764431	0.2585840225790111	1.0	disease_or_severity_shift	False	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144712	1-Methylxanthine	purine	60	60	0.0532401598832176	0.7696785015988246	0.8223060914517356	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144747	1,3-Dimethyluric acid	purine	60	60	-0.0776612384529271	0.669362721224596	0.7419904969234566	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144754	Xanthine	purine	60	60	0.3457532654544701	0.0591006617946669	0.6389639130527016	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144762	1,3-Dimethyluric acid	purine	60	60	-0.1451693472535122	0.4251910143993629	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144817	Salicyluric acid	purine	60	60	0.410245658355128	0.0255755920530857	0.4458567751059776	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144834	1-Methylinosine	unclassified	60	60	0.1936969786113851	0.2878256733986258	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144835	1-Methyluric acid	purine	60	60	0.0498516297642784	0.783951296453034	0.8312856811191104	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144852	Hypoxanthine	purine	60	60	0.1820172842279353	0.3177974992401015	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144856	1-Methyluric acid	purine	60	60	-0.0475572688980142	0.7936616656354242	0.8390701688931723	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144889	Inosine	unclassified	60	60	0.1711922008515831	0.3473163283163781	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144890	Hypoxanthine	purine	60	60	0.0769034852560723	0.6723975459953144	0.744577793246505	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144897	Hippuric acid	purine	60	60	0.1736039833717951	0.3405742632091659	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME144906	Uric acid	purine	60	60	0.5294013391450787	0.0042429859634636	0.1478089372518081	1.0	disease_or_severity_shift	True	True	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145608	Uric acid	purine	73	73	0.10004817544537	0.5444078468818544	0.6617250487018148	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145618	Hypoxanthine	purine	73	72	0.1547145304929465	0.350852985671637	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145675	Uric acid	purine	63	65	0.1116554422926847	0.5259671069954702	0.6600324400192382	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145716	1-Methylinosine	unclassified	66	69	0.1113002894086281	0.5162874458984011	0.6595452643006072	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145720	3-Methylxanthine	purine	63	72	0.0925844611579037	0.5902015205633045	0.6853962457853358	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145727	3-Methylxanthine	purine	68	72	0.1187991921159698	0.4806669460610482	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145848	Paraxanthine	purine	73	74	0.0316158804344973	0.8473808597204431	0.8805302332058393	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145903	1-(5-Ketohexyl)-3-methylxanthine	purine	73	74	0.1275477773127541	0.4381082038357119	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME145940	Hippuric acid	purine	72	73	0.1179778988711136	0.4761598417025203	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME147686	1-Methyladenosine	purine	70	64	0.1801152688714395	0.2990343538357438	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME147851	1-Methyladenosine	purine	66	68	0.1050236097360847	0.5416974244890073	0.661175776587674	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME147864	Inosine	unclassified	62	67	0.1071876248516627	0.5412277197703564	0.6609821290298893	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME147869	4-Aminohippuric acid	purine	66	67	0.1329248047628463	0.4419741713518959	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME148271	Uric acid	purine	90	89	0.09643760002156	0.5181414035512464	0.6600324400192382	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME148338	Hippuric acid	purine	90	89	0.1387961204672672	0.3525806712751861	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
P2RX7_purinergic_inflammasome	P2RX7	ST000422	T1D	T1D_vs_control	disease_control	ME148557	Lauric acid	purine	90	89	0.1516721857771434	0.3098145182518033	0.6589388869200841	1.0	disease_or_severity_shift	False	False	False
