dataset	comparison	feature_type	feature	n_case	n_control	mean_case	mean_control	delta	hedges_g	p	limitation	positive_fraction	fdr_within_feature
GSE75214	UC_active_colon_vs_control_colon	gene	ACSL1	74	11	8.692527764878378	7.537958154181819	1.1545696106965586	1.1360781513194962	8.611370370899762e-09	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.8704567902999206e-08
GSE75214	UC_active_colon_vs_control_colon	gene	APOE	74	11	7.760350847364864	7.364551661636364	0.39579918572850037	1.4495460480003988	1.8077460847204347e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	3.6154921694408694e-06
GSE75214	UC_active_colon_vs_control_colon	gene	GPNMB	74	11	8.771908879621622	8.142627553	0.6292813266216211	0.7187623923736579	0.1732938563403194	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.19254872926702157
GSE75214	UC_active_colon_vs_control_colon	gene	LPL	74	11	6.336498559621622	5.744129520454545	0.5923690391670764	1.7031665436186763	1.3683820695818654e-08	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.2806367826364424e-08
GSE75214	UC_active_colon_vs_control_colon	gene	TREM2	74	11	5.615501194594594	5.668461701454546	-0.052960506859951906	-0.23368187639790158	0.4030303715054775	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.5757576735792534
GSE75214	UC_active_colon_vs_control_colon	gene	SPP1	74	11	8.230881165094594	5.920311585909091	2.310569579185503	1.6616351626834418	4.783381060525353e-12	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.3916905302626764e-11
GSE75214	UC_active_colon_vs_control_colon	gene	PLIN2	74	11	7.950997926972973	8.58267044381818	-0.6316725168452075	-1.4268899853139556	0.0062668575727021425	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.007833571965877677
GSE75214	UC_active_colon_vs_control_colon	gene	CD36	74	11	6.018175366243243	6.11848970390909	-0.1003143376658473	-0.16129607312689415	0.6667330679336312	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.7408145199262568
GSE75214	UC_active_colon_vs_control_colon	gene	C1QA	74	11	7.67513844939189	6.884602587363636	0.7905358620282543	1.4330682616649058	0.0006633896557322881	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0008292370696653602
GSE75214	UC_active_colon_vs_control_colon	gene	C1QB	74	11	9.178542815202702	8.492561587909092	0.6859812272936097	0.9458899571242128	0.032077160011422724	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0356412889015808
GSE75214	UC_active_colon_vs_control_colon	gene	C1QC	74	11	9.37241875441892	8.758452986636364	0.6139657677825561	0.8730816247063571	0.05049330246507112	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.05049330246507112
GSE75214	UC_active_colon_vs_control_colon	gene	CD68	74	11	10.48669410668919	9.732272386272728	0.7544217204164632	1.9779444315258932	0.00016866006548021107	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0002529900982203166
GSE75214	UC_active_colon_vs_control_colon	gene	CTSB	74	11	10.77348985945946	10.128933208727274	0.644556650732186	2.083285423655998	1.7291576813891725e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	3.4583153627783454e-06
GSE75214	UC_active_colon_vs_control_colon	gene	CTSD	74	11	11.109311969189188	11.358984805454547	-0.24967283626535952	-0.8461373779477455	0.0003755816175537645	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0005365451679339493
GSE75214	UC_active_colon_vs_control_colon	gene	LAMP1	74	11	10.533945199189189	10.499310034545454	0.03463516464373484	0.24777245383159155	0.3119120800727186	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.38989010009089825
GSE75214	UC_active_colon_vs_control_colon	gene	NAMPT	74	11	11.574553715506756	10.47177625281818	1.1027774626885751	2.1509225928405344	3.5820551969116617e-10	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.731288315058659e-10
GSE75214	UC_active_colon_vs_control_colon	gene	IFI30	74	11	10.44912046158108	9.082592707454546	1.3665277541265333	2.3620646580264135	1.202974439234111e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.5037180490426389e-05
GSE75214	UC_active_colon_vs_control_colon	gene	ASAH1	74	11	9.848945918554053	9.990993055272726	-0.14204713671867353	-0.5997526066297064	0.14420440309999016	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.1802555038749877
GSE75214	UC_active_colon_vs_control_colon	gene	TPP1	74	11	9.558856492797297	9.446743647181819	0.11211284561547785	0.4526826138989747	0.03667875031677217	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.061131250527953616
GSE75214	UC_active_colon_vs_control_colon	gene	LIPA	74	11	8.7680886485	8.061606497636363	0.7064821508636356	1.3892801304777955	0.02957144832024454	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.03285716480027171
GSE75214	UC_active_colon_vs_control_colon	gene	IL1B	74	11	9.570535447797297	5.951961008909091	3.6185744388882064	2.610429658530411	5.134980977945851e-22	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.134980977945851e-21
GSE75214	UC_active_colon_vs_control_colon	gene	TNF	74	11	6.8370851375	6.102041087909092	0.7350440495909076	1.4394031320224985	1.195995218266685e-10	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.979976091333425e-10
GSE75214	UC_active_colon_vs_control_colon	gene	CXCL10	74	11	8.82602458358108	5.906671391181818	2.919353192399263	2.3565708191784998	3.4421745437291385e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.736957572881898e-07
GSE75214	UC_active_colon_vs_control_colon	gene	FCGR3A	74	11	6.782957832891892	5.4918209101818185	1.2911369227100735	2.1813335210885807	6.071179262539693e-12	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	8.094905683386258e-12
GSE75214	UC_active_colon_vs_control_colon	gene	MSR1	74	11	5.691036079972973	5.409048652818182	0.28198742715479064	0.39233496301428517	0.3105745966616448	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.388218245827056
GSE75214	UC_active_colon_vs_control_colon	gene	MARCO	74	11	6.384513384486486	6.429713808363636	-0.04520042387714973	-0.16159552617314019	0.5702158774127316	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.8145941105896165
GSE75214	UC_active_colon_vs_control_colon	gene	MERTK	74	11	7.1958374202162165	7.3050193680909095	-0.10918194787469293	-0.2479619291657955	0.41273742824944726	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.4585971424993859
GSE75214	CD_active_ileum_vs_control_ileum	gene	ACSL1	51	11	7.901205109431372	6.791908462818181	1.109296646613191	1.0837909812552056	0.000640028155961989	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0009143259370885557
GSE75214	CD_active_ileum_vs_control_ileum	gene	APOE	51	11	7.408320001058822	7.235268113545455	0.17305188751336686	0.4658994008331568	0.06368639928171961	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.07076266586857734
GSE75214	CD_active_ileum_vs_control_ileum	gene	GPNMB	51	11	7.931509148784313	7.539106301272727	0.39240284751158594	0.3446415760160748	0.17276053612535375	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.21595067015669217
GSE75214	CD_active_ileum_vs_control_ileum	gene	LPL	51	11	7.930804219705881	6.47262497018182	1.4581792495240613	1.7928197332828406	6.530737036587019e-10	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.176912345529006e-09
GSE75214	CD_active_ileum_vs_control_ileum	gene	TREM2	51	11	5.526061319980393	5.600259738454546	-0.0741984184741531	-0.3916426462977564	0.2391564672528205	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.39859411208803414
GSE75214	CD_active_ileum_vs_control_ileum	gene	SPP1	51	11	7.220450859039215	5.786346989181818	1.4341038698573971	0.9283571128437142	7.304304746263274e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.8260761865658186e-06
GSE75214	CD_active_ileum_vs_control_ileum	gene	PLIN2	51	11	9.360327983784314	10.22458314109091	-0.8642551573065962	-1.2891304189604917	2.473159956087339e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	8.243866520291129e-07
GSE75214	CD_active_ileum_vs_control_ileum	gene	CD36	51	11	7.386094679098039	7.792827491090909	-0.40673281199287015	-0.34140887690179983	0.19643061677419163	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.24553827096773953
GSE75214	CD_active_ileum_vs_control_ileum	gene	C1QA	51	11	7.478309582039216	7.088161225818182	0.39014835622103394	0.6274656691772942	0.015353613019425049	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.017059570021583387
GSE75214	CD_active_ileum_vs_control_ileum	gene	C1QB	51	11	8.925570232117648	8.312511284727274	0.6130589473903747	0.8208739617096448	0.0007913632627515423	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.000989204078439428
GSE75214	CD_active_ileum_vs_control_ileum	gene	C1QC	51	11	9.27096044947059	8.793204765636364	0.47775568383422495	0.6887395421714879	0.011458810903219723	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.01309578388939397
GSE75214	CD_active_ileum_vs_control_ileum	gene	CD68	51	11	10.92515561135294	11.264755005454544	-0.33959939410160445	-1.1855314474301075	6.572777168226993e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.00013145554336453985
GSE75214	CD_active_ileum_vs_control_ileum	gene	CTSB	51	11	10.520839586333333	10.22008293090909	0.3007566554242427	0.9846697484062251	4.769330112962075e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	6.813328732802963e-05
GSE75214	CD_active_ileum_vs_control_ileum	gene	CTSD	51	11	11.313480261764706	11.67794713818182	-0.3644668764171133	-1.613373250106398	2.9691702991127127e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.9383405982254254e-05
GSE75214	CD_active_ileum_vs_control_ileum	gene	LAMP1	51	11	10.64559393745098	10.888606747272727	-0.2430128098217459	-1.9221003774198895	0.00019533034638378368	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0019533034638378366
GSE75214	CD_active_ileum_vs_control_ileum	gene	NAMPT	51	11	11.022070145039216	9.992936308681818	1.0291338363573974	1.823282910831612	5.043865488820272e-08	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	6.725153985093696e-08
GSE75214	CD_active_ileum_vs_control_ileum	gene	IFI30	51	11	10.56650095219608	9.653995515636364	0.9125054365597158	1.6796246524482608	5.741546464685397e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	9.569244107808995e-07
GSE75214	CD_active_ileum_vs_control_ileum	gene	ASAH1	51	11	9.648532418196078	9.685330798818182	-0.03679838062210372	-0.18299655431442025	0.621786062526849	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.6908734028076099
GSE75214	CD_active_ileum_vs_control_ileum	gene	TPP1	51	11	9.92893823909804	10.36325425	-0.43431601090196104	-1.837757642859854	7.531781950714347e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	7.5317819507143465e-06
GSE75214	CD_active_ileum_vs_control_ileum	gene	LIPA	51	11	9.86628224837255	10.584223122727272	-0.7179408743547224	-0.9867622443802092	1.3491450440744113e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.248575073457352e-06
GSE75214	CD_active_ileum_vs_control_ileum	gene	IL1B	51	11	8.76621677364706	5.644800338909092	3.1214164347379674	1.915893181905735	5.838399438086705e-13	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.4595998595216763e-12
GSE75214	CD_active_ileum_vs_control_ileum	gene	TNF	51	11	6.8410570551176475	6.56585257409091	0.2752044810267371	0.48245781127193216	0.08479845291346036	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.08479845291346036
GSE75214	CD_active_ileum_vs_control_ileum	gene	CXCL10	51	11	9.316640850803921	6.948009047727274	2.3686318030766476	1.8494045752376216	1.8666870282602067e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	3.7333740565204135e-07
GSE75214	CD_active_ileum_vs_control_ileum	gene	FCGR3A	51	11	6.436318637823529	5.311332707090909	1.1249859307326204	1.7937320537723194	6.6023919002870555e-15	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.3204783800574111e-14
GSE75214	CD_active_ileum_vs_control_ileum	gene	MSR1	51	11	5.100322238196078	4.652478812818182	0.44784342537789623	0.862612459379895	3.948915381035194e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.00013163051270117314
GSE75214	CD_active_ileum_vs_control_ileum	gene	MARCO	51	11	6.429480846058824	6.465843680999999	-0.036362834941175315	-0.13315068162563704	0.727981919115898	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.8088687990176644
GSE75214	CD_active_ileum_vs_control_ileum	gene	MERTK	51	11	7.301334291941177	7.344819587181818	-0.043485295240641264	-0.11523420590250914	0.6278431454470811	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.6278431454470811
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	ACSL1	74	23	8.692527764878378	7.270414592739131	1.4221131721392464	1.480587755912564	1.4787069574290927e-15	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.4787069574290928e-14
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	APOE	74	23	7.760350847364864	7.3487951511739125	0.4115556961909519	1.5653649330150983	7.903362224510102e-12	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.6344540748367005e-11
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	GPNMB	74	23	8.771908879621622	7.9186178576521735	0.8532910219694481	1.0121876526903253	0.0009911978230193953	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0014159968900277074
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	LPL	74	23	6.336498559621622	5.821948891086956	0.5145496685346655	1.4839342893735545	4.8907894084484675e-09	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.222697352112117e-08
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	TREM2	74	23	5.615501194594594	5.615068892043477	0.0004323025511165923	0.0018839601299221614	0.9935673828823606	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.9935673828823607
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	SPP1	74	23	8.230881165094594	6.170809665826087	2.060071499268507	1.5492298909316462	3.1796391125944004e-14	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	3.1796391125944004e-13
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	PLIN2	74	23	7.950997926972973	7.716303094565218	0.23469483240775535	0.5982224218067509	0.005177080408025905	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.007395829154322722
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	CD36	74	23	6.018175366243243	6.032899616391304	-0.014724250148060669	-0.023203721390041916	0.9293631356289146	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.9293631356289145
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	C1QA	74	23	7.67513844939189	6.915440249260869	0.7596982001310213	1.3692722158510315	1.9465576355269276e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	3.893115271053855e-06
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	C1QB	74	23	9.178542815202702	8.420723654826087	0.7578191603766147	1.0432455292888312	0.0003060747725903782	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.00043724967512911176
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	C1QC	74	23	9.37241875441892	8.69176254978261	0.6806562046363105	0.9554480285896605	0.0011314145544036342	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0015085527392048456
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	CD68	74	23	10.48669410668919	9.753780094826089	0.7329140118631017	1.7960179577236508	4.895333342423405e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.937200005454043e-06
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	CTSB	74	23	10.77348985945946	10.08637219378261	0.6871176656768494	2.337481331830995	1.665028709216521e-17	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.550095697388403e-17
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	CTSD	74	23	11.109311969189188	11.391947219565218	-0.2826352503760301	-0.963808343867871	2.3588041463420593e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.897010365855148e-05
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	LAMP1	74	23	10.533945199189189	10.501045418260867	0.032899780928321576	0.22031613056599697	0.39074202837315997	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.39074202837315997
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	NAMPT	74	23	11.574553715506756	10.125075622630435	1.449478092876321	2.6755075417492598	5.315189990366626e-13	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.4173839974311004e-12
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	IFI30	74	23	10.44912046158108	9.244530465695654	1.204589995885426	2.2303092087378937	5.015981000102978e-15	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.6719936667009928e-14
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	ASAH1	74	23	9.848945918554053	9.955875830956522	-0.10692991240246918	-0.47835809196689916	0.039936401969852264	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.06656066994975378
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	TPP1	74	23	9.558856492797297	9.461909695608696	0.09694679718860044	0.3430425093517284	0.22531359012057042	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.281641987650713
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	LIPA	74	23	8.7680886485	8.149955746000002	0.6181329024999975	1.3098429233205526	9.279164022328124e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.00013255948603325892
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	IL1B	74	23	9.570535447797297	7.1393751896956505	2.431160258101647	1.738632536186181	7.57842556225863e-11	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.263070927043105e-10
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	TNF	74	23	6.8370851375	6.334529773608694	0.5025553638913056	1.0356314577945385	6.7465578634575665e-09	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.6866394658643916e-08
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	CXCL10	74	23	8.82602458358108	6.02403672778261	2.8019878557984708	2.060376664594025	1.59513301778145e-08	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	3.9878325444536254e-08
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	FCGR3A	74	23	6.782957832891892	5.5496098634347835	1.2333479694571086	2.1405284046057447	1.3136098520207333e-16	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	5.254439408082933e-16
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	MSR1	74	23	5.691036079972973	5.1437033010434785	0.5473327789294942	0.8137771862274992	0.0004626088754001496	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0009252177508002992
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	MARCO	74	23	6.384513384486486	6.242865626826086	0.14164775766040005	0.5192943787463588	0.01765532921140718	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.05885109737135727
GSE75214	UC_active_colon_vs_UC_inactive_colon	gene	MERTK	74	23	7.1958374202162165	6.936325121391305	0.25951229882491145	0.5909718699974001	0.013728449001477896	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.027456898002955792
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	ACSL1	51	16	7.901205109431372	6.9905618802500005	0.910643229181372	0.9513871528860968	4.830806665855034e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	8.051344443091724e-06
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	APOE	51	16	7.408320001058822	7.152895990375001	0.2554240106838215	0.720956824052627	0.0005108581040701945	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0007297972915288494
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	GPNMB	51	16	7.931509148784313	6.8065502495625	1.124958899221813	1.0459482666370958	5.567029808812067e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.3917574522030168e-06
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	LPL	51	16	7.930804219705881	7.294617238875	0.6361869808308809	0.6942130475580964	0.03716818915271714	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.046460236440896426
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	TREM2	51	16	5.526061319980393	5.5223003403124995	0.0037609796678932383	0.0201465178709993	0.9409191685648465	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.0
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	SPP1	51	16	7.220450859039215	6.082842751875001	1.1376081071642146	0.7508961151310714	0.0002618453004784563	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0004364088341307605
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	PLIN2	51	16	9.360327983784314	10.195968417749999	-0.8356404339656844	-1.0711074130690463	0.0037408747443486204	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.006234791240581034
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	CD36	51	16	7.386094679098039	8.259906732000001	-0.873812052901962	-0.6577341403036513	0.05171873553803414	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.07388390791147735
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	C1QA	51	16	7.478309582039216	6.8180114649375	0.6602981171017159	1.107688328246601	1.1499598403415512e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.8748996008538783e-06
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	C1QB	51	16	8.925570232117648	8.0903481466875	0.8352220854301482	1.1538574691684604	5.817882911691206e-07	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	9.696471519485342e-07
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	C1QC	51	16	9.27096044947059	8.530432870312499	0.7405275791580905	1.1103616210515659	3.0395105605580546e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	6.079021121116109e-06
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	CD68	51	16	10.92515561135294	10.968454953750001	-0.043299342397061125	-0.14634484394282998	0.590961043769296	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.590961043769296
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	CTSB	51	16	10.520839586333333	10.315182118125	0.20565746820833297	0.6804538512299702	0.0035403399096794893	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.004425424887099362
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	CTSD	51	16	11.313480261764706	11.37908548375	-0.06560522198529384	-0.29642197499512024	0.2407215589565401	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.24072155895654007
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	LAMP1	51	16	10.64559393745098	10.723044535	-0.07745059754901895	-0.5982988845943288	0.07585974140911031	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.15171948281822062
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	NAMPT	51	16	11.022070145039216	10.5625362645	0.4595338805392153	0.8137252137776734	0.0018655213478799286	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0018655213478799286
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	IFI30	51	16	10.56650095219608	9.811187388	0.7553135641960793	1.3563412861188	1.8305622844742926e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.033958093860325e-05
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	ASAH1	51	16	9.648532418196078	9.4598418953125	0.18869052288357757	0.9602346814004121	0.00266494232969675	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0053298846593935
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	TPP1	51	16	9.92893823909804	9.890558810624999	0.03837942847304099	0.1703847104762954	0.41518239162262294	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.46131376846958105
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	LIPA	51	16	9.86628224837255	10.3985649730625	-0.5322827246899511	-0.6645291750379889	0.03269731897791618	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.03269731897791618
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	IL1B	51	16	8.76621677364706	6.8318057705625	1.9344110030845592	1.1735996919220713	1.3419813768620297e-05	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	1.9171162526600424e-05
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	TNF	51	16	6.8410570551176475	6.4440093571875	0.39704769793014716	0.7376297255678527	0.0005070220790176074	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0007243172557394392
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	CXCL10	51	16	9.316640850803921	7.87988106725	1.4367597835539208	1.0510690176892847	0.0014583883520963258	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.0018229854401204072
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	FCGR3A	51	16	6.436318637823529	5.613694289874999	0.8226243479485298	1.289913024462379	2.410617738013836e-06	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	2.410617738013836e-06
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	MSR1	51	16	5.100322238196078	4.5190401778125	0.581282060383578	1.1546829603055098	7.512288221922327e-08	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	7.512288221922327e-07
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	MARCO	51	16	6.429480846058824	6.3167430208125	0.11273782524632381	0.4632703062621491	0.046093275250140966	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.11523318812535241
GSE75214	CD_active_ileum_vs_CD_inactive_ileum	gene	MERTK	51	16	7.301334291941177	7.411643335625	-0.11030904368382366	-0.2727861009303936	0.35717784847754674	bulk intestinal mucosal biopsies; strong inflammation and cell-composition confounding	NA	0.5102540692536383
GSE32591	LN_tubulointerstitium_vs_control_tubulointerstitium	gene	ACSL1	32	15	9.72508133446875	9.733808048333334	-0.008726713864582791	-0.028799469893925414	0.9105609986671881	bulk microdissected lupus nephritis kidney compartments; not cell-specific and reflects infiltrate plus parenchyma	NA	0.9105609986671881
