seed	activity	inhibition_fraction	active_area_cells	high_inflam_area_cells	total_debris	total_inflammation
20260535	0.4	0.6	32.0	0.0	30.827808882628666	28.41351743158074
20260536	0.4	0.6	39.0	0.0	35.22850207787088	30.88421533714202
20260537	0.4	0.6	33.0	0.0	34.30975820394873	30.40311144304423
20260538	0.4	0.6	24.0	0.0	28.442462724935744	28.395819373399668
20260539	0.4	0.6	35.0	0.0	32.7794200012429	29.38586546259601
20260540	0.4	0.6	35.0	0.0	31.898009741868897	29.38784874379032
20260541	0.4	0.6	40.0	0.0	35.8640488717945	32.59706103258989
20260542	0.4	0.6	31.0	0.0	32.47242800661912	29.733249569093445
20260543	0.4	0.6	29.0	0.0	34.74090496279209	30.883975176965983
20260544	0.4	0.6	31.0	0.0	29.66750823767564	27.778833819853414
20260545	0.4	0.6	17.0	0.0	26.40555912356984	25.82980066958796
20260546	0.4	0.6	39.0	0.0	33.01363616056138	30.44841589644141
20260547	0.4	0.6	36.0	0.0	30.162118154618014	28.405146478010387
20260548	0.4	0.6	28.0	0.0	29.182180679206603	26.310980560221232
20260549	0.4	0.6	32.0	0.0	31.735943381656476	30.21539394958694
20260550	0.4	0.6	33.0	0.0	32.00421926200744	29.404292168695758
20260551	0.4	0.6	30.0	0.0	28.212055457998567	26.831449250788772
20260552	0.4	0.6	33.0	0.0	32.21837548541164	28.437043647473146
20260553	0.4	0.6	34.0	0.0	31.25300428745252	29.460966642058025
20260554	0.4	0.6	21.0	0.0	26.701576168455418	27.857785175274202
20260555	0.4	0.6	25.0	0.0	28.135760345838612	27.97212353022733
20260556	0.4	0.6	26.0	0.0	31.760315823419056	30.235144298197085
20260557	0.4	0.6	21.0	0.0	26.80849727144231	29.01939061739529
20260558	0.4	0.6	32.0	0.0	29.156106632122153	27.662014971912505
20260559	0.4	0.6	38.0	0.0	35.58540692826031	29.361383063315643
20260560	0.4	0.6	34.0	0.0	29.189031051768396	28.366368670332
20260561	0.4	0.6	49.0	0.0	37.23239010496645	32.52247023038734
20260562	0.4	0.6	45.0	0.0	32.71714443635966	29.52305742222882
20260563	0.4	0.6	23.0	0.0	29.413481066772995	28.220487362115055
20260564	0.4	0.6	26.0	0.0	29.38778751097813	28.18207177685484
20260565	0.4	0.6	33.0	0.0	29.407121040662467	27.598463450225843
20260566	0.4	0.6	23.0	0.0	27.478770369043232	28.42100761639912
20260567	0.4	0.6	40.0	0.0	35.040474469840994	31.259288059623472
20260568	0.4	0.6	36.0	0.0	31.928273124086278	28.855321154447818
20260569	0.4	0.6	38.0	0.0	33.93927544915263	29.191470327969824
20260570	0.4	0.6	37.0	0.0	32.94698972674463	29.930748242783306
20260571	0.4	0.6	28.0	0.0	31.566359654454555	30.144673741499638
20260572	0.4	0.6	33.0	0.0	31.33437434917665	28.856750278434667
20260573	0.4	0.6	30.0	0.0	28.47074855400423	28.743262773172624
20260574	0.4	0.6	25.0	0.0	28.100868407633115	28.14857327364954
20260575	0.4	0.6	36.0	0.0	36.27224983160201	30.81524674139921
20260576	0.4	0.6	32.0	0.0	30.25445693428925	28.193996158260447
20260577	0.4	0.6	30.0	0.0	31.362077230765127	28.804568991873467
20260578	0.4	0.6	40.0	0.0	33.39110699988832	28.8545822916349
20260579	0.4	0.6	32.0	0.0	31.278331624477858	28.98141068696424
20260580	0.4	0.6	30.0	0.0	29.5649354398165	26.847351340506478
20260581	0.4	0.6	40.0	0.0	32.76925131624583	28.59536948917102
20260582	0.4	0.6	27.0	0.0	34.64083179660456	29.919968815506262
20260583	0.4	0.6	31.0	0.0	30.12206057046027	28.125189989123832
20260584	0.4	0.6	37.0	0.0	34.94427690494278	30.700095440527583
20260585	0.4	0.6	27.0	0.0	32.24402603085926	30.56776268233595
20260586	0.4	0.6	35.0	0.0	28.14401529853307	25.317158965414414
20260587	0.4	0.6	36.0	0.0	35.398411449665865	31.74778973295126
20260588	0.4	0.6	27.0	0.0	29.659983558843074	28.80259511654834
20260589	0.4	0.6	40.0	0.0	34.69049732180724	29.166923962728287
20260590	0.4	0.6	35.0	0.0	30.966697570879827	29.798079226505976
20260591	0.4	0.6	25.0	0.0	28.408475049394003	27.585352330184648
20260592	0.4	0.6	33.0	0.0	36.050982879141785	32.689201682155286
20260593	0.4	0.6	30.0	0.0	29.88084388516577	27.794068746080647
20260594	0.4	0.6	43.0	0.0	37.034239572003635	31.046393962432973
20260595	0.4	0.6	41.0	0.0	34.68597349587058	29.664641106094926
20260596	0.4	0.6	22.0	0.0	28.23969656323593	28.388858331652003
20260597	0.4	0.6	35.0	0.0	32.79045011007915	28.802438496581335
20260598	0.4	0.6	34.0	0.0	32.97629828186041	29.97172830393654
20260599	0.4	0.6	33.0	0.0	33.631631763660124	30.210570299768218
20260600	0.4	0.6	34.0	0.0	32.087705287136465	30.13096392285644
20260601	0.4	0.6	27.0	0.0	32.1674911531603	29.591066907185315
20260602	0.4	0.6	23.0	0.0	27.392688980122855	28.189752565672975
20260603	0.4	0.6	31.0	0.0	29.184261952726153	28.40371922592424
20260604	0.4	0.6	33.0	0.0	32.30799981750994	29.733120544797774
20260605	0.4	0.6	26.0	0.0	29.37825610803975	28.215325907060908
20260606	0.4	0.6	31.0	0.0	29.441937159671973	27.832806964146165
20260607	0.4	0.6	34.0	0.0	30.79323496773923	29.707242141502682
20260608	0.4	0.6	35.0	0.0	30.33477134511218	28.958034172463258
20260609	0.4	0.6	26.0	0.0	31.82954522940585	29.88150110267643
20260610	0.4	0.6	36.0	0.0	35.048167037378064	31.06377973983257
20260611	0.4	0.6	33.0	0.0	31.754909664278358	28.600768705695437
20260612	0.4	0.6	30.0	0.0	32.90319816247857	31.04782166761607
20260613	0.4	0.6	24.0	0.0	26.853895044351354	27.63537605950437
20260614	0.4	0.6	27.0	0.0	30.44648729596844	29.736084733573968
20260615	0.4	0.6	34.0	0.0	33.51092186218387	30.911298151909914
20260616	0.4	0.6	34.0	0.0	32.03254231275078	28.879908043390316
20260617	0.4	0.6	34.0	0.0	33.352178343980675	28.55646879173394
20260618	0.4	0.6	25.0	0.0	29.200359193747893	28.219044810944528
20260619	0.4	0.6	26.0	0.0	29.635661348453898	28.8558319007488
20260620	0.4	0.6	41.0	0.0	33.02599801895977	28.026210583578937
20260621	0.4	0.6	29.0	0.0	30.180146839779134	27.623821971627002
20260622	0.4	0.6	31.0	0.0	34.36472459494158	30.221772186544428
20260623	0.4	0.6	41.0	0.0	33.39777041660857	31.103838429516713
20260624	0.4	0.6	28.0	0.0	29.938920225953154	27.98276304048474
20260625	0.4	0.6	28.0	0.0	30.24282022368068	29.67302291079699
20260626	0.4	0.6	42.0	0.0	34.52110834707121	30.15196125686775
20260627	0.4	0.6	41.0	0.0	35.011896249891684	30.782076768804448
20260628	0.4	0.6	33.0	0.0	30.677361915156766	28.781669003062163
20260629	0.4	0.6	31.0	0.0	32.51673191588163	30.582334027331743
20260630	0.4	0.6	24.0	0.0	28.480387466698204	27.984566567893726
20260631	0.4	0.6	33.0	0.0	34.86656058753612	32.172277317783525
20260632	0.4	0.6	34.0	0.0	32.9540224056625	28.95663258894931
20260633	0.4	0.6	34.0	0.0	32.170008228553236	28.195471648683277
20260634	0.4	0.6	37.0	0.0	34.148254440820054	30.695569709888353
20260635	0.4	0.6	31.0	0.0	32.43372135618756	30.294155273603348
20260636	0.4	0.6	31.0	0.0	32.56401824506848	30.153868250160613
20260637	0.4	0.6	29.0	0.0	31.10490961749419	29.702290430291352
20260638	0.4	0.6	22.0	0.0	27.565703285296983	27.78820075504622
20260639	0.4	0.6	32.0	0.0	33.010522909819656	30.033047878655026
20260640	0.4	0.6	28.0	0.0	30.046780324157993	27.345664679961402
20260641	0.4	0.6	24.0	0.0	28.808982035914035	27.48296444555593
20260642	0.4	0.6	35.0	0.0	32.072884508226174	27.853324298237816
20260643	0.4	0.6	36.0	0.0	31.432723110705155	28.528203205959123
20260644	0.4	0.6	32.0	0.0	32.078779618485825	29.3049882850155
20260645	0.4	0.6	34.0	0.0	31.194751498994286	28.15055166884591
20260526	0.2	0.8	47.0	0.0	47.39428752032139	44.255327962252146
20260527	0.2	0.8	48.0	0.0	42.379012293322575	39.39791473789205
20260528	0.2	0.8	60.0	0.0	52.34379063489819	47.40051459065154
20260529	0.2	0.8	51.0	0.0	46.43935026528109	42.64887256337553
20260530	0.2	0.8	45.0	0.0	46.111406169853296	44.35269155774451
20260531	0.2	0.8	53.0	0.0	48.80984717462961	44.053898271866345
20260532	0.2	0.8	41.0	0.0	43.43826888020847	40.72524846579039
20260533	0.2	0.8	42.0	0.0	41.55406060047609	40.012875052033124
20260534	0.2	0.8	40.0	0.0	44.07578561487289	41.99209198633859
20260535	0.2	0.8	51.0	0.0	48.17056134996382	43.771658614507274
20260536	0.2	0.8	54.0	0.0	54.23043903141112	47.095023083553194
20260537	0.2	0.8	66.0	0.0	52.52964652696751	45.428264613264105
20260538	0.2	0.8	46.0	0.0	45.35327933470883	42.85254502400298
20260539	0.2	0.8	65.0	0.0	50.536285312430614	44.7579679764133
20260540	0.2	0.8	56.0	0.0	50.96104790951803	45.343029011118816
20260541	0.2	0.8	71.0	0.0	55.488355982719014	49.783745390899725
20260542	0.2	0.8	45.0	0.0	51.16963508978718	46.22263034344978
20260543	0.2	0.8	60.0	0.0	55.36486902448324	47.166960716151394
20260544	0.2	0.8	48.0	0.0	45.1650343128406	41.059822866269855
20260545	0.2	0.8	34.0	0.0	41.961485833827076	38.93802573104611
20260546	0.2	0.8	60.0	0.0	53.497200878846904	47.246609997311594
20260547	0.2	0.8	55.0	0.0	47.77557404780289	43.9052614066885
20260548	0.2	0.8	45.0	0.0	44.205591258134945	40.06361473207214
20260549	0.2	0.8	57.0	0.0	49.27195247387896	44.92544752961952
20260550	0.2	0.8	59.0	0.0	49.122788799419894	44.18087610269138
20260551	0.2	0.8	44.0	0.0	44.13026711963845	40.89487276149031
20260552	0.2	0.8	66.0	0.0	50.87311379784564	43.56942618549435
20260553	0.2	0.8	51.0	0.0	49.3060366550927	45.31373269805943
20260554	0.2	0.8	39.0	0.0	42.968365615274266	42.80687402917252
20260555	0.2	0.8	46.0	0.0	44.79067917591124	41.90359810356145
20260556	0.2	0.8	46.0	0.0	50.82018248209942	46.348720250803005
20260557	0.2	0.8	37.0	0.0	43.82753911126011	44.281399790102626
20260558	0.2	0.8	51.0	0.0	45.728845002974566	41.67172608704621
20260559	0.2	0.8	66.0	0.0	52.61831735975161	43.80800768598592
20260560	0.2	0.8	53.0	0.0	46.02197765517854	42.99797197545817
20260561	0.2	0.8	74.0	0.0	57.25639413841418	49.10027972013003
20260562	0.2	0.8	60.0	0.0	51.83041339432444	45.875253071416694
20260563	0.2	0.8	36.0	0.0	45.72295879764383	42.97225080278262
20260564	0.2	0.8	47.0	0.0	46.692405841441456	43.0394245155778
20260565	0.2	0.8	51.0	0.0	45.47926833177294	41.88678000905105
20260566	0.2	0.8	42.0	0.0	46.229955110235764	44.496386931578776
20260567	0.2	0.8	58.0	0.0	55.02423325744209	47.8563882163112
20260568	0.2	0.8	57.0	0.0	49.38458902573433	44.29202110192463
20260569	0.2	0.8	59.0	0.0	51.34441700435468	44.40415048357639
20260570	0.2	0.8	62.0	0.0	50.715277875036996	44.80615776711768
20260571	0.2	0.8	54.0	0.0	49.13315053488276	45.27828433250825
20260572	0.2	0.8	58.0	0.0	49.89075344905027	45.499871876481166
20260573	0.2	0.8	43.0	0.0	45.399355272124325	43.554692286706775
20260574	0.2	0.8	54.0	0.0	45.944861501465205	43.648763850550324
20260575	0.2	0.8	62.0	0.0	54.24705165831941	46.18100137530239
20260576	0.2	0.8	51.0	0.0	48.17148916535918	43.744028215300766
20260577	0.2	0.8	59.0	0.0	48.69418916520485	43.92184200533626
20260578	0.2	0.8	65.0	0.0	51.72949402305578	44.43353526851311
20260579	0.2	0.8	47.0	0.0	48.98516059461102	44.33394306235526
20260580	0.2	0.8	49.0	0.0	45.95323612408818	40.960091730395376
20260581	0.2	0.8	55.0	0.0	50.017491493832125	43.15239538409337
20260582	0.2	0.8	63.0	0.0	51.60500904056073	44.135425929716334
20260583	0.2	0.8	51.0	0.0	48.1728301042785	43.700809575372276
20260584	0.2	0.8	61.0	0.0	54.362758111920456	47.08632964280552
20260585	0.2	0.8	49.0	0.0	51.04774266987985	47.32562319094522
20260586	0.2	0.8	53.0	0.0	44.291847041545864	39.183218045962576
20260587	0.2	0.8	59.0	0.0	55.10043447539212	47.31546031212457
20260588	0.2	0.8	47.0	0.0	47.58502165784728	44.50548452368831
20260589	0.2	0.8	63.0	0.0	51.153292256264535	43.57047806394906
20260590	0.2	0.8	61.0	0.0	49.66340372672245	45.00577239794033
20260591	0.2	0.8	51.0	0.0	45.693635610528986	42.19205010729385
20260592	0.2	0.8	55.0	0.0	56.56108885107255	49.858862978573065
20260593	0.2	0.8	58.0	0.0	47.609779730796504	42.84084195186847
20260594	0.2	0.8	63.0	0.0	54.512930394885345	46.543889660085036
20260595	0.2	0.8	56.0	0.0	51.80986034984963	44.53300447075156
20260596	0.2	0.8	46.0	0.0	45.6684556994746	43.97153759110333
20260597	0.2	0.8	58.0	0.0	49.86874051101003	43.11940663304652
20260598	0.2	0.8	55.0	0.0	51.340333823096195	45.86139348248446
20260599	0.2	0.8	59.0	0.0	51.712179810642695	45.458792979438186
20260600	0.2	0.8	52.0	0.0	49.328623672484376	45.01836618984855
20260601	0.2	0.8	52.0	0.0	49.57783422879122	44.76064086609852
20260602	0.2	0.8	46.0	0.0	44.659278731308575	43.49839992246992
20260603	0.2	0.8	48.0	0.0	46.394395345135266	43.191250319710356
20260604	0.2	0.8	56.0	0.0	49.405909666443875	44.79945145546974
20260605	0.2	0.8	49.0	0.0	46.23173304188636	42.81430091248717
20260606	0.2	0.8	50.0	0.0	45.9631907283696	41.58726041840631
20260607	0.2	0.8	56.0	0.0	49.2142392889387	45.867452261849095
20260608	0.2	0.8	48.0	0.0	45.72008411805668	42.7135648410013
20260609	0.2	0.8	51.0	0.0	49.12327919999983	45.158719801663835
20260610	0.2	0.8	69.0	0.0	53.95164333428481	46.61954839705964
20260611	0.2	0.8	51.0	0.0	48.67609883972676	43.304963037111705
20260612	0.2	0.8	57.0	0.0	52.012501665192154	47.192545964228934
20260613	0.2	0.8	43.0	0.0	44.12898517815485	42.688374978733634
20260614	0.2	0.8	50.0	0.0	48.44573467663552	45.45104505887697
20260615	0.2	0.8	68.0	0.0	54.23983781093462	48.267829178218705
20260616	0.2	0.8	57.0	0.0	49.12915019009456	43.20859308695388
20260617	0.2	0.8	60.0	0.0	50.84164969290552	43.86891753028116
20260618	0.2	0.8	43.0	0.0	45.83595359414005	42.94264008717009
20260619	0.2	0.8	50.0	0.0	47.20317071047346	44.02581049364457
20260620	0.2	0.8	60.0	0.0	49.047395511579005	42.43612711518494
20260621	0.2	0.8	53.0	0.0	48.03391443280705	43.015342325393384
20260622	0.2	0.8	61.0	0.0	52.471020498047466	45.09049109654035
20260623	0.2	0.8	61.0	0.0	52.72842406370908	47.41645909563216
20260624	0.2	0.8	50.0	0.0	47.59202164499057	42.868698048166166
20260625	0.2	0.8	51.0	0.0	49.0526433583813	46.20145284090948
20260626	0.2	0.8	63.0	0.0	51.26716770984188	44.36674527931523
20260627	0.2	0.8	61.0	0.0	53.39439507985645	46.50423748086861
20260628	0.2	0.8	48.0	0.0	47.07883808493316	43.10881084444226
20260629	0.2	0.8	53.0	0.0	51.396421218264734	47.07156032695381
20260630	0.2	0.8	48.0	0.0	45.67282938435481	42.88345476818277
20260631	0.2	0.8	59.0	0.0	54.180531584648556	47.89662360430893
20260632	0.2	0.8	56.0	0.0	50.72927128460474	43.99241736084306
20260633	0.2	0.8	57.0	0.0	48.649765574449134	42.375657670550346
20260634	0.2	0.8	55.0	0.0	52.557355983352096	46.79318188833975
20260635	0.2	0.8	50.0	0.0	50.15072960687334	46.18302380999311
20260636	0.2	0.8	59.0	0.0	51.82179405243372	46.404845099607556
20260637	0.2	0.8	46.0	0.0	48.02545890128128	44.651130660837865
20260638	0.2	0.8	44.0	0.0	44.73623387904233	43.05852824198169
20260639	0.2	0.8	55.0	0.0	50.371623300747906	45.029802688715904
20260640	0.2	0.8	56.0	0.0	48.00057920338777	42.6789087676824
20260641	0.2	0.8	46.0	0.0	45.38153503378528	42.03239709658452
20260642	0.2	0.8	58.0	0.0	47.939666411006336	41.39243569608264
20260643	0.2	0.8	52.0	0.0	48.14613659792215	43.10759587534582
20260644	0.2	0.8	50.0	0.0	49.56592790689646	44.676352093701766
20260645	0.2	0.8	55.0	0.0	48.44003333091816	42.67272920248507
