gene	call	passed_gates	gate_count	failed_gates	substring_closed_in_original_logic	wave55_score	genetic_diseases	ms_genetic_association	ms_wm_delta_log2	ms_wm_p	strict_residual_disease_count	max_clinical_score	max_literature_score	foundation_recommendation	wave34_call	primary_blocker	corrected_wave122_call
TCP11	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AS;RA;T1D;UC	0.0	0.0	1.0	0	0.0	0.0182379239283486		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
TRIB1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AS;Crohn;Psoriasis;UC	0.0	-0.0130665815905484	0.9627814247798958	0	0.0	0.0334361938686391		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
WDFY4	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AITD;PBC;RA;SLE	0.0	-0.2509389299808138	0.4086940128842746	0	0.0	0.4669211457160141		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ARID5B	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade	False	13.0	AITD;RA;SLE	0.0	0.6326873195137814	0.075697519230288	0	0.0	0.1730136242173558		PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE		NO_GO_FRESH_SCAN
CEP43	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AITD;Crohn;RA;UC	0.0	0.0	1.0	0	0.0	0.1094275435700918		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CPEB4	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.1035704561747703	0.5887308289901367	0	0.0	0.1641413153551377		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
GNA12	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.4786672750303289	0.1480708871574145	0	0.0	0.0676542542908732		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NFIA	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AITD;AS;Celiac;UC	0.0	0.0364112884747438	0.8646555945325676	0	0.0	0.0379956748507263		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PFKFB3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;ms_genetic_anchor;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	Celiac;RA;T1D	0.0	-0.4547133895238886	0.1560767838593739	0	0.0	0.3781175345083004		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PPP5C	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.3998174198125985	0.29239710153469	0	0.0	0.2857274748774618		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SUOX	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AITD;Psoriasis;RA;T1D	0.0	0.1522567476950778	0.7476118672389179	0	0.0	0.1132343744508705		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ZMIZ1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	AS;Celiac;Crohn;Psoriasis;UC	0.0	0.2541818406787186	0.2533615568291251	0	0.0	0.1062190199160304		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ACOXL	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.1367844294626147		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ANKRD30A	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC	0.0	0.0	1.0	0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
C1orf141	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade	False	12.0	Crohn;Psoriasis;RA	0.0	0.0	1.0	0	0.0	0.0773423070294784				NO_GO_FRESH_SCAN
CDKN2B	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;Psoriasis;RA;T1D	0.0	0.7055602825711826	0.0625380816683235	0	0.0	0.1181040670093376		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
DLD	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;UC	0.0	-0.2821114652681462	0.13357150371378	0	0.0	0.26458942983049		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
DNMT3B	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.3710472562738998	0.5676516899768768	0	0.0	0.2768428990316827		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
GCKR	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.2161395595212602		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
GPR12	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.4756805790714632	0.6424059772733001	0	0.0	0.0182379239283486		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IL27	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;UC	0.0	-0.9266681839256784	0.4096717150350237	0	0.0	0.8509684627904305		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
KSR1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;UC	0.0	-0.1194827224331955	0.5990401833437612	0	0.0	0.030396539880581		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
REL	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Psoriasis;RA;SLE;UC	0.0	-0.1509134137793619	0.6665483510843021	0	0.0	0.6547714670637744		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
RMI2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	MS;SLE;T1D	0.5904521631848592	-0.1232224541024011	0.9211488002094363	0	0.0	0.0819017880115656		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
RORC	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	-1.5914755243808396	0.1986659018065236	0	0.0	0.7329053863763065		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SMURF1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.1480758119077609	0.4489315453486834	0	0.0	0.1276654674984404		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SULT1A1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D	0.0	-1.815180691660523	0.0866941124565578	0	0.0	0.0759913497014526		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
TNFSF18	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.2703941763073965	0.8039320656995899	0	0.0	0.2901100590715866		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
TSPAN14	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.3158425003114775	0.1073531101364719	0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ZNF385D	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade	False	12.0	AS;RA;T1D	0.0	-1.280729336669557	0.1806592567966481	0	0.0	0.030396539880581				NO_GO_FRESH_SCAN
BATF	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	Crohn;MS	0.6651975164931028	0.8304611445930812	0.2431926658736085	0	0.0	0.0440749828268425		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CD200	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;ms_genetic_anchor;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	Crohn;UC	0.0	1.8384397244159705	0.0908591902171466	0	0.0	0.1959887127564643		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
USP25	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	AITD;AS;Crohn;Psoriasis;UC	0.0	0.1864601682828954	0.061236064466564	0	0.0	0.607930797611621		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
WWOX	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	AS;RA;Sjogren;T1D	0.0	-0.930996894646734	0.2479583808203035	0	0.0	0.0121586159522324		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ZBTB40	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	11.0	AS;Crohn;Psoriasis;UC	0.0	0.1222363092139229	0.4327132080500894	0	0.0	0.030396539880581		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
AHR	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	10.5	AS;Crohn;Psoriasis;UC	0.0	0.4506701497294898	0.2713383380918425	0	0.9506121278924372	0.8434368846298975		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	no_target_resolved_coloc_or_mr	NO_GO_FRESH_SCAN
ASAP2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	AS;Crohn;Psoriasis;RA;UC	0.0	-1.6013647630528962	0.1499003237197113	0	0.0	0.0974496181604828		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
BLTP1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	Celiac;Crohn;Psoriasis;T1D	0.0	0.0	1.0	0	0.0	0.1425647347403138		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
BLTP3A	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	AITD;Celiac;SLE;UC	0.0	0.0	1.0	0	0.0	0.2038941716994243		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CUL2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	10.0	Crohn;Psoriasis;UC	0.0	0.3506012266714222	0.0307698676408511	0	0.0	0.0467768974828941		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IGF2BP2	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	15.0	AITD;Psoriasis;T1D	0.0	-0.1545887373846635	0.8806686470227125	0	0.0	0.591067848803625		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CSF2RB	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	14.5	Crohn;Psoriasis;RA	0.0	-0.117392067497148	0.4764393670096378	0	0.596923941707925	0.1116650666446345		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
DNASE1L3	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AITD;RA;SLE	0.0	0.0	1.0	0	0.0	0.8491373289259145		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
KIF21B	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AS;RA;UC	0.0	0.0177606664403153	0.9523047819606568	0	0.0	0.1309237043143813		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ERAP2	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	Crohn;Psoriasis;RA	0.0	-0.1581608256365552	0.6267094537854744	0	0.0	0.8140011093693559		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IL18RAP	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	Celiac;Crohn;UC	0.0	-1.3753267190830725	0.2327262079737087	0	0.0	0.6223269366383962		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PLCL2	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	13.0	PBC;Psoriasis;RA	0.0	0.0286866643351864	0.8941766170443786	0	0.0	0.0486344638089296		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PPARD	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	12.5	AS;Celiac;RA	0.0	-0.3397741564339185	0.4029211146308484	0	0.6687313480130698	0.1348221639436572		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	no_target_resolved_coloc_or_mr	NO_GO_FRESH_SCAN
TRAF3IP2	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	12.5	Psoriasis;RA;UC	0.0	0.2239679848497999	0.717832801409376	0	0.9501979626577228	0.6013951196228094		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ACAP1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;SLE;T1D	0.0	0.1055558045541529	0.890098550098186	0	0.0	0.0851103116656269		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ADCY7	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;Crohn;UC	0.0	-0.0198789668670347	0.8682160483515263	0	0.0	0.0739024319329927		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CLNK	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;RA;SLE	0.0	0.0	1.0	0	0.0	0.0379956748507263		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
COG6	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;RA;SLE	0.0	0.1548633904039249	0.5706498550414025	0	0.0	0.1120450233931418		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
FADS2	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;T1D;UC	0.0	-1.511731792716413	0.1303764679615833	0	0.0	0.2185692512976973		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
GLIS3	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;RA;T1D	0.0	-0.6213696794406465	0.3530464176616367	0	0.0	0.2171924344363809		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NFKBIA	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;Psoriasis;RA	0.0	0.2903271300158536	0.3094393661733699	0	0.0	0.3506970362298809		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NOS2	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AS;Psoriasis;RA	0.0	0.0	1.0	0	0.1519826994029052	0.6222557851889718		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PHTF1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;RA;T1D	0.0	-0.1212720079658193	0.6676632545363278	0	0.0	0.0972908806744397		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PLCL1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	Crohn;RA;SLE	0.0	-0.8706706089944465	0.2953342434301045	0	0.0	0.1917515057466654		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
RBFOX1	NO_REOPEN_GENETICS_FIRST_ROUTE	3	11	genetic_breadth_ge4;ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	12.0	AITD;SLE;Sjogren	0.0	0.0	1.0	0	0.0	0.0364758478566972		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
