contrast	n_positive_stage	n_reference_stage	underpowered_min_group_lt_8	disease_or_context_beta	hc3_ci_low	hc3_ci_high	hc3_p	wild_two_sided_p	standardized_difference	bh_q
SPMS_minus_PPMS	19	13	False	0.40493979633525634	-0.21170380802088296	1.0215834006913953	0.19806766800551834	0.07678923210767892	0.49773420424354514	0.11518384816151839
SPMS_minus_RRMS	19	2	True	1.3990920033914314	-0.04464022446966753	2.8428242312525307	0.0575169138345034	0.0007299927000729993	1.7133768220279504	0.002189978100218998
PPMS_minus_RRMS	13	2	True	0.09583548282000173	-0.795058896367947	0.9867298620079501	0.8330139430968764	0.7501324986750133	0.5838076051875217	0.7501324986750134
