context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation	cosine_shift_z_vs_random	projection_minus_random	candidate_support_flag	candidate_strong_support_flag
IBD_myeloid	CTSH	ENSG00000103811	2834	24	24	9	-0.0001196728844661	0.0018279957585036	0.4354963302612304	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.06957864576062049	-0.0071311290343550994	False	False
IBD_myeloid	CTSS	ENSG00000163131	10748	24	24	14	0.0001201629638671	0.0841753855347633	0.9499205350875854	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.24521923759374992	0.0752162607419046	True	False
IBD_myeloid	CTSB	ENSG00000164733	11238	24	24	11	0.0008400841034017	0.0974209085106849	0.7462330460548401	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.1901557534756693	0.0884617837178262	True	True
IBD_myeloid	CTSL	ENSG00000135047	6899	24	24	6	-0.000420331954956	-0.0307049378752708	0.5608579516410828	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.4642103893439303	-0.039664062668129496	False	False
IBD_myeloid	CTSD	ENSG00000117984	4727	24	24	6	-0.0002437730581732	-0.020243490114808	0.7053825259208679	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.23246702244995662	-0.0292026149076667	False	False
IBD_myeloid	IFI30	ENSG00000216490	17791	24	24	3	0.0006078680162318	0.0586283095180988	0.4779392778873443	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.8853592302288179	0.0496691847252401	True	True
IBD_myeloid	HLA-DMA	ENSG00000204257	17088	24	24	5	0.0003665208932943	0.0034552738070487	0.4634913504123688	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5685777149449125	-0.005503850985809999	False	False
IBD_myeloid	HLA-DMB	ENSG00000242574	18371	24	24	4	-0.0004642754793167	-0.0205789599567651	0.3852792978286743	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.5218887078772847	-0.0295380847496238	False	False
IBD_myeloid	LIPA	ENSG00000107798	3422	24	24	2	0.0002933740615844	0.0242232028394937	0.4689581394195556	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.47256843211091115	0.015264078046635	False	False
IBD_myeloid	LAPTM5	ENSG00000162511	10581	24	24	6	-0.0003117322921752	-0.0202521961182355	0.4441389739513397	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.3216672949150321	-0.0292113209110942	False	False
IBD_myeloid	LAMP3	ENSG00000078081	1404	24	24	1	-0.0003321766853332	0.0004852230194956	0.4657780826091766	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	-0.34850169743379883	-0.0084739017733631	False	False
IBD_myeloid	LGALS3	ENSG00000131981	6432	24	24	6	0.0004716217517852	0.0771937295794487	0.8723919987678528	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7065284342456292	0.06823460478659	True	True
IBD_myeloid	LGALS9	ENSG00000168961	12261	24	24	4	-5.485117435455322e-05	-0.0041619124822318	0.3805425763130188	-6.666282812754314e-05	0.0007618724934793	0.0089591247928587	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.015503452184037715	-0.0131210372750905	False	False
