	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
AC004696.1	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
AC004706.2	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004706.3	1.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	4.0	0.0	1.0
AC004790.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004801.1	1.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	3.0	6.0	0.0
AC004801.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004805.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004805.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004805.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004812.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004825.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
AC004832.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004832.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004837.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004840.1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
AC004840.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004852.3	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
AC004852.5	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
AC004853.1	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC004853.2	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC004854.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004858.1	0.0	6.0	1.0	1.0	2.0	4.0	0.0	3.0	0.0	5.0	1.0
AC004865.1	2.0	3.0	4.0	2.0	3.0	2.0	0.0	0.0	2.0	1.0	2.0
AC004866.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004866.2	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
AC004870.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC004884.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004890.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004890.2	5.0	7.0	5.0	15.0	9.0	11.0	5.0	4.0	6.0	9.0	1.0
AC004890.3	0.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0
AC004893.1	0.0	0.0	2.0	3.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0
AC004898.1	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC004899.1	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004910.1	5.0	8.0	4.0	5.0	2.0	4.0	2.0	1.0	8.0	10.0	0.0
AC004911.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004922.1	33.0	43.0	37.0	24.0	10.0	50.0	0.0	0.0	16.0	0.0	0.0
AC004923.1	7.0	2.0	0.0	2.0	4.0	1.0	3.0	4.0	5.0	2.0	0.0
AC004923.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004923.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004938.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC004941.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004945.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004951.2	1.0	3.0	5.0	4.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0
AC004951.3	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	4.0	0.0
AC004965.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004967.1	1.0	5.0	0.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0
AC004975.1	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
AC004980.1	1.0	1.0	4.0	2.0	2.0	4.0	1.0	2.0	4.0	8.0	1.0
AC004980.2	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0
AC004980.3	0.0	0.0	7.0	2.0	0.0	0.0	3.0	2.0	6.0	5.0	0.0
AC004980.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004980.5	1.0	1.0	4.0	2.0	2.0	4.0	1.0	2.0	4.0	8.0	1.0
AC004980.6	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0
AC004986.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004987.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC004987.3	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0
AC004987.4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004997.1	5.0	0.0	4.0	5.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0
AC005000.1	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0
AC005000.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005002.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005002.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005005.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005005.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005008.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AC005011.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005014.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005019.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005020.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005020.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
AC005033.1	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
AC005034.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005040.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005041.1	31.0	28.0	27.0	30.0	15.0	31.0	10.0	23.0	43.0	29.0	6.0
AC005041.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC005042.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005042.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005066.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005070.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005070.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.1	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
AC005077.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
AC005084.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005086.2	1.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	5.0	2.0
AC005086.3	56.0	49.0	46.0	44.0	44.0	90.0	27.0	39.0	89.0	85.0	10.0
AC005086.4	13.0	6.0	8.0	5.0	3.0	11.0	3.0	5.0	11.0	9.0	0.0
AC005088.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005094.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC005099.1	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0
AC005102.1	0.0	0.0	0.0	0.0	2.0	3.0	0.0	4.0	2.0	1.0	1.0
AC005104.2	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
AC005105.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005154.1	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	4.0	1.0
AC005154.2	11.0	8.0	7.0	8.0	1.0	4.0	0.0	3.0	9.0	7.0	1.0
AC005154.5	19.0	4.0	10.0	7.0	3.0	6.0	0.0	5.0	4.0	3.0	2.0
AC005156.1	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005165.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005176.1	0.0	2.0	4.0	3.0	3.0	7.0	2.0	1.0	16.0	4.0	0.0
AC005176.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005178.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC005181.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005183.1	3.0	3.0	1.0	1.0	2.0	4.0	0.0	1.0	0.0	1.0	1.0
AC005183.2	3.0	3.0	1.0	1.0	2.0	4.0	0.0	1.0	0.0	1.0	1.0
AC005185.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005189.1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0
AC005191.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC005229.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005230.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
AC005237.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005244.1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
AC005252.1	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
AC005255.1	39.0	46.0	34.0	27.0	30.0	43.0	12.0	31.0	76.0	34.0	5.0
AC005255.2	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005258.1	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005261.1	5.0	13.0	32.0	28.0	15.0	37.0	6.0	10.0	5.0	24.0	1.0
AC005261.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
AC005262.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC005294.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005296.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005297.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005297.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
AC005297.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC005300.1	3.0	4.0	12.0	6.0	0.0	4.0	2.0	0.0	0.0	6.0	1.0
AC005324.3	7.0	2.0	8.0	1.0	0.0	4.0	3.0	0.0	8.0	2.0	0.0
AC005324.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005324.6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005326.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005336.1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005336.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005341.1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005345.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005351.1	2.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	5.0	2.0	0.0
AC005357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC005357.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005363.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005377.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005410.1	5.0	13.0	13.0	5.0	12.0	5.0	4.0	8.0	17.0	9.0	2.0
AC005412.1	0.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0
AC005476.1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
AC005480.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC005515.1	534.0	434.0	143.0	423.0	133.0	80.0	64.0	173.0	178.0	113.0	41.0
AC005518.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005520.1	4.0	4.0	5.0	5.0	9.0	18.0	0.0	7.0	17.0	9.0	3.0
AC005521.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005524.1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0
AC005531.1	1.0	5.0	5.0	4.0	10.0	6.0	0.0	9.0	11.0	0.0	1.0
AC005532.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0
AC005534.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005539.1	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005551.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005559.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005562.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC005587.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005588.1	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005622.1	3.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	5.0	1.0
AC005632.1	5.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
AC005632.3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005666.1	1.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
AC005670.2	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC005682.1	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.1	2.0	3.0	2.0	4.0	4.0	4.0	0.0	5.0	0.0	3.0	0.0
AC005702.2	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005722.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC005726.1	65.0	61.0	34.0	29.0	21.0	48.0	16.0	34.0	69.0	42.0	10.0
AC005730.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005740.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005740.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005741.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AC005747.1	458.0	347.0	568.0	477.0	286.0	635.0	231.0	258.0	256.0	599.0	104.0
AC005758.1	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
AC005759.1	20.0	19.0	24.0	17.0	17.0	17.0	10.0	17.0	22.0	16.0	4.0
AC005771.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005776.1	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	3.0	0.0
AC005777.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AC005786.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005798.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005822.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005828.6	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
AC005828.7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005829.1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005829.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005832.2	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
AC005832.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005832.4	0.0	66.0	111.0	87.0	0.0	32.0	0.0	0.0	13.0	35.0	0.0
AC005833.1	49.0	7.0	27.0	27.0	10.0	7.0	14.0	5.0	2.0	21.0	0.0
AC005837.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005838.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005840.1	578.0	656.0	828.0	489.0	184.0	482.0	79.0	146.0	295.0	372.0	22.0
AC005840.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005840.4	0.0	0.0	0.0	0.0	3.0	3.0	1.0	2.0	0.0	1.0	0.0
AC005865.2	8.0	15.0	5.0	2.0	8.0	15.0	4.0	6.0	23.0	10.0	1.0
AC005868.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005899.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005906.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AC005908.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005912.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
AC005943.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005951.1	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AC005954.1	75.0	48.0	87.0	30.0	47.0	99.0	11.0	29.0	71.0	98.0	5.0
AC005972.1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC005972.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006001.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006001.3	221.0	172.0	237.0	171.0	139.0	347.0	62.0	134.0	180.0	261.0	51.0
AC006001.4	7.0	6.0	6.0	12.0	0.0	10.0	0.0	8.0	6.0	6.0	1.0
AC006006.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006011.1	4.0	8.0	7.0	5.0	6.0	4.0	9.0	1.0	3.0	3.0	1.0
AC006011.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006015.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006020.1	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0
AC006022.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC006023.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC006023.2	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
AC006026.1	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
AC006026.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006028.1	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006030.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006033.1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006042.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0
AC006059.2	0.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
AC006064.6	77.0	36.0	39.0	12.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0
AC006065.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
AC006077.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006116.1	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0
AC006116.2	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006116.3	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC006116.7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0
AC006122.1	5.0	2.0	2.0	1.0	0.0	0.0	2.0	2.0	1.0	2.0	0.0
AC006130.2	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
AC006133.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006144.1	7.0	11.0	6.0	1.0	3.0	3.0	0.0	1.0	5.0	5.0	0.0
AC006160.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006195.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC006197.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006199.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0
AC006210.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006210.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0
AC006236.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006254.1	5.0	2.0	4.0	9.0	2.0	2.0	2.0	0.0	4.0	10.0	0.0
AC006254.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006254.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006262.4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006270.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006270.3	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	6.0	0.0	0.0
AC006272.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006326.1	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0
AC006329.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006349.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AC006355.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0
AC006362.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006363.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006380.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC006390.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC006427.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006441.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006441.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC006445.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC006445.2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006449.4	1.0	0.0	3.0	0.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0
AC006453.1	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	13.0	6.0	0.0
AC006453.2	3.0	16.0	10.0	8.0	4.0	4.0	0.0	0.0	11.0	2.0	0.0
AC006453.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AC006453.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC006453.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
AC006455.2	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006457.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
