	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
ABCA11P	0.3127405256306426	0.0	0.0	1.0583788279781678	0.8483443256312708	0.6676252537213286	0.0	0.0	0.8485358648292184	0.8428530643289842	0.0
ABCA12	0.3127405256306426	1.508943393902708	0.5173867107569595	0.3455638504245292	0.4856501776089557	0.47747434361691254	0.7905161543780679	0.5081953823950481	2.964531121552479	0.6737329981620134	0.0
ABCA13	1.872912890699646	3.310690143476074	2.1540909706837463	1.780657584675092	2.433596278353898	1.8278095146088522	3.2863368166227516	2.496965952672257	4.393472086925305	1.5772398434721364	1.7607981267541255
ABCA17P	0.7875951257715726	1.657038320208836	0.5173867107569595	0.6241430059359344	0.4856501776089557	0.0	0.0	0.8832610967068961	1.58577086264787	0.26110761358527357	1.7607981267541255
ABCA2	2.6611629118924878	2.4079968362706574	2.7704827374685412	2.9060323917096254	3.10502737602102	3.325241637000316	1.9704019109976862	1.821146936864803	2.4339473436932515	2.8774986937629707	2.8016012861285455
ABCA3	0.3127405256306426	2.027398994503866	1.0554735807068027	1.533330335650861	1.1379298900407402	0.9860542536061088	0.0	0.0	1.9268928448699234	1.4779806921200969	0.0
ABCA4	1.1442580955228037	0.3869976393610225	0.28176360593605254	0.0	0.4856501776089557	0.0	1.6731400888394892	1.1806634983591053	2.3228980748612673	0.26110761358527357	0.0
ABCA5	2.133862094673152	2.566256800027062	2.52229723765393	2.2597439930197303	3.036310193639528	2.299549731689461	3.2863368166227516	3.582438024621755	3.1054081116354464	2.2538591368508016	3.029729654161425
ABCA6	2.052013542064448	3.013710900617705	2.1540909706837463	2.2597439930197303	2.8882012525009455	2.4101633387059667	2.91976694891595	2.496965952672257	3.9080221755263658	1.8396288246515708	2.8016012861285455
ABCA7	3.6575386962856618	3.700339740855407	3.845205435416023	1.391704472091381	2.964155520975818	3.237951869377799	2.216754681594008	3.363162707457156	3.4070904014712107	3.060175582900608	1.1338447749578184
ABCA8	1.4299930107173442	2.027398994503866	1.0554735807068027	1.8900477585535873	2.8882012525009455	0.9860542536061088	2.773478525566655	2.13032471520926	3.293870457455281	1.7573565252158057	0.0
ABCA9	2.866648221729284	3.5568490185575494	2.7241442213134737	2.618779539647731	3.2333592059084917	2.74166314429003	3.0525779376596955	3.1044809637841615	5.4408075872594335	3.0254439480794577	3.3999123590451297
ABCB1	2.715342547500718	1.9141905527788212	2.1540909706837463	1.234646914312443	2.808024869666693	0.47747434361691254	1.2982984014284398	1.1806634983591053	1.3792578195718121	1.4779806921200969	1.7607981267541255
ABCB10	2.052013542064448	1.508943393902708	2.0824304603608272	2.6809881335442514	1.1379298900407402	1.3613283930950821	1.2982984014284398	1.6375407267353699	0.8485358648292184	2.1925639030732045	2.196381453315885
ABCB10P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4821221775315856	0.0
ABCB10P3	0.3127405256306426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB10P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB11	2.133862094673152	2.708859474396246	1.8432445633755654	1.8900477585535873	2.8882012525009455	1.3613283930950821	1.2982984014284398	2.263163678813174	3.233744202447464	1.670107247454439	2.5304980480047004
ABCB4	1.9652406975365302	2.230212393318881	0.8974110463344348	0.6241430059359344	1.5854835979670954	0.6676252537213286	0.0	1.1806634983591053	2.20258276155544	0.4821221775315856	1.7607981267541255
ABCB5	2.052013542064448	1.9141905527788212	1.0554735807068027	1.0583788279781678	2.6329237589059287	1.8278095146088522	2.773478525566655	2.698109589419526	3.869025830334918	0.9942118860421014	2.5304980480047004
ABCB6	2.3547632387332897	3.0676492156157913	3.2671166846905146	3.3885563377733656	2.6329237589059287	3.325241637000316	2.773478525566655	2.6010404201448103	2.3228980748612673	2.312655933098884	1.7607981267541255
ABCB7	4.415045335011219	4.678834568324588	4.943164145800351	4.585265255806838	4.018655250171743	4.009320972403828	4.319908556069356	4.018075119146151	5.080127860092063	4.296417058798945	4.413138554667464
ABCB8	4.873891430437739	5.044289092531106	5.150105159531187	5.2611303787637524	4.1217520696103325	4.45866212457582	4.915890248232264	4.671953463962779	4.187012330952092	4.743719238648589	4.705036961513839
ABCB9	3.088143465537884	3.354744995277535	2.3499091130616296	2.0867056290172314	2.808024869666693	3.0110435913719606	1.6731400888394892	3.4211842860005635	4.574051121975861	2.312655933098884	3.5545704097068964
ABCC1	6.604987826584031	5.817123281921649	6.309100965181272	5.805845520827904	6.84626483176584	6.800040521628365	6.843382641929119	6.887416380168603	6.109719266529653	6.795859359642756	6.520053032097702
ABCC10	5.3383022492907495	5.148077967628668	5.25160443477249	5.415478607911212	4.667507404512875	4.830928968106151	4.4699577440935725	4.764512874557496	5.113877480460253	4.353538132430418	4.329901730440029
ABCC11	1.1442580955228037	0.6918364450101946	0.0	0.8575371602978045	0.0	0.0	0.7905161543780679	0.0	0.8485358648292184	0.26110761358527357	0.0
ABCC12	0.569617218140489	0.6918364450101946	0.7198757781239563	0.8575371602978045	0.4856501776089557	0.0	0.0	0.5081953823950481	0.8485358648292184	0.0	0.0
ABCC13	1.294187973214047	1.3438887603462732	0.7198757781239563	1.234646914312443	1.5854835979670954	1.467471695542718	1.9704019109976862	1.6375407267353699	2.8083941613668295	1.131188064287541	0.0
ABCC2	1.5541069585006293	2.027398994503866	1.0554735807068027	0.8575371602978045	1.9265753571964193	0.6676252537213286	1.6731400888394892	2.13032471520926	2.964531121552479	1.670107247454439	0.0
ABCC3	6.3676482139855946	5.7527246154888	6.451008432494861	5.900396045005263	5.479735860866422	6.003623796856193	5.016888808720681	5.868605825700624	5.179096688008297	5.795963333222992	4.566457623094257
ABCC4	2.715342547500718	3.119643395981024	3.200981785086784	3.659678258542669	3.170619755952221	2.4624442439336414	3.2863368166227516	3.1736280133514563	3.9459921243068945	2.7974181771005107	3.3999123590451297
ABCC5	3.481134174616213	3.9505106693070977	4.190172790774498	4.568907037475004	2.723129206487744	1.745807219860167	2.773478525566655	2.13032471520926	2.8083941613668295	2.1285484414903753	2.8016012861285455
ABCC6	2.6048689278443393	2.708859474396246	2.52229723765393	2.553767177495235	2.964155520975818	3.0110435913719606	1.9704019109976862	3.4211842860005635	3.9080221755263658	2.6682909493055806	2.5304980480047004
ABCC6P1	0.7875951257715726	0.0	0.0	0.0	0.4856501776089557	0.0	0.0	0.0	0.48577332345904745	0.0	0.0
ABCC6P2	0.0	0.0	0.0	0.3455638504245292	0.0	0.0	0.0	0.0	0.8485358648292184	0.26110761358527357	0.0
ABCC8	0.7875951257715726	1.7913363592627978	1.7538102194230936	1.234646914312443	0.8483443256312708	1.3613283930950821	1.9704019109976862	2.13032471520926	3.35159080511421	0.8428530643289842	0.0
ABCC9	6.08856500812386	7.201073867219436	5.715551234985771	5.900396045005263	6.319088625081366	5.9588296486562795	6.344584426056857	6.459228690023763	8.645786701972055	5.979538423212039	6.42297923159292
ABCD1	4.800599722439054	4.826932794784187	4.870566398702549	3.8064353983408714	4.473234149777153	4.5819410642056	3.3903941166078755	4.786753736159064	5.113877480460253	5.059136358841927	3.821578112806603
ABCD1P2	0.0	0.3869976393610225	0.0	0.0	0.4856501776089557	0.0	0.0	0.0	0.8485358648292184	0.4821221775315856	1.1338447749578184
ABCD1P3	0.7875951257715726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26110761358527357	0.0
ABCD1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8485358648292184	0.0	0.0
ABCD1P5	0.0	0.3869976393610225	0.0	0.3455638504245292	0.0	0.0	0.0	0.0	1.138164944466358	0.0	0.0
ABCD2	0.0	0.9433644843097316	0.0	0.0	0.0	0.0	0.0	1.1806634983591053	2.071313133127839	0.26110761358527357	0.0
ABCD3	4.599212305212283	4.826932794784187	4.454239525822093	4.739389734708551	3.65607138959674	3.5830995703002033	4.0919748160598255	3.7727408467151697	3.5618246235962925	3.0940907020657575	1.7607981267541255
ABCD4	5.478055333452675	5.400116876614106	5.59197662049203	5.611898459122843	4.936215788123874	4.830928968106151	4.769187493025511	4.466855524773078	4.54959720781609	4.435190821455292	4.491833834710318
ABCE1	6.441832514122196	6.069291429358461	6.411345354724791	6.609121923081842	6.206319898854913	5.921965200031446	5.9610265795582436	5.826285138290093	5.01016352031591	5.387847502610462	5.378877233931113
ABCF1	6.601395734985566	6.398801066787219	6.621867140947103	6.584921481312684	6.624289392192164	6.750964361742813	6.647289657719787	6.259015047928463	6.150942424001371	6.552291840704178	6.297151131280423
ABCF2	5.346908642214163	4.903081937519803	5.420951692933956	5.512758997726921	4.667507404512875	4.605381343821902	3.962906526217299	4.259845729042476	4.218377933882185	3.733430417256036	3.029729654161425
ABCF2P1	0.0	0.0	0.0	0.0	0.0	0.25840078601248956	0.0	0.0	0.48577332345904745	0.0	0.0
ABCF2P2	0.0	0.0	0.28176360593605254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCF3	5.462299307399136	5.431311443355953	5.235176065327279	5.867334810439222	5.045152016782115	4.945566082982861	5.1112770234924465	4.647855032443313	4.667921253023648	4.806436644283393	4.637410573005987
ABCG1	0.7875951257715726	1.3438887603462732	1.197915968573095	1.391704472091381	0.8483443256312708	1.6588615520801415	0.7905161543780679	1.6375407267353699	3.036688486990447	1.8396288246515708	1.1338447749578184
ABCG2	2.2848214559041162	0.6918364450101946	1.5563659599111983	0.8575371602978045	1.5854835979670954	2.179745693489424	1.6731400888394892	1.1806634983591053	1.9268928448699234	0.4821221775315856	2.196381453315885
ABCG4	0.3127405256306426	0.3869976393610225	0.0	0.3455638504245292	0.4856501776089557	0.0	0.0	0.5081953823950481	1.58577086264787	0.26110761358527357	0.0
ABCG5	0.7875951257715726	0.0	0.0	0.6241430059359344	0.8483443256312708	0.25840078601248956	1.2982984014284398	0.8832610967068961	1.138164944466358	0.26110761358527357	0.0
ABCG8	3.206362788393179	3.4390133114988437	2.52229723765393	3.100663153356077	3.5614303110015193	3.0110435913719606	3.1741866808386083	3.5306638768007503	4.734521154206065	2.8380139986187842	2.196381453315885
ABHD1	2.2848214559041162	2.8386259243900924	2.52229723765393	1.0583788279781678	1.5854835979670954	1.905400443767382	2.773478525566655	2.13032471520926	4.122158125035734	2.423514975541877	0.0
ABHD10	2.715342547500718	2.489295820206146	3.5321078913471924	4.43090140312055	1.5854835979670954	0.6676252537213286	1.6731400888394892	1.427112705580428	2.3228980748612673	1.3713844864336813	0.0
ABHD11	4.431323029354109	4.163644160682056	4.576648351697525	4.585265255806838	3.3512022160762833	3.267639169171457	3.0525779376596955	4.055194830727907	4.420694634353572	3.340039046124027	2.196381453315885
ABHD11-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD12	6.48925081911727	7.051833435645339	6.240797139280807	6.539471331429075	5.300885468172238	4.936353327065458	5.19986728626125	4.913446238437942	4.6450200875093275	4.609460216130149	4.9476985956051065
ABHD12B	1.9652406975365302	2.566256800027062	1.927456911524368	2.7978938687659434	2.536699751385779	2.5128966437390154	1.9704019109976862	2.789057337995924	3.6564680188393974	2.312655933098884	1.7607981267541255
ABHD13	4.696699501260399	4.552122021886996	4.73692565226487	4.518689159421727	5.0797097992461735	4.533886062634658	4.319908556069356	4.992120840147185	4.473645555071323	4.573848138138975	3.5545704097068964
ABHD14A	2.2848214559041162	2.8386259243900924	2.2875435917032894	2.7978938687659434	1.7660864905273923	1.3613283930950821	2.216754681594008	1.427112705580428	2.964531121552479	0.6737329981620134	1.7607981267541255
ABHD14A-ACY1	0.9769204311412407	0.3869976393610225	0.7198757781239563	1.0583788279781678	1.1379298900407402	0.6676252537213286	0.0	0.0	0.0	1.3713844864336813	2.196381453315885
ABHD14B	4.3480333490001355	4.494213632935135	4.870566398702549	4.617435551710593	3.7448843589768614	4.077953550594892	3.0525779376596955	3.859238123294618	2.8083941613668295	3.5743331559333416	2.5304980480047004
ABHD15	2.052013542064448	2.775201224714933	1.197915968573095	1.234646914312443	1.1379298900407402	0.8356073613255152	1.2982984014284398	1.1806634983591053	1.58577086264787	1.3713844864336813	1.1338447749578184
ABHD16A	7.011812233487936	7.101161120571185	7.045852284463559	7.155310460378809	6.641741656437571	6.569199869439995	6.636749021852023	6.026469044520491	5.803383871890859	6.317668900008517	6.183201943939787
ABHD16B	2.052013542064448	2.1323666897620255	2.7704827374685412	1.533330335650861	0.8483443256312708	1.6588615520801415	0.7905161543780679	0.8832610967068961	0.0	1.3713844864336813	1.1338447749578184
ABHD17A	1.668384143597047	2.3218414483067447	1.0554735807068027	0.6241430059359344	1.378992642777779	1.6588615520801415	0.7905161543780679	0.5081953823950481	0.0	0.8428530643289842	0.0
ABHD17AP1	0.0	0.0	0.28176360593605254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8485358648292184	0.4821221775315856	0.0
ABHD17AP4	0.0	0.3869976393610225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP5	0.0	0.0	0.5173867107569595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP6	0.0	0.0	0.0	0.8575371602978045	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP9	0.0	0.0	0.0	0.0	0.0	0.25840078601248956	0.0	0.5081953823950481	0.0	0.0	0.0
ABHD17B	1.872912890699646	1.3438887603462732	1.3275496944697576	0.8575371602978045	1.9265753571964193	1.1222832720997098	0.0	0.0	2.20258276155544	1.7573565252158057	1.1338447749578184
ABHD17C	0.7875951257715726	0.9433644843097316	0.5173867107569595	0.8575371602978045	0.4856501776089557	0.25840078601248956	0.7905161543780679	0.0	0.0	0.0	0.0
ABHD18	4.165473116206484	4.643752213253499	4.523522262245433	4.535623419225303	3.5116749522833723	3.991640250115973	4.561966912661818	3.9408414609272873	4.187012330952092	3.5743331559333416	4.0468019188604565
ABHD2	8.233228398002554	7.921961874084417	8.29142279607648	7.829925349934928	6.423678211085026	6.539086047992364	6.420287172417686	6.380983114826702	6.183093323774871	6.058963082029286	5.924132858679719
ABHD3	6.705448541519379	6.225749414743616	6.728412987561316	6.8311172598419905	5.256261853761834	5.976914544756423	5.909416659205537	5.782685380824221	5.2566813817178035	5.518473465434113	5.805903169365133
ABHD4	5.591040555439622	5.335628267409776	5.3464298010161135	5.330697739646916	5.931506103569966	5.575439013823591	4.984002027884763	4.933520753476709	5.080127860092063	5.059136358841927	4.491833834710318
ABHD5	5.042318776469717	4.589475318372956	4.9021280750890845	5.065128480325598	4.337026281281684	4.71718912488627	5.2833308598061235	4.953319768880382	4.818792656078914	4.6211382044669085	5.293579728248453
ABHD6	2.866648221729284	2.775201224714933	3.47728400554222	2.414232948082649	0.4856501776089557	0.47747434361691254	0.7905161543780679	1.1806634983591053	1.9268928448699234	0.6737329981620134	0.0
ABHD8	0.0	0.3869976393610225	1.0554735807068027	0.3455638504245292	0.4856501776089557	0.0	0.7905161543780679	0.5081953823950481	0.0	0.8428530643289842	0.0
ABI1	7.633176413713781	7.509515050433418	7.691804835312796	7.8056980137569	8.598459702075546	8.833120152837143	8.84312749444648	8.830871787781787	8.815631927832277	9.151818861673485	9.330025296114604
ABI1P1	0.0	0.3869976393610225	0.0	0.3455638504245292	0.0	0.0	0.0	0.0	1.138164944466358	0.0	0.0
ABI2	3.8147045342552177	4.113239422113956	4.272979142787534	4.152195156139615	4.018655250171743	3.9186674293214416	3.5783829920531653	3.8166376346757547	5.062952286884458	4.007041092855571	3.6942425429400285
ABI3	6.401090799523135	6.382932597911962	6.816628843479707	7.110804617382732	4.7122466586062135	4.706390304184587	5.19986728626125	4.466855524773078	4.154949625337033	4.806436644283393	5.055262884231459
ABI3BP	1.668384143597047	2.775201224714933	1.927456911524368	1.9917249770043992	2.6329237589059287	1.9790305002323336	1.6731400888394892	1.6375407267353699	4.3374357664602545	1.9913090974572407	1.1338447749578184
ABITRAM	4.145879265963888	4.087360903556461	4.120325840284106	3.834076810611105	3.036310193639528	3.485414769827433	3.3903941166078755	4.018075119146151	3.9829883241104884	3.3114927115703994	2.8016012861285455
ABITRAMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48577332345904745	0.26110761358527357	0.0
ABL1	4.085448580489506	3.700339740855407	3.4202941770935182	3.9896487836855834	3.170619755952221	2.975505758620803	3.5783829920531653	1.6375407267353699	2.20258276155544	2.312655933098884	0.0
ABL2	6.350631648243379	5.471881921793335	5.994645352811541	5.1880377426539654	6.836193573699758	6.664338444080188	6.657753839717494	7.300692773109487	6.790408991230576	6.96577280800248	6.59326741662462
ABLIM1	2.052013542064448	1.9141905527788212	2.52229723765393	1.391704472091381	1.7660864905273923	1.8278095146088522	0.0	2.6010404201448103	2.6332851134509503	1.7573565252158057	0.0
ABLIM2	0.0	0.3869976393610225	0.0	0.3455638504245292	0.0	0.6676252537213286	0.0	0.0	0.0	0.26110761358527357	0.0
ABLIM3	0.9769204311412407	0.0	0.28176360593605254	0.0	0.0	0.25840078601248956	0.0	0.5081953823950481	1.7663906448889224	0.8428530643289842	0.0
ABO	1.7742699533063828	1.657038320208836	1.4464894587111596	1.0583788279781678	1.7660864905273923	1.2467512057138668	1.9704019109976862	1.1806634983591053	3.1054081116354464	1.131188064287541	0.0
ABR	6.504716790885217	6.3935309467533274	6.995532020804225	6.868354985159415	5.863715397770306	6.224062841756118	6.604657011023964	5.878994825943476	5.8935829971234615	6.262812578914034	6.520053032097702
ABRA	1.4299930107173442	0.6918364450101946	0.0	0.3455638504245292	1.5854835979670954	0.0	0.7905161543780679	0.0	0.0	1.131188064287541	0.0
ABRACL	5.0316818257918	4.826932794784187	5.25160443477249	5.826634508448709	4.95495268019202	4.695510042468102	4.915890248232264	4.695655965533331	4.54959720781609	4.732996050078188	5.293579728248453
ABRAXAS1	3.601100311483664	3.5186299433878583	3.021025229575595	3.2721306881622434	3.170619755952221	3.0110435913719606	1.9704019109976862	3.582438024621755	4.218377933882185	2.9533669237527116	3.5545704097068964
ABRAXAS2	5.14458531079706	5.279594338714604	5.283910382316313	5.240621889543465	4.69005045010968	4.471474993559091	4.880589256696668	4.38174647311263	4.574051121975861	4.394942065394166	5.002482978523158
ABT1	5.104544336752859	5.279594338714604	5.29979606213589	5.469351998839702	5.271290274961356	4.927081362070535	5.412527900173445	4.786753736159064	5.2261463349624355	4.8368016918185255	4.491833834710318
ABT1P1	0.0	0.0	0.5173867107569595	0.0	0.0	0.47747434361691254	0.0	0.0	0.0	0.0	0.0
ABTB1	4.479082344071803	4.212347151653736	5.078241374493446	4.9561436518228	4.7122466586062135	5.0854902517368545	4.95034805804225	5.154864320392675	4.393472086925305	5.754149273387972	4.413138554667464
ABTB2	1.5541069585006293	0.0	0.0	0.3455638504245292	2.2022455648134347	3.7395866340644797	2.427112438672244	2.955372366559201	4.393472086925305	4.997750880743219	4.413138554667464
AC000041.1	0.0	0.0	1.0554735807068027	0.0	0.4856501776089557	0.9860542536061088	0.7905161543780679	0.0	0.0	0.0	0.0
AC000077.1	0.0	0.3869976393610225	0.0	0.0	0.0	0.25840078601248956	0.0	0.0	0.0	0.0	0.0
AC000078.1	0.3127405256306426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48577332345904745	0.26110761358527357	1.1338447749578184
AC000081.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48577332345904745	0.0	0.0
AC000089.1	0.0	0.3869976393610225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC000093.1	0.0	0.6918364450101946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC000095.1	0.0	0.0	0.0	0.0	0.0	0.25840078601248956	0.0	0.5081953823950481	0.0	0.0	0.0
AC000095.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC000095.3	0.569617218140489	0.0	0.0	0.0	0.0	0.25840078601248956	0.0	0.0	0.48577332345904745	0.0	0.0
AC000111.1	0.0	0.3869976393610225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC000111.2	0.0	0.6918364450101946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC000120.2	0.0	0.0	0.5173867107569595	0.3455638504245292	0.0	0.0	0.0	0.0	0.0	0.0	0.0
