system	gene	n_contexts	nonresponse_high_contexts	responder_high_contexts	nominal_nonresponse_contexts_p_lt_0_10	weighted_mean_hedges_g_responder_minus_non	median_auc_high_expression_nonresponse	min_p
IBD_external_antitnf	CCL20	4	1	3	0	0.2175327771819213	0.428125	0.1987921701036295
RA_GSE198520_baseline_synovium	CCL20	1	1	0	1	-0.5829617680724587	0.6584821428571428	0.0360893579655296
psoriasis_GSE85034_baseline_skin	CCL20	1	0	1	0	0.35892068432934	0.4	0.4015923731561788
