gene	target_chembl_id	molecule_chembl_id	standard_type	standard_relation	standard_value_nM	pchembl_value	assay_chembl_id	document_chembl_id	bao_endpoint	source
CTSB	CHEMBL4072	CHEMBL378573	Ki	=	2540.0	5.59	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL378494	Ki	=	2470.0	5.61	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL211105	Ki	=	1480.0	5.83	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL215866	Ki	=	4610.0	5.34	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL386555	Ki	=	5450.0	5.26	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL209491	Ki	=	3750.0	5.43	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213405	Ki	=	6990.0	5.16	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213209	Ki	=	5400.0	5.27	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213107	Ki	=	4420.0	5.36	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL380103	Ki	=	4180.0	5.38	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL378691	Ki	=	340.0	6.47	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL379594	Ki	=	230.0	6.64	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213081	Ki	=	90.0	7.05	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL211477	Ki	=	110.0	6.96	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212177	Ki	=	6900.0	5.16	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL426143	Ki	=	12100.0	4.92	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL215492	Ki	=	2590.0	5.59	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212551	Ki	=	12100.0	4.92	CHEMBL870447	CHEMBL1146033	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213930	Ki	=	22000.0	4.66	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212907	Ki	=	18000.0	4.75	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL211737	Ki	=	12000.0	4.92	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212879	Ki	=	37000.0	4.43	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213194	Ki	=	51000.0	4.29	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL184514	Ki	=	3843.0	5.42	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL215449	IC50	=	32100.0	4.49	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL383943	IC50	=	26900.0	4.57	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL378575	IC50	=	52300.0	4.28	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213158	IC50	=	63100.0	4.20	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212852	IC50	=	5200.0	5.28	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212723	IC50	=	55000.0	4.26	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL386364	IC50	=	72300.0	4.14	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213144	IC50	=	64800.0	4.19	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL386614	IC50	=	81500.0	4.09	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL385899	IC50	=	88900.0	4.05	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL215448	IC50	=	59400.0	4.23	CHEMBL871521	CHEMBL1146035	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL213244	Ki	=	51000.0	4.29	CHEMBL866101	CHEMBL1145307	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL212604	Ki	>	30000.0		CHEMBL912123	CHEMBL1149524	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL386912	Ki	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL386912	IC50	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL3085035	Ki	>	15000.0		CHEMBL911206	CHEMBL1137397	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL3085035	IC50	>	15000.0		CHEMBL911206	CHEMBL1137397	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL387191	Ki	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL387191	IC50	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL385857	Ki	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL385857	IC50	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL385571	Ki	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL385571	IC50	>	10000.0		CHEMBL911206	CHEMBL1137397	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL84319	IC50	>	30000.0		CHEMBL919584	CHEMBL1149282	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL387619	Ki	>	15000.0		CHEMBL904729	CHEMBL1143066	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL390945	Ki	>	15000.0		CHEMBL904729	CHEMBL1143066	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL390726	Ki	>	15000.0		CHEMBL904729	CHEMBL1143066	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL230473	IC50	=	46.0	7.34	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL397972	IC50	=	158.0	6.80	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL230478	IC50	=	8.0	8.10	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL390475	IC50	=	2.0	8.70	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL230474	IC50	=	5.0	8.30	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL390643	IC50	=	519.0	6.29	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL390474	IC50	=	1.0	9.00	CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL230479	IC50	>	100000.0		CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL397973	IC50	>	100000.0		CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL441907	IC50	>	100000.0		CHEMBL907570	CHEMBL1144593	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	250.0	6.60	CHEMBL889752	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL245265	IC50	=	1260.0	5.90	CHEMBL889752	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL387812	IC50	=	1750.0	5.76	CHEMBL889752	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL245264	IC50	=	1990.0	5.70	CHEMBL889752	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL243314	IC50	=	690.0	6.16	CHEMBL889752	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL390485	IC50	=	440.0	6.36	CHEMBL889752	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	9000.0	5.05	CHEMBL889753	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	45400.0	4.34	CHEMBL888629	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	>	50000.0		CHEMBL888630	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	1400.0	5.85	CHEMBL888631	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	700.0	6.16	CHEMBL888632	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	3200.0	5.50	CHEMBL889761	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	1700.0	5.77	CHEMBL889762	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	1800.0	5.75	CHEMBL889763	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL389130	IC50	=	5000.0	5.30	CHEMBL889764	CHEMBL1146247	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL31545	IC50	=	59.0	7.23	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL232911	IC50	=	68.0	7.17	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL232713	IC50	=	40.0	7.40	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL232712	IC50	=	71.0	7.15	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL232520	IC50	=	79.0	7.10	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL393354	IC50	=	13.0	7.89	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL393673	IC50	=	72.0	7.14	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL233706	IC50	=	130.0	6.89	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL203463	IC50	=	170.0	6.77	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL540964	IC50	=	310.0	6.51	CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL234367	IC50	=	20.0		CHEMBL891431	CHEMBL1146330	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL234762	IC50	=	495.0	6.30	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL409950	IC50	=	383.0	6.42	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL409949	IC50	=	444.0	6.35	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL391145	IC50	=	935.0	6.03	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL409948	IC50	=	436.0	6.36	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL231865	IC50	=	19.0	7.72	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL231864	IC50	=	205.0	6.69	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL393733	IC50	=	171.0	6.77	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL266531	IC50	=	770.0	6.11	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL391144	IC50	=	606.0	6.22	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL409875	IC50	=	133.0	6.88	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL409947	IC50	=	341.0	6.47	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL394271	IC50	=	1260.0	5.90	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL231669	IC50	=	446.0	6.35	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL398775	IC50	=	1535.0	5.81	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL232490	IC50	=	360.0	6.44	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL266567	IC50	=	474.0	6.32	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL414145	IC50	=	126.0	6.90	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL394270	IC50	=	158.0	6.80	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL414776	IC50	=	369.0	6.43	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL231863	IC50	=	20.0	7.70	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL231862	IC50	=	186.0	6.73	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL266566	IC50	=	150.0	6.82	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL393140	IC50	=	404.0	6.39	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL266565	IC50	=	271.0	6.57	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL234555	IC50	=	316.0	6.50	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL231861	IC50	=	320.0	6.50	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL412852	IC50	=	396.0	6.40	CHEMBL889829	CHEMBL1146261	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL401175	IC50	>	100000.0		CHEMBL888348	CHEMBL1140019	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL399359	IC50	>	100000.0		CHEMBL888348	CHEMBL1140019	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL401176	IC50	>	100000.0		CHEMBL888348	CHEMBL1140019	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL437501	IC50	=	5239.0	5.28	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL222649	IC50	=	4504.0	5.35	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251117	IC50	=	4813.0	5.32	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL443319	IC50	=	8507.0	5.07	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL250919	IC50	=	2971.0	5.53	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400972	IC50	=	3612.0	5.44	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL250720	IC50	=	3453.0	5.46	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251114	IC50	=	7280.0	5.14	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL437579	IC50	>	10000.0		CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251101	IC50	=	4041.0	5.39	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL427883	IC50	>	10000.0		CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400750	IC50	=	1319.0	5.88	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL398553	IC50	=	1844.0	5.73	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400728	IC50	=	2777.0	5.56	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251327	IC50	=	1000.0	6.00	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL249712	IC50	=	287.0	6.54	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL399063	IC50	=	337.0	6.47	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL249507	IC50	=	1980.0	5.70	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL250121	IC50	=	3854.0	5.41	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL250119	IC50	=	9724.0	5.01	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL249915	IC50	=	1104.0	5.96	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL248889	IC50	=	170.0	6.77	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL436636	IC50	=	8029.0	5.09	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL249698	IC50	=	417.0	6.38	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400387	IC50	=	282.0	6.55	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL249495	IC50	=	7740.0	5.11	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251719	IC50	=	6629.0	5.18	CHEMBL923077	CHEMBL1140679	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL395154	Ki	=	2200.0	5.66	CHEMBL925025	CHEMBL1140473	BAO_0000192	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254227	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL35241	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL265502	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254619	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254618	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400543	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400542	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254617	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254412	IC50	=	5430.0	5.26	CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400664	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL255038	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400663	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254828	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL436637	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL254827	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400522	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL252121	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL398505	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL252934	IC50	=	1040.0	5.98	CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL398504	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251923	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL399027	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL252729	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL252933	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL399026	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL429121	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400097	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL251973	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400096	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL255087	IC50	=	7690.0	5.11	CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL255086	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400095	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL253831	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL398708	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL253830	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL253829	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL398507	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL253611	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL255080	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400454	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400453	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL255079	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
CTSB	CHEMBL4072	CHEMBL400248	IC50	>	30000.0		CHEMBL926731	CHEMBL1140721	BAO_0000190	ChEMBL activity API
