gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason	uniprot_status	uniprot_accession	protein_name	sequence_length	uniprot_locations	uniprot_keywords	uniprot_accessible	uniprot_enzymatic_or_catalytic	uniprot_transmembrane_feature_count	uniprot_active_or_binding_features	function_excerpt	family	n_delta_fdr10_positive_diseases	n_delta_trend_or_better_diseases	n_delta_negative_trend_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_confounder_dominant_diseases	rank_score	go_no_go	demotion_or_support_reason	chembl_status	chembl_target_chembl_id	chembl_target_pref_name	chembl_target_type	chembl_target_organism	chembl_target_accessions	chembl_search_hit_count	chembl_url	chembl_activity_count	chembl_activity_values_nM_count	chembl_unique_molecules_returned	chembl_best_standard_value_nM_returned	chembl_median_standard_value_nM_returned	europepmc_query	europepmc_hit_count	europepmc_examples_json	europepmc_url	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	clinicaltrials_url	prior_flags	google_patents_url	wave39_call	wave39_reason	wave39_score
APOC1	17	3	1	0	0	3	1	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0077478315751561	0.3353996556026541	1.507336097479321	1.2341409625104072	0.0467552080895481	-1.567049625672901	t1d_acinar_cell:1.51,p=0.0077;sjogren_gland_epithelial:1.18,p=0.0097;ibd_uc_epithelial:1.28,p=0.047	True	0.8063088065414767	0.960873317311374	0.0333487255864159	0.8506970233122761															True	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor	found	P02654	Apolipoprotein C-I	83.0	Secreted	3D-structure;Direct protein sequencing;Lipid transport;Proteomics identification;Reference proteome;Secreted;Signal;Transport;VLDL	True	False	0.0		Inhibitor of lipoprotein binding to the low density lipoprotein (LDL) receptor, LDL receptor-related protein, and very low density lipoprotein (VLDL) receptor. Associates with high density lipoproteins (HDL) and the triacylglycerol-rich lipoproteins in the plasma and makes up about 10% of the protein of the VLDL and 2% of that of HDL. Appears to interfere directly with fatty acid uptake and is also the major plasma inhibitor of cholesteryl ester transfer protein (CETP). Binds free fatty acids and reduces their intracellular esterification. Modulates the interaction of APOE with beta-migrating VLDL and inhibits binding of beta-VLDL to the LDL receptor-related protein																																https://patents.google.com/?q=APOC1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; directional_negative_disease_signal; reachable protein class by UniProt location/features	8.5
CD74	17	6	1	0	0	4	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0001493188557005	0.1521083558094026	3.4924642000814563	1.6610284278730123	0.0286731100130888	-0.8457538295667728	sjogren_gland_epithelial:1.5,p=0.00015;t1d_ductal_cell:0.993,p=0.00077;t1d_stellate_cell:2.15,p=0.0027;ibd_uc_epithelial:3.49,p=0.0052;ibd_crohn_epithelial:3.09,p=0.0091;t1d_acinar_cell:1.63,p=0.015	False	0.2553907019006836	0.5415320486815584	0.2187160729350419	0.8993702893651148	1.0	AS	0.0209243668686555			datatype_literature									False	False	1.0	14.5	True	positive_disease_count>=4	found	P04233	HLA class II histocompatibility antigen gamma chain	296.0	Cell membrane;Endoplasmic reticulum membrane;Endosome;Golgi apparatus, trans-Golgi network;Late endosome;Lysosome;Secreted	3D-structure;Adaptive immunity;Alternative initiation;Alternative splicing;Cell membrane;Chaperone;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Immunity;Lysosome;Membrane;Phosphoprotein;Proteoglycan;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transmembrane;Transmembrane helix	True	True	1.0		Plays a critical role in MHC class II antigen processing by stabilizing peptide-free class II alpha/beta heterodimers in a complex soon after their synthesis and directing transport of the complex from the endoplasmic reticulum to the endosomal/lysosomal system where the antigen processing and binding of antigenic peptides to MHC class II takes place. Serves as cell surface receptor for the cytokine MIF Binds to the peptide-binding site of MHC class II alpha/beta heterodimers forming an alpha-beta-CLIP complex, thereby preventing the loading of antigenic peptides to the MHC class II complex until its release by HLA-DM in the endosome Stabilizes the conformation of mature CTSL by binding to i	state_positive_control	2.0	6.0	0.0	8.0	0.0	15.0	NO_GO	state-definition positive control, not dependency nomination	found	CHEMBL4692	HLA class II histocompatibility antigen gamma chain	SINGLE PROTEIN	Homo sapiens	P04233	4.0	https://www.ebi.ac.uk/chembl/g/#search_results/all/query=CD74	25.0	25.0	25.0	410.0	1400.0	"""CD74"" AND (autoimmune OR ""multiple sclerosis"" OR lupus OR psoriasis OR Crohn OR ""ulcerative colitis"")"	4629.0	"[{""doi"": ""10.3390/ijms27062829"", ""id"": ""41898690"", ""source"": ""MED"", ""title"": ""Bridging Inflammation and Oncology: The Role and Therapeutic Potential of Macrophage Migration Inhibitory Factor in Lung Cancer."", ""year"": ""2026""}, {""doi"": ""10.1007/s00210-026-05175-2"", ""id"": ""41814035"", ""source"": ""MED"", ""title"": ""Constructing a protein-protein interaction network for autoimmune liver diseases by integrating pQTL, rQTL, and mediation analyses."", ""year"": ""2026""}, {""doi"": ""10.1021/acs.jproteome.6c00089"", ""id"": ""42059822"", ""source"": ""MED"", ""title"": ""Proteomic Biomarker Discovery in Cerebrospinal Fluid Identifies CD74 and CD14 for Differentiating Multiple Sclerosis from Neuromyelitis Optica."", ""year"": ""2026""}]"	https://europepmc.org/search?query=%22CD74%22+AND+%28autoimmune+OR+%22multiple+sclerosis%22+OR+lupus+OR+psoriasis+OR+Crohn+OR+%22ulcerative+colitis%22%29	CD74 autoimmune	4.0	"[{""conditions"": [""Lupus Erythematosus, Cutaneous"", ""Lupus Erythematosus, Discoid"", ""Lupus Erythematosus, Systemic"", ""Lupus Vasculitis, Central Nervous System"", ""Lupus Nephritis""], ""nct_id"": ""NCT01845740"", ""status"": ""COMPLETED"", ""title"": ""Phase Ib Study of SC Milatuzumab in SLE""}, {""conditions"": [""Autoimmune Hepatitis""], ""nct_id"": ""NCT02950077"", ""status"": ""COMPLETED"", ""title"": ""Mindfulness - Based Stress Reduction and the Relationship on Inflammation in Autoimmune Hepatitis""}, {""conditions"": [""Non-Hodgkin's Lymphoma"", ""Chronic Lymphocytic Leukemia""], ""nct_id"": ""NCT00504972"", ""status"": ""COMPLETED"", ""title"": ""Phase I Trial of Anti-CD74 (hLL1) Antibody Therapy in B Cell Malignancies""}, {""conditions"": [""Autoimmune Hepatitis""], ""nct_id"": ""NCT03711669"", ""status"": ""UNKNOWN"", ""title"": ""Biomarkers to Predict the Success of Immunosuppression Withdrawal in Autoimmune Hepatitis""}]"	https://clinicaltrials.gov/search?term=CD74+autoimmune	HLA-II/CD74 state marker and crowded CD74/MIF biology | Wave34 genetics/druggability: NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; no_target_resolved_coloc_or_mr | Wave38 CRISPR rescue: NO_GO_CRISPR_RESCUE; screen_direction_unresolved;insufficient_directional_cross_disease_state_support;no_ms_directional_anchor;no_chembl_target;no_chembl_activity;screen_wilcoxon_fdr_not_significant	https://patents.google.com/?q=CD74+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	prior_demoted_or_class_blocked; directional_negative_disease_signal; prior_art_or_trial_saturation; reachable protein class by UniProt location/features; ChEMBL exact target found; ChEMBL activity records: 25; Wave15 residual state support in 8 diseases	8.0
PSMA5	17	7	0	1	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0008766227770088	0.0925780088798446	0.8450957626122797	1.653251976174746			ibd_uc_myeloid:0.845,p=0.00088;ibd_uc_stromal:0.677,p=0.003;ibd_crohn_myeloid:0.631,p=0.011;sjogren_gland_apc:0.405,p=0.015;ibd_uc_epithelial:0.667,p=0.021;psoriasis_skin_stromal:0.628,p=0.022;ibd_crohn_stromal:0.527,p=0.034	False	-0.1820091427843166	-0.1930274329819929	0.6669236814806572	0.9572241788020496							1.5136697075882326	0.0068348537941163	1.5068348537941163	0.0	0.0				False	False	0.0	21.07568348537941	False	positive_disease_count>=4	found	P28066	Proteasome subunit alpha type-5	241.0	Cytoplasm;Nucleus	3D-structure;Acetylation;Alternative splicing;Cytoplasm;Direct protein sequencing;Glycoprotein;Nucleus;Phosphoprotein;Proteasome;Proteomics identification;Reference proteome	False	False	0.0		Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein de																																https://patents.google.com/?q=PSMA5+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; core_machinery_or_hla_marker	8.0
SUB1	17	8	0	0	0	4	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0022164030969758	0.2642006213184074	0.9862119958665988	1.3520719796913525			sjogren_gland_apc:0.411,p=0.0022;ibd_uc_myeloid:0.437,p=0.015;t1d_acinar_cell:0.335,p=0.016;sjogren_gland_stromal:0.301,p=0.023;t1d_stellate_cell:0.245,p=0.024;psoriasis_keratinocyte:0.986,p=0.032;ibd_uc_stromal:0.46,p=0.033;psoriasis_skin_apc:0.779,p=0.034	False	0.0303632231526425	0.0833090512125096	0.8461992617464025	0.976211196296546							1.4611379559370654	-0.0388620440629345	1.5	0.0	0.0				False	False	0.0	20.073056897796853	False	positive_disease_count>=4	found	P53999	Activated RNA polymerase II transcriptional coactivator p15	127.0	Nucleus	3D-structure;Acetylation;Activator;DNA-binding;Direct protein sequencing;Isopeptide bond;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transcription;Transcription regulation;Ubl conjugation	False	False	0.0		General coactivator that functions cooperatively with TAFs and mediates functional interactions between upstream activators and the general transcriptional machinery. May be involved in stabilizing the multiprotein transcription complex. Binds single-stranded DNA. Also binds, in vitro, non-specifically to double-stranded DNA (ds DNA)																																https://patents.google.com/?q=SUB1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
SBNO2	17	4	0	2	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0003986607409518	0.0687630571101208	1.5755740760243238	2.4945474400861594			ibd_crohn_epithelial:1.44,p=0.0004;ibd_uc_epithelial:1.58,p=0.0011;psoriasis_keratinocyte:1.21,p=0.018;t1d_stellate_cell:0.898,p=0.024	False	-0.3898123533746496	-0.4081820666187324	0.3337161519905203	0.9141270983319502															False	False	0.0	20.0	False	positive_disease_count>=4	found	Q9Y2G9	Protein strawberry notch homolog 2	1366.0		Activator;Alternative splicing;Differentiation;Osteogenesis;Proteomics identification;Reference proteome;Repressor;Transcription;Transcription regulation	False	False	0.0		Acts as a transcriptional coregulator, that can have both coactivator and corepressor functions. Inhibits the DCSTAMP-repressive activity of TAL1, hence enhancing the access of the transcription factor MITF to the DC-STAMP promoter in osteoclast. Plays a role in bone homeostasis; required as a positive regulator in TNFSF11//RANKL-mediated osteoclast fusion via a DCSTAMP-dependent pathway. May also be required in the regulation of osteoblast differentiation (By similarity). Involved in the transcriptional corepression of NF-kappaB in macrophages (PubMed:18025162). Plays a role as a regulator in the pro-inflammatory cascade (PubMed:18025162)																																https://patents.google.com/?q=SBNO2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
ASL	17	6	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0007839726025205	0.0808141225355613	2.0430911451520246	1.5252463491804438			ibd_crohn_epithelial:0.656,p=0.00078;t1d_endothelial_cell:1.63,p=0.0087;psoriasis_keratinocyte:2.04,p=0.015;ibd_uc_stromal:1.12,p=0.018;t1d_ductal_cell:0.838,p=0.034;t1d_stellate_cell:1.56,p=0.046	False	-0.321226334266484	-0.4928165122313689	0.2727488139944647	0.9049965616313804															False	False	0.0	20.0	False	positive_disease_count>=4	found	P04424	Argininosuccinate lyase	464.0		3D-structure;Acetylation;Alternative splicing;Amino-acid biosynthesis;Arginine biosynthesis;Disease variant;Lyase;Proteomics identification;Reference proteome;Urea cycle	False	False	0.0	Active site:Proton acceptor;Active site:Proton donor;Binding site:in chain A;Binding site:in chain A;Binding site:in chain C;Binding site:in chain B;Binding site:in chain A;Binding site:in chain A;Binding site:in chain A	Catalyzes the reversible cleavage of L-argininosuccinate to fumarate and L-arginine, an intermediate step reaction in the urea cycle mostly providing for hepatic nitrogen detoxification into excretable urea as well as de novo L-arginine synthesis in nonhepatic tissues (PubMed:11747432, PubMed:11747433, PubMed:22081021, PubMed:2263616, PubMed:9045711). Essential regulator of intracellular and extracellular L-arginine pools. As part of citrulline-nitric oxide cycle, forms tissue-specific multiprotein complexes with argininosuccinate synthase ASS1, transport protein SLC7A1 and nitric oxide synthase NOS1, NOS2 or NOS3, allowing for cell-autonomous L-arginine synthesis while channeling extracellu																																https://patents.google.com/?q=ASL+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
IDO1	13	7	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.00322826600589	0.1536003676736752	5.7271363260966694	1.4771151962959084			ibd_crohn_myeloid:5.73,p=0.0032;ibd_uc_myeloid:4.95,p=0.0076;ibd_crohn_epithelial:2.71,p=0.025;ibd_crohn_stromal:3.24,p=0.027;psoriasis_skin_stromal:0.324,p=0.03;sjogren_gland_apc:2.42,p=0.032;ibd_uc_epithelial:3.09,p=0.05	False																			False	False	0.0	19.0	False	positive_disease_count>=4	found	P14902	Indoleamine 2,3-dioxygenase 1	403.0	Cytoplasm, cytosol	3D-structure;Cytoplasm;Dioxygenase;Direct protein sequencing;Heme;Immunity;Iron;Metal-binding;Oxidoreductase;Proteomics identification;Reference proteome;Tryptophan catabolism	False	False	0.0	Binding site:proximal binding residue	Catalyzes the first and rate limiting step of the catabolism of the essential amino acid tryptophan along the kynurenine pathway (PubMed:17671174, PubMed:18026683). Involved in the peripheral immune tolerance, contributing to maintain homeostasis by preventing autoimmunity or immunopathology that would result from uncontrolled and overreacting immune responses (PubMed:25691885). Tryptophan shortage inhibits T lymphocytes division and accumulation of tryptophan catabolites induces T-cell apoptosis and differentiation of regulatory T-cells (PubMed:25691885). Acts as a suppressor of anti-tumor immunity (PubMed:14502282, PubMed:23103127, PubMed:25157255, PubMed:25691885). Limits the growth of in																																https://patents.google.com/?q=IDO1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
CAPZA1	17	6	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0103422604266697	0.2203715012570442	0.8514139447435545	1.363337276721535			psoriasis_skin_stromal:0.851,p=0.01;ibd_crohn_epithelial:0.434,p=0.024;ibd_uc_epithelial:0.416,p=0.033;ibd_crohn_myeloid:0.627,p=0.035;t1d_beta_cell:0.544,p=0.043;t1d_endothelial_cell:0.506,p=0.048	False	-0.0475030377449154	-0.1417443548955727	0.734525172997871	0.9693303715651268							2.0364174522627687	0.2682087261313842	1.7682087261313844	1.0	0.0	MS			False	False	0.0	18.10182087261314	False	positive_disease_count>=4	found	P52907	F-actin-capping protein subunit alpha-1	286.0	Cytoplasm, cytoskeleton	3D-structure;Acetylation;Actin capping;Actin-binding;Cytoplasm;Cytoskeleton;Direct protein sequencing;Phosphoprotein;Proteomics identification;Reference proteome	False	False	0.0		F-actin-capping proteins bind in a Ca(2+)-independent manner to the fast growing ends of actin filaments (barbed end) thereby blocking the exchange of subunits at these ends. Unlike other capping proteins (such as gelsolin and severin), these proteins do not sever actin filaments. May play a role in the formation of epithelial cell junctions (PubMed:22891260). Forms, with CAPZB, the barbed end of the fast growing ends of actin filaments in the dynactin complex and stabilizes dynactin structure. The dynactin multiprotein complex activates the molecular motor dynein for ultra-processive transport along microtubules (By similarity)																																https://patents.google.com/?q=CAPZA1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
PPIF	17	4	0	1	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0007079680995625	0.0916163162915363	2.070558497023524	2.3950495317084552			ibd_crohn_myeloid:2.03,p=0.00071;ibd_uc_myeloid:2.07,p=0.0025;psoriasis_keratinocyte:1.08,p=0.0093;sjogren_gland_apc:0.483,p=0.023	False	0.0794098483837952	0.1532872643924068	0.7293829927625533	0.9684447890186522							1.2898787306381196	-0.2101212693618803	1.5	0.0	1.0		MS		False	False	0.0	18.064493936531907	False	positive_disease_count>=4	found	P30405	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	207.0	Mitochondrion matrix	3D-structure;Acetylation;Alternative splicing;Apoptosis;Isomerase;Mitochondrion;Necrosis;Proteomics identification;Reference proteome;Rotamase;S-nitrosylation;Transit peptide	False	False	0.0		PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore assist protein folding (PubMed:20676357). Involved in regulation of the mitochondrial permeability transition pore (mPTP) (PubMed:26387735). It is proposed that its association with the mPTP is masking a binding site for inhibiting inorganic phosphate (Pi) and promotes the open probability of the mPTP leading to apoptosis or necrosis; the requirement of the PPIase activity for this function is debated (PubMed:26387735). In cooperation with mitochondrial p53/TP53 is involved in activating oxidative stress-induced necrosis (PubMed:22726440). Involved in modulation of mitochondri																																https://patents.google.com/?q=PPIF+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
PDIA4	17	4	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		1.8382247381480167e-05	0.0326479535548552	1.3601199318790511	2.3012279584035573			ibd_crohn_epithelial:1.21,p=1.8e-05;ibd_uc_epithelial:1.36,p=0.0058;t1d_ductal_cell:0.658,p=0.019;psoriasis_keratinocyte:0.877,p=0.031	False	-0.6214340839245054	-0.9090225195686528	0.0407144742028937	0.8573807218486817							1.2292695305275312	-0.2707304694724688	1.5	0.0	0.0				False	False	0.0	18.061463476526377	False	positive_disease_count>=4	found	P13667	Protein disulfide-isomerase A4	645.0	Endoplasmic reticulum lumen;Melanosome	3D-structure;Acetylation;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Host-virus interaction;Isomerase;Proteomics identification;Redox-active center;Reference proteome;Repeat;Signal	False	False	0.0																																		https://patents.google.com/?q=PDIA4+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
NUP205	17	4	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0007338881664293	0.0928122836033744	1.918535078240395	1.7518180152141731			t1d_endothelial_cell:1.92,p=0.00073;ibd_crohn_epithelial:1,p=0.0077;ibd_uc_epithelial:0.995,p=0.012;psoriasis_skin_stromal:0.508,p=0.047	False	0.060155073131991	0.1723321218892944	0.6829134822005106	0.961744569860308							1.151618894071846	-0.3483811059281542	1.5	0.0	0.0				False	False	0.0	18.05758094470359	False	positive_disease_count>=4	found	Q92621	Nuclear pore complex protein Nup205	2012.0	Nucleus membrane;Nucleus, nuclear pore complex	3D-structure;Acetylation;Direct protein sequencing;Disease variant;Membrane;Nuclear pore complex;Nucleus;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Translocation;Transport;mRNA transport	False	False	0.0		Plays a role in the nuclear pore complex (NPC) assembly and/or maintenance (PubMed:9348540). May anchor NUP62 and other nucleoporins, but not NUP153 and TPR, to the NPC (PubMed:15229283). In association with TMEM209, may be involved in nuclear transport of various nuclear proteins in addition to MYC (PubMed:22719065)																																https://patents.google.com/?q=NUP205+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
PSMA1	17	6	0	0	0	4	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0067668403295615	0.1733796076908522	0.5979730077347876	1.3209052955788143			t1d_acinar_cell:0.478,p=0.0068;ibd_uc_epithelial:0.598,p=0.0075;ibd_uc_stromal:0.429,p=0.0098;t1d_ductal_cell:0.322,p=0.03;sjogren_gland_epithelial:0.227,p=0.045;ibd_crohn_myeloid:0.389,p=0.046	False	-0.0205187994462949	-0.0364595663254123	0.9295250036210368	0.9912593641611068							0.2578735349729617	-1.2421264650270385	1.5	0.0	0.0				False	False	0.0	18.012893676748646	False	positive_disease_count>=4	found	P25786	Proteasome subunit alpha type-1	263.0	Cytoplasm;Nucleus	3D-structure;Acetylation;Alternative splicing;Cytoplasm;Direct protein sequencing;Glycoprotein;Immunity;Isopeptide bond;Nucleus;Phosphoprotein;Proteasome;Proteomics identification;Reference proteome;Ubl conjugation	False	False	0.0		Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein de																																https://patents.google.com/?q=PSMA1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; core_machinery_or_hla_marker	8.0
GPX2	15	4	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0001792787735778	0.0297190422960053	3.076297732253536	2.3673491390307975			ibd_uc_epithelial:1.49,p=0.00018;ibd_crohn_epithelial:0.891,p=0.012;psoriasis_keratinocyte:1.45,p=0.019;t1d_endothelial_cell:3.08,p=0.043	False	-1.5707501698055557	-0.8913574086753667	0.0453220159509071	0.8720558158456704															False	False	0.0	18.0	False	positive_disease_count>=4	found	P18283	Glutathione peroxidase 2	190.0	Cytoplasm, cytosol	3D-structure;Cytoplasm;Oxidoreductase;Peroxidase;Proteomics identification;Reference proteome;Selenocysteine	False	False	0.0	Active site	Catalyzes the reduction of hydroperoxides in a glutathione-dependent manner thus regulating cellular redox homeostasis (PubMed:36608588, PubMed:8428933). Can reduce small soluble hydroperoxides such as H2O2, cumene hydroperoxide and tert-butyl hydroperoxide, as well as several fatty acid-derived hydroperoxides (PubMed:36608588, PubMed:8428933). Cannot reduce phosphatidycholine hydroperoxide (PubMed:8428933)																																https://patents.google.com/?q=GPX2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
MAGOHB	17	4	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.001590299502245	0.0853151936851667	1.7151790972705907	2.274104625221234			ibd_uc_epithelial:1.02,p=0.0016;ibd_crohn_epithelial:0.578,p=0.0033;psoriasis_keratinocyte:0.996,p=0.018;t1d_endothelial_cell:1.72,p=0.034	False	0.1247308793297978	0.1656232975631704	0.6937139762437037	0.9646161727383372															False	False	0.0	18.0	False	positive_disease_count>=4	found	Q96A72	Protein mago nashi homolog 2	148.0	Nucleus	3D-structure;Acetylation;Direct protein sequencing;Nucleus;Proteomics identification;RNA-binding;Reference proteome;Spliceosome;Transport;mRNA processing;mRNA splicing;mRNA transport	False	False	0.0		Required for pre-mRNA splicing as component of the spliceosome (PubMed:28502770, PubMed:29301961, PubMed:30705154). Plays a redundant role with MAGOH in the exon junction complex and in the nonsense-mediated decay (NMD) pathway (PubMed:23917022)																																https://patents.google.com/?q=MAGOHB+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
ESCO2	16	4	0	1	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0016431843035022	0.0869214467151387	1.8662637583293145	2.098038225742352			ibd_uc_epithelial:1.51,p=0.0016;ibd_crohn_epithelial:1.51,p=0.0056;t1d_ductal_cell:0.836,p=0.03;psoriasis_keratinocyte:1.87,p=0.045	False	0.6111340072242708	0.2201193758878879	0.6073267920045339	0.9473423366873376															False	False	0.0	18.0	False	positive_disease_count>=4	found	Q56NI9	N-acetyltransferase ESCO2	601.0	Chromosome;Nucleus	Acyltransferase;Alternative splicing;Cell cycle;Chromosome;Disease variant;Dwarfism;Intellectual disability;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transferase;Zinc;Zinc-finger	False	False	0.0		Acetyltransferase required for the establishment of sister chromatid cohesion (PubMed:15821733, PubMed:15958495). Couples the processes of cohesion and DNA replication to ensure that only sister chromatids become paired together. In contrast to the structural cohesins, the deposition and establishment factors are required only during the S phase. Acetylates the cohesin component SMC3 (PubMed:21111234)																																https://patents.google.com/?q=ESCO2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
