source	query	url	status	cache_file
ChEMBL	CHEMBL5840	https://www.ebi.ac.uk/chembl/api/data/target/CHEMBL5840.json	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/chembl_target_CHEMBL5840.json
ChEMBL	CHEMBL5840	https://www.ebi.ac.uk/chembl/api/data/activity.json?target_chembl_id=CHEMBL5840&limit=1000	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/chembl_activity_CHEMBL5840.json
ChEMBL	CHEMBL6097	https://www.ebi.ac.uk/chembl/api/data/target/CHEMBL6097.json	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/chembl_target_CHEMBL6097.json
ChEMBL	CHEMBL6097	https://www.ebi.ac.uk/chembl/api/data/activity.json?target_chembl_id=CHEMBL6097&limit=1000	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/chembl_activity_CHEMBL6097.json
Europe PMC	"""FADS1"" AND (""autoimmune"" OR ""multiple sclerosis"" OR ""rheumatoid arthritis"" OR ""lupus"" OR ""IBD"" OR ""psoriasis"")"	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%22FADS1%22+AND+%28%22autoimmune%22+OR+%22multiple+sclerosis%22+OR+%22rheumatoid+arthritis%22+OR+%22lupus%22+OR+%22IBD%22+OR+%22psoriasis%22%29&format=json&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/europepmc__FADS1_AND_autoimmune_OR_multiple_sclerosis_OR_rheumatoid_arthritis_OR_lupus_OR_IBD_OR_psoriasis.json
Europe PMC	"""FADS2"" AND (""autoimmune"" OR ""multiple sclerosis"" OR ""rheumatoid arthritis"" OR ""lupus"" OR ""IBD"" OR ""psoriasis"")"	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%22FADS2%22+AND+%28%22autoimmune%22+OR+%22multiple+sclerosis%22+OR+%22rheumatoid+arthritis%22+OR+%22lupus%22+OR+%22IBD%22+OR+%22psoriasis%22%29&format=json&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/europepmc__FADS2_AND_autoimmune_OR_multiple_sclerosis_OR_rheumatoid_arthritis_OR_lupus_OR_IBD_OR_psoriasis.json
Europe PMC	"""delta-5 desaturase inhibitor"" AND (""autoimmune"" OR ""inflammatory bowel"" OR ""rheumatoid"" OR ""multiple sclerosis"")"	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%22delta-5+desaturase+inhibitor%22+AND+%28%22autoimmune%22+OR+%22inflammatory+bowel%22+OR+%22rheumatoid%22+OR+%22multiple+sclerosis%22%29&format=json&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/europepmc__delta-5_desaturase_inhibitor_AND_autoimmune_OR_inflammatory_bowel_OR_rheumatoid_OR_multiple_sclerosis.json
Europe PMC	"""FADS1 inhibitor"" AND (""autoimmune"" OR ""inflammatory bowel"" OR ""rheumatoid"" OR ""multiple sclerosis"")"	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%22FADS1+inhibitor%22+AND+%28%22autoimmune%22+OR+%22inflammatory+bowel%22+OR+%22rheumatoid%22+OR+%22multiple+sclerosis%22%29&format=json&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/europepmc__FADS1_inhibitor_AND_autoimmune_OR_inflammatory_bowel_OR_rheumatoid_OR_multiple_sclerosis.json
Europe PMC	"""FADS1"" AND ""TMEM258"" AND (""Crohn"" OR ""inflammatory bowel"" OR ""rheumatoid"")"	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%22FADS1%22+AND+%22TMEM258%22+AND+%28%22Crohn%22+OR+%22inflammatory+bowel%22+OR+%22rheumatoid%22%29&format=json&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/europepmc__FADS1_AND_TMEM258_AND_Crohn_OR_inflammatory_bowel_OR_rheumatoid.json
ClinicalTrials.gov	FADS1 autoimmune	https://clinicaltrials.gov/api/v2/studies?query.term=FADS1+autoimmune&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/clinicaltrials_FADS1_autoimmune.json
ClinicalTrials.gov	FADS2 autoimmune	https://clinicaltrials.gov/api/v2/studies?query.term=FADS2+autoimmune&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/clinicaltrials_FADS2_autoimmune.json
ClinicalTrials.gov	delta-5 desaturase inhibitor	https://clinicaltrials.gov/api/v2/studies?query.term=delta-5+desaturase+inhibitor&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/clinicaltrials_delta-5_desaturase_inhibitor.json
ClinicalTrials.gov	D5D inhibitor	https://clinicaltrials.gov/api/v2/studies?query.term=D5D+inhibitor&pageSize=1	ok	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/clinicaltrials_D5D_inhibitor.json
ClinicalTrials.gov	FADS1 inhibitor	https://clinicaltrials.gov/api/v2/studies?query.term=FADS1+inhibitor&pageSize=1	cache_hit	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/clinicaltrials_FADS1_inhibitor.json
ClinicalTrials.gov	AMG 786	https://clinicaltrials.gov/api/v2/studies?query.term=AMG+786&pageSize=1	ok	results_v3/wave42_fads_lipid_desaturation_axis/raw_api/clinicaltrials_AMG_786.json
