gene	screen_call	median_efficient_minus_noneater_lfc	n_sgrna	efficient_fdr	contrast_fdr	reopener_score	reopener_call	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call
KIF13A	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.343543761351931	3	1.0	0.9971256078463696	1.343543761351931	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-0.1359898212059231	0.6373276374221055	0.9516720539073452	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.343543761351931	0.9971256078463696	False	
OLFR266	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.3236991570332537	2			1.3236991570332537	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.3236991570332537		False	
SELP	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3166070225277753	4	0.8221627590893646	0.9965506589785832	1.3166070225277753	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.3166070225277753	0.9965506589785832	False	
NF1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.297724351173138	3	0.9600924529799222	0.9971256078463696	1.297724351173138	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.145856254932692	0.4428929614828906	0.9214560346888634	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.297724351173138	0.9971256078463696	False	
PTGES3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2756019370495204	4	0.8221627590893646	0.9965506589785832	1.2756019370495204	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.4320648854278541	0.1500753529637361	0.8989378106274888	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2756019370495204	0.9965506589785832	False	
YWHAE	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.2679260684680216	2			1.2679260684680216	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	0.114292112036793	0.2622980587157738	0.9049965616313804	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.2679260684680216		False	
PDCD6IP	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.2170477653396643	4	0.8221627590893646	0.920009505703422	1.2170477653396643	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	0.0525392734147782	0.6288941416097741	0.950018606810264	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.2170477653396643	0.920009505703422	False	
PYDC3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.192668828893351	3	0.8221627590893646	0.920009505703422	1.192668828893351	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.192668828893351	0.920009505703422	False	
VMN2R87	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0970815686567217	3	0.8221627590893646	0.920009505703422	1.0970815686567217	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0970815686567217	0.920009505703422	False	
INTS7	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0702004249539363	4	0.8221627590893646	0.920009505703422	1.0702004249539363	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	-0.3213691215850422	0.7500444708175612	0.970415871093437	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0702004249539363	0.920009505703422	False	
RYK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.059316314841792	3	0.8221627590893646	0.920009505703422	1.059316314841792	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;ulcerative colitis	0.081309930835447	0.5201429831615564	0.9352591033176444	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.059316314841792	0.920009505703422	False	
FCGRT	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0489029953992377	4	0.8221627590893646	0.920009505703422	1.0489029953992377	NO_GO_EFFEROCYTOSIS_ONLY	0.0	3.0		0.0231623625607966	0.8909537537424405	0.9842134382901514	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0489029953992377	0.920009505703422	False	
MCMBP	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.043248837727032	4	0.8221627590893646	0.920009505703422	1.043248837727032	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	0.1090013411621377	0.3668729499595036	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.043248837727032	0.920009505703422	False	
IGLON5	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0204032580512368	4	0.8221627590893646	0.920009505703422	1.0204032580512368	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	ulcerative colitis	-0.3955086162820667	0.6674202686855241	0.9574348457395032	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	1.0204032580512368	0.920009505703422	False	
ZSWIM7	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.994070445341208	3	0.8221627590893646	0.920009505703422	0.994070445341208	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.080290570252691	0.7811454644298303	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.994070445341208	0.920009505703422	False	
AXIN1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9860183805212732	3	0.8221627590893646	0.920009505703422	0.9860183805212732	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-0.1472896811219346	0.4522029876896532	0.9226676071654472	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9860183805212732	0.920009505703422	False	
VMN1R142	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9751204018760492	1			0.9751204018760492	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9751204018760492		False	
ZFP775	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9565179349957516	3	0.8221627590893646	0.920009505703422	0.9565179349957516	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9565179349957516	0.920009505703422	False	
LHX2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9510873903574384	4	0.8221627590893646	0.920009505703422	0.9510873903574384	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.1614119352184504	0.8939418631098478	0.9842134382901514	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9510873903574384	0.920009505703422	False	
BEAN1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9396905386087092	3	0.9600924529799222	0.9971256078463696	0.9396905386087092	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		1.895895312215054	0.0520248248522866	0.8815737414592851	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9396905386087092	0.9971256078463696	False	
OLFR615	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.917722558670084	3	0.9600924529799222	0.9971256078463696	0.917722558670084	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.917722558670084	0.9971256078463696	False	
MAN1A2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9058439561521868	2			0.9058439561521868	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	Crohn disease	0.241003244143517	0.1354181777450778	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.9058439561521868		False	
FZD4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8948272603665511	4	0.8221627590893646	0.920009505703422	0.8948272603665511	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	psoriasis	0.2341258402195833	0.5017585026468344	0.9293463852854722	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8948272603665511	0.920009505703422	False	
GM2825	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8898829750497745	1			0.8898829750497745	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8898829750497745		False	
ZFP598	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8846439794835519	3	0.8221627590893646	0.920009505703422	0.8846439794835519	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8846439794835519	0.920009505703422	False	
YTHDF2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8747315389922106	4	0.8221627590893646	0.920009505703422	0.8747315389922106	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.1327571129098164	0.3644206959031834	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8747315389922106	0.920009505703422	False	
ABTB2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8670671833295949	4	0.9600924529799222	0.920009505703422	0.8670671833295949	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	type 1 diabetes mellitus;ulcerative colitis	-0.1477415366285122	0.8826494351185098	0.9840278968329756	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8670671833295949	0.920009505703422	False	
RECQL4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8545654357562431	3	1.0	0.9971256078463696	0.8545654357562431	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;psoriasis	-0.1913098158967807	0.8338579124203143	0.9761732664217524	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8545654357562431	0.9971256078463696	False	
CHST11	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8502554113258909	3	0.9600924529799222	0.9971256078463696	0.8502554113258909	NO_GO_EFFEROCYTOSIS_ONLY	2.0	1.0	Crohn disease;Sjogren syndrome	-0.2506943649676447	0.1533386150844086	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8502554113258909	0.9971256078463696	False	
SLC38A9	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.839036932213384	4	0.8221627590893646	0.920009505703422	0.839036932213384	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	psoriasis	-0.0138294648293957	0.941748458767518	0.99432431646682	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.839036932213384	0.920009505703422	False	
TPX2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.832988507912001	4	0.8221627590893646	0.920009505703422	0.832988507912001	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;psoriasis	0.388655050343254	0.7566394056553223	0.9709375242067292	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.832988507912001	0.920009505703422	False	
MGST2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8277298867867664	4	0.9052095024317248	0.920009505703422	0.8277298867867664	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	-0.0569195742125767	0.7931953916304236	0.9749895148938428	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8277298867867664	0.920009505703422	False	
KRTAP31	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8251254522357937	4	0.8221627590893646	0.920009505703422	0.8251254522357937	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False	
TAS2R106	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8127042676625387	4	0.8221627590893646	0.920009505703422	0.8127042676625387	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8127042676625387	0.920009505703422	False	
VMN2R98	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8120747727621225	3	1.0	1.0	0.8120747727621225	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.8120747727621225	1.0	False	
POC5	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.804487896071381	3	0.8221627590893646	0.920009505703422	0.804487896071381	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	-1.2807223485285002	0.2516597340064326	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.804487896071381	0.920009505703422	False	
SLC39A3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7973819035726755	4	0.8221627590893646	0.920009505703422	0.7973819035726755	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	psoriasis	0.3504390439417388	0.0598622921599721	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7973819035726755	0.920009505703422	False	
ZCCHC6	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7954482334386943	4	0.8221627590893646	0.920009505703422	0.7954482334386943	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7954482334386943	0.920009505703422	False	
SCGB1C1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7884808330220432	3	0.8221627590893646	0.920009505703422	0.7884808330220432	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7884808330220432	0.920009505703422	False	
FBXO16	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.783729666809502	4	0.8221627590893646	0.920009505703422	0.783729666809502	NO_GO_EFFEROCYTOSIS_ONLY	2.0	1.0	Crohn disease;Sjogren syndrome	0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.783729666809502	0.920009505703422	False	
TIAL1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7822771961462163	3	0.9600924529799222	0.9971256078463696	0.7822771961462163	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-0.1919977019666454	0.2000571614574451	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7822771961462163	0.9971256078463696	False	
GM20604	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7478157959370991	4	0.8221627590893646	0.920009505703422	0.7478157959370991	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7478157959370991	0.920009505703422	False	
PCDHB12	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7421700762203622	4	0.8221627590893646	0.920009505703422	0.7421700762203622	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-1.2623092634816753	0.1527083847928057	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7421700762203622	0.920009505703422	False	
COQ4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7390299162587112	4	0.9052095024317248	0.920009505703422	0.7390299162587112	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	-0.6008962503040909	0.4537961785760602	0.9234563450681982	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7390299162587112	0.920009505703422	False	
IFT52	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7389468573829583	3	0.8221627590893646	0.9971256078463696	0.7389468573829583	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	0.9637758346159933	0.2158251853456009	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7389468573829583	0.9971256078463696	False	
PLIN4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7387369483265096	3	0.8221627590893646	0.920009505703422	0.7387369483265096	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Sjogren syndrome	-1.206250847650037	0.1457111954023493	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7387369483265096	0.920009505703422	False	
MREG	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7381558563486115	3	0.9600924529799222	0.9971256078463696	0.7381558563486115	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	psoriasis	-1.1356746357606893	0.3109854665752915	0.9094390036211306	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7381558563486115	0.9971256078463696	False	
TAGAP1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7333646644709861	3	0.8221627590893646	0.920009505703422	0.7333646644709861	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7333646644709861	0.920009505703422	False	
SEMA4G	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7332074846621264	4	0.8221627590893646	0.920009505703422	0.7332074846621264	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		1.151461158958096	0.3539897406882862	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7332074846621264	0.920009505703422	False	
GABPA	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7326181804475197	4	0.8221627590893646	0.920009505703422	0.7326181804475197	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	0.2091261469968142	0.1983017103021269	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7326181804475197	0.920009505703422	False	
BC048403	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7319362981813718	4	0.8221627590893646	0.920009505703422	0.7319362981813718	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7319362981813718	0.920009505703422	False	
A4GNT	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7307118748476977	4	0.8221627590893646	1.0	0.7307118748476977	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-0.3152428595482235	0.7399499612583098	0.9693303715651268	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7307118748476977	1.0	False	
KIF24	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7193984098130499	2			0.7193984098130499	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	-0.3756311047878879	0.6371485606723378	0.9516720539073452	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7193984098130499		False	
ICAM2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7149611729355311	4	0.8221627590893646	0.920009505703422	0.7149611729355311	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	psoriasis;ulcerative colitis	-0.6152780866644587	0.1858442878877425	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7149611729355311	0.920009505703422	False	
ZFP385A	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7141892442557852	4	0.8221627590893646	0.920009505703422	0.7141892442557852	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7141892442557852	0.920009505703422	False	
ANKUB1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7092927600471219	4	0.9052095024317248	0.920009505703422	0.7092927600471219	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-1.2693646866680273	0.2100113496282079	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7092927600471219	0.920009505703422	False	
DNAH9	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6986723504031553	3	0.8221627590893646	0.920009505703422	0.6986723504031553	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-1.8230947503604025	0.2980806846969469	0.9075477698307116	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6986723504031553	0.920009505703422	False	
OBFC1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6898050063597292	3	0.8221627590893646	0.9971256078463696	0.6898050063597292	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6898050063597292	0.9971256078463696	False	
BPIFB2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6841443263343	4	0.8221627590893646	0.920009505703422	0.6841443263343	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6841443263343	0.920009505703422	False	
CCDC121	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6827272084298491	4	0.8221627590893646	0.920009505703422	0.6827272084298491	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	psoriasis;type 1 diabetes mellitus	0.4429917115479078	0.2380875945504296	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6827272084298491	0.920009505703422	False	
NDST4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.678671127146643	4	0.8221627590893646	0.920009505703422	0.678671127146643	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.678671127146643	0.920009505703422	False	
4732456N10RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.674675914375128	3	0.9600924529799222	0.9971256078463696	0.674675914375128	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.674675914375128	0.9971256078463696	False	
