gene	screen_call	median_efficient_minus_noneater_lfc	n_sgrna	efficient_fdr	contrast_fdr	reopener_score	reopener_call	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call
LARP4B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.669063985231688	3	1.0	1.0	0.669063985231688	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0685719768411186	0.636350966574614	0.9516720539073452	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.669063985231688	1.0	False	
TDRD1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.667572709720756	4	0.8221627590893646	0.920009505703422	0.667572709720756	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-0.8082283949839004	0.4256531769612471	0.9195199515584406	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.667572709720756	0.920009505703422	False	
KLHL33	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6600517547213092	3	0.9600924529799222	1.0	0.6600517547213092	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	psoriasis	0.0937445244466315	0.9391868189731134	0.9934095934399912	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6600517547213092	1.0	False	
HADHB	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6585797676778689	4	0.8221627590893646	0.920009505703422	0.6585797676778689	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.0918642518435639	0.5702518246064191	0.9431647247323408	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6585797676778689	0.920009505703422	False	
CRTC2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6561086787603776	4	0.8221627590893646	0.920009505703422	0.6561086787603776	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	Crohn disease	-0.0615243246865482	0.5813061664829845	0.9460303616141402	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6561086787603776	0.920009505703422	False	
H2M1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6535091677864131	4	0.8221627590893646	0.9971256078463696	0.6535091677864131	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False	
GRID2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6505091159480573	4	0.9600924529799222	0.9971256078463696	0.6505091159480573	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.3547864382852932	0.761444514214192	0.9719884074532352	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6505091159480573	0.9971256078463696	False	
SEMA5B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6501880204635433	4	0.8221627590893646	0.920009505703422	0.6501880204635433	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-0.5024508263598222	0.6257382408748321	0.9496514626470688	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6501880204635433	0.920009505703422	False	
KRTAP195	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6240765229166133	4	0.8221627590893646	0.920009505703422	0.6240765229166133	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0				False	
CCNJ	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6177052987012361	3	0.9600924529799222	0.9971256078463696	0.6177052987012361	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	-0.06554676041576	0.7336928245839152	0.9693303715651268	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6177052987012361	0.9971256078463696	False	
SRR	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6165454584805455	4	0.8221627590893646	0.920009505703422	0.6165454584805455	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.8934823312865952	0.217420691244909	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6165454584805455	0.920009505703422	False	
ENTPD8	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.615982037650057	4	0.9052095024317248	0.920009505703422	0.615982037650057	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	Sjogren syndrome	0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.615982037650057	0.920009505703422	False	
SEC14L4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6112508984086826	4	0.8221627590893646	0.920009505703422	0.6112508984086826	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6112508984086826	0.920009505703422	False	
4922502D21RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6083144145263334	4	0.8221627590893646	0.920009505703422	0.6083144145263334	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6083144145263334	0.920009505703422	False	
JAG2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6066951934490707	3	0.9600924529799222	1.0	0.6066951934490707	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	psoriasis	-0.6994706073309587	0.0223768457329204	0.8472374898464006	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.6066951934490707	1.0	False	
GGA1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.600222617398225	4	0.8221627590893646	0.920009505703422	0.600222617398225	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	psoriasis	0.1086874109223448	0.5178793816714067	0.9350799934355604	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.600222617398225	0.920009505703422	False	
PPID	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5979604012705857	4	1.0	0.9971256078463696	0.5979604012705857	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	0.2970462380102727	0.2017042961574526	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5979604012705857	0.9971256078463696	False	
ANXA8	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5741927722498432	3	0.9600924529799222	0.9971256078463696	0.5741927722498432	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5741927722498432	0.9971256078463696	False	
OLFR148	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5713050327433113	4	1.0	1.0	0.5713050327433113	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5713050327433113	1.0	False	
SDPR	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.57026300702813	3	0.9600924529799222	0.9971256078463696	0.57026300702813	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.57026300702813	0.9971256078463696	False	
AGPS	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5653249603772575	4	0.8221627590893646	0.9965506589785832	0.5653249603772575	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;psoriasis	-0.1790545882116099	0.5690400691651726	0.9431647247323408	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5653249603772575	0.9965506589785832	False	
OLFR1277	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5645912312649698	4	0.8221627590893646	0.920009505703422	0.5645912312649698	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5645912312649698	0.920009505703422	False	
TSPO	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.559017145897855	3	0.8221627590893646	0.920009505703422	0.559017145897855	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	-0.2391314299510138	0.2593651508945864	0.9049965616313804	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.559017145897855	0.920009505703422	False	
OLFR520	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.558768838238757	4	1.0	1.0	0.558768838238757	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.558768838238757	1.0	False	
PARD3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.552224561771612	4	0.9052095024317248	0.920009505703422	0.552224561771612	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.0811973195248985	0.9448236103277968	0.9944057947422876	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.552224561771612	0.920009505703422	False	
SLCO4C1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5514568850193836	4	0.9052095024317248	0.920009505703422	0.5514568850193836	NO_GO_EFFEROCYTOSIS_ONLY	0.0	2.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5514568850193836	0.920009505703422	False	
YBX1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5510678120071477	3	0.8221627590893646	0.9971256078463696	0.5510678120071477	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.2401260718405868	0.0768832482097516	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5510678120071477	0.9971256078463696	False	
LMOD1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5498606988728605	4	0.8221627590893646	0.920009505703422	0.5498606988728605	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		-0.3632715864255962	0.7889614941017652	0.9745041645639924	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5498606988728605	0.920009505703422	False	
OLFR788	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5473926778508036	3	0.8221627590893646	0.920009505703422	0.5473926778508036	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5473926778508036	0.920009505703422	False	
IGFALS	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5468550156161243	3	1.0	0.9971256078463696	0.5468550156161243	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	Crohn disease	1.0563264845175735	0.2825451535397221	0.9055783835864206	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5468550156161243	0.9971256078463696	False	
CAMK1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5414778255305832	3	0.8221627590893646	0.920009505703422	0.5414778255305832	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	psoriasis	-0.5148686668758939	0.5503992273191655	0.9390010612097776	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5414778255305832	0.920009505703422	False	
PRPS1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5357108950095439	4	0.8221627590893646	0.920009505703422	0.5357108950095439	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	Crohn disease	-0.1274125177803782	0.5920750406410403	0.9466965949245808	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5357108950095439	0.920009505703422	False	
CRLF3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5330711391952984	4	0.8221627590893646	0.920009505703422	0.5330711391952984	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.1194874213759771	0.4521596915947904	0.9226676071654472	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5330711391952984	0.920009505703422	False	
TAOK1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5302187728266258	4	0.9052095024317248	1.0	0.5302187728266258	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		0.1322306173260514	0.5140109944686609	0.9337690437858048	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5302187728266258	1.0	False	
ASB8	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5292250202234023	4	0.8221627590893646	0.920009505703422	0.5292250202234023	NO_GO_EFFEROCYTOSIS_ONLY	0.0	2.0		0.1681065841818565	0.4504464752576244	0.92251961372049	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5292250202234023	0.920009505703422	False	
OLFR694	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5290727735235623	4	0.8221627590893646	0.920009505703422	0.5290727735235623	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5290727735235623	0.920009505703422	False	
PHF11B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.521062203804875	4	0.8221627590893646	0.920009505703422	0.521062203804875	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.521062203804875	0.920009505703422	False	
PPM1A	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5166231399037364	4	0.9052095024317248	0.920009505703422	0.5166231399037364	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.1166725470170817	0.3826867718729936	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5166231399037364	0.920009505703422	False	
SLC47A2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5110417107189944	3	0.9600924529799222	0.920009505703422	0.5110417107189944	NO_GO_EFFEROCYTOSIS_ONLY	1.0	2.0	psoriasis	-1.8449808020653249	0.2047559243985068	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5110417107189944	0.920009505703422	False	
LAX1	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.510019369820705	3	0.9600924529799222	1.0	0.510019369820705	NO_GO_EFFEROCYTOSIS_ONLY	0.0	2.0		-0.0313180668221479	0.9787479859630216	0.9982687727683835	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.510019369820705	1.0	False	
MS4A4B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5083350979631166	4	0.8221627590893646	0.9965506589785832	0.5083350979631166	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5083350979631166	0.9965506589785832	False	
GCNT2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5053405361720977	3	0.9600924529799222	0.920009505703422	0.5053405361720977	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	-0.0060137239584676	0.9825546474786508	0.9982687727683835	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5053405361720977	0.920009505703422	False	
RASA3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5037412986215364	4	0.8221627590893646	0.920009505703422	0.5037412986215364	NO_GO_EFFEROCYTOSIS_ONLY	2.0	1.0	Crohn disease;ulcerative colitis	-0.0750173593161473	0.7704249997063175	0.9733233960040236	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5037412986215364	0.920009505703422	False	
CRYGD	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5020662558035907	3	0.9600924529799222	0.9971256078463696	0.5020662558035907	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5020662558035907	0.9971256078463696	False	
ZFP592	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4979998825467445	4	0.8221627590893646	0.920009505703422	0.4979998825467445	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4979998825467445	0.920009505703422	False	
GRINA	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4971087362314561	3	0.9600924529799222	0.9971256078463696	0.4971087362314561	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;psoriasis	0.2484436834170384	0.134635142206823	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4971087362314561	0.9971256078463696	False	
NXPE5	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4918091744941026	4	0.8221627590893646	0.920009505703422	0.4918091744941026	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4918091744941026	0.920009505703422	False	
FAM13B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4897130594684755	4	0.9600924529799222	0.920009505703422	0.4897130594684755	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	type 1 diabetes mellitus	0.2796319453016185	0.0955764764740516	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4897130594684755	0.920009505703422	False	
VMN1R196	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4800972558055625	3	0.8221627590893646	0.920009505703422	0.4800972558055625	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4800972558055625	0.920009505703422	False	
OSGIN2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4769513517229522	3	1.0	1.0	0.4769513517229522	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.3645529374160912	0.2092534463636093	0.8993702893651148	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4769513517229522	1.0	False	
LAMP2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4700885021584478	4	0.8221627590893646	0.920009505703422	0.4700885021584478	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.1348382785283046	0.2874373653306042	0.9055783835864206	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4700885021584478	0.920009505703422	False	
GSTM3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4665482999098521	4	0.9600924529799222	0.920009505703422	0.4665482999098521	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	Sjogren syndrome	-0.5693285758805686	0.2455365556110748	0.9004758652001262	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4665482999098521	0.920009505703422	False	
MCCC2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4584034519915443	4	0.8221627590893646	0.920009505703422	0.4584034519915443	NO_GO_EFFEROCYTOSIS_ONLY	2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.0274619820819417	0.9208860409817864	0.9894567607347324	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4584034519915443	0.920009505703422	False	
SERTAD4	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4575487592579572	4	0.9052095024317248	0.9971256078463696	0.4575487592579572	NO_GO_EFFEROCYTOSIS_ONLY	1.0	0.0	Crohn disease	0.0441004171542298	0.9610066766766154	0.995629891348606	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4575487592579572	0.9971256078463696	False	
HAS2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.457181679929042	3	0.8221627590893646	0.920009505703422	0.457181679929042	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	type 1 diabetes mellitus	0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.457181679929042	0.920009505703422	False	
FAM196A	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4568634322292636	2			0.4568634322292636	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4568634322292636		False	
LEMD3	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4556223870663179	4	0.8221627590893646	0.920009505703422	0.4556223870663179	NO_GO_EFFEROCYTOSIS_ONLY	0.0	1.0		-0.0310044708939667	0.8602145902953728	0.9797533479060436	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4556223870663179	0.920009505703422	False	
FAM126B	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4555796886802435	4	0.8221627590893646	0.920009505703422	0.4555796886802435	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.3069886812207461	0.0853586318011344	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4555796886802435	0.920009505703422	False	
E130308A19RIK	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4542341640448626	4	0.8221627590893646	0.920009505703422	0.4542341640448626	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4542341640448626	0.920009505703422	False	
OLFR1107	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4513592762512783	4	0.8221627590893646	0.920009505703422	0.4513592762512783	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4513592762512783	0.920009505703422	False	
EPHB2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4475956959957203	3	0.9600924529799222	0.9971256078463696	0.4475956959957203	NO_GO_EFFEROCYTOSIS_ONLY	1.0	1.0	type 1 diabetes mellitus	0.0488904137846368	0.8674484214175513	0.9803928992331024	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4475956959957203	0.9971256078463696	False	
CYTH2	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4469437911292959	4	0.8221627590893646	0.920009505703422	0.4469437911292959	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0694300659917175	0.5940708179272286	0.9466965949245808	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4469437911292959	0.920009505703422	False	
ZFP462	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4467200542667513	4	0.8221627590893646	0.920009505703422	0.4467200542667513	NO_GO_EFFEROCYTOSIS_ONLY	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0			0.0			0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.4467200542667513	0.920009505703422	False	
