context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation
IBD_epithelial	ATOX1	ENSG00000177556	13923	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	SQLE	ENSG00000104549	2916	30	30	1	-0.0002716183662414551	0.00549723207950592	0.29356032609939575	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	TPM4	ENSG00000167460	11886	30	30	5	0.0005527138710021973	0.02473234012722969	0.562570333480835	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	LDLRAD3	ENSG00000179241	14189	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	C1QTNF1	ENSG00000173918	13328	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	HIF1A	ENSG00000100644	2347	30	30	2	-0.00036022067070007324	0.015309027396142483	0.2888732850551605	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	CBX3	ENSG00000122565	5228	30	30	2	0.0004303455352783203	0.02375701442360878	0.315837025642395	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	CFB	ENSG00000243649	18408	30	30	2	-0.00026732683181762695	0.06490124762058258	0.3234497606754303	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	TIMP1	ENSG00000102265	2635	30	30	2	0.0006636679172515869	0.04847412556409836	0.7028076648712158	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	ACSL3	ENSG00000123983	5378	30	30	1	-0.00030553340911865234	0.0034151901490986347	0.2275153398513794	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	C15ORF48			30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	not_in_geneformer_token_dictionary
IBD_epithelial	CHI3L1	ENSG00000133048	6605	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	DAP	ENSG00000112977	4090	30	30	3	0.00034789243363775313	0.07385894656181335	0.37786197662353516	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	FMNL2	ENSG00000157827	9991	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	SDC4	ENSG00000124145	5402	30	30	4	0.000116690993309021	0.008149050176143646	0.30775704979896545	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	CTSL	ENSG00000135047	6899	30	30	1	-0.0005415081977844238	-0.05319023132324219	0.38704442977905273	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	SNX10	ENSG00000086300	1685	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	REG1A	ENSG00000115386	4384	30	30	2	-4.982948303222656e-05	-0.06785464286804199	0.6726894378662109	-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	COL4A1	ENSG00000187498	15692	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	RPL17	ENSG00000265681	19067	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
IBD_epithelial	MPHOSPH6	ENSG00000135698	7029	30	30	0				-5.124459664026896e-05	0.0005117733210534353	0.015512194366116698	token_not_detected_in_selected_disease_cells
