accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	module	n_cells	mean_score	high_fraction
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	120	0.02711842482721499	0.25
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	120	-0.0492413394585914	0.14166666666666666
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	120	-0.0070595869308395865	0.21666666666666667
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	120	0.053301592599946726	0.30833333333333335
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	120	-0.023754600906860893	0.175
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4034	0.005967920034755228	0.015617253346554288
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4034	-0.01746265415865347	0.24020823004462072
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4034	0.009709674998178701	0.26797223599405057
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4034	0.010051927777179072	0.2783837382250868
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4034	0.0250296232077594	0.2746653445711453
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4034	-0.014745121711280267	0.23202776400594943
GSE227835	GSM7266268	N6a	SN_MG_6	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4034	0.020697911268583412	0.25632126921170056
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	662	-0.011521887361867676	0.07401812688821752
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	662	-0.04196922080343927	0.13595166163141995
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	662	0.002176465809525213	0.1661631419939577
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	662	0.02627147688426066	0.34441087613293053
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	662	0.05609126153266384	0.28700906344410876
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	662	0.03524192342890244	0.256797583081571
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	662	0.09213347898376334	0.338368580060423
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	2601	0.09815086793606001	0.382160707420223
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	2601	-0.04666516067026318	0.1637831603229527
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2601	0.011752257842592017	0.1780084582852749
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	2601	0.19722655658520827	0.5378700499807766
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	2601	0.247153359185588	0.3775470972702807
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2601	0.03607129645582821	0.198000768935025
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2601	-0.0007654900968924015	0.1837754709727028
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	2930	-0.014529603704822744	0.011945392491467578
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	2930	-0.00045871854315935413	0.25051194539249144
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2930	0.028732152780863985	0.2641638225255973
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	2930	0.025653086713727197	0.30477815699658706
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	2930	0.038567110373913305	0.2911262798634812
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2930	0.007206022744164343	0.25187713310580206
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2930	0.01959336930902854	0.26313993174061434
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	95	0.016347673173691988	0.2736842105263158
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	95	0.13243133063807655	0.29473684210526313
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	95	0.10216826780077992	0.3263157894736842
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	95	0.0015955806416234764	0.21052631578947367
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	95	0.17114133449892396	0.3894736842105263
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	95	0.07473220269416085	0.3473684210526316
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	95	0.05159294651700377	0.2631578947368421
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4667	-0.0010463610321284733	0.013070494964645383
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4667	-0.026711853061837553	0.22391257767302336
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4667	0.006055783776241871	0.2671952003428327
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4667	0.03208410424917947	0.3059781444182558
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4667	0.007969566592345248	0.2549817870152132
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4667	0.030576758961468695	0.2819798585815299
GSE227835	GSM7266269	N6b	SN_MG_6	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4667	0.09551519534560732	0.43711163488322263
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	730	-0.018622950711590737	0.0547945205479452
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	730	-0.05196249392826749	0.13013698630136986
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	730	-0.04690655143145068	0.13835616438356163
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	730	0.004719157071240131	0.30684931506849317
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	730	0.06343450874909193	0.28356164383561644
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	730	-0.04238188146551153	0.1863013698630137
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	730	0.0021735126798626686	0.22876712328767124
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	2423	-0.023692587081331904	0.22327692942633098
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	2423	-0.20650744571799828	0.11184482047049113
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2423	-0.09856307381259985	0.12835328105654148
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	2423	0.1158877900433134	0.4122988031366075
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	2423	0.17373965619017975	0.3074700784151878
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2423	-0.07665512054379131	0.12340074288072637
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2423	0.041725978399485386	0.2550557160544779
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	4125	-0.005797822328841862	0.022060606060606062
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	4125	0.0063565058332579255	0.2383030303030303
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4125	-0.04591495497714075	0.18351515151515152
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	4125	0.028447493744936877	0.3170909090909091
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	4125	0.04199520088066491	0.2707878787878788
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4125	-0.09038778287859633	0.15515151515151515
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4125	-0.05219350153802109	0.19054545454545455
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	38	-0.05947171581456841	0.10526315789473684
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	38	-0.04308682572910167	0.15789473684210525
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	38	-0.05676187442518697	0.13157894736842105
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	38	0.0013445385272239162	0.34210526315789475
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	38	-0.12204968862493326	0.13157894736842105
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	38	-0.056005251123394106	0.15789473684210525
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	38	-0.14016482574733238	0.10526315789473684
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4182	-0.010736959606997323	0.009325681492109038
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4182	0.06860948865343265	0.35365853658536583
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4182	0.012379561054145703	0.274988043998087
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4182	0.004908369865468409	0.2694882831181253
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4182	-0.059328019447779275	0.18962219033955047
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4182	-0.04249186046745984	0.1917742706838833
GSE227835	GSM7266270	N7a	SN_MG_7	seronegative_mg_pre	Seronegative MG pre-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4182	0.031879576299398395	0.3240076518412243
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	715	-0.007578406424138549	0.08251748251748252
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	715	0.0360913600273092	0.2097902097902098
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	715	0.026821639013327774	0.213986013986014
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	715	0.054815466201309185	0.3734265734265734
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	715	0.08123413173073792	0.3006993006993007
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	715	0.036482836678853416	0.2545454545454545
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	715	0.020585188775730127	0.2601398601398601
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	3750	0.01184609332427326	0.25306666666666666
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	3750	-0.2138813050367804	0.10133333333333333
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3750	-0.1222640730511925	0.0928
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	3750	0.12079656080568807	0.4202666666666667
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	3750	0.1652383274102321	0.27253333333333335
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3750	-0.09627562062988036	0.0984
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3750	-0.04308982064982997	0.17466666666666666
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	3747	0.018285164705149383	0.029089938617560714
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	3747	0.023493259081424328	0.2562049639711769
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3747	-0.0020692023380017685	0.23405390979450227
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	3747	0.04701465553191178	0.3482786228983187
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	3747	0.117383770917053	0.34560982119028555
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3747	-0.05726641494803121	0.1977582065652522
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3747	-0.021199866920034043	0.22417934347477983
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	53	-0.06274437922334906	0.09433962264150944
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	53	-0.21521192688855728	0.09433962264150944
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	53	-0.10175981089771276	0.1320754716981132
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	53	-0.023315319800441534	0.1509433962264151
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	53	-0.17001071206537788	0.09433962264150944
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	53	-0.21869684810218984	0.18867924528301888
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	53	-0.19702497010779949	0.07547169811320754
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	3596	0.006113888400472428	0.015016685205784204
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	3596	0.11399880037112121	0.38153503893214685
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3596	0.04330695939077587	0.3139599555061179
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	3596	0.025270037459042757	0.3003337041156841
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	3596	-0.009874976899520414	0.2335928809788654
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3596	0.025838677825808058	0.2772525027808676
GSE227835	GSM7266271	N7b	SN_MG_7	seronegative_mg_post	Seronegative MG post-treatment	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3596	0.08390249438099533	0.3870967741935484
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	540	0.05444467504053443	0.1111111111111111
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	540	-0.24950005691106414	0.10740740740740741
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	540	-0.11593123495020784	0.13148148148148148
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	540	0.12225365894685078	0.48518518518518516
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	540	0.18662972708816314	0.42592592592592593
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	540	0.10466409237635255	0.4
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	540	0.09515572573878185	0.3351851851851852
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	2917	-0.02351956895950362	0.22625985601645526
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	2917	-0.17667954515557024	0.16969489201234145
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2917	-0.10304482691869352	0.14124100102845388
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	2917	0.02544175385899852	0.28248200205690777
GSE227835	GSM7266272	N8a	SN_MG_8	seronegative_mg_pre	Seronegative MG pre-treatment	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	2917	0.015249187817449534	0.20877613986972918
