accession	contrast	interpretation_scope	marker_compartment	gene	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	NLRP3	detection_fraction	20	10	0.41946051756816705	0.419385278224566	7.523934360104123e-05	0.0006865083015378588	0.0018257981055394609	0.9985630767404374	1.0
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	OSMR	mean_log_norm	20	10	0.0005184147564882683	0.000633778122049647	-0.00011536336556137864	-0.21601222220368826	-0.5710407691980917	0.575062588793616	0.8449195457537388
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	OSMR	detection_fraction	20	10	0.0007963251767548746	0.0009944810517680252	-0.00019815587501315058	-0.2498424012385403	-0.6079675074311386	0.5525546719990901	0.8292550973340097
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	P2RX7	mean_log_norm	20	10	0.14436414361950428	0.1270037934046934	0.017360350214810888	0.5901648699863042	1.6994414831362141	0.10302386982994056	0.45017329103488585
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	P2RX7	detection_fraction	20	10	0.17620328211974592	0.15472062923038954	0.021482652889356385	0.6251983131312612	1.8379259256953677	0.07864305650829732	0.4110679253534358
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	PLIN2	mean_log_norm	20	10	0.3782981580772183	0.21829547328004187	0.16000268479717641	1.526837499445961	5.212072293715426	1.674170672445115e-05	0.008785698974933743
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	PLIN2	detection_fraction	20	10	0.389290221977668	0.2501623041040142	0.1391279178736538	1.8524230761807758	5.691080006725866	5.411208841702029e-06	0.0069603038393586565
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	PTPN2	mean_log_norm	20	10	0.5512788060038724	0.5407269970940985	0.010551808909773808	0.1839893037659563	0.4520752466930537	0.657715188946785	0.8798810230011052
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	PTPN2	detection_fraction	20	10	0.5364889477341447	0.5144679207968272	0.022021026937317445	0.38813138958763393	0.9407444913968592	0.3622879099767433	0.6937756145172569
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	RFX5	mean_log_norm	20	10	0.06961212592508174	0.07309317196196255	-0.0034810460368808055	-0.24439240112020402	-0.565098435262061	0.5815991235621292	0.8479753027410121
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	RFX5	detection_fraction	20	10	0.09769350000058784	0.0997767752027231	-0.0020832752021352624	-0.09950418130457231	-0.24638765301022572	0.8086780166545973	0.9412166939685337
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	SH2B3	mean_log_norm	20	10	0.3831462312342029	0.44965722348791176	-0.06651099225370888	-0.8501622179544516	-2.16978367197046	0.04506112010439117	0.3320988880193414
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	SH2B3	detection_fraction	20	10	0.41065157019244286	0.45055160978453845	-0.03990003959209559	-0.5165484843765875	-1.3161596680238143	0.20632345929239515	0.5679690733329978
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	SLC15A4	mean_log_norm	20	10	0.18589979901082573	0.15771416516351078	0.028185633847314956	0.6250106389779491	1.5849001546024795	0.1324183746549534	0.4842164446337848
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	SLC15A4	detection_fraction	20	10	0.215335564817851	0.17964595646386944	0.03568960835398155	0.7933236452607062	2.064766924366513	0.05434895127942612	0.3651415382068509
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	STAT1	mean_log_norm	20	10	0.6435529546753044	0.6703485567682452	-0.02679560209294085	-0.1145542864256065	-0.2935247154326731	0.7727727109544139	0.9307552471195012
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	STAT1	detection_fraction	20	10	0.5214926780837191	0.5258516028505407	-0.004358924766821537	-0.03329322008066174	-0.08336397797541457	0.9346212918608111	0.9874189586000794
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	TASL	mean_log_norm	20	10	0.11566398302362117	0.10451154694328808	0.011152436080333089	0.38021885478948425	1.0878424628465564	0.2883744422732461	0.6441654115494929
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	TASL	detection_fraction	20	10	0.14692677951938535	0.12882801313533285	0.0180987663840525	0.4977600375286091	1.4897420001335537	0.1489425436790843	0.5139566648081079
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	TNFAIP3	mean_log_norm	20	10	0.6315017157550749	0.48002034258092874	0.15148137317414612	0.36399185662567796	1.314870750745595	0.20123013156370903	0.5620314599999756
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	TNFAIP3	detection_fraction	20	10	0.45468361048212425	0.3946871773460988	0.05999643313602543	0.3784565568384569	1.2693298334497576	0.21484631960092124	0.5760452631616323
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	TREM2	mean_log_norm	20	10	0.0010282793795216084	0.0006232740574850593	0.00040500532203654907	0.5064953852368699	1.5246321466715629	0.1398850211523809	0.4999345528679656
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_myeloid_apc_like	TREM2	detection_fraction	20	10	0.0015289638283869653	0.001054555364363494	0.0004744084640234713	0.40994706577832535	1.1162811867706888	0.2779442130199935	0.6375145943967436
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	ACSL1	mean_log_norm	20	10	0.02085165945987687	0.01790102169422004	0.002950637765656832	0.3625843450296138	1.2345154169950485	0.22750415593919643	0.5883481611404184
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	ACSL1	detection_fraction	20	10	0.018401554514155517	0.01564622375055288	0.0027553307636026363	0.3745292032957598	1.2517241064454612	0.22107508730699799	0.5825258711090253
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	APOE	mean_log_norm	20	10	0.0005567019046524678	0.0007687684564227591	-0.00021206655177029136	-0.28714757111499145	-0.7434792386151424	0.46735347939278105	0.7697586719410512
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	APOE	detection_fraction	20	10	0.0004488326331779474	0.0007161501881122642	-0.0002673175549343168	-0.4638626163077754	-1.0581354035758086	0.3097336718454894	0.6615797606393907
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	ATG16L1	mean_log_norm	20	10	0.08532642955820721	0.0953742470429885	-0.010047817484781285	-0.5004306707951865	-1.4697923998950835	0.15479984342831	0.5198009814301859
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	ATG16L1	detection_fraction	20	10	0.0738178317372242	0.08192255695079699	-0.008104725213572792	-0.4589593711093797	-1.2345346421769063	0.23223921270501555	0.5921965699958865
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	AXL	mean_log_norm	20	10	0.0003651012118124218	0.0005566983134899543	-0.00019159710167753244	-0.4108356441842983	-1.0048428174325326	0.33115574061061626	0.6816236896367368
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	AXL	detection_fraction	20	10	0.0003641005428986319	0.0004695756045097467	-0.00010547506161111481	-0.25238493178935173	-0.6544307436819387	0.5215667418047594	0.8139098837080639
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CARD9	mean_log_norm	20	10	0.004078089661395518	0.0026880336792302465	0.0013900559821652717	0.996514486890949	2.8499265922860313	0.00928830271231901	0.1750487818860121
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CARD9	detection_fraction	20	10	0.003919033594099134	0.002390678932501435	0.0015283546615976994	1.1298503938321773	3.3816713834169754	0.0023978184602377797	0.09999413153332018
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CD36	mean_log_norm	20	10	0.01667405725506422	0.017957623373098495	-0.0012835661180342767	-0.1025767585252778	-0.22075249424970525	0.8292056124505687	0.9459242640530803
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CD36	detection_fraction	20	10	0.012029785037288954	0.012441707368326635	-0.00041192233103768024	-0.05541663950169224	-0.11776291588617689	0.9083589988559306	0.9830942229473352
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CD74	mean_log_norm	20	10	0.9468233080232455	1.0050213557431538	-0.05819804771990822	-0.2838695657356182	-0.825165404206185	0.4177383026768672	0.7348254797615745
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CD74	detection_fraction	20	10	0.5822919414893071	0.6010485091358583	-0.018756567646551203	-0.17733077540726808	-0.4842844973307092	0.6335667981194937	0.8677784236996559
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CFB	mean_log_norm	20	10	0.0003389068623290245	0.00027302317588406426	6.588368644496026e-05	0.12157278467860345	0.36999731300561944	0.7144254329437222	0.9022642146783625
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CFB	detection_fraction	20	10	0.0003044741834318015	0.00023639178173698685	6.808240169481463e-05	0.13902893603689465	0.4507332692141637	0.6556655330240786	0.8798810230011052
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CFH	mean_log_norm	20	10	0.02293212195399434	0.01382856867569848	0.009103553278295862	0.5656984739401624	1.7856092521446276	0.08530353762790259	0.4215394244830633
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CFH	detection_fraction	20	10	0.01994376184727268	0.012316241215426358	0.007627520631846322	0.5564952807473749	1.7111655516927013	0.09889530353188157	0.4432605438724292
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CIITA	mean_log_norm	20	10	0.019639853750619184	0.02000283769029057	-0.0003629839396713866	-0.039981405235176036	-0.10699894784677712	0.9159407150090119	0.983386291596247
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CIITA	detection_fraction	20	10	0.01877362870577969	0.018519785095457496	0.0002538436103221922	0.030063311262878603	0.08052398299900469	0.9366826418731651	0.9874189586000794
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CLEC16A	mean_log_norm	20	10	0.0391075710675517	0.03726992809542812	0.0018376429721235835	0.2468441535718067	0.637467258947278	0.5323775325710136	0.8235646453394528
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CLEC16A	detection_fraction	20	10	0.03501620251325173	0.032913699664514864	0.0021025028487368647	0.24838391106280505	0.6604520940594665	0.5172360115242676	0.8113586757990031
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CTSB	mean_log_norm	20	10	0.08003675363012175	0.07770148402337974	0.002335269606742005	0.10625428051131569	0.23533609335132274	0.8179265585244313	0.9441034938695544
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CTSB	detection_fraction	20	10	0.07201078198267592	0.06888161017232651	0.0031291718103494126	0.13534818280289504	0.3114223852038268	0.7604523910818015	0.9269195811693601
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CTSD	mean_log_norm	20	10	0.623587893803778	0.5696507398565819	0.053937153947196115	0.4712177958433304	1.384082271662371	0.1792575609619701	0.5386662381942992
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CTSD	detection_fraction	20	10	0.44916407250047585	0.4104362427706256	0.03872782972985023	0.4858758061600206	1.4380112638895393	0.16329812754983186	0.5264794869190154
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CTSS	mean_log_norm	20	10	0.6476544194112126	0.6312353501580825	0.01641906925313008	0.17284039705884754	0.5234849981806038	0.605180301466439	0.8558105273262773
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CTSS	detection_fraction	20	10	0.4670841643635417	0.4518461900451961	0.015237974318345615	0.20538257560099837	0.5770504440603609	0.5700150337172877	0.8431920498761388
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CXCL10	mean_log_norm	20	10	4.419528389909884e-05	0.0001585676993460277	-0.00011437241544692886	-0.42537337582971246	-0.8206335741898204	0.4318454575504973	0.7470583378631728
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CXCL10	detection_fraction	20	10	6.238714532015627e-05	0.0001251985758862204	-6.281143056606412e-05	-0.29482229083376427	-0.6100431399777874	0.554664958628488	0.8307528999896541
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CXorf21	mean_log_norm	20	10	0.006188178265132815	0.004367666603826617	0.0018205116613061977	0.7134974152890691	2.3597789088126695	0.025494068049492086	0.27408447818149023
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	CXorf21	detection_fraction	20	10	0.006103154599638493	0.004417759653642888	0.0016853949459956045	0.5940752090435185	1.9943404161139309	0.0560114512367734	0.3708866365678239
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	FABP5	mean_log_norm	20	10	0.10934090015010955	0.10939219417778545	-5.1294027675896636e-05	-0.0019965958122017888	-0.005902784319602302	0.9953390316338069	1.0
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	FABP5	detection_fraction	20	10	0.09164367250812497	0.09085043931943011	0.0007932331886948557	0.03645988705424905	0.10456180867535131	0.9176599629232326	0.983386291596247
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	GPNMB	mean_log_norm	20	10	0.0002163382832541414	0.00014663563104803947	6.970265220610191e-05	0.20498444882439723	0.6133117884749313	0.5452768160601935	0.8280342893428236
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	GPNMB	detection_fraction	20	10	0.00024102028800821016	0.00017050781396034547	7.051247404786469e-05	0.20026279948545633	0.5580986618862815	0.5827826253158692	0.8479753027410121
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	GPR65	mean_log_norm	20	10	0.7255456446387709	0.6927838177670613	0.03276182687170959	0.24529252542224783	0.718809983686536	0.47934100347669306	0.7783830710971984
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	GPR65	detection_fraction	20	10	0.5026565962427321	0.47817961584297414	0.02447698039975793	0.3139977033003603	0.8996463037264024	0.37796186980443536	0.7089045596331993
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DPA1	mean_log_norm	20	10	0.64112766044824	0.6488765209102769	-0.007748860462036933	-0.03480068675788279	-0.09701099011951855	0.9236530826330669	0.9860348812422718
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DPA1	detection_fraction	20	10	0.4444969499110167	0.44329555789950525	0.0012013920115114263	0.008919511596645469	0.024316851887860962	0.9808475850664049	1.0
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DPB1	mean_log_norm	20	10	0.8437165889625018	0.8823706048757927	-0.03865401591329087	-0.1408189681752743	-0.38248966835414067	0.7062861411990653	0.901250544759224
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DPB1	detection_fraction	20	10	0.5410712158605487	0.5530200286772167	-0.01194881281666793	-0.07898658674842837	-0.21798552297806056	0.8296380516631325	0.9459242640530803
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DRA	mean_log_norm	20	10	0.32008619773481906	0.34417684851294655	-0.024090650778127498	-0.20096148471009215	-0.5908117112604109	0.5602390309423257	0.8356685697465437
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DRA	detection_fraction	20	10	0.21156332322932275	0.22102485078645703	-0.00946152755713428	-0.1219998307479173	-0.3452403916473966	0.73326948942832	0.9130928839132829
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DRB1	mean_log_norm	20	10	0.5175369963433251	0.5406435029553049	-0.023106506611979882	-0.09167829819860754	-0.24668896561276407	0.8078247653891661	0.9409014674084214
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	HLA-DRB1	detection_fraction	20	10	0.3443768436657472	0.35512065441364726	-0.01074381074790004	-0.07053044662216705	-0.18370007182611436	0.8563916333735894	0.9597584409692305
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFI30	mean_log_norm	20	10	0.0618723918262701	0.05088865881687661	0.010983733009393488	0.5402619264087303	1.3766826051969998	0.18721703096591896	0.5484983268956669
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFI30	detection_fraction	20	10	0.05098407788905916	0.04147326914722861	0.009510808741830551	0.5372069364621903	1.4683003539858357	0.1578999048253122	0.5245488363688338
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFNG	mean_log_norm	20	10	0.06134556936985665	0.03782700476590391	0.02351856460395274	0.3228033640181519	1.1269443989821846	0.27001080174395536	0.6315288441744064
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFNG	detection_fraction	20	10	0.044088613869326235	0.031296481879765733	0.012792131989560501	0.28843368077354403	0.9511649541399737	0.3496604753304047	0.6880868791642502
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFNGR1	mean_log_norm	20	10	0.3811599475341359	0.4993559229534535	-0.11819597541931759	-0.5764777698072676	-1.2379543576086545	0.24081938192748834	0.6021755551475306
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFNGR1	detection_fraction	20	10	0.2843564483701751	0.34031875916564314	-0.05596231079546804	-0.4636230715177694	-1.0133735523122298	0.3314221307264338	0.6816236896367368
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFNGR2	mean_log_norm	20	10	0.014710642658812187	0.01457794233135368	0.00013270032745850598	0.028074562527408583	0.06706779544238989	0.9474766552901168	0.9895996636686909
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IFNGR2	detection_fraction	20	10	0.015317879592088256	0.014383745273933223	0.0009341343181550332	0.21711146970659537	0.5691333378285236	0.5764843904258911	0.8457405727804989
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IL10	mean_log_norm	20	10	0.0007187683520495701	0.00088902537344424	-0.00017025702139466994	-0.21239445585754246	-0.5136415884346186	0.6153012439619914	0.8632502792853716
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IL10	detection_fraction	20	10	0.0005939254099753741	0.0007355649010264534	-0.0001416394910510793	-0.22022478349598432	-0.5298058499781797	0.6044236178891469	0.8558105273262773
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IL6R	mean_log_norm	20	10	0.011423357224696933	0.009371034260636023	0.0020523229640609097	0.49913691527169496	1.437169173652157	0.16443741409806478	0.5264794869190154
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IL6R	detection_fraction	20	10	0.01264011586634613	0.010964007790463314	0.0016761080758828165	0.38546611870516534	0.9417439525630863	0.36151546990072747	0.6933173395356417
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IRF1	mean_log_norm	20	10	1.2284994795425936	1.1903960828832885	0.03810339665930518	0.12958127098398572	0.395289459552284	0.6958861478318812	0.9000725095588227
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IRF1	detection_fraction	20	10	0.6982574776166127	0.6821812737109644	0.016076203905648345	0.1384451716095194	0.40824766512958216	0.6867301476577833	0.8952647316988348
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IRF5	mean_log_norm	20	10	0.013026140618510823	0.010698851036739577	0.0023272895817712455	0.4417960363174329	1.0991496913979844	0.28861504663371695	0.6441654115494929
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	IRF5	detection_fraction	20	10	0.01225894282877995	0.009856170239644666	0.002402772589135283	0.4200725719417866	1.1306794610942088	0.27240897340591147	0.6338508516728898
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LAMP1	mean_log_norm	20	10	0.4122663623158035	0.3909897474288321	0.021276614886971412	0.32039004061665405	0.9196753581814849	0.3675786756872329	0.6996529412198761
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LAMP1	detection_fraction	20	10	0.32498005333895086	0.3058980746004544	0.019081978738496486	0.3327245954411529	0.888215875078716	0.38589357593595464	0.7150381122968542
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LAMP2	mean_log_norm	20	10	0.22178875854898358	0.21186199189160151	0.009926766657382069	0.2862697034493501	0.8690953315318852	0.3929041881895299	0.7210601206474518
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LAMP2	detection_fraction	20	10	0.18507156480825157	0.17396035095984172	0.011111213848409851	0.30841754931985543	0.880252938281054	0.3882448350478861	0.716941068613611
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LIPA	mean_log_norm	20	10	0.14038920890387793	0.13604124236184745	0.004347966542030485	0.18300278213243126	0.4903148076827005	0.6296538902451396	0.867407415811901
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LIPA	detection_fraction	20	10	0.12051305192211204	0.11548957525119716	0.005023476670914878	0.18573297895760266	0.5079585184942236	0.617146088567984	0.8633878184105986
GSE227835	untreated_mg_vs_healthy_control	primary disease-control: AChR-positive MG plus seronegative pre-treatment MG vs healthy controls	marker_nk_like	LPL	mean_log_norm	20	10	0.00012204003085201825	3.123762451599691e-05	9.080240633602134e-05	0.3430623665645621	1.2100018834834645	0.23740186586740777	0.5977570029944979
