accession	contrast	interpretation_scope	marker_compartment	module	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	ifng_hlaii_cd74	high_fraction	10	10	0.30087940170921257	0.24076328824494714	0.06011611346426543	0.6802295327870332	1.588144158362437	0.12970690356896322	0.3018361517104435
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	lipid_loader_repair	mean_score	10	10	0.002370065036866843	-0.0009679804825197542	0.0033380455193865975	0.0747654927490979	0.17455634434170275	0.8634229998982528	0.9298401537365799
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	lipid_loader_repair	high_fraction	10	10	0.25622831271535407	0.25126874066546223	0.004959572049891836	0.09927173129080082	0.23177150144313194	0.8193681913025566	0.9068889874060917
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	lysosomal_apc	mean_score	10	10	-0.010030845205602006	-0.01589546446806366	0.005864619262461653	0.038606228569631036	0.09013465811761548	0.9291883392520011	0.9565174080535305
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	lysosomal_apc	high_fraction	10	10	0.22245052448678576	0.24743495298561086	-0.024984428498825095	-0.3016902665848633	-0.7043617064793958	0.49024561953148726	0.6663532692660992
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	mixscale_validated_ifng_readout	mean_score	10	10	0.05517231650118139	-0.014910698210542259	0.07008301471172365	0.569308228847618	1.3291741895526898	0.20182056118876743	0.3780424412665959
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.3131492303050354	0.24225050272036394	0.07089872758467144	0.7708548677157182	1.7997287622783193	0.08899545681879167	0.24192939717729775
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	slc15a4_tasl_branch	mean_score	10	10	0.037289503736058945	-0.013676916940439285	0.05096642067649823	0.48174995029215956	1.1247502974667551	0.2769806103418728	0.45890278636523313
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_myeloid_apc_like	slc15a4_tasl_branch	high_fraction	10	10	0.27793780605194884	0.23934212757562107	0.03859567847632778	0.44845723533139287	1.0470211954027302	0.31134104756394704	0.5005057676380746
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	complement_phagocytosis	mean_score	10	10	-0.003577626215469866	-0.002750915852934406	-0.00082671036253546	-0.051875150045973706	-0.12111384839781905	0.9051120306723948	0.9491811557613128
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	complement_phagocytosis	high_fraction	10	10	0.02356530381848031	0.022462707627858073	0.0011025961906222376	0.12038838935656958	0.281072943875193	0.7820643351580272	0.8854605993067043
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	hla_ii_cd74	mean_score	10	10	0.05436251767857815	-0.00043382481738431233	0.05479634249596246	0.34983563213398405	0.8167675597445155	0.42488398060587595	0.6196224717169024
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	hla_ii_cd74	high_fraction	10	10	0.28282599921715074	0.2488160681174147	0.034009931099736046	0.2818152464620187	0.6579591385460307	0.5188919634184229	0.6763618438356326
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	ifng_hlaii_cd74	mean_score	10	10	0.04358325560777029	-0.0020183095863973975	0.045601565194167686	0.5769214447210372	1.3469489019592278	0.1951514363158528	0.37684415288578466
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	ifng_hlaii_cd74	high_fraction	10	10	0.29889417333805346	0.24665539968885702	0.052238773649196435	0.5135336436688306	1.1989562596226886	0.24611117316081707	0.4306945530314299
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	lipid_loader_repair	mean_score	10	10	0.011139829372838238	0.0030774232211175636	0.008062406151720675	0.4972545401092093	1.1609491429430254	0.26094381794586524	0.44824704923216113
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	lipid_loader_repair	high_fraction	10	10	0.2669471064059626	0.25794484772013015	0.009002258685832432	0.2701014963214258	0.6306108348314315	0.5363602674168709	0.6814439223346247
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	lysosomal_apc	mean_score	10	10	0.06412123299469692	0.013875842317781262	0.05024539067691566	0.6834141497709777	1.5955793410704726	0.12881693290668406	0.3018361517104435
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	lysosomal_apc	high_fraction	10	10	0.31079139893517005	0.26072936942163294	0.05006202951353711	0.7221154772877671	1.6859360284151597	0.1100012661363961	0.27500316534099023
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	mixscale_validated_ifng_readout	mean_score	10	10	0.08089352159471457	0.0073702095926256525	0.07352331200208892	0.8188938095904903	1.9118861462715515	0.0721815929003244	0.21968310882707426
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.33374620784189063	0.2588969823173175	0.07484922552457313	0.824964946552722	1.926060539232236	0.07011207599953666	0.21628423778758257
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	slc15a4_tasl_branch	mean_score	10	10	0.014678328305690224	-0.0022214540926342777	0.0168997823983245	0.368509182004226	0.860365033410216	0.4013148118080264	0.5977029112034437
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_nk_like	slc15a4_tasl_branch	high_fraction	10	10	0.2802410194878721	0.2500118698710702	0.030229149616801898	0.5987421710709903	1.3978941453124778	0.18152310766177687	0.36304621532355374
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	complement_phagocytosis	mean_score	10	10	-0.01729294620336865	0.006055458166452714	-0.023348404369821364	-0.8892736762382145	-2.07620329025816	0.05248138103716014	0.1863425536952091
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	complement_phagocytosis	high_fraction	10	10	0.23731528347117165	0.2602266018352907	-0.022911318364119082	-0.2718806417156059	-0.634764637670699	0.5335904320007572	0.6814439223346247
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	hla_ii_cd74	mean_score	10	10	-0.07077092050913354	0.007185483747140403	-0.07795640425627394	-0.38210202655816683	-0.8921004927417477	0.38486009098984075	0.5824909485251644
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	hla_ii_cd74	high_fraction	10	10	0.21620698718741987	0.24885243324809475	-0.032645446060674876	-0.33187802684181583	-0.7748416147975412	0.4495399725991993	0.6364708380072435
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	ifng_hlaii_cd74	mean_score	10	10	-0.02756620106039679	0.0060845638428027446	-0.033650764903199536	-0.2814097811241619	-0.657012491309035	0.5196714517206305	0.6763618438356326
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	ifng_hlaii_cd74	high_fraction	10	10	0.22803193969589283	0.25563028961086987	-0.027598349914977033	-0.29777423269673065	-0.6952188715338066	0.4958148723235565	0.6674430973586337
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	lipid_loader_repair	mean_score	10	10	-0.008550856288938036	0.004164281340100345	-0.012715137629038382	-0.30825123143124095	-0.7196797094354043	0.481279900262488	0.6638343451896387
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	lipid_loader_repair	high_fraction	10	10	0.258198147033909	0.2607515441542672	-0.002553397120358236	-0.04170764740069621	-0.09737559659761745	0.9235379861878885	0.9542089894192206
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	lysosomal_apc	mean_score	10	10	-0.018823781042750835	0.011515022486577644	-0.03033880352932848	-0.2700433108625041	-0.630474988191093	0.5378539529855431	0.6814439223346247
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	lysosomal_apc	high_fraction	10	10	0.2285727902665998	0.2585868046680086	-0.0300140144014088	-0.27919340497590467	-0.651837877942622	0.5229423680801317	0.6763618438356326
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.03099069915137858	0.011941120726849622	-0.0429318198782282	-0.3169936001955113	-0.7400906754608578	0.47097131016548943	0.6593598342316852
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.24106222168167193	0.2599580679317036	-0.018895846250031684	-0.1695132406481612	-0.3957656201686087	0.6971353130647516	0.8371021094886957
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	slc15a4_tasl_branch	mean_score	10	10	-0.03624492801840816	0.011376765851010221	-0.04762169386941838	-0.35437612784898453	-0.8273683369796688	0.41886599715060013	0.6140443937286284
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_plasmablast_like	slc15a4_tasl_branch	high_fraction	10	10	0.21011799945264986	0.26079008618897614	-0.05067208673632628	-0.4889964034871784	-1.141668722433345	0.2686008441342357	0.4541540014850456
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	complement_phagocytosis	mean_score	10	10	0.0022971732612866126	0.0009752144482694059	0.0013219588130172068	0.10676024483849232	0.2492550690807453	0.8060515645728878	0.9027777523216344
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	complement_phagocytosis	high_fraction	10	10	0.016697521488430823	0.016413635346964592	0.00028388614146623165	0.046685535936543746	0.10899756274012645	0.9144962554980127	0.9542089894192206
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	hla_ii_cd74	mean_score	10	10	0.09876268830897723	0.0052067209451252495	0.09355596736385198	1.3873551742559689	3.2390831467447248	0.004920197450579489	0.05740230359009404
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	hla_ii_cd74	high_fraction	10	10	0.32096287693621467	0.2538282434077643	0.0671346335284504	1.4126620672675905	3.2981676062771412	0.004500373657804901	0.054787157573277054
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	ifng_hlaii_cd74	mean_score	10	10	0.09286057195938843	0.005079203873781461	0.08778136808560696	1.6439953822377582	3.8382656689108203	0.001211044868940507	0.024515016059368847
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	ifng_hlaii_cd74	high_fraction	10	10	0.35294050078950207	0.2552137489566353	0.09772675183286678	1.6313119634615594	3.808653462344378	0.0012877872797169617	0.024515016059368847
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	lipid_loader_repair	mean_score	10	10	0.015219061576760904	0.001612221912353567	0.013606839664407337	0.9503253005910022	2.2187416187208457	0.04030291133726477	0.1635480460062918
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	lipid_loader_repair	high_fraction	10	10	0.28486773973240853	0.2544759888086578	0.030391750923750738	1.2584955860387563	2.938232342108716	0.009945775979369248	0.07735603539509416
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	lysosomal_apc	mean_score	10	10	0.07759106898963948	0.006773211259840888	0.0708178577297986	1.0171695681629926	2.3748041357796406	0.02949580918422027	0.13539059953412583
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	lysosomal_apc	high_fraction	10	10	0.322889529345385	0.2558298934258353	0.06705963591954972	1.0660181441443686	2.4888517871235796	0.023299728914242677	0.12081340918496203
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	mixscale_validated_ifng_readout	mean_score	10	10	0.11663961602190036	0.011538086472373098	0.10510152954952726	1.5350840675840682	3.583988458337278	0.0021623403756873523	0.030272765259622934
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.3550816323601817	0.25988141324288183	0.09520021911729987	1.5708844067253394	3.6675721558013574	0.001782818694382302	0.0262731176014234
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	slc15a4_tasl_branch	mean_score	10	10	-0.0006468508542759689	0.002876533861581552	-0.003523384715857521	-0.09413562022872998	-0.21978013031505386	0.828566384953557	0.9097983834784155
GSE227835	achr_positive_mg_vs_healthy_control	subtype disease-control: AChR-positive MG vs healthy controls	marker_t_cell_like	slc15a4_tasl_branch	high_fraction	10	10	0.22020544778103238	0.2508858498392135	-0.03068040205818115	-0.47336862891169373	-1.1051822752798792	0.28462810741281613	0.46879923573875604
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	complement_phagocytosis	mean_score	10	10	0.016493801401689625	-0.0005224358859604887	0.017016237287650112	0.6847327724672779	1.5986579532613205	0.12822867514480085	0.3018361517104435
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	complement_phagocytosis	high_fraction	10	10	0.0777688936643408	0.053543536313014686	0.02422535735132611	0.9405689664275023	2.1959633293906102	0.04375317306752625	0.16681594836401906
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	hla_ii_cd74	mean_score	10	10	-0.25665579907727487	0.006670118804296181	-0.26332591788157106	-1.756954694397708	-4.1019938122692015	0.0006979634894996614	0.0162858147549921
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	hla_ii_cd74	high_fraction	10	10	0.10820693769129282	0.256241773493475	-0.14803483580218219	-2.0731056911595167	-4.840117246296763	0.0004488665892600751	0.012568264499282104
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	ifng_hlaii_cd74	mean_score	10	10	-0.1305961275076714	0.007318258498971268	-0.1379143860066427	-1.6182253130322872	-3.7780998235650887	0.0014008580605353626	0.024515016059368847
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	ifng_hlaii_cd74	high_fraction	10	10	0.12264023805861128	0.258846782973266	-0.13620654491465473	-2.100775319750821	-4.90471802719978	0.0004065272829929108	0.012568264499282104
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	lipid_loader_repair	mean_score	10	10	0.05401669419364796	0.002373574402947047	0.051643119790700916	1.1666060310132875	2.723696140732244	0.020382161785392552	0.11754512362884627
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	lipid_loader_repair	high_fraction	10	10	0.3507578534251885	0.2586745551949901	0.0920832982301984	1.3869410830826763	3.238116360614167	0.007105241877703245	0.06428461586245918
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	lysosomal_apc	mean_score	10	10	0.07862279771026708	0.009164206484923169	0.06945859122534391	1.3322399931877522	3.110404739484244	0.006389883713159776	0.06428461586245918
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	lysosomal_apc	high_fraction	10	10	0.3246418814570297	0.2573285922428451	0.06731328921418461	1.335772928025639	3.1186531461679063	0.006376977207059117	0.06428461586245918
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	mixscale_validated_ifng_readout	mean_score	10	10	0.012552425434348913	0.02102232717932923	-0.008469901744980315	-0.08834833839295901	-0.2062684590375378	0.8389299948374527	0.9150918468950836
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.2901676879882036	0.2702734249265578	0.019894263061645767	0.20322726821820708	0.47447836838003005	0.6408821572577177	0.7836113713194801
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	slc15a4_tasl_branch	mean_score	10	10	0.05236820266487867	0.014077589428328974	0.0382906132365497	0.5551317539195686	1.2960761178607603	0.21443218669936379	0.3898767030897523
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_b_cell_apc_like	slc15a4_tasl_branch	high_fraction	10	10	0.3065578503860806	0.2638175921191656	0.042740258266914966	0.570379069324456	1.3316743001269258	0.20252273639281923	0.3780424412665959
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	complement_phagocytosis	mean_score	10	10	0.058529270299311445	0.002037426760764309	0.05649184353854714	0.5973155863542106	1.3945634722452855	0.1854652627701787	0.36491477143556866
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	complement_phagocytosis	high_fraction	10	10	0.2847259589661766	0.2536570310687208	0.0310689278974558	0.3917625107414663	0.9146549993945239	0.3772113277143072	0.5812578157112012
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	hla_ii_cd74	mean_score	10	10	-0.09870374635906284	-0.02765834352230001	-0.07104540283676283	-0.38676226217037507	-0.9029808288744607	0.381969421753075	0.5812578157112012
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	hla_ii_cd74	high_fraction	10	10	0.17617226246824919	0.23935757046988476	-0.06318530800163558	-0.9187563328277898	-2.1450369803273017	0.04949717243933459	0.1847894437735158
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	ifng_hlaii_cd74	mean_score	10	10	-0.050780153378612636	-0.018499831942128973	-0.03228032143648366	-0.2540501436258812	-0.59313545220169	0.5620766086423308	0.705746414438801
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	ifng_hlaii_cd74	high_fraction	10	10	0.16864207154028896	0.24076328824494714	-0.07212121670465818	-0.978314977606171	-2.2840896224512406	0.03647714018374126	0.15244177987235155
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	lipid_loader_repair	mean_score	10	10	0.10222408341566673	-0.0009679804825197542	0.10319206389818648	1.6472710342105108	3.8459133926490723	0.0015239137779915143	0.025099756343389647
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	lipid_loader_repair	high_fraction	10	10	0.3753271751213253	0.25126874066546223	0.12405843445586306	1.651258262801119	3.855222447150551	0.001677035165257817	0.02608721368178827
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	lysosomal_apc	mean_score	10	10	0.05524834627816346	-0.01589546446806366	0.07114381074622712	0.5618477151820689	1.3117559937449015	0.2119512349236145	0.3898767030897523
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	lysosomal_apc	high_fraction	10	10	0.21633444696135995	0.24743495298561086	-0.031100506024250907	-0.3839123963370659	-0.8963271957151613	0.38191041889094046	0.5812578157112012
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.05022512830738972	-0.014910698210542259	-0.03531443009684746	-0.29387929684578257	-0.6861252945561421	0.5024942320773877	0.6690758583353744
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.16618558303628567	0.24225050272036394	-0.07606491968407827	-0.8818001412494556	-2.05875469333223	0.05556684101269312	0.18745440341631414
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	slc15a4_tasl_branch	mean_score	10	10	0.06322987831766233	-0.013676916940439285	0.07690679525810161	0.7242152144455507	1.6908383226268906	0.10978318862201415	0.27500316534099023
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_myeloid_apc_like	slc15a4_tasl_branch	high_fraction	10	10	0.2817162217974528	0.23934212757562107	0.04237409422183175	0.4987263948292165	1.164385508703213	0.26257538626173044	0.44829943995905197
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	complement_phagocytosis	mean_score	10	10	0.004626814135632568	-0.002750915852934406	0.0073777299885669735	0.4148440684719141	0.9685439285113261	0.34570936381342277	0.5468848693093694
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	complement_phagocytosis	high_fraction	10	10	0.022220358872991553	0.022462707627858073	-0.00024234875486651986	-0.028163576884507654	-0.06575401089168177	0.9484252422622161	0.96202930203712
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	hla_ii_cd74	mean_score	10	10	-0.10340176581363432	-0.00043382481738431233	-0.10296794099625001	-0.5886832904319856	-1.3744094952693553	0.18636718684030826	0.36491477143556866
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	hla_ii_cd74	high_fraction	10	10	0.18872305096005146	0.2488160681174147	-0.06009301715736323	-0.5197639902470957	-1.213502362145325	0.240720957126913	0.42659410123756736
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	ifng_hlaii_cd74	mean_score	10	10	-0.05805881362132124	-0.0020183095863973975	-0.05604050403492384	-0.5829116448053921	-1.36093433013141	0.1910854151926103	0.37155497398563114
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	ifng_hlaii_cd74	high_fraction	10	10	0.19726195893458592	0.24665539968885702	-0.0493934407542711	-0.4873034420997114	-1.1377161349489073	0.270184824628931	0.4541540014850456
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	lipid_loader_repair	mean_score	10	10	0.014851957398941951	0.0030774232211175636	0.011774534177824387	0.7873867249335031	1.838325987482193	0.0826615967957723	0.23379037477592163
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	lipid_loader_repair	high_fraction	10	10	0.28578762548325826	0.25794484772013015	0.0278427777631281	0.8289087475636266	1.9352682025801504	0.06904432433466592	0.21628423778758257
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	lysosomal_apc	mean_score	10	10	0.017734621866527068	0.013875842317781262	0.0038587795487458054	0.06712867435779886	0.15672652671099196	0.8773380606227938	0.9364775803937134
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	lysosomal_apc	high_fraction	10	10	0.26588078253081954	0.26072936942163294	0.005151413109186598	0.09941109905377035	0.2320968858728806	0.8194389779062186	0.9068889874060917
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	mixscale_validated_ifng_readout	mean_score	10	10	-0.0765737946761762	0.0073702095926256525	-0.08394400426880186	-0.8788743669258433	-2.0519238352515843	0.05501619487309737	0.18745440341631414
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	mixscale_validated_ifng_readout	high_fraction	10	10	0.19571838733729732	0.2588969823173175	-0.06317859498002018	-0.7955073012320144	-1.857285243423606	0.08049364098121581	0.23370304578352635
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	slc15a4_tasl_branch	mean_score	10	10	-0.008259997591322865	-0.0022214540926342777	-0.006038543498688587	-0.0853712456771121	-0.19931778698099847	0.8452112197190694	0.9172834942687575
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_nk_like	slc15a4_tasl_branch	high_fraction	10	10	0.2664119494662086	0.2500118698710702	0.016400079595138395	0.16432016664968221	0.3836412566455532	0.7088662977683533	0.8396967862576282
GSE227835	seronegative_mg_pre_vs_healthy_control	subtype disease-control: seronegative MG pre-treatment vs healthy controls	marker_plasmablast_like	complement_phagocytosis	mean_score	10	10	-0.04721418860533891	0.006055458166452714	-0.05326964677179162	-1.955249445716897	-4.56495614448552	0.00024165386254895862	0.011277180252284736
