modality	module_a	module_b	spearman_r	p	perm_p	n_rows	q_bh_within_modality	sign	replicated_significant_modalities	replicated_sign	claim_grade
treatment_pharmacodynamic	hla_ii_apc	mixscale_validated_ifng_readout	0.8182608695652173	1.0339710495710754e-06	0.0004997501249375312	24	0.001999000499750125	1.0	2	1.0	supported
treatment_pharmacodynamic	ifn_apc	lipid_loader_repair	-0.09565217391304347	0.6566056616723346	0.6466766616691654	24	0.7242778610694652	-1.0	1	1.0	not_supported
treatment_pharmacodynamic	ifn_apc	lysosomal_apc	0.5339130434782609	0.007204793915181842	0.00849575212393803	24	0.01829854303617422	1.0	3	1.0	supported
treatment_pharmacodynamic	ifn_apc	mif_cd74_receptor_state	0.646086956521739	0.0006483519369920585	0.0034982508745627187	24	0.008162585373979677	1.0	3	1.0	supported
treatment_pharmacodynamic	ifn_apc	mixscale_validated_ifng_readout	0.9617391304347825	7.423994544863277e-14	0.0004997501249375312	24	0.001999000499750125	1.0	3	1.0	supported
treatment_pharmacodynamic	lipid_loader_repair	lysosomal_apc	0.3930434782608695	0.057433088555270156	0.054972513743128434	24	0.09620189905047477	1.0	2	1.0	supported
treatment_pharmacodynamic	lipid_loader_repair	mif_cd74_receptor_state	0.15565217391304348	0.46767051016381667	0.4672663668165917	24	0.5688460117767203	1.0	0		not_supported
treatment_pharmacodynamic	lipid_loader_repair	mixscale_validated_ifng_readout	-0.05652173913043478	0.7930697839291405	0.7931034482758621	24	0.822477650063857	-1.0	1	1.0	not_supported
treatment_pharmacodynamic	lysosomal_apc	mif_cd74_receptor_state	0.02608695652173913	0.903693217741266	0.912543728135932	24	0.912543728135932	1.0	0		not_supported
treatment_pharmacodynamic	lysosomal_apc	mixscale_validated_ifng_readout	0.5165217391304348	0.009761613063737264	0.01649175412293853	24	0.03298350824587706	1.0	2	1.0	supported
treatment_pharmacodynamic	mif_cd74_receptor_state	mixscale_validated_ifng_readout	0.6626086956521738	0.00041869143970875764	0.0009995002498750624	24	0.0031095563329446383	1.0	2	1.0	supported
treatment_response_tests	hla_ii_apc	ifn_apc	0.3578947368421052	0.12130112810947347	0.12843578210894552	20	0.18347968872706505	1.0	2	1.0	not_supported
treatment_response_tests	hla_ii_apc	lipid_loader_repair	-0.45112781954887216	0.04588325880000641	0.0544727636181909	20	0.1089455272363818	-1.0	1	1.0	not_supported
treatment_response_tests	hla_ii_apc	lysosomal_apc	0.060150375939849614	0.8011125555760907	0.7936031984007996	20	0.7936031984007996	1.0	2	1.0	not_supported
treatment_response_tests	hla_ii_apc	mif_cd74_receptor_state	0.8781954887218045	3.5733947904134215e-07	0.0004997501249375312	20	0.002498750624687656	1.0	4	1.0	supported
treatment_response_tests	ifn_apc	lipid_loader_repair	0.38195488721804516	0.09653857766782038	0.09945027486256872	20	0.1657504581042812	1.0	1	1.0	not_supported
treatment_response_tests	ifn_apc	lysosomal_apc	0.9112781954887217	2.3360131773309556e-08	0.0004997501249375312	20	0.002498750624687656	1.0	3	1.0	supported
treatment_response_tests	ifn_apc	mif_cd74_receptor_state	0.5293233082706766	0.01639408473129437	0.01649175412293853	20	0.04122938530734633	1.0	3	1.0	supported
treatment_response_tests	lipid_loader_repair	lysosomal_apc	0.544360902255639	0.013082608661519567	0.014992503748125937	20	0.04122938530734633	1.0	2	1.0	supported
treatment_response_tests	lipid_loader_repair	mif_cd74_receptor_state	-0.306766917293233	0.18832319847855758	0.1854072963518241	20	0.23175912043978011	-1.0	0		not_supported
treatment_response_tests	lysosomal_apc	mif_cd74_receptor_state	0.29473684210526313	0.20713542085215372	0.21039480259870064	20	0.23377200288744515	1.0	0		not_supported
cell_state_h5ad	complement_phagocytosis	hif_nampt_metabolic	-0.32867132867132864	0.2969041156887641	0.30134932533733133	12	0.46456771614192904	-1.0	0		not_supported
cell_state_h5ad	complement_phagocytosis	hla_ii_apc	0.30069930069930073	0.34225952894002465	0.35582208895552225	12	0.47442945194069636	1.0	0		not_supported
cell_state_h5ad	complement_phagocytosis	ifn_apc	-0.1258741258741259	0.6966831093957659	0.7076461769115442	12	0.8255872063968016	-1.0	0		not_supported
cell_state_h5ad	complement_phagocytosis	lipid_loader_repair	0.35664335664335667	0.25513775175895725	0.26486756621689156	12	0.436252462004292	1.0	1	1.0	not_supported
cell_state_h5ad	complement_phagocytosis	lysosomal_apc	-0.15384615384615385	0.6330906812462618	0.6341829085457271	12	0.8071418836036527	-1.0	1	1.0	not_supported
cell_state_h5ad	complement_phagocytosis	mif_cd74_receptor_state	0.11188811188811189	0.729194990751066	0.7576211894052973	12	0.848535732133933	1.0	0		not_supported
cell_state_h5ad	complement_phagocytosis	mixscale_validated_ifng_readout	0.006993006993006993	0.9827917689028476	0.991504247876062	12	0.991504247876062	1.0	0		not_supported
cell_state_h5ad	hif_nampt_metabolic	hla_ii_apc	0.055944055944055944	0.8628980736949712	0.8715642178910544	12	0.9038443741092416	1.0	1	1.0	not_supported
cell_state_h5ad	hif_nampt_metabolic	ifn_apc	0.46153846153846156	0.13094806950717278	0.12143928035982009	12	0.28335832083958024	1.0	1	1.0	not_supported
cell_state_h5ad	hif_nampt_metabolic	lipid_loader_repair	0.6013986013986015	0.038588452922019435	0.04397801099450275	12	0.17141429285357324	1.0	0		not_supported
cell_state_h5ad	hif_nampt_metabolic	lysosomal_apc	0.5734265734265735	0.05126558978649143	0.06646676661669165	12	0.18610694652673662	1.0	1	1.0	not_supported
cell_state_h5ad	hif_nampt_metabolic	mif_cd74_receptor_state	0.30069930069930073	0.34225952894002465	0.3313343328335832	12	0.46456771614192904	1.0	0		not_supported
cell_state_h5ad	hif_nampt_metabolic	mixscale_validated_ifng_readout	0.44055944055944063	0.15173503571673025	0.14042978510744628	12	0.30246415253911507	1.0	1	1.0	not_supported
cell_state_h5ad	hla_ii_apc	ifn_apc	0.5244755244755246	0.08001937592027475	0.08895552223888056	12	0.22643223842624144	1.0	2	1.0	not_supported
cell_state_h5ad	hla_ii_apc	lipid_loader_repair	0.3216783216783217	0.30790987618065263	0.33183408295852074	12	0.46456771614192904	1.0	1	1.0	not_supported
cell_state_h5ad	hla_ii_apc	lysosomal_apc	0.1328671328671329	0.6805975082860818	0.6861569215392304	12	0.8255872063968016	1.0	2	1.0	not_supported
cell_state_h5ad	hla_ii_apc	mif_cd74_receptor_state	0.8321678321678322	0.0007854416778536138	0.0004997501249375312	12	0.0069965017491254375	1.0	4	1.0	supported
cell_state_h5ad	hla_ii_apc	mixscale_validated_ifng_readout	0.4055944055944056	0.19083587400450033	0.19740129935032483	12	0.3454522738630685	1.0	2	1.0	not_supported
cell_state_h5ad	ifn_apc	lipid_loader_repair	0.5944055944055945	0.04152149441031855	0.04897551224387806	12	0.17141429285357324	1.0	1	1.0	not_supported
cell_state_h5ad	ifn_apc	lysosomal_apc	0.5734265734265735	0.05126558978649143	0.047476261869065464	12	0.17141429285357324	1.0	3	1.0	not_supported
cell_state_h5ad	ifn_apc	mif_cd74_receptor_state	0.5734265734265735	0.05126558978649143	0.057971014492753624	12	0.18035426731078905	1.0	3	1.0	not_supported
cell_state_h5ad	ifn_apc	mixscale_validated_ifng_readout	0.9160839160839163	2.8428045348547155e-05	0.0004997501249375312	12	0.0069965017491254375	1.0	3	1.0	supported
cell_state_h5ad	lipid_loader_repair	lysosomal_apc	0.6293706293706295	0.028319671295760022	0.03298350824587706	12	0.17141429285357324	1.0	2	1.0	not_supported
cell_state_h5ad	lipid_loader_repair	mif_cd74_receptor_state	0.4265734265734266	0.16669998762494495	0.18940529735132433	12	0.3454522738630685	1.0	0		not_supported
cell_state_h5ad	lipid_loader_repair	mixscale_validated_ifng_readout	0.7342657342657343	0.006543490146837885	0.009995002498750625	12	0.07696151924037982	1.0	1	1.0	not_supported
cell_state_h5ad	lysosomal_apc	mif_cd74_receptor_state	0.06293706293706294	0.8459309212287789	0.8645677161419291	12	0.9038443741092416	1.0	0		not_supported
cell_state_h5ad	lysosomal_apc	mixscale_validated_ifng_readout	0.7272727272727274	0.007355028857805126	0.010994502748625687	12	0.07696151924037982	1.0	2	1.0	supported
cell_state_h5ad	mif_cd74_receptor_state	mixscale_validated_ifng_readout	0.4125874125874127	0.18256397857316675	0.17691154422788605	12	0.3454522738630685	1.0	2	1.0	not_supported
cross_disease_summary	mif_cd74_receptor_state	ifn_apc	0.942857142857143	0.004804664723032055	0.014992503748125937	6	0.03498250874562719	1.0	1	1.0	not_supported
cross_disease_summary	mif_cd74_receptor_state	hla_ii_apc	0.942857142857143	0.004804664723032055	0.017491254372813594	6	0.03673163418290855	1.0	1	1.0	not_supported
cross_disease_summary	mif_cd74_receptor_state	mixscale_validated_ifng_readout	0.942857142857143	0.004804664723032055	0.01999000499750125	6	0.03816273681341147	1.0	2	1.0	supported
cross_disease_summary	mif_cd74_receptor_state	lysosomal_apc	0.753702346348183	0.0835232813732598	0.10794602698650675	6	0.11334332833583209	1.0	0		not_supported
cross_disease_summary	mif_cd74_receptor_state	lipid_loader_repair	0.942857142857143	0.004804664723032055	0.01199400299850075	6	0.032796101949025484	1.0	1	1.0	not_supported
cross_disease_summary	mif_cd74_receptor_state	hif_nampt_metabolic	0.6377481392176932	0.17307111024125976	0.20189905047476261	6	0.20189905047476261	1.0	0		not_supported
cross_disease_summary	mif_cd74_receptor_state	complement_phagocytosis				6			0		not_supported
cross_disease_summary	ifn_apc	hla_ii_apc	1.0	0.0	0.0029985007496251873	6	0.01679160419790105	1.0	1	1.0	not_supported
cross_disease_summary	ifn_apc	mixscale_validated_ifng_readout	1.0	0.0	0.001999000499750125	6	0.01679160419790105	1.0	3	1.0	supported
cross_disease_summary	ifn_apc	lysosomal_apc	0.8986451052612952	0.014888622005580311	0.02798600699650175	6	0.04057971014492753	1.0	3	1.0	supported
cross_disease_summary	ifn_apc	lipid_loader_repair	1.0	0.0	0.00399800099950025	6	0.01679160419790105	1.0	1	1.0	not_supported
cross_disease_summary	ifn_apc	hif_nampt_metabolic	0.8406680016960503	0.0360575728451592	0.03948025987006497	6	0.04780942861902382	1.0	1	1.0	not_supported
cross_disease_summary	ifn_apc	complement_phagocytosis				6			0		not_supported
cross_disease_summary	hla_ii_apc	mixscale_validated_ifng_readout	1.0	0.0	0.004997501249375313	6	0.017491254372813594	1.0	2	1.0	supported
cross_disease_summary	hla_ii_apc	lysosomal_apc	0.8986451052612952	0.014888622005580311	0.028985507246376812	6	0.04057971014492753	1.0	2	1.0	supported
cross_disease_summary	hla_ii_apc	lipid_loader_repair	1.0	0.0	0.0034982508745627187	6	0.01679160419790105	1.0	1	1.0	not_supported
cross_disease_summary	hla_ii_apc	hif_nampt_metabolic	0.8406680016960503	0.0360575728451592	0.03948025987006497	6	0.04780942861902382	1.0	1	1.0	not_supported
cross_disease_summary	hla_ii_apc	complement_phagocytosis				6			0		not_supported
cross_disease_summary	mixscale_validated_ifng_readout	lysosomal_apc	0.8986451052612952	0.014888622005580311	0.02498750624687656	6	0.040364433168031365	1.0	1	1.0	not_supported
cross_disease_summary	mixscale_validated_ifng_readout	lipid_loader_repair	1.0	0.0	0.00399800099950025	6	0.01679160419790105	1.0	1	1.0	not_supported
cross_disease_summary	mixscale_validated_ifng_readout	hif_nampt_metabolic	0.8406680016960503	0.0360575728451592	0.04447776111944028	6	0.049159630710960314	1.0	1	1.0	not_supported
cross_disease_summary	mixscale_validated_ifng_readout	complement_phagocytosis				6			0		not_supported
cross_disease_summary	lysosomal_apc	lipid_loader_repair	0.898645105261295	0.014888622005580348	0.02448775612193903	6	0.040364433168031365	1.0	1	1.0	not_supported
cross_disease_summary	lysosomal_apc	hif_nampt_metabolic	0.9411764705882354	0.005088540606554024	0.01249375312343828	6	0.032796101949025484	1.0	1	1.0	not_supported
cross_disease_summary	lysosomal_apc	complement_phagocytosis				6			0		not_supported
cross_disease_summary	lipid_loader_repair	hif_nampt_metabolic	0.8406680016960503	0.0360575728451592	0.04097951024487756	6	0.04780942861902382	1.0	1	1.0	not_supported
cross_disease_summary	lipid_loader_repair	complement_phagocytosis				6			0		not_supported
cross_disease_summary	hif_nampt_metabolic	complement_phagocytosis				6			0		not_supported
