context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation
IBD_myeloid	LGALS3	ENSG00000131981	6432	24	24	6	0.0008219679002650082	0.07821612805128098	0.9297788739204407	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	LGALS1	ENSG00000100097	2170	24	24	9	0.0008243653574027121	0.07284022122621536	0.9635140895843506	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	LGALS9	ENSG00000168961	12261	24	24	2	6.848573684692383e-05	0.014647325500845909	0.2593463659286499	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	LGALS3BP	ENSG00000108679	3539	24	24	0				-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	token_not_detected_in_selected_disease_cells
IBD_myeloid	CD44	ENSG00000026508	457	24	24	13	-0.001337762107141316	-0.06337382644414902	0.8930041790008545	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	TYROBP	ENSG00000011600	309	24	24	6	0.00012686848640441895	0.02222374826669693	0.655929684638977	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	CTSB	ENSG00000164733	11238	24	24	12	0.0006446788902394474	0.06822135299444199	0.7439684867858887	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	CTSL	ENSG00000135047	6899	24	24	7	-0.0003512586990837008	-0.04255235940217972	0.5829375386238098	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	CTSD	ENSG00000117984	4727	24	24	3	-0.0004200538096483797	-0.0021001778077334166	0.5342583060264587	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	FABP5	ENSG00000164687	11227	24	24	4	2.7880072593688965e-05	0.007287036627531052	0.5130336880683899	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	MSR1	ENSG00000038945	554	24	24	0				-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	token_not_detected_in_selected_disease_cells
IBD_myeloid	SCARB2	ENSG00000138760	7621	24	24	0				-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	token_not_detected_in_selected_disease_cells
IBD_myeloid	GPNMB	ENSG00000136235	7137	24	24	2	-0.0003539919853210449	-0.05632803961634636	0.43096011877059937	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_myeloid	SPP1	ENSG00000118785	4804	24	24	1	-0.0019213557243347168	0.05455322563648224	1.1008789539337158	-0.00018615441189871894	0.0009516650796762193	0.0034072508844676325	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	LGALS3	ENSG00000131981	6432	24	24	11	-0.0006730827153660357	-0.05033554881811142	1.3921393156051636	-4.0733979807959666e-05	0.0007827144598691261	0.024532635832050193	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	LGALS1	ENSG00000100097	2170	24	24	0				-4.0733979807959666e-05	0.0007827144598691261	0.024532635832050193	token_not_detected_in_selected_disease_cells
