context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation	cosine_shift_z_vs_random	projection_minus_random	candidate_support_flag	candidate_strong_support_flag
t1d_endothelial	DAP	ENSG00000112977	4090.0	30	30	3	0.0002312064170837	0.0147596606984734	0.4512175619602203	-0.0004437923431396	0.000838016573079	-0.0209745090551829	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.805471850924442	0.0357341697536563	True	True
IBD_epithelial	BIRC3	ENSG00000023445	429.0	30	30	5	0.0003710746823344	0.0430799648165702	0.2969802320003509	3.3262372016906736e-05	0.000420476322694	0.0191505964331251	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.8034038828943404	0.023929368383445098	True	True
psoriasis_keratinocyte	SDC4	ENSG00000124145	5402.0	30	30	4	0.0003838688135147	0.0217292606830596	0.5146418809890747	-0.0001394952336947	0.0007496518255989	0.00021543543747	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.6981428302282626	0.021513825245589598	True	True
t1d_endothelial	MMADHC	ENSG00000168288	12108.0	30	30	4	8.720159530639648e-05	0.0314680710434913	0.4189689755439758	-0.0004437923431396	0.000838016573079	-0.0209745090551829	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.6336317866543429	0.052442580098674196	True	True
t1d_ductal	TRIQK	ENSG00000205133	17305.0	30	30	3	0.0005272626876831	0.0371638797223567	0.4031380712985992	0.0001291652520497	0.0006635048576484	0.0136916387573971	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5999917424031237	0.023472240964959597	True	True
IBD_stromal	LIMS1	ENSG00000169756	12433.0	30	30	7	0.0001744202163536	0.0152891855686903	0.4119300544261932	-0.0001160343488057	0.0005381963510569	-0.0027426778251538	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.539681409189993	0.0180318633938441	True	True
t1d_acinar	SNX10	ENSG00000086300	1685.0	30	30	3	0.000308791786665	0.0176614169031381	0.4347730875015259	4.045218229293823e-05	0.0005052500018657	0.0045492238714359	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5311026291562267	0.013112193031702201	True	True
IBD_myeloid	SNX10	ENSG00000086300	1685.0	30	30	6	0.0003294249472673	0.0354194678366184	0.2800951302051544	3.8236876328786214e-05	0.0006062375701614	0.01002573442917	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.48032006802381144	0.025393733407448403	True	False
t1d_acinar	MMADHC	ENSG00000168288	12108.0	30	30	15	0.0002476135850884	0.0213580522686243	0.4546765685081482	4.045218229293823e-05	0.0005052500018657	0.0045492238714359	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.41001761906084494	0.016808828397188398	True	False
psoriasis_dendritic	BIRC3	ENSG00000023445	429.0	30	30	15	0.0002566496550571	0.045324120670557	0.6354074478149414	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.39637679759915884	0.0371482204801093	True	False
sjogren_duct	STARD10	ENSG00000214530	17684.0	30	30	7	-9.633813897380604e-05	0.0122844604775309	0.4640382826328277	-0.0003366167346636	0.0006512644042422	-0.018529529243824	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.36894169883179473	0.0308139897213549	True	False
t1d_stellate	PPIL3	ENSG00000240344	18287.0	30	30	5	0.0001438736944692	0.0087646720930933	0.4020636975765228	-0.0001132403810818	0.0006984609678555	-0.0076460063884345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.36811516660755284	0.0164106784815278	True	False
t1d_ductal	SDC4	ENSG00000124145	5402.0	30	30	13	0.0003543633793015	0.0269006453454494	0.7716251611709595	0.0001291652520497	0.0006635048576484	0.0136916387573971	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.3394069005763564	0.013209006588052298	True	False
sjogren_APC	DAP	ENSG00000112977	4090.0	30	30	5	-3.1805036996956915e-05	0.0016325532924383	0.3656014800071716	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.33504563198808407	0.036428930183562	True	False
t1d_endothelial	LIMS1	ENSG00000169756	12433.0	30	30	4	-0.0002246499061584	-0.0201279446482658	0.4356512427330017	-0.0004437923431396	0.000838016573079	-0.0209745090551829	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.26150131634752455	0.0008465644069170983	True	False
sjogren_duct	MMADHC	ENSG00000168288	12108.0	30	30	4	-0.0001737177371978	-0.0031358934938907	0.4301934540271759	-0.0003366167346636	0.0006512644042422	-0.018529529243824	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.25012728533098083	0.015393635749933299	True	False
IBD_myeloid	LIMS1	ENSG00000169756	12433.0	30	30	10	0.00018566250219	0.0281696580350399	0.4109559953212738	3.8236876328786214e-05	0.0006062375701614	0.01002573442917	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.24318127598387596	0.018143923605869902	True	False
IBD_epithelial	SDC4	ENSG00000124145	5402.0	30	30	8	0.0001205205917358	0.0227756313979625	0.328900545835495	3.3262372016906736e-05	0.000420476322694	0.0191505964331251	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.207522314597474	0.0036250349648374	True	False
psoriasis_keratinocyte	FMNL2	ENSG00000157827	9991.0	30	30	4	-3.801286220550537e-05	0.0180126093327999	0.5392661690711975	-0.0001394952336947	0.0007496518255989	0.00021543543747	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.13537267305141282	0.0177971738953299	True	False
psoriasis_macrophage	SNX10	ENSG00000086300	1685.0	30	30	5	-0.0001435279846191	0.0017356757307425	0.4107218384742737	-0.0002051999171574	0.0007931550690155	0.0015801784737656	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.07775520191133621	0.00015549725697690015	True	False
sjogren_acinar	DAP	ENSG00000112977	4090.0	30	30	15	7.675488450331613e-05	0.0183695200830698	0.4167552888393402	3.476242224375407e-05	0.0008905974268939	0.0028101857188933	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.047150891066480446	0.0155593343641765	True	False
sjogren_APC	SNX10	ENSG00000086300	1685.0	30	30	5	-0.0003144264337606	-0.015335826203227	0.4141930937767029	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.039280626086563186	0.019460550687896698	True	False
psoriasis_dendritic	DCLRE1B	ENSG00000118655	4793.0	30	30	1	0.0008706450462341	0.0399569310247898	0.3648034334182739	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.4607105531489788	0.031781030834342104	False	False
sjogren_acinar	SEL1L3	ENSG00000091490	1920.0	30	30	2	0.0013221204280853	0.0750966221094131	0.4695021212100982	3.476242224375407e-05	0.0008905974268939	0.0028101857188933	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.4454993546651167	0.0722864363905198	False	False
IBD_epithelial	MMADHC	ENSG00000168288	12108.0	30	30	1	0.0006163120269775	0.0346357934176921	0.2464312314987182	3.3262372016906736e-05	0.000420476322694	0.0191505964331251	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.3866408724871422	0.015485196984567	False	False
t1d_ductal	MMADHC	ENSG00000168288	12108.0	30	30	2	0.0010110139846801	0.0296895205974578	0.471680998802185	0.0001291652520497	0.0006635048576484	0.0136916387573971	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.3290765281747243	0.0159978818400607	False	False
IBD_epithelial	PLEK2	ENSG00000100558	2320.0	30	30	1	0.0005884170532226	0.003414886072278	0.3648056983947754	3.3262372016906736e-05	0.000420476322694	0.0191505964331251	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.3202995061619793	-0.015735710360847102	False	False
IBD_stromal	TRIQK	ENSG00000205133	17305.0	30	30	2	0.000567615032196	-0.0033430159091949	0.253740131855011	-0.0001160343488057	0.0005381963510569	-0.0027426778251538	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.2702601562778382	-0.0006003380840410998	False	False
IBD_myeloid	CXCL9	ENSG00000138755	7616.0	30	30	2	0.0007806122303009	0.1058022230863571	0.4767746329307556	3.8236876328786214e-05	0.0006062375701614	0.01002573442917	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.224561773323401	0.0957764886571871	False	False
psoriasis_dendritic	SNX10	ENSG00000086300	1685.0	30	30	3	0.0006254712934605	-0.0078274365514516	0.3635429441928863	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	1.035712735899005	-0.0160033367418993	False	False
t1d_stellate	SDC4	ENSG00000124145	5402.0	30	30	1	0.0005596876144409	0.0223733652383089	0.4187192618846893	-0.0001132403810818	0.0006984609678555	-0.0076460063884345	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.9634439524785552	0.0300193716267434	False	False
sjogren_duct	TRIQK	ENSG00000205133	17305.0	30	30	2	0.0002045035362243	0.021770691499114	0.3584219813346863	-0.0003366167346636	0.0006512644042422	-0.018529529243824	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.8308764725404242	0.040300220742938	False	False
IBD_myeloid	SDC4	ENSG00000124145	5402.0	30	30	2	0.0005087256431579	0.0459164604544639	0.3970573544502258	3.8236876328786214e-05	0.0006062375701614	0.01002573442917	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7760798571158407	0.035890726025293904	False	False
t1d_endothelial	TNFAIP8L1	ENSG00000185361	15268.0	30	30	3	0.0002064704895019	-0.061360727995634	0.4484964907169342	-0.0004437923431396	0.000838016573079	-0.0209745090551829	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7759546213415992	-0.04038621894045111	False	False
psoriasis_dendritic	IL2RG	ENSG00000147168	8814.0	30	30	1	0.0004742741584777	0.0134550565853714	0.4044844210147857	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7736192139979163	0.0052791563949237	False	False
IBD_myeloid	NCK1	ENSG00000158092	10025.0	30	30	1	0.0005028843879699	0.0327353253960609	0.458202064037323	3.8236876328786214e-05	0.0006062375701614	0.01002573442917	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7664445994619067	0.022709590966890902	False	False
IBD_myeloid	IL2RG	ENSG00000147168	8814.0	30	30	2	0.0004770457744598	0.0251090973615646	0.232312723994255	3.8236876328786214e-05	0.0006062375701614	0.01002573442917	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.7238233321867344	0.015083362932394602	False	False
t1d_ductal	BIRC3	ENSG00000023445	429.0	30	30	2	0.000497430562973	0.0637464225292205	0.4918485879898071	0.0001291652520497	0.0006635048576484	0.0136916387573971	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5550303161735836	0.050054783771823395	False	False
sjogren_APC	MMADHC	ENSG00000168288	12108.0	30	30	2	0.0001707673072814	0.0053836815059185	0.3508954644203186	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5470388189408724	0.0401800583970422	False	False
sjogren_APC	PPP3CA	ENSG00000138814	7640.0	30	30	2	0.0001531541347503	0.0320678912103176	0.2961897850036621	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.5286065270576011	0.0668642681014413	False	False
t1d_acinar	AQR	ENSG00000021776	412.0	30	30	1	0.0002831220626831	0.006723653525114	0.3542239964008331	4.045218229293823e-05	0.0005052500018657	0.0045492238714359	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.4802966442237947	0.0021744296536781	False	False
sjogren_duct	SDC4	ENSG00000124145	5402.0	30	30	3	-4.039208215544931e-05	-0.0366748496890068	0.5369471907615662	-0.0003366167346636	0.0006512644042422	-0.018529529243824	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.45484545229035295	-0.0181453204451828	False	False
sjogren_APC	TRIQK	ENSG00000205133	17305.0	30	30	1	7.706880569458008e-05	0.0357012748718261	0.4181837439537048	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.4489827687191488	0.07049765176294981	False	False
IBD_stromal	TNFAIP8L1	ENSG00000185361	15268.0	30	30	2	0.0001202523708343	-0.0050748563371598	0.2865272760391235	-0.0001160343488057	0.0005381963510569	-0.0027426778251538	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.43903441406836835	-0.002332178512006	False	False
psoriasis_macrophage	AQR	ENSG00000021776	412.0	30	30	2	0.0001252889633178	-0.032917384058237	0.2783593535423279	-0.0002051999171574	0.0007931550690155	0.0015801784737656	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.41667625081866744	-0.0344975625320026	False	False
sjogren_APC	TNFAIP8L1	ENSG00000185361	15268.0	30	30	1	3.3736228942871094e-05	-0.00869757309556	0.3818655014038086	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.40363496432267	0.026098803795563702	False	False
sjogren_APC	DCLRE1B	ENSG00000118655	4793.0	30	30	1	2.646446228027344e-05	-0.0051376800984144	0.4532716870307922	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.39602501640469145	0.0296586967927093	False	False
psoriasis_keratinocyte	LIMS1	ENSG00000169756	12433.0	30	30	1	0.0001505613327026	-0.0018613128922879	0.2303093075752258	-0.0001394952336947	0.0007496518255989	0.00021543543747	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.38692171017601745	-0.0020767483297579	False	False
sjogren_acinar	LIMS1	ENSG00000169756	12433.0	30	30	1	0.0003741979598999	0.0095988549292087	0.3599620461463928	3.476242224375407e-05	0.0008905974268939	0.0028101857188933	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.3811324032677495	0.006788669210315399	False	False
t1d_acinar	PPIL3	ENSG00000240344	18287.0	30	30	1	0.0002228021621704	0.0616481527686119	0.4696998000144958	4.045218229293823e-05	0.0005052500018657	0.0045492238714359	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.36091039921644974	0.057098928897176	False	False
sjogren_APC	STARD10	ENSG00000214530	17684.0	30	30	1	-1.4960765838623049e-05	0.0138228014111518	0.3724673688411712	-0.0003519614537556	0.0009555606347079	-0.0347963768911237	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.352673263921125	0.048619178302275495	False	False
psoriasis_dendritic	SEL1L3	ENSG00000091490	1920.0	30	30	2	0.0002310574054718	-0.011237533763051	0.4533438682556152	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.352013768974668	-0.0194134339534987	False	False
psoriasis_macrophage	PPP3CA	ENSG00000138814	7640.0	30	30	2	6.008148193359375e-05	-0.0137504618614912	0.335780918598175	-0.0002051999171574	0.0007931550690155	0.0015801784737656	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.33446347310151225	-0.0153306403352568	False	False
psoriasis_keratinocyte	PPIL3	ENSG00000240344	18287.0	30	30	1	9.262561798095704e-05	0.0417620427906513	0.3022111356258392	-0.0001394952336947	0.0007496518255989	0.00021543543747	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.30963821303338346	0.0415466073531813	False	False
psoriasis_dendritic	NCK1	ENSG00000158092	10025.0	30	30	2	0.0002026855945587	-0.0146131115034222	0.3453376889228821	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.3028324941722583	-0.0227890116938699	False	False
IBD_epithelial	SEL1L3	ENSG00000091490	1920.0	30	30	2	0.0001386106014251	0.0044329706579446	0.2740392386913299	3.3262372016906736e-05	0.000420476322694	0.0191505964331251	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.2505449741693542	-0.014717625775180501	False	False
psoriasis_keratinocyte	STARD10	ENSG00000214530	17684.0	30	30	5	4.465580059331842e-05	-0.0013247698079794	0.2025378197431564	-0.0001394952336947	0.0007496518255989	0.00021543543747	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.24564875052615176	-0.0015402052454494	False	False
sjogren_acinar	MYO1E	ENSG00000157483	9955.0	30	30	1	0.0002297163009643	0.0254217386245727	0.3762766122817993	3.476242224375407e-05	0.0008905974268939	0.0028101857188933	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.21890236018363377	0.0226115529056794	False	False
psoriasis_dendritic	CXCL9	ENSG00000138755	7616.0	30	30	1	0.0001525282859802	-0.0334974825382232	0.4638023972511291	2.798686424891154e-05	0.0005768823810909	0.0081759001904477	positive_shift_means_deleted_embedding_moved_toward_control_centroid	0.21588702621802613	-0.041673382728670896	False	False
