context	gene	ensembl_id	token_id	n_disease_cells	n_control_cells	n_disease_cells_with_token	mean_shift_to_control_cosine	mean_projection_to_control	mean_embedding_delta_norm	random_mean_shift_to_control_cosine	random_sd_shift_to_control_cosine	random_mean_projection_to_control	interpretation
IBD_epithelial	FMNL2	ENSG00000157827	9991	30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	token_not_detected_in_selected_disease_cells
IBD_epithelial	TNFAIP8L1	ENSG00000185361	15268	30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	token_not_detected_in_selected_disease_cells
IBD_epithelial	C15ORF48			30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	not_in_geneformer_token_dictionary
IBD_epithelial	NCK1	ENSG00000158092	10025	30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	token_not_detected_in_selected_disease_cells
IBD_epithelial	SNX10	ENSG00000086300	1685	30	30	1	-0.0007568597793579102	0.04368910193443298	0.31893855333328247	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	PPIL3	ENSG00000240344	18287	30	30	2	0.00010728836059570312	-0.007754034362733364	0.31578341126441956	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	SEL1L3	ENSG00000091490	1920	30	30	2	0.0001386106014251709	0.004432970657944679	0.27403923869132996	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	PLEK2	ENSG00000100558	2320	30	30	1	0.0005884170532226562	0.0034148860722780228	0.3648056983947754	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	DAP	ENSG00000112977	4090	30	30	6	-1.2010335922241211e-05	0.030303725972771645	0.3110204339027405	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	AQR	ENSG00000021776	412	30	30	1	-9.685754776000977e-05	0.031878892332315445	0.3770367503166199	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	LIMS1	ENSG00000169756	12433	30	30	1	3.17692756652832e-05	0.0027587516233325005	0.22278091311454773	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	ABHD2	ENSG00000140526	7876	30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	token_not_detected_in_selected_disease_cells
IBD_epithelial	SDC4	ENSG00000124145	5402	30	30	8	0.00012052059173583984	0.02277563139796257	0.328900545835495	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	BIRC3	ENSG00000023445	429	30	30	5	0.00037107468233443797	0.04307996481657028	0.29698023200035095	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	STARD10	ENSG00000214530	17684	30	30	11	-4.47576712758746e-05	0.01738334260880947	0.42116010189056396	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	MMADHC	ENSG00000168288	12108	30	30	1	0.0006163120269775391	0.034635793417692184	0.24643123149871826	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	TRIQK	ENSG00000205133	17305	30	30	1	1.2993812561035156e-05	0.03876873850822449	0.30890196561813354	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	DCLRE1B	ENSG00000118655	4793	30	30	1	-0.00016230344772338867	0.07021203637123108	0.32224082946777344	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	MYO1E	ENSG00000157483	9955	30	30	2	-0.00017833709716796875	0.02167111076414585	0.2711910009384155	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	IL2RG	ENSG00000147168	8814	30	30	1	7.176399230957031e-05	0.029103832319378853	0.2109609842300415	3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	positive_shift_means_deleted_embedding_moved_toward_control_centroid
IBD_epithelial	PPP3CA	ENSG00000138814	7640	30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	token_not_detected_in_selected_disease_cells
IBD_epithelial	CXCL9	ENSG00000138755	7616	30	30	0				3.3262372016906736e-05	0.00042047632269408546	0.019150596433125125	token_not_detected_in_selected_disease_cells
IBD_stromal	FMNL2	ENSG00000157827	9991	30	30	0				-0.00011603434880574544	0.0005381963510569534	-0.0027426778251538053	token_not_detected_in_selected_disease_cells
