column_index	group_idx
15507	4
15514	4
15539	4
15593	4
15754	4
15761	4
15835	4
15862	5
16658	5
17283	6
17287	6
17316	6
17318	6
17355	6
17370	6
17373	6
17378	6
17471	6
17489	6
17491	6
17499	6
17504	6
17524	6
17543	6
17554	6
17563	6
17566	6
17570	6
17575	6
17577	6
17587	6
17606	6
17610	6
17626	6
17664	6
17692	6
17698	6
17709	6
17724	6
17760	6
17775	6
17780	6
17824	6
17842	6
17847	6
17869	6
17871	6
17897	6
17903	6
17912	6
17913	6
17932	6
17947	6
17948	6
17954	6
17965	6
17990	6
17999	6
18027	6
18034	6
18037	6
18053	6
18065	6
18075	6
18104	6
18106	6
18140	6
18156	6
18161	6
18204	6
18208	6
18225	6
18279	6
18342	6
18351	6
18366	6
18379	6
18432	6
18435	6
18460	6
18468	6
18489	6
18510	6
18526	6
18528	6
18538	6
18551	6
18553	6
18564	6
18599	6
18616	6
18632	6
18714	6
18716	6
18718	6
18762	6
18766	6
18769	6
18801	6
18814	6
18816	6
18824	6
18828	6
18849	6
18850	6
18866	6
18880	6
18885	6
18891	6
18912	6
18948	6
18968	6
18970	6
18974	6
18994	6
19001	6
19024	6
19039	6
19040	6
19047	6
19051	6
19052	6
19066	6
19071	6
19073	6
19074	6
19089	6
19119	6
19150	6
19159	6
19172	6
19191	6
19197	6
19213	6
19230	6
19233	6
19250	6
19269	6
19318	6
19321	6
19325	6
19362	6
19391	6
19393	6
19395	6
19436	6
19437	6
19468	6
19474	6
19488	6
19501	6
19505	6
19520	6
19556	6
19578	6
19595	6
19623	6
19642	6
19646	6
19650	6
19653	6
19684	6
19685	6
19770	6
19782	6
19796	6
19821	6
19844	6
19853	6
19897	6
19898	6
19952	6
19966	6
20014	6
20033	6
20040	6
20053	6
20067	6
20090	6
20092	6
20116	6
20125	6
20127	6
20136	6
20180	6
20194	6
20196	6
20208	6
20228	6
20265	6
20283	6
20289	6
20297	6
20307	6
20325	7
20341	7
20344	7
20361	7
20362	7
20365	7
20404	7
20405	7
20415	7
20441	7
20459	7
20483	7
20524	7
20526	7
20528	7
20565	7
20567	7
20574	7
20597	7
20599	7
20611	7
20653	7
20654	7
20675	7
20680	7
20695	7
20712	7
20719	7
20727	7
20762	7
20797	7
20824	7
20855	7
20860	7
20903	7
20910	7
20939	7
20970	7
20981	7
20990	7
21024	7
21046	7
21070	7
21154	7
21164	7
21167	7
21181	7
21207	7
21239	7
21259	7
21261	7
21266	7
21267	7
21286	7
21297	7
21307	7
21312	7
21326	7
21354	7
21369	7
21380	7
21407	7
21420	7
21437	7
21441	7
21447	7
21463	7
21466	7
21528	7
21539	7
21552	7
21562	7
21563	7
21577	7
21578	7
21585	7
21614	7
21618	7
21627	7
21628	7
21633	7
21642	7
21648	7
21741	7
21764	7
21781	7
21808	7
21817	7
21829	7
21833	7
21836	7
21842	7
21845	7
21855	7
21869	7
21876	7
21880	7
21896	7
21897	7
21904	7
21943	7
21983	7
21990	7
21992	7
21998	7
22006	7
22032	7
22047	7
22064	7
22068	7
22083	7
22091	7
22135	7
22145	7
22146	7
22153	7
22217	7
22219	7
22226	7
22266	7
22297	7
22310	7
22313	7
22332	7
22336	7
22358	7
22373	7
22381	7
22396	7
22407	7
22431	7
22441	7
22456	7
22463	7
22466	7
22476	7
22480	7
22482	7
22533	7
22536	7
22563	7
22593	7
22605	7
22655	7
22661	7
22707	7
22774	7
22801	7
22804	7
22812	7
22823	7
22868	7
22886	7
22890	7
22903	7
22907	7
22920	7
22925	7
22952	7
22953	7
22966	7
22977	7
23003	7
23024	7
23035	7
23062	7
23072	7
23105	7
23114	7
23148	7
23151	7
23152	7
23155	7
23198	7
23199	7
23200	7
23222	7
23224	7
23233	7
23264	7
23277	7
23308	7
23340	7
23346	7
23354	7
23386	7
23389	7
23398	7
23419	7
23426	7
23454	7
23460	7
23488	7
23519	7
23525	7
23529	7
23533	7
23579	7
23582	7
23586	7
23627	7
23628	7
23649	7
23666	7
23672	7
23680	7
23702	7
23704	7
23706	7
23737	7
23745	7
23748	7
23766	7
23784	7
23785	7
23801	7
23831	7
23851	7
23859	7
23890	7
23893	7
23896	7
23898	7
23913	7
23939	7
23943	7
23946	7
23964	7
23971	7
23979	7
23987	7
24000	7
24001	7
24025	7
24029	7
24038	7
24045	7
24090	8
24107	8
24126	8
24132	8
24163	8
24226	8
24243	8
24259	8
24283	8
24293	8
24317	8
24324	8
24328	8
24334	8
24348	8
24354	8
24450	8
24479	8
24507	8
24519	8
24533	8
24549	8
24560	8
24566	8
24575	8
24602	8
24610	8
24614	8
24630	8
24709	8
24725	8
24736	8
24839	8
24854	8
24856	8
24861	8
24862	8
24897	8
24918	8
24930	8
24960	8
24966	8
24967	8
24968	8
24982	8
24986	8
25047	8
25056	8
25057	8
25084	8
25088	8
25118	8
25172	8
25209	8
25215	8
25224	8
25225	8
25285	8
25358	8
25450	8
25507	8
25526	8
25539	8
25552	8
25556	8
25563	8
25574	8
25606	8
25643	8
25668	8
25671	8
25680	8
25682	8
25685	8
25736	8
25796	8
25849	8
25924	8
25972	8
25974	8
25982	8
25996	8
26004	8
26013	8
26022	8
26060	8
26067	8
26117	8
26192	8
26198	8
26203	8
26206	8
26228	8
26295	8
26370	8
26409	8
26452	8
26458	8
26491	8
26502	8
26517	8
26520	8
26566	8
26604	8
26677	8
26688	8
26695	8
26767	8
26797	8
26809	8
26852	8
26876	8
26959	8
27044	8
27066	8
27095	8
27108	8
27166	8
27209	8
27240	8
27248	8
27266	8
27303	8
27340	8
27376	8
27400	8
27421	8
27442	8
27467	8
27521	8
27529	8
27542	8
27575	8
27597	8
27645	8
27647	8
27682	8
27693	8
27738	8
27743	8
27771	8
27791	8
27820	8
27831	8
27844	9
27850	9
27964	9
27991	9
28018	9
28068	9
28105	9
28226	9
28360	9
28507	9
28572	9
28578	9
28787	9
28801	9
28824	9
28967	9
28981	9
28990	9
29064	9
29069	9
29199	9
29227	9
29228	9
29238	9
29284	9
29317	9
29342	9
29367	9
29455	9
29498	9
29556	9
29722	9
29864	9
29879	9
29984	9
30028	9
30121	9
30189	9
30266	9
30275	9
30297	9
30380	9
30623	9
30735	9
30809	9
30818	9
30828	9
30865	9
30901	9
31004	9
31123	9
31127	9
31134	9
31150	9
31244	9
31328	10
31340	10
31357	10
31369	10
31373	10
31374	10
31432	10
31437	10
31438	10
31470	10
31481	10
31651	10
31664	10
31695	10
31897	10
31901	10
32013	10
32028	10
32120	10
32145	10
32187	10
32194	10
32204	10
32254	10
32282	10
32300	10
32333	10
32437	10
32533	10
32640	10
32668	10
32694	10
32742	10
32753	10
32845	10
32851	10
32856	10
32907	10
32934	11
32952	11
32960	11
32970	11
32988	11
33014	11
33015	11
33038	11
33052	11
33061	11
33074	11
33107	11
33108	11
33220	11
33221	11
33255	11
33270	11
33300	11
33312	11
33321	11
33336	11
33456	11
33460	11
33474	11
33475	11
33501	11
33512	11
33558	11
33564	11
33598	11
33680	11
33681	11
33692	11
33694	11
33719	11
33724	11
33738	11
33755	11
33757	11
33780	11
33817	11
33860	11
33864	11
33904	11
33922	11
33932	11
33945	11
33959	11
34007	11
34032	11
34061	11
34080	11
34121	11
34207	11
34246	11
34261	11
34270	11
34285	11
34294	11
34299	11
34310	11
34322	11
34328	11
34377	11
34387	11
34416	11
34428	11
34454	11
34479	11
34486	11
34515	11
34543	11
34557	11
34598	11
34605	11
34606	11
34627	11
34691	11
34704	11
34748	11
34804	11
34818	11
34866	11
34887	11
34901	11
34911	11
34937	11
34943	11
34981	11
35003	11
35029	11
35064	11
35067	11
35088	11
35147	11
35154	11
35163	11
35195	11
35276	11
35277	11
35284	11
35297	11
35311	11
35343	11
35369	11
35408	11
35494	11
35502	11
35514	11
35530	11
35643	11
35651	11
35711	11
35715	11
35746	11
35754	11
35755	11
35788	11
35794	11
35802	11
35823	11
35828	11
35837	11
35841	11
35858	11
35859	11
35880	11
35929	11
35968	11
36017	11
36035	11
36054	11
36059	11
36077	11
36080	11
36116	11
36130	11
36178	11
36191	11
36199	11
36210	11
36220	11
36240	11
36267	11
36282	11
36293	11
36357	11
36407	11
36456	11
36487	11
36498	11
36581	11
36607	11
36666	11
36709	11
36747	11
36789	11
36824	11
36911	11
36914	11
36933	11
36952	11
36976	11
36989	11
37018	11
37079	11
37080	11
37111	11
37169	11
37210	11
37212	11
37239	11
37283	11
37289	11
37323	11
37359	11
37424	11
37430	11
37442	11
37449	11
37471	11
37474	11
37482	11
37592	11
37621	11
37644	11
37697	11
37712	11
37758	11
37786	11
37795	11
37798	11
37835	11
37850	11
37861	11
37877	11
37884	11
37895	11
37914	11
37924	11
37938	11
37963	11
37975	11
38010	11
38029	11
38033	11
38045	11
38062	11
38063	11
38080	11
38123	12
38383	12
38433	12
38638	12
38684	12
38693	12
38940	12
39006	12
39177	12
39429	12
39474	12
39552	12
39601	12
39610	12
39732	12
39733	12
39755	12
39924	12
40023	12
40066	12
40233	12
40296	13
40372	13
40381	13
40414	13
40415	13
40424	13
40433	13
40450	13
40521	13
40555	13
40670	13
40680	13
40726	13
40753	13
40777	13
40781	13
40787	13
40791	13
40818	13
40828	13
40900	13
40911	13
40952	13
41003	13
41081	13
41083	13
41112	13
41143	13
41150	13
41205	13
41218	13
41316	13
41351	13
41363	13
41369	13
41395	13
41415	13
41466	13
41537	13
41539	13
41542	13
41589	13
41595	13
41608	13
41626	13
41641	13
41713	13
41720	13
41728	13
41744	13
41780	13
41806	13
41840	13
41864	13
41910	13
41924	13
41950	13
41974	13
42017	13
42029	13
42041	13
42086	13
42106	13
42121	13
42171	13
42202	13
42266	13
42292	13
42305	13
42363	13
42400	13
42418	13
42446	13
42493	13
42495	13
42520	13
42592	13
42595	13
42621	13
42650	13
42654	13
42655	13
42713	13
42745	13
42782	13
42786	13
42842	13
42935	13
42951	13
43028	13
43032	13
43048	13
43061	13
43076	13
43086	13
43093	13
43111	13
43128	13
43130	13
43186	13
43202	13
43229	13
43244	13
43269	13
43277	13
43280	13
43373	13
43374	13
43399	13
43454	13
43475	13
43479	13
43555	13
43567	13
43611	13
43648	13
43652	13
43658	13
43667	13
43668	13
43687	13
43706	13
43725	13
43788	13
43845	13
43863	13
43894	13
43910	13
43938	13
43991	13
44034	13
44063	13
44108	13
44203	13
44217	13
44304	13
44307	13
44320	13
44342	13
44362	13
44367	13
44406	13
44434	13
44438	13
44440	13
44463	13
44519	13
44549	13
44581	13
44600	13
44686	13
44769	13
44779	13
44795	13
44845	13
44879	13
44957	13
44961	13
45007	13
45015	13
45034	13
45079	13
45120	13
45252	13
45253	13
45267	13
45272	13
45279	13
45289	13
45301	13
45338	13
45342	13
45377	13
45397	13
45414	13
45466	13
45488	13
45540	13
45553	13
45559	13
45619	13
45670	13
45693	13
45718	13
45782	13
45784	13
45808	13
45811	13
45843	13
45928	13
45954	13
45955	13
45959	13
45976	13
45988	13
46112	13
46124	13
46127	13
46131	13
46133	13
46139	13
46153	13
46155	13
46157	13
46162	13
46164	13
46234	13
46250	13
46261	13
46280	13
46324	13
46356	13
46400	13
46467	13
46516	13
46558	13
46562	13
46626	13
46629	13
46655	13
46697	13
46731	13
46735	13
46753	13
46790	13
46802	13
46838	13
46852	13
46858	13
46871	13
46880	13
46887	13
46923	13
46975	13
46998	14
47012	14
47023	14
47038	14
47097	14
47150	14
47194	14
47232	14
47262	14
47270	14
47309	14
47327	14
47331	14
47349	14
47380	14
47389	14
47403	14
47425	14
47483	14
47511	14
47530	14
47570	14
47581	14
47607	14
47656	14
47678	14
47684	14
47705	14
47721	14
47753	14
47772	14
47773	14
47783	14
47790	14
47839	14
47961	14
47978	14
48049	14
48072	14
48074	14
48119	14
48130	14
48177	14
48215	14
48278	14
48285	14
48299	14
48339	14
48371	14
48401	14
48470	14
48474	14
48504	14
48510	14
48564	14
48579	14
48584	14
48607	14
48633	14
48662	14
48707	14
48756	14
48762	14
48862	14
48877	14
48905	14
48916	14
48937	14
48956	14
48974	14
48991	14
49010	14
49029	14
49042	14
49048	14
49057	14
49059	14
49062	14
49076	14
49090	14
49116	14
49121	14
49126	14
49225	14
49258	14
49285	14
49301	14
49307	14
49366	14
49392	14
49394	14
49403	14
49513	14
49531	14
49554	14
49570	14
49573	14
49627	14
49646	14
49657	14
49701	14
49702	14
49712	14
49740	14
49748	14
49759	14
49802	14
49820	14
49835	14
49846	14
49874	14
49891	14
49894	14
49905	14
49961	14
50015	14
50031	14
50097	14
50124	14
50136	14
50138	14
50158	14
50184	14
50277	14
50280	14
50283	14
50292	14
50297	14
50343	14
50391	14
50456	14
50472	14
50513	14
50515	14
50540	14
50545	14
50589	14
50592	14
50656	14
50663	14
50696	14
50732	14
50759	14
50801	14
50806	14
50818	14
50825	14
50828	14
50844	14
50877	14
50898	14
50902	14
50921	14
50938	14
50965	14
50971	14
50978	14
50981	14
50995	14
51030	14
51059	14
51110	14
51118	14
51145	14
51194	14
51237	14
51343	14
51357	14
51364	14
51479	14
51490	14
51551	14
51561	14
51650	14
51663	14
51669	14
51692	14
51693	14
51720	14
51722	14
51766	14
51779	14
51819	14
51854	14
51873	14
51890	14
51915	14
51941	15
51992	15
51995	15
52033	15
52111	15
52128	15
52199	15
52201	15
52225	15
52388	15
52404	15
52453	15
52455	15
52474	15
52479	15
52503	15
52530	15
52777	15
52794	15
52886	15
52909	15
52925	15
52957	15
53000	15
53012	15
53060	15
53069	15
53147	15
53161	15
53203	15
53222	15
53311	15
53339	15
53379	15
53380	15
53470	15
53550	15
53576	15
53664	15
53676	15
53731	15
53789	15
53921	15
54031	15
54047	15
54105	15
54111	15
54112	15
54139	15
54145	15
54193	15
54212	15
54233	15
54250	15
54257	15
54267	15
54334	15
54401	15
54418	15
54423	15
54545	15
54668	15
54688	15
54801	15
54821	15
54921	15
54922	15
55002	15
55113	15
55203	15
55261	15
55319	15
55321	15
55343	15
55356	15
55425	15
55440	15
55464	15
55581	15
55594	15
55674	15
55768	15
55802	15
55893	15
55921	15
55945	15
56058	15
56121	15
56188	15
56216	15
56235	15
56242	15
56338	15
56430	15
56498	15
56521	15
56532	15
56565	15
56615	15
56640	15
56665	15
56670	15
56677	15
56703	15
56710	15
56781	15
56924	15
57027	15
57033	15
57070	15
57078	15
57118	15
57204	15
57225	15
57243	15
57250	15
57295	15
57343	15
57498	15
57503	15
57507	15
57582	16
57629	16
57738	16
57881	16
58132	16
58326	16
58376	16
58663	16
58671	16
58677	16
58681	16
58687	16
58708	16
58734	16
58745	16
58750	16
58864	16
58951	16
59067	16
59168	16
59250	16
59412	16
59452	16
59549	16
59879	16
59899	16
60038	16
60053	16
60357	16
60428	16
60462	16
60473	16
60700	16
60790	16
60943	16
60999	16
61015	16
61089	16
61125	16
61271	16
61335	16
61362	16
61413	16
61495	16
61723	16
62157	16
62191	17
62197	17
62354	17
62388	17
62390	17
62435	17
62440	17
62449	17
62520	17
62524	17
62567	17
62627	17
62635	17
62789	17
62792	17
62799	17
62852	17
62890	17
62929	17
62968	17
62977	17
62982	17
63009	17
63015	17
63016	17
63062	17
63138	17
63163	17
63236	17
63297	17
63309	17
63323	17
63379	17
63389	17
63391	17
63422	17
63435	17
63554	17
63559	17
63560	17
63654	17
63695	17
63722	17
63730	17
63936	17
63946	17
63978	17
63985	17
64147	17
64190	17
64209	17
64246	17
64248	17
64327	17
64333	17
64367	17
64387	17
64473	17
64480	17
64531	17
64555	17
64592	17
64698	17
64782	17
64820	17
64871	17
64885	17
64886	17
64917	17
64946	17
64976	17
65211	17
65234	17
65245	17
65249	17
65253	17
65287	17
65306	17
65353	17
65433	17
65494	17
65556	17
65601	17
65617	17
65636	17
65664	17
65666	17
65674	17
65743	17
65757	17
65899	17
65909	17
65923	17
66013	17
66058	17
66060	17
66128	17
66141	17
66237	17
66239	17
66243	17
66343	17
66431	17
66451	17
66464	17
66486	17
66537	17
66575	17
66585	17
66596	17
66598	17
66643	17
66658	17
66661	17
66755	17
66778	17
66782	17
66921	17
66963	17
66995	17
67014	17
67032	17
67062	17
67101	17
67147	17
67153	17
67207	17
67274	17
67287	17
67425	17
67506	17
67558	17
67568	17
67588	17
67665	17
67692	17
67708	17
67798	17
67818	17
67855	17
67894	17
67931	17
67983	17
68000	17
68005	17
68121	17
68224	17
68368	17
68400	17
68401	17
68433	17
68476	17
68479	17
68490	17
68560	17
68604	17
68643	17
68699	17
68886	17
68887	17
68890	17
68900	17
69017	17
69162	17
69194	17
69213	17
69264	17
69266	17
69284	17
69287	17
69376	17
69388	17
69409	17
69410	17
69413	17
69455	17
69490	17
69518	17
69534	17
69630	17
69671	17
69825	17
69875	17
69917	17
69989	17
70064	18
70082	18
70106	18
70113	18
70131	18
70145	18
70156	18
70162	18
70188	18
70196	18
70200	18
70220	18
70256	18
70265	18
70270	18
70285	18
70296	18
70338	18
70348	18
70356	18
70359	18
70422	18
70443	18
70492	18
70494	18
70498	18
70515	18
70539	18
70545	18
70558	18
70574	18
70614	18
70615	18
70616	18
70618	18
70620	18
70638	18
70674	18
70677	18
70692	18
70703	18
70754	18
70756	18
70771	18
70793	18
70845	18
70862	18
70869	18
70885	18
70895	18
70896	18
70917	18
70939	18
70966	18
70970	18
70990	18
70991	18
71000	18
71034	18
71052	18
71070	18
71085	18
71086	18
71087	18
71092	18
71112	18
71113	18
71114	18
71127	18
71135	18
71150	18
71159	18
71211	18
71237	18
71239	18
71241	18
71253	18
71265	18
71274	18
71298	18
71302	18
71309	18
71310	18
71391	18
71416	18
71417	18
71422	18
71428	18
71454	18
71478	18
71482	18
71487	18
71501	18
71515	18
71529	18
71531	18
71532	18
71534	18
71535	18
71537	18
71552	18
71570	18
71619	18
71630	18
71702	18
71721	18
71732	18
71743	18
71750	18
71770	18
71801	18
71804	18
71820	18
71833	18
71836	18
71842	18
71846	18
71863	18
71867	18
71874	18
71876	18
71884	18
71892	18
71893	18
71896	18
71902	18
71919	18
71929	18
71938	18
71947	18
71960	18
71962	18
71966	18
71983	18
71984	18
72001	18
72013	18
72019	18
72044	18
72052	18
72054	18
72064	18
72096	18
72110	18
72163	18
72172	18
72173	18
72177	18
72183	18
72216	18
72219	18
72225	18
72246	18
72262	18
72266	18
72276	18
72292	18
72317	18
72329	18
72351	18
72367	18
72395	18
72400	18
72404	18
72417	18
72442	18
72446	18
72485	18
72499	18
72514	18
72522	18
72523	18
72544	18
72545	18
72546	18
72564	18
72582	18
72592	18
72597	18
72621	18
72633	18
72649	18
72650	18
72667	18
72690	18
72700	18
72703	18
72705	18
72733	18
72741	18
72753	18
72754	18
72761	18
72770	18
72772	18
72781	18
72783	18
72792	18
72816	18
72820	18
72822	18
72865	18
72868	18
72870	18
72882	18
72896	18
72897	18
72901	18
72907	18
72922	18
72924	18
72945	18
72975	18
72998	18
73001	18
73012	18
73014	18
73034	18
73048	18
73052	18
73057	18
73066	18
73083	18
73109	18
73118	18
73122	18
73132	18
73149	18
73151	18
73152	18
73173	18
73210	18
73239	18
73249	18
73262	18
73269	18
73323	18
73325	18
73354	18
73370	18
73399	18
73401	18
73426	18
73429	18
73434	18
73449	18
73457	18
73493	18
73500	18
73522	18
73556	18
73566	18
73572	18
73584	18
73588	18
73593	18
73608	18
73621	18
73624	18
73667	18
73686	18
73696	18
73699	18
73706	18
73724	18
73738	18
73740	18
73799	18
73816	18
73828	18
73829	18
73853	18
73857	18
73871	18
73880	18
73891	18
73907	18
73909	18
73919	18
73948	18
73954	18
73958	18
73995	18
74002	18
74011	18
74028	18
74040	18
74061	18
74069	18
74077	18
74080	18
74083	18
74085	18
74086	18
74135	18
74136	18
74155	18
74156	18
74175	18
74185	19
74189	19
74244	19
74248	19
74257	19
74264	19
74326	19
74331	19
74340	19
74356	19
74373	19
74374	19
74463	19
74473	19
74482	19
74504	19
74510	19
74517	19
74551	19
74582	19
74622	19
74624	19
74646	19
74681	19
74690	19
74720	19
74742	19
74749	19
74770	19
74786	19
74798	19
74799	19
74812	19
74815	19
74848	19
74868	19
74912	19
74916	19
74920	19
74928	19
74936	19
74956	19
74958	19
74967	19
74978	19
75001	19
75037	19
75039	19
75078	19
75081	19
75117	19
75118	19
75147	19
75154	19
75175	19
75187	19
75188	19
75229	19
75272	19
75293	19
75296	19
75338	19
75353	19
75359	19
75399	19
75407	19
75432	19
75466	19
75481	19
75503	19
75521	19
75524	19
75528	19
75547	19
75606	19
75609	19
75715	19
75728	19
75729	19
75736	19
75753	19
75784	19
75787	19
75800	19
75818	19
75858	19
75864	19
75925	19
75947	19
75954	19
75957	19
75962	19
75981	19
75985	19
76001	19
76033	19
76068	19
76078	19
76157	19
76159	19
76164	19
76175	19
76178	19
76199	19
76273	19
76276	19
76282	19
76326	19
76344	19
76351	19
76355	19
76357	19
76369	19
76387	19
76402	19
76410	19
76416	19
76436	19
76450	19
76464	19
76466	19
76471	19
76490	19
76500	19
76511	19
76538	19
76568	19
76571	19
76579	19
76580	19
76584	19
76588	19
76589	19
76590	19
76626	19
76633	19
76648	19
76649	19
76651	19
76665	19
76668	19
76675	19
76684	19
76724	19
76727	19
76729	19
76739	19
76761	19
76793	19
76823	19
76836	19
76874	19
76902	19
76910	19
76933	19
76944	19
76947	19
76970	19
76971	19
76994	19
77036	19
77043	19
77050	19
77051	19
77072	19
77077	19
77086	19
77138	19
77192	19
77197	19
77198	19
77211	19
77214	19
77217	19
77228	19
77237	19
77258	19
77263	19
77268	19
77278	19
77286	19
77315	19
77320	19
77358	19
77370	19
77374	19
77402	19
77439	19
77440	19
77450	19
77453	19
77456	19
77471	19
77477	19
77480	19
77495	19
77497	19
77499	19
77501	19
77511	19
77522	19
77527	19
77532	19
77543	19
77549	19
77554	19
77558	19
77567	19
77580	19
77590	19
77614	19
77634	19
77677	19
77697	19
77715	19
77753	19
77771	19
77801	19
77823	19
77871	19
77883	19
77951	19
77959	19
77962	19
77975	19
78043	19
78073	19
78119	19
78123	19
78128	19
78129	19
78156	19
78158	19
78164	19
78168	19
78228	19
78229	19
78230	19
78262	19
78265	19
78290	19
78306	19
78335	19
78337	19
78373	19
78383	19
78426	19
78464	19
78473	19
78568	19
78572	19
78575	19
78599	19
78639	19
78664	19
78687	19
78722	19
78727	19
78753	19
78771	19
78780	19
78781	19
78784	19
78803	19
78807	19
78814	19
78839	19
78853	19
78871	19
78875	19
78898	19
78903	19
78911	19
78924	19
78967	19
78976	19
78981	19
79038	19
79059	19
79061	19
79130	19
79160	19
79164	19
79168	19
79174	19
79203	19
79211	19
79263	19
79272	19
79291	19
79297	19
79300	19
79309	19
79323	19
79335	19
79338	19
79350	19
79407	19
79410	19
79427	19
79431	19
79439	19
79452	19
79455	19
79457	19
79489	19
79508	19
79519	19
79523	19
79532	19
79561	19
79571	19
79585	19
79604	19
79614	19
79629	19
79657	19
79660	19
79689	19
79758	19
79763	19
79774	19
79785	19
79797	19
79835	19
79868	19
79891	20
79980	20
80031	20
80089	20
80100	20
80188	20
80194	20
80251	20
80261	20
80322	20
80331	20
80394	20
80584	20
80782	20
81031	20
81062	20
81097	20
81208	20
81236	20
81246	20
81262	20
81282	21
81299	21
81350	21
81368	21
81420	21
81456	21
81565	21
81583	21
81591	21
81610	21
81683	21
81710	21
81787	21
81796	21
81854	21
81888	21
81990	21
82009	21
82013	21
82040	21
82092	21
82098	21
82106	21
82127	21
82147	21
82219	21
82263	21
82266	21
82289	21
82320	21
82722	22
83103	22
83204	22
83231	22
