minimum_microglia	n_donors	n_ms	n_control	disease_beta	hc3_se	hc3_ci_low	hc3_ci_high	hc3_p	wild_two_sided_p
1	80	54	26	0.5103705932280893	0.18805849219353135	0.14178272154185928	0.8789584649143161	0.006649767529073342	0.004879951200487995
10	77	53	24	0.4315842413400545	0.17703392583537184	0.08460412266099077	0.7785643600191183	0.014774422058758256	0.01044989550104499
25	75	52	23	0.4180268016523784	0.1853078433069546	0.05483010271795563	0.7812235005868011	0.02407999183336123	0.017069829301706984
50	71	48	23	0.41077906430394195	0.1893257630694814	0.0397073873421952	0.7818507412656892	0.030029998007415428	0.021009789902100978
100	67	45	22	0.40885578551767954	0.19394984402692572	0.028721076417744185	0.788990494617615	0.03502674640309655	0.022579774202257978
