group_idx	gene	raw_count	library_total	n_cells	detected_cells
106	MIF	0	826553	439	0
106	DDT	1	826553	439	1
107	GBP1	16	3101449	599	16
107	CTSS	546	3101449	599	311
107	RFX5	37	3101449	599	32
107	CXCR4	184	3101449	599	129
107	STAT1	99	3101449	599	78
107	LAMP3	1	3101449	599	1
107	CXCL10	0	3101449	599	0
107	IRF1	39	3101449	599	33
107	LAMP2	348	3101449	599	240
107	CTSB	2210	3101449	599	537
107	CTSD	0	3101449	599	0
107	CD44	196	3101449	599	114
107	LAMP1	320	3101449	599	238
107	CIITA	891	3101449	599	399
107	MIF	0	3101449	599	0
107	DDT	0	3101449	599	0
108	GBP1	3	879492	305	3
108	CTSS	153	879492	305	113
108	RFX5	9	879492	305	8
108	CXCR4	17	879492	305	14
108	STAT1	30	879492	305	24
108	LAMP3	1	879492	305	1
108	CXCL10	0	879492	305	0
108	IRF1	12	879492	305	12
108	LAMP2	45	879492	305	36
108	CTSB	250	879492	305	148
108	CTSD	0	879492	305	0
108	CD44	0	879492	305	0
108	LAMP1	46	879492	305	42
108	CIITA	297	879492	305	155
108	MIF	0	879492	305	0
108	DDT	0	879492	305	0
109	GBP1	48	3498460	489	42
109	CTSS	832	3498460	489	332
109	RFX5	32	3498460	489	32
109	CXCR4	75	3498460	489	42
109	STAT1	224	3498460	489	157
109	LAMP3	1	3498460	489	1
109	CXCL10	0	3498460	489	0
109	IRF1	51	3498460	489	44
109	LAMP2	279	3498460	489	187
109	CTSB	2980	3498460	489	449
109	CTSD	0	3498460	489	0
109	CD44	37	3498460	489	22
109	LAMP1	279	3498460	489	193
109	CIITA	1416	3498460	489	404
109	MIF	0	3498460	489	0
109	DDT	0	3498460	489	0
110	GBP1	0	86186	36	0
110	CTSS	11	86186	36	10
110	RFX5	0	86186	36	0
110	CXCR4	16	86186	36	10
110	STAT1	1	86186	36	1
110	LAMP3	0	86186	36	0
110	CXCL10	0	86186	36	0
110	IRF1	2	86186	36	2
110	LAMP2	5	86186	36	5
110	CTSB	31	86186	36	20
110	CTSD	0	86186	36	0
110	CD44	2	86186	36	1
110	LAMP1	9	86186	36	7
110	CIITA	21	86186	36	15
110	MIF	2	86186	36	2
110	DDT	0	86186	36	0
111	GBP1	26	4410621	627	21
111	CTSS	860	4410621	627	393
111	RFX5	64	4410621	627	60
111	CXCR4	195	4410621	627	127
111	STAT1	180	4410621	627	138
111	LAMP3	3	4410621	627	3
111	CXCL10	0	4410621	627	0
111	IRF1	48	4410621	627	46
111	LAMP2	553	4410621	627	331
111	CTSB	3156	4410621	627	581
111	CTSD	0	4410621	627	0
111	CD44	175	4410621	627	86
111	LAMP1	494	4410621	627	303
111	CIITA	1564	4410621	627	511
111	MIF	0	4410621	627	0
111	DDT	6	4410621	627	6
112	GBP1	6	1381945	166	4
112	CTSS	338	1381945	166	129
112	RFX5	12	1381945	166	11
112	CXCR4	153	1381945	166	51
112	STAT1	65	1381945	166	42
112	LAMP3	1	1381945	166	1
112	CXCL10	0	1381945	166	0
112	IRF1	17	1381945	166	15
112	LAMP2	274	1381945	166	121
112	CTSB	1878	1381945	166	165
112	CTSD	0	1381945	166	0
112	CD44	0	1381945	166	0
112	LAMP1	268	1381945	166	121
112	CIITA	262	1381945	166	101
112	MIF	0	1381945	166	0
112	DDT	0	1381945	166	0
113	GBP1	61	3244977	1063	54
113	CTSS	510	3244977	1063	346
113	RFX5	20	3244977	1063	20
113	CXCR4	324	3244977	1063	174
113	STAT1	634	3244977	1063	342
113	LAMP3	7	3244977	1063	6
113	CXCL10	92	3244977	1063	30
113	IRF1	85	3244977	1063	72
113	LAMP2	260	3244977	1063	220
113	CTSB	4344	3244977	1063	893
113	CTSD	0	3244977	1063	0
113	CD44	364	3244977	1063	248
113	LAMP1	263	3244977	1063	216
113	CIITA	1005	3244977	1063	534
113	MIF	0	3244977	1063	0
113	DDT	0	3244977	1063	0
114	GBP1	58	9024057	2120	55
114	CTSS	1663	9024057	2120	1016
114	RFX5	94	9024057	2120	90
114	CXCR4	1344	9024057	2120	669
114	STAT1	638	9024057	2120	425
114	LAMP3	7	9024057	2120	7
114	CXCL10	70	9024057	2120	15
114	IRF1	125	9024057	2120	107
114	LAMP2	928	9024057	2120	698
114	CTSB	13577	9024057	2120	1981
114	CTSD	0	9024057	2120	0
114	CD44	289	9024057	2120	188
114	LAMP1	713	9024057	2120	574
114	CIITA	4142	9024057	2120	1572
114	MIF	0	9024057	2120	0
114	DDT	0	9024057	2120	0
115	GBP1	93	8476539	2441	64
115	CTSS	1292	8476539	2441	847
115	RFX5	54	8476539	2441	49
115	CXCR4	1464	8476539	2441	762
115	STAT1	849	8476539	2441	538
115	LAMP3	24	8476539	2441	22
115	CXCL10	14	8476539	2441	7
115	IRF1	357	8476539	2441	292
115	LAMP2	764	8476539	2441	596
115	CTSB	12191	8476539	2441	2118
115	CTSD	0	8476539	2441	0
115	CD44	4157	8476539	2441	1191
115	LAMP1	931	8476539	2441	702
115	CIITA	1164	8476539	2441	702
115	MIF	0	8476539	2441	0
115	DDT	0	8476539	2441	0
116	GBP1	9	952682	943	8
116	CTSS	166	952682	943	147
116	RFX5	6	952682	943	6
116	CXCR4	65	952682	943	61
116	STAT1	105	952682	943	93
116	LAMP3	1	952682	943	1
116	CXCL10	0	952682	943	0
116	IRF1	16	952682	943	15
116	LAMP2	56	952682	943	52
116	CTSB	633	952682	943	403
116	CTSD	0	952682	943	0
116	CD44	152	952682	943	132
116	LAMP1	59	952682	943	59
116	CIITA	377	952682	943	285
116	MIF	0	952682	943	0
116	DDT	0	952682	943	0
117	GBP1	3	673678	239	3
117	CTSS	58	673678	239	47
117	RFX5	2	673678	239	1
117	CXCR4	38	673678	239	25
117	STAT1	30	673678	239	26
117	LAMP3	2	673678	239	2
117	CXCL10	0	673678	239	0
117	IRF1	10	673678	239	9
117	LAMP2	1	673678	239	1
117	CTSB	704	673678	239	171
117	CTSD	0	673678	239	0
117	CD44	9	673678	239	7
117	LAMP1	45	673678	239	39
117	CIITA	304	673678	239	153
117	MIF	0	673678	239	0
117	DDT	0	673678	239	0
118	GBP1	4	221713	236	4
118	CTSS	34	221713	236	29
118	RFX5	2	221713	236	2
118	CXCR4	7	221713	236	7
118	STAT1	6	221713	236	6
118	LAMP3	0	221713	236	0
118	CXCL10	0	221713	236	0
118	IRF1	1	221713	236	1
118	LAMP2	10	221713	236	10
118	CTSB	176	221713	236	114
118	CTSD	0	221713	236	0
118	CD44	13	221713	236	10
118	LAMP1	19	221713	236	17
118	CIITA	98	221713	236	75
118	MIF	0	221713	236	0
118	DDT	0	221713	236	0
119	GBP1	126	4377545	1091	97
119	CTSS	598	4377545	1091	408
119	RFX5	26	4377545	1091	26
119	CXCR4	340	4377545	1091	184
119	STAT1	1137	4377545	1091	437
119	LAMP3	4	4377545	1091	4
119	CXCL10	247	4377545	1091	49
119	IRF1	89	4377545	1091	76
119	LAMP2	286	4377545	1091	245
119	CTSB	7121	4377545	1091	970
119	CTSD	1	4377545	1091	1
119	CD44	320	4377545	1091	183
119	LAMP1	298	4377545	1091	225
119	CIITA	1265	4377545	1091	558
119	MIF	0	4377545	1091	0
119	DDT	3	4377545	1091	3
120	GBP1	14	2529057	512	11
120	CTSS	448	2529057	512	268
120	RFX5	29	2529057	512	28
120	CXCR4	280	2529057	512	135
120	STAT1	97	2529057	512	71
120	LAMP3	4	2529057	512	4
120	CXCL10	0	2529057	512	0
120	IRF1	63	2529057	512	58
120	LAMP2	245	2529057	512	189
120	CTSB	2791	2529057	512	481
120	CTSD	0	2529057	512	0
120	CD44	16	2529057	512	13
120	LAMP1	227	2529057	512	173
120	CIITA	1055	2529057	512	399
120	MIF	0	2529057	512	0
120	DDT	0	2529057	512	0
121	GBP1	4	1070817	164	4
121	CTSS	256	1070817	164	120
121	RFX5	12	1070817	164	9
121	CXCR4	86	1070817	164	43
121	STAT1	44	1070817	164	35
121	LAMP3	0	1070817	164	0
121	CXCL10	0	1070817	164	0
121	IRF1	15	1070817	164	12
121	LAMP2	150	1070817	164	87
121	CTSB	875	1070817	164	151
121	CTSD	0	1070817	164	0
121	CD44	10	1070817	164	6
121	LAMP1	153	1070817	164	95
121	CIITA	296	1070817	164	115
121	MIF	0	1070817	164	0
121	DDT	0	1070817	164	0
122	GBP1	7	1458393	764	7
122	CTSS	169	1458393	764	139
122	RFX5	10	1458393	764	10
122	CXCR4	80	1458393	764	72
122	STAT1	34	1458393	764	32
122	LAMP3	0	1458393	764	0
122	CXCL10	0	1458393	764	0
122	IRF1	20	1458393	764	20
122	LAMP2	92	1458393	764	87
122	CTSB	613	1458393	764	366
122	CTSD	0	1458393	764	0
122	CD44	222	1458393	764	122
122	LAMP1	101	1458393	764	91
122	CIITA	256	1458393	764	192
122	MIF	0	1458393	764	0
122	DDT	0	1458393	764	0
123	GBP1	6	957946	648	6
123	CTSS	102	957946	648	88
123	RFX5	5	957946	648	5
123	CXCR4	49	957946	648	41
123	STAT1	28	957946	648	28
123	LAMP3	1	957946	648	1
123	CXCL10	0	957946	648	0
123	IRF1	20	957946	648	18
123	LAMP2	77	957946	648	69
123	CTSB	353	957946	648	234
123	CTSD	0	957946	648	0
123	CD44	60	957946	648	44
123	LAMP1	82	957946	648	70
123	CIITA	184	957946	648	144
123	MIF	0	957946	648	0
123	DDT	0	957946	648	0
124	GBP1	56	9080708	1437	29
124	CTSS	2291	9080708	1437	1024
124	RFX5	89	9080708	1437	86
124	CXCR4	1606	9080708	1437	686
124	STAT1	652	9080708	1437	383
124	LAMP3	8	9080708	1437	8
124	CXCL10	23	9080708	1437	5
124	IRF1	98	9080708	1437	84
124	LAMP2	1095	9080708	1437	685
124	CTSB	13191	9080708	1437	1354
124	CTSD	0	9080708	1437	0
124	CD44	1127	9080708	1437	583
124	LAMP1	927	9080708	1437	623
124	CIITA	2434	9080708	1437	940
124	MIF	0	9080708	1437	0
124	DDT	1	9080708	1437	1
125	GBP1	7	1425112	341	6
125	CTSS	357	1425112	341	159
125	RFX5	11	1425112	341	10
125	CXCR4	526	1425112	341	190
125	STAT1	91	1425112	341	64
125	LAMP3	1	1425112	341	1
125	CXCL10	0	1425112	341	0
125	IRF1	33	1425112	341	32
125	LAMP2	131	1425112	341	97
125	CTSB	1966	1425112	341	297
125	CTSD	0	1425112	341	0
125	CD44	174	1425112	341	82
125	LAMP1	187	1425112	341	113
125	CIITA	440	1425112	341	182
125	MIF	0	1425112	341	0
125	DDT	0	1425112	341	0
126	GBP1	3	677805	188	3
126	CTSS	130	677805	188	62
126	RFX5	5	677805	188	5
126	CXCR4	169	677805	188	77
126	STAT1	58	677805	188	36
126	LAMP3	1	677805	188	1
126	CXCL10	0	677805	188	0
126	IRF1	12	677805	188	10
126	LAMP2	50	677805	188	40
126	CTSB	779	677805	188	160
126	CTSD	0	677805	188	0
126	CD44	33	677805	188	19
126	LAMP1	77	677805	188	52
126	CIITA	242	677805	188	100
126	MIF	0	677805	188	0
126	DDT	1	677805	188	1
127	GBP1	17	1746463	370	14
127	CTSS	576	1746463	370	253
127	RFX5	29	1746463	370	28
127	CXCR4	206	1746463	370	81
127	STAT1	75	1746463	370	57
127	LAMP3	7	1746463	370	6
127	CXCL10	0	1746463	370	0
127	IRF1	21	1746463	370	18
127	LAMP2	319	1746463	370	195
127	CTSB	1310	1746463	370	331
127	CTSD	0	1746463	370	0
127	CD44	16	1746463	370	13
127	LAMP1	324	1746463	370	192
127	CIITA	446	1746463	370	221
127	MIF	0	1746463	370	0
127	DDT	3	1746463	370	3
128	GBP1	2	185860	116	2
128	CTSS	40	185860	116	28
128	RFX5	0	185860	116	0
128	CXCR4	22	185860	116	15
128	STAT1	16	185860	116	10
128	LAMP3	0	185860	116	0
128	CXCL10	0	185860	116	0
128	IRF1	3	185860	116	3
128	LAMP2	20	185860	116	19
128	CTSB	156	185860	116	70
128	CTSD	0	185860	116	0
128	CD44	14	185860	116	12
128	LAMP1	25	185860	116	21
128	CIITA	70	185860	116	46
128	MIF	0	185860	116	0
128	DDT	0	185860	116	0
129	GBP1	2	330952	136	2
129	CTSS	59	330952	136	41
129	RFX5	1	330952	136	1
129	CXCR4	8	330952	136	6
129	STAT1	32	330952	136	22
129	LAMP3	0	330952	136	0
129	CXCL10	0	330952	136	0
129	IRF1	8	330952	136	8
129	LAMP2	35	330952	136	27
129	CTSB	187	330952	136	87
129	CTSD	0	330952	136	0
129	CD44	0	330952	136	0
129	LAMP1	39	330952	136	32
129	CIITA	143	330952	136	74
129	MIF	0	330952	136	0
129	DDT	0	330952	136	0
130	GBP1	7	985334	272	6
130	CTSS	203	985334	272	114
130	RFX5	14	985334	272	14
130	CXCR4	109	985334	272	58
130	STAT1	66	985334	272	40
130	LAMP3	0	985334	272	0
130	CXCL10	0	985334	272	0
130	IRF1	13	985334	272	12
130	LAMP2	190	985334	272	115
130	CTSB	931	985334	272	223
130	CTSD	0	985334	272	0
130	CD44	10	985334	272	9
130	LAMP1	165	985334	272	108
130	CIITA	286	985334	272	132
130	MIF	1	985334	272	1
130	DDT	1	985334	272	1
131	GBP1	2	510857	130	2
131	CTSS	95	510857	130	55
131	RFX5	6	510857	130	6
131	CXCR4	27	510857	130	21
131	STAT1	47	510857	130	30
131	LAMP3	0	510857	130	0
131	CXCL10	0	510857	130	0
131	IRF1	9	510857	130	9
131	LAMP2	93	510857	130	53
131	CTSB	364	510857	130	94
131	CTSD	0	510857	130	0
131	CD44	15	510857	130	8
131	LAMP1	58	510857	130	41
131	CIITA	178	510857	130	75
131	MIF	0	510857	130	0
131	DDT	0	510857	130	0
132	GBP1	17	1354945	331	16
132	CTSS	323	1354945	331	171
132	RFX5	18	1354945	331	18
132	CXCR4	44	1354945	331	32
132	STAT1	92	1354945	331	72
132	LAMP3	3	1354945	331	3
132	CXCL10	0	1354945	331	0
132	IRF1	23	1354945	331	21
132	LAMP2	187	1354945	331	133
132	CTSB	1145	1354945	331	272
132	CTSD	0	1354945	331	0
132	CD44	7	1354945	331	6
132	LAMP1	151	1354945	331	112
132	CIITA	368	1354945	331	180
132	MIF	0	1354945	331	0
132	DDT	0	1354945	331	0
133	GBP1	43	2814733	630	41
133	CTSS	773	2814733	630	374
133	RFX5	31	2814733	630	30
133	CXCR4	1487	2814733	630	402
133	STAT1	112	2814733	630	92
133	LAMP3	21	2814733	630	19
133	CXCL10	2	2814733	630	1
133	IRF1	132	2814733	630	109
133	LAMP2	422	2814733	630	273
133	CTSB	2616	2814733	630	545
133	CTSD	0	2814733	630	0
133	CD44	104	2814733	630	63
133	LAMP1	413	2814733	630	255
133	CIITA	1217	2814733	630	452
133	MIF	0	2814733	630	0
133	DDT	1	2814733	630	1
134	GBP1	19	1852186	397	18
134	CTSS	408	1852186	397	214
134	RFX5	24	1852186	397	23
134	CXCR4	39	1852186	397	28
134	STAT1	101	1852186	397	78
134	LAMP3	0	1852186	397	0
134	CXCL10	8	1852186	397	4
134	IRF1	28	1852186	397	24
134	LAMP2	214	1852186	397	147
134	CTSB	1434	1852186	397	339
134	CTSD	0	1852186	397	0
134	CD44	31	1852186	397	25
134	LAMP1	176	1852186	397	127
134	CIITA	451	1852186	397	236
134	MIF	0	1852186	397	0
134	DDT	0	1852186	397	0
135	GBP1	11	1766255	415	11
135	CTSS	187	1766255	415	135
135	RFX5	12	1766255	415	12
135	CXCR4	1397	1766255	415	316
135	STAT1	49	1766255	415	35
135	LAMP3	4	1766255	415	3
135	CXCL10	0	1766255	415	0
135	IRF1	12	1766255	415	12
135	LAMP2	223	1766255	415	160
135	CTSB	1706	1766255	415	357
135	CTSD	0	1766255	415	0
135	CD44	8	1766255	415	8
135	LAMP1	197	1766255	415	141
135	CIITA	341	1766255	415	176
135	MIF	0	1766255	415	0
135	DDT	0	1766255	415	0
136	GBP1	9	1485589	241	9
136	CTSS	593	1485589	241	168
136	RFX5	10	1485589	241	10
136	CXCR4	716	1485589	241	146
136	STAT1	33	1485589	241	28
136	LAMP3	0	1485589	241	0
136	CXCL10	0	1485589	241	0
136	IRF1	27	1485589	241	23
136	LAMP2	243	1485589	241	125
136	CTSB	1179	1485589	241	194
136	CTSD	1	1485589	241	1
136	CD44	262	1485589	241	104
136	LAMP1	228	1485589	241	119
136	CIITA	331	1485589	241	138
136	MIF	0	1485589	241	0
136	DDT	1	1485589	241	1
137	GBP1	2	328963	259	2
137	CTSS	27	328963	259	24
137	RFX5	2	328963	259	1
137	CXCR4	51	328963	259	40
137	STAT1	9	328963	259	8
137	LAMP3	3	328963	259	3
137	CXCL10	1	328963	259	1
137	IRF1	25	328963	259	22
137	LAMP2	21	328963	259	19
137	CTSB	165	328963	259	108
137	CTSD	0	328963	259	0
137	CD44	46	328963	259	30
137	LAMP1	33	328963	259	30
137	CIITA	166	328963	259	94
137	MIF	0	328963	259	0
137	DDT	0	328963	259	0
138	GBP1	1	478136	116	1
138	CTSS	115	478136	116	70
138	RFX5	6	478136	116	6
138	CXCR4	35	478136	116	17
138	STAT1	21	478136	116	16
138	LAMP3	0	478136	116	0
138	CXCL10	0	478136	116	0
138	IRF1	5	478136	116	5
138	LAMP2	74	478136	116	52
138	CTSB	629	478136	116	106
138	CTSD	0	478136	116	0
138	CD44	6	478136	116	5
138	LAMP1	73	478136	116	46
138	CIITA	131	478136	116	60
138	MIF	0	478136	116	0
138	DDT	0	478136	116	0
139	GBP1	5	880774	220	5
139	CTSS	222	880774	220	107
139	RFX5	7	880774	220	7
139	CXCR4	121	880774	220	56
139	STAT1	53	880774	220	33
139	LAMP3	0	880774	220	0
139	CXCL10	0	880774	220	0
139	IRF1	20	880774	220	14
139	LAMP2	118	880774	220	74
139	CTSB	1168	880774	220	188
139	CTSD	0	880774	220	0
139	CD44	16	880774	220	9
139	LAMP1	127	880774	220	83
139	CIITA	333	880774	220	144
139	MIF	0	880774	220	0
139	DDT	0	880774	220	0
140	GBP1	18	1583019	261	16
140	CTSS	351	1583019	261	158
140	RFX5	24	1583019	261	22
140	CXCR4	96	1583019	261	60
140	STAT1	71	1583019	261	54
140	LAMP3	0	1583019	261	0
140	CXCL10	0	1583019	261	0
140	IRF1	30	1583019	261	28
140	LAMP2	244	1583019	261	135
140	CTSB	1172	1583019	261	236
140	CTSD	0	1583019	261	0
140	CD44	11	1583019	261	9
140	LAMP1	220	1583019	261	125
140	CIITA	415	1583019	261	180
140	MIF	0	1583019	261	0
140	DDT	0	1583019	261	0
141	GBP1	16	1000073	198	14
141	CTSS	201	1000073	198	105
141	RFX5	16	1000073	198	16
141	CXCR4	42	1000073	198	23
141	STAT1	127	1000073	198	59
141	LAMP3	4	1000073	198	4
141	CXCL10	0	1000073	198	0
141	IRF1	29	1000073	198	24
141	LAMP2	105	1000073	198	73
141	CTSB	561	1000073	198	150
141	CTSD	0	1000073	198	0
141	CD44	4	1000073	198	4
141	LAMP1	79	1000073	198	54
141	CIITA	511	1000073	198	152
141	MIF	0	1000073	198	0
141	DDT	0	1000073	198	0
142	GBP1	7	1684143	419	6
142	CTSS	326	1684143	419	205
142	RFX5	17	1684143	419	17
142	CXCR4	24	1684143	419	19
142	STAT1	105	1684143	419	72
142	LAMP3	1	1684143	419	1
142	CXCL10	0	1684143	419	0
142	IRF1	21	1684143	419	19
142	LAMP2	125	1684143	419	109
142	CTSB	897	1684143	419	321
142	CTSD	0	1684143	419	0
142	CD44	26	1684143	419	17
142	LAMP1	127	1684143	419	101
142	CIITA	753	1684143	419	292
142	MIF	0	1684143	419	0
142	DDT	0	1684143	419	0
143	GBP1	3	573157	112	3
143	CTSS	126	573157	112	63
143	RFX5	11	573157	112	10
143	CXCR4	55	573157	112	26
143	STAT1	22	573157	112	16
143	LAMP3	0	573157	112	0
143	CXCL10	0	573157	112	0
143	IRF1	6	573157	112	3
143	LAMP2	84	573157	112	51
143	CTSB	394	573157	112	96
143	CTSD	0	573157	112	0
143	CD44	1	573157	112	1
143	LAMP1	119	573157	112	65
143	CIITA	75	573157	112	51
143	MIF	0	573157	112	0
143	DDT	0	573157	112	0
144	GBP1	7	1086463	238	7
144	CTSS	240	1086463	238	128
144	RFX5	10	1086463	238	10
144	CXCR4	13	1086463	238	6
144	STAT1	67	1086463	238	40
144	LAMP3	0	1086463	238	0
144	CXCL10	0	1086463	238	0
144	IRF1	10	1086463	238	9
144	LAMP2	130	1086463	238	86
144	CTSB	386	1086463	238	150
144	CTSD	0	1086463	238	0
144	CD44	5	1086463	238	5
144	LAMP1	121	1086463	238	78
144	CIITA	341	1086463	238	158
144	MIF	0	1086463	238	0
144	DDT	0	1086463	238	0
145	GBP1	8	1970198	462	7
145	CTSS	359	1970198	462	207
145	RFX5	21	1970198	462	20
145	CXCR4	61	1970198	462	28
145	STAT1	71	1970198	462	60
145	LAMP3	0	1970198	462	0
145	CXCL10	1	1970198	462	1
145	IRF1	15	1970198	462	13
145	LAMP2	162	1970198	462	125
145	CTSB	705	1970198	462	307
145	CTSD	0	1970198	462	0
145	CD44	14	1970198	462	10
145	LAMP1	157	1970198	462	122
145	CIITA	798	1970198	462	322
145	MIF	0	1970198	462	0
145	DDT	0	1970198	462	0
146	GBP1	2	571172	363	2
146	CTSS	81	571172	363	71
146	RFX5	3	571172	363	3
146	CXCR4	34	571172	363	32
146	STAT1	15	571172	363	15
146	LAMP3	1	571172	363	1
146	CXCL10	0	571172	363	0
146	IRF1	10	571172	363	10
146	LAMP2	26	571172	363	24
146	CTSB	190	571172	363	136
146	CTSD	0	571172	363	0
146	CD44	33	571172	363	23
146	LAMP1	53	571172	363	44
146	CIITA	91	571172	363	69
146	MIF	0	571172	363	0
146	DDT	0	571172	363	0
147	GBP1	2	129300	158	2
147	CTSS	20	129300	158	17
147	RFX5	3	129300	158	3
147	CXCR4	3	129300	158	2
147	STAT1	11	129300	158	11
147	LAMP3	0	129300	158	0
147	CXCL10	0	129300	158	0
147	IRF1	2	129300	158	2
147	LAMP2	0	129300	158	0
147	CTSB	52	129300	158	38
147	CTSD	0	129300	158	0
147	CD44	0	129300	158	0
147	LAMP1	7	129300	158	7
147	CIITA	26	129300	158	24
147	MIF	0	129300	158	0
147	DDT	0	129300	158	0
148	GBP1	35	2903759	617	31
148	CTSS	585	2903759	617	300
148	RFX5	25	2903759	617	25
148	CXCR4	857	2903759	617	323
148	STAT1	120	2903759	617	92
148	LAMP3	9	2903759	617	9
148	CXCL10	0	2903759	617	0
148	IRF1	25	2903759	617	24
148	LAMP2	406	2903759	617	256
148	CTSB	3922	2903759	617	558
148	CTSD	0	2903759	617	0
148	CD44	32	2903759	617	15
148	LAMP1	301	2903759	617	200
148	CIITA	757	2903759	617	342
148	MIF	0	2903759	617	0
148	DDT	0	2903759	617	0
149	GBP1	22	3601191	765	22
149	CTSS	691	3601191	765	398
149	RFX5	46	3601191	765	43
149	CXCR4	144	3601191	765	88
149	STAT1	255	3601191	765	174
149	LAMP3	2	3601191	765	2
149	CXCL10	0	3601191	765	0
149	IRF1	54	3601191	765	50
149	LAMP2	392	3601191	765	269
149	CTSB	1800	3601191	765	598
149	CTSD	0	3601191	765	0
149	CD44	25	3601191	765	22
149	LAMP1	246	3601191	765	195
149	CIITA	1555	3601191	765	577
149	MIF	0	3601191	765	0
149	DDT	1	3601191	765	1
150	GBP1	30	1276148	333	24
150	CTSS	309	1276148	333	169
150	RFX5	12	1276148	333	12
150	CXCR4	24	1276148	333	11
150	STAT1	194	1276148	333	107
150	LAMP3	4	1276148	333	3
150	CXCL10	0	1276148	333	0
150	IRF1	23	1276148	333	20
150	LAMP2	105	1276148	333	82
150	CTSB	492	1276148	333	204
150	CTSD	0	1276148	333	0
150	CD44	8	1276148	333	5
150	LAMP1	105	1276148	333	84
150	CIITA	424	1276148	333	177
150	MIF	0	1276148	333	0
150	DDT	3	1276148	333	3
151	GBP1	4	2616807	853	4
151	CTSS	554	2616807	853	337
151	RFX5	24	2616807	853	23
151	CXCR4	1343	2616807	853	540
151	STAT1	246	2616807	853	186
151	LAMP3	9	2616807	853	9
151	CXCL10	12	2616807	853	1
151	IRF1	33	2616807	853	31
151	LAMP2	226	2616807	853	170
151	CTSB	3673	2616807	853	756
151	CTSD	0	2616807	853	0
151	CD44	5	2616807	853	3
151	LAMP1	455	2616807	853	315
151	CIITA	525	2616807	853	356
151	MIF	0	2616807	853	0
151	DDT	0	2616807	853	0
152	GBP1	0	20079	24	0
152	CTSS	1	20079	24	1
152	RFX5	0	20079	24	0
152	CXCR4	2	20079	24	2
152	STAT1	2	20079	24	2
152	LAMP3	0	20079	24	0
152	CXCL10	0	20079	24	0
152	IRF1	1	20079	24	1
152	LAMP2	1	20079	24	1
152	CTSB	4	20079	24	4
152	CTSD	0	20079	24	0
152	CD44	2	20079	24	1
152	LAMP1	6	20079	24	4
152	CIITA	6	20079	24	6
152	MIF	0	20079	24	0
152	DDT	0	20079	24	0
153	GBP1	2	506158	594	2
153	CTSS	64	506158	594	61
153	RFX5	3	506158	594	3
153	CXCR4	11	506158	594	10
153	STAT1	59	506158	594	57
153	LAMP3	5	506158	594	3
153	CXCL10	1	506158	594	1
153	IRF1	5	506158	594	5
153	LAMP2	34	506158	594	34
153	CTSB	671	506158	594	357
153	CTSD	0	506158	594	0
153	CD44	46	506158	594	41
153	LAMP1	75	506158	594	66
153	CIITA	44	506158	594	37
153	MIF	0	506158	594	0
153	DDT	0	506158	594	0
154	GBP1	1	524086	309	1
154	CTSS	77	524086	309	67
154	RFX5	3	524086	309	3
154	CXCR4	72	524086	309	56
154	STAT1	15	524086	309	14
154	LAMP3	0	524086	309	0
154	CXCL10	0	524086	309	0
154	IRF1	6	524086	309	5
154	LAMP2	9	524086	309	9
154	CTSB	171	524086	309	115
154	CTSD	0	524086	309	0
154	CD44	17	524086	309	15
154	LAMP1	38	524086	309	33
154	CIITA	116	524086	309	87
154	MIF	0	524086	309	0
154	DDT	0	524086	309	0
