term	coefficient
intercept	-6.891402491447243e-17
delta_general_inflammatory_tone	0.39603010523647086
delta_stat1_axis	-0.7317506713439667
delta_glycolysis	-0.1588643840360008
delta_immunometabolism_hif_nampt	-0.4619393846692465
