feature	auc_oriented	orientation	exact_permutation_p	responder_median	nonresponder_median
tone_residual_scalar	0.8444444444444444	higher_in_responders	0.010142997867480704	0.44951343817332695	-0.4881770080243313
raw_locked_scalar	0.8111111111111111	higher_in_responders	0.022028816072917005	0.23393226990179805	-0.3100816135725666
delta_glycolysis	0.6888888888888889	lower_in_responders	0.18232498728065902	-0.0163077257214298	0.3645051282616154
delta_stat1_axis	0.6111111111111112	lower_in_responders	0.44697387934487276	-0.8118477871773424	-0.2516287595853556
loocv_tone_prediction_of_scalar	0.5888888888888889	higher_in_responders	0.5489667565139263	0.18644619258653045	-0.2727026520080751
delta_general_inflammatory_tone	0.5	higher_in_responders	1.0	0.08712859442461911	0.1865138496587963
