library	status	mode	rank	term	p_value	z_score	combined_score	overlap_genes	adjusted_p	old_p	old_adjusted_p
GO_Biological_Process_2023	200	live	82	Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)	0.014210109163131231	79.23015873015873	337.0293803138913	RGS14	0.03587186093619713	0	0
GO_Biological_Process_2023	200	live	83	Negative Regulation Of Lymphocyte Activation (GO:0051250)	0.014851574986337721	75.625	318.3547328251434	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	84	Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	0.01549265556616628	72.33333333333333	301.441152263015	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	85	Fc-gamma Receptor Signaling Pathway (GO:0038094)	0.01549265556616628	72.33333333333333	301.441152263015	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	86	Positive Regulation Of p38MAPK Cascade (GO:1900745)	0.01549265556616628	72.33333333333333	301.441152263015	NCF1	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	87	Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	0.01549265556616628	72.33333333333333	301.441152263015	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	88	Positive Regulation Of Interleukin-2 Production (GO:0032743)	0.016133351108423025	69.31597222222223	286.05777422638903	CD80	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	89	Regulation Of B Cell Activation (GO:0050864)	0.016133351108423025	69.31597222222223	286.05777422638903	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	90	Regulation Of Postsynapse Organization (GO:0099175)	0.016133351108423025	69.31597222222223	286.05777422638903	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	91	Cellular Response To Cytokine Stimulus (GO:0071345)	0.016484223085688268	11.693998811645871	48.00797593810551	STAT4;IL7R	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	92	Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	0.016773661823445914	66.54	272.01188501169923	NCF1	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	93	Telomere Maintenance Via Telomere Lengthening (GO:0010833)	0.016773661823445914	66.54	272.01188501169923	DCLRE1B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	94	Plasma Membrane Invagination (GO:0099024)	0.016773661823445914	66.54	272.01188501169923	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	95	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	0.016773661823445914	66.54	272.01188501169923	FCGR2B	0.03654892628898215	0	0
GO_Biological_Process_2023	200	live	96	Regulation Of Immunoglobulin Production (GO:0002637)	0.01741358791764657	63.9775641025641	259.14140891073174	FCGR2B	0.03736997827250263	0	0
GO_Biological_Process_2023	200	live	97	Positive Regulation Of Cytokine Production (GO:0001819)	0.01771799268262283	11.24585477415666	45.35649605514926	CD274;CD80	0.03736997827250263	0	0
GO_Biological_Process_2023	200	live	98	Negative Regulation Of Type II Interferon Production (GO:0032689)	0.01805312960024282	61.60493827160494	247.30909578576168	CD274	0.03736997827250263	0	0
GO_Biological_Process_2023	200	live	99	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	0.01805312960024282	61.60493827160494	247.30909578576168	FCGR2B	0.03736997827250263	0	0
GO_Biological_Process_2023	200	live	100	Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	0.01805312960024282	61.60493827160494	247.30909578576168	FCGR2B	0.03736997827250263	0	0
TRRUST_Transcription_Factors_2019	200	live	1	SPI1 mouse	0.0002999958070148033	95.44976076555024	774.2638390210535	NCF1;IL7R	0.004692062468916975	0	0
TRRUST_Transcription_Factors_2019	200	live	2	RELA human	0.0008630483122746688	19.821140939597317	139.8389399281563	CD80;TNFRSF9;STAT4	0.004692062468916975	0	0
TRRUST_Transcription_Factors_2019	200	live	3	NFKB1 human	0.0008797617129219328	19.687	138.51496534514354	CD80;TNFRSF9;STAT4	0.004692062468916975	0	0
TRRUST_Transcription_Factors_2019	200	live	4	GABPA mouse	0.0045417536091676225	277.5138888888889	1497.032601111507	IL7R	0.014533611549336392	0	0
TRRUST_Transcription_Factors_2019	200	live	5	TRERF1 human	0.0045417536091676225	277.5138888888889	1497.032601111507	CD80	0.014533611549336392	0	0
TRRUST_Transcription_Factors_2019	200	live	6	GFI1 mouse	0.006482395492037067	184.9814814814815	932.059746399125	IL7R	0.015548434415215967	0	0
TRRUST_Transcription_Factors_2019	200	live	7	NFKB1 mouse	0.007218101036314867	18.171717171717173	89.6077061786221	TNFSF15;CD80	0.015548434415215967	0	0
TRRUST_Transcription_Factors_2019	200	live	8	IRF7 human	0.007774217207607984	151.33333333333334	735.0172993440868	CD80	0.015548434415215967	0	0
TRRUST_Transcription_Factors_2019	200	live	9	IKZF1 mouse	0.010353212518883667	110.95555555555555	507.11775303850175	IL7R	0.017595190628049356	0	0
TRRUST_Transcription_Factors_2019	200	live	10	BCL6 human	0.010996994142530848	104.015625	469.12433437564215	CD80	0.017595190628049356	0	0
TRRUST_Transcription_Factors_2019	200	live	11	GATA4 human	0.012283398155032895	92.44907407407408	406.73031819258705	FCGR2B	0.01786676095277512	0	0
TRRUST_Transcription_Factors_2019	200	live	12	GATA3 human	0.024427449699506693	44.932432432432435	166.7913365695687	STAT4	0.032569932932675585	0	0
TRRUST_Transcription_Factors_2019	200	live	13	FOXO1 mouse	0.03139507576319159	34.61631944444444	119.81068935137382	IL7R	0.038640093247005035	0	0
TRRUST_Transcription_Factors_2019	200	live	14	ETS1 mouse	0.037689393342609206	28.63362068965517	93.87179112052807	IL7R	0.043073592391553374	0	0
TRRUST_Transcription_Factors_2019	200	live	15	YY1 human	0.0575783943051017	18.423148148148147	52.59086388764015	FCGR2B	0.06141695392544181	0	0
TRRUST_Transcription_Factors_2019	200	live	16	RELA mouse	0.07587905170686213	13.796527777777778	35.575928388462685	CD80	0.07587905170686213	0	0
ChEA_2022	200	live	1	MECOM 23826213 ChIP-Seq KASUMI Mouse	1.6973194846307175e-05	14.17423245614035	155.68800080861263	DCLRE1B;CD274;ARHGAP31;RGS14;NCF1;TNFRSF9;FCGR2B	0.007620964485991921	0	0
ChEA_2022	200	live	2	SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	0.0002541362306997801	10.027046650934833	83.00028337604633	CD274;ARHGAP31;CD80;STAT4;FCGR2B;IL7R	0.048174806533809046	0	0
ChEA_2022	200	live	3	STAT4 19710469 ChIP-ChIP TH1 Mouse	0.00032188066726375757	11.597969667318983	93.26309770970416	CD274;TNFRSF9;STAT4;IL7R;LPP	0.048174806533809046	0	0
ChEA_2022	200	live	4	SPI1 23547873 ChIP-Seq NB4 Human	0.0006948374144342565	7.418814432989691	53.948377209753005	DCLRE1B;CD274;ARHGAP31;FCGR2A;RGS14;IL7R;LPP	0.0779954997702453	0	0
ChEA_2022	200	live	5	CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	0.001563526367715132	8.019896193771626	51.815037691171156	DCLRE1B;ARHGAP31;CD80;FCGR2B;LPP	0.09082876004877184	0	0
ChEA_2022	200	live	6	SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	0.0016577754842583806	7.90770150273224	50.62730846224551	ARHGAP31;RGS14;TNFSF15;CD80;LPP	0.09082876004877184	0	0
ChEA_2022	200	live	7	SPI1 26923725 Chip-Seq HPCs Mouse	0.0016781486739644725	7.884451634877384	50.38215112714827	ARHGAP31;TNFSF15;CD80;TNFRSF9;IL7R	0.09082876004877184	0	0
ChEA_2022	200	live	8	NANOG 18358816 ChIP-ChIP MESCs Mouse	0.0018161917108263698	9.8727577751968	62.307106976938805	CD274;RGS14;FCGR2B;LPP	0.09082876004877184	0	0
ChEA_2022	200	live	9	IRF8 27001747 Chip-Seq BMDM Mouse	0.0018206210254764958	7.730769230769231	48.77015770287648	CD274;ARHGAP31;NCF1;FCGR2B;IL7R	0.09082876004877184	0	0
ChEA_2022	200	live	10	TP63 22573176 ChIP-Seq HFKS Human	0.002311498470340783	5.882355904877065	35.70507255569635	FCGR2A;RGS14;NCF1;TNFSF15;STAT4;FCGR2B;LPP	0.10378628131830116	0	0
ChEA_2022	200	live	11	Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	0.0030114814138463017	8.537467700258398	49.56275894437759	CD274;ARHGAP31;IL7R;LPP	0.1229231958924536	0	0
ChEA_2022	200	live	12	MEIS1 20887958 ChIP-Seq HPC-7 Mouse	0.004248240768001978	7.720179738562091	42.16183405750506	DCLRE1B;CD80;TNFRSF9;STAT4	0.15261370945249575	0	0
ChEA_2022	200	live	13	RELA 24523406 ChIP-Seq FIBROSARCOMA Human	0.0044186597391591195	7.631111111111111	41.37526522029554	CD274;TNFSF15;CD80;TNFRSF9	0.15261370945249575	0	0
ChEA_2022	200	live	14	LMO2 20887958 ChIP-Seq HPC-7 Mouse	0.008275276051582268	6.321062875518321	30.306228489549454	DCLRE1B;CD274;STAT4;LPP	0.25738027864504537	0	0
ChEA_2022	200	live	15	IRF8 21731497 ChIP-ChIP J774 Mouse	0.008598450288809978	16.56472559698366	78.78470545605832	CD274;NCF1	0.25738027864504537	0	0
ChEA_2022	200	live	16	GATA3 21867929 ChIP-Seq TH1 Mouse	0.009550690806794836	6.049057829759584	28.135025670079468	DCLRE1B;CD274;RGS14;STAT4	0.2680162607656801	0	0
ChEA_2022	200	live	17	SOX2 22085726 ChIP-Seq NPCs Mouse	0.011031661679498038	5.78494623655914	26.072670577553364	ARHGAP31;RGS14;CD80;TNFRSF9	0.2913656525938011	0	0
ChEA_2022	200	live	18	MYB 21317192 ChIP-Seq ERMYB Mouse	0.012047335797706483	7.548298429319372	33.35526453967576	DCLRE1B;CD274;LPP	0.30051409850945615	0	0
ChEA_2022	200	live	19	FLI1 20887958 ChIP-Seq HPC-7 Mouse	0.014055184956462376	5.3615105301379815	22.86557664007042	DCLRE1B;CD274;RGS14;LPP	0.308174810173914	0	0
ChEA_2022	200	live	20	MYC 27129775 Chip-Seq CORNEA Mouse	0.014467619644658857	5.312594512853748	22.503312319414004	CD274;ARHGAP31;CD80;LPP	0.308174810173914	0	0
ChEA_2022	200	live	21	GATA6 21074721 ChIP-Seq CACO-2 Mouse	0.015382732813216574	5.209986561991654	21.749139150874747	DCLRE1B;FCGR2A;TNFRSF9;FCGR2B	0.308174810173914	0	0
ChEA_2022	200	live	22	STAT3 20064451 ChIP-Seq CD4+T Mouse	0.01554631812519391	6.838214285714286	28.473855491303034	RGS14;TNFSF15;IL7R	0.308174810173914	0	0
ChEA_2022	200	live	23	GATA3 22897851 ChIP-Seq JUKARTE6-1 Human	0.015786237492204952	5.1671229030673125	21.436412693832448	RGS14;CD80;TNFRSF9;IL7R	0.308174810173914	0	0
ChEA_2022	200	live	24	STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	0.018353445532002244	6.407046979865772	25.614976298326297	RGS14;TNFSF15;LPP	0.3316765304136247	0	0
ChEA_2022	200	live	25	POU5F1 18700969 ChIP-ChIP MESCs Mouse	0.018775691434866675	10.897450110864744	43.31945927545843	STAT4;LPP	0.3316765304136247	0	0
ChEA_2022	200	live	26	STAT6 20620947 ChIP-Seq CD4 POS T Human	0.019206213342437065	10.763964950711939	42.54480225478374	STAT4;IL7R	0.3316765304136247	0	0
ChEA_2022	200	live	27	PPARG 20887899 ChIP-Seq 3T3-L1 Mouse	0.0250445815071531	3.88633080534489	14.329281692306028	DCLRE1B;RGS14;CD80;STAT4;LPP	0.4035981206213208	0	0
ChEA_2022	200	live	28	NANOG 18555785 ChIP-Seq MESCs Mouse	0.025422796450230385	9.232689590202543	33.903442625431445	FCGR2B;LPP	0.4035981206213208	0	0
ChEA_2022	200	live	29	SPI1 22096565 ChIP-ChIP GC-B Mouse	0.026564546180069554	5.5271137026239066	20.053351248322507	NCF1;CD80;FCGR2B	0.4035981206213208	0	0
ChEA_2022	200	live	30	CIITA 18437201 ChIP-ChIP Raji B And iDC Human	0.026966466856658405	40.540650406504064	146.47990317146446	TNFRSF9	0.4035981206213208	0	0
ChEA_2022	200	live	31	TAL1 26923725 Chip-Seq HEMANGIOBLAST Mouse	0.029186769723373775	5.319587628865979	18.799634208762033	ARHGAP31;TNFSF15;LPP	0.42273740663854276	0	0
ChEA_2022	200	live	32	STAT5A 24692510 ChIP-Seq Epithelium Mouse Mammary	0.032851764148077375	4.057892662048769	13.860746180110347	CD274;RGS14;TNFSF15;LPP	0.4609513157027107	0	0
ChEA_2022	200	live	33	STAT5B 24692510 ChIP-Seq Epithelium Mouse Mammary	0.038216446123522596	7.357600905318748	24.01880964411581	CD274;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	34	CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	0.03828608270812747	4.755733558178752	15.516383618371066	TNFSF15;STAT4;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	35	SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	0.039947147943082385	4.671890547263682	15.044412596421896	ARHGAP31;NCF1;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	36	TCF4 23295773 ChIP-Seq U87 Human	0.04257709883169904	3.313169924337957	10.457817955614438	CD274;TNFSF15;TNFRSF9;IL7R;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	37	GF1B 26923725 Chip-Seq HPCs Mouse	0.0465114213009233	4.3807962529274	13.440534261688514	ARHGAP31;RGS14;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	38	TCF4 32651957 ChIP-Seq PLC/PRF/5 Human Liver Heptoma	0.04993579773381469	6.3190762725646445	18.93837992293201	ARHGAP31;STAT4	0.4954411995732435	0	0
ChEA_2022	200	live	39	LYL1 20887958 ChIP-Seq HPC-7 Mouse	0.05416032497278242	6.0301476301476304	17.582744561431667	STAT4;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	40	PPARG 20176806 ChIP-Seq 3T3-L1 Mouse	0.054584399015745556	4.089531478770132	11.89238685963964	CD274;NCF1;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	41	LEF1 29337183 ChIP-Seq mESC Mouse Stem	0.055829076473367496	3.3664140330806998	9.713654589694288	CD274;RGS14;TNFSF15;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	42	NANOG 18347094 ChIP-ChIP MESCs Mouse	0.05759219663760815	3.9952005730659024	11.403773450400244	NCF1;STAT4;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	43	RARA 24833708 ChIP-Seq LIVER Mouse	0.06151920881478331	3.8813807531380755	10.822864660281944	CD274;NCF1;TNFSF15	0.4954411995732435	0	0
ChEA_2022	200	live	44	NR3C1 34362910 ChIP-Seq WistarRat Hippocampus	0.06438586350004011	5.452290345313601	14.954875534811995	ARHGAP31;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	45	NANOG 21062744 ChIP-ChIP HESCs Human	0.06562023772610193	5.391801450083658	14.686572301494184	STAT4;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	46	PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	0.06632934269419052	5.357815964523281	14.536413214790102	TNFSF15;CD80	0.4954411995732435	0	0
ChEA_2022	200	live	47	NR3C2 34362910 ChIP-Seq WistarRat Hippocampus	0.06787249952350394	3.716141995981246	9.996884037404472	ARHGAP31;TNFRSF9;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	48	FOXP3 17237761 ChIP-ChIP TREG Mouse	0.06798942297117559	15.482866043613708	41.62418553992519	STAT4	0.4954411995732435	0	0
ChEA_2022	200	live	49	NMYC 18555785 Chip-Seq ESCs Mouse	0.06942522914195397	3.678832116788321	9.813302864190641	TNFRSF9;STAT4;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	50	SMAD2 18955504 ChIP-ChIP HaCaT Human	0.06976019065369696	3.670927152317881	9.774547503496654	DCLRE1B;TNFSF15;IL7R	0.4954411995732435	0	0
ChEA_2022	200	live	51	SMAD3 18955504 ChIP-ChIP HaCaT Human	0.06976019065369696	3.670927152317881	9.774547503496654	DCLRE1B;TNFSF15;IL7R	0.4954411995732435	0	0
ChEA_2022	200	live	52	RBPJ 21746931 ChIP-Seq IB4-LCL Human	0.07088240379991713	3.6448026315789472	9.64681962073403	CD274;RGS14;IL7R	0.4954411995732435	0	0
ChEA_2022	200	live	53	E2F1 18555785 Chip-Seq ESCs Mouse	0.07144677683703625	3.6318688524590166	9.583784558046053	TNFSF15;STAT4;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	54	ELK1 19687146 ChIP-ChIP HELA Human	0.07228119783618861	5.09249241324713	13.378951464108042	RGS14;TNFSF15	0.4954411995732435	0	0
ChEA_2022	200	live	55	NR3C1 34362910 ChIP-Seq WistarRat Hippocampus Stress	0.07560204521038384	4.958210106724958	12.80344684666594	ARHGAP31;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	56	SMAD2/3 21741376 ChIP-Seq EPCs Human	0.07592310091544026	3.5338235294117646	9.110318201832902	ARHGAP31;TNFRSF9;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	57	PU 27001747 Chip-Seq BMDM Mouse	0.07662336541133585	3.519171974522293	9.040236248873276	ARHGAP31;STAT4;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	58	PHF8 20622853 ChIP-Seq HELA Human	0.07674037498138914	3.5167409293443668	9.028625022320162	DCLRE1B;FCGR2A;TNFRSF9	0.4954411995732435	0	0
ChEA_2022	200	live	59	NANOG 20526341 ChIP-Seq ESCs Human	0.07732670140485644	3.5046319796954313	8.97086240309061	CD274;RGS14;TNFRSF9	0.4954411995732435	0	0
ChEA_2022	200	live	60	SOX2 19829295 ChIP-Seq ESCs Human	0.0779151554213325	3.4925996204933587	8.913585017623012	ARHGAP31;FCGR2B;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	61	NANOG 19829295 ChIP-Seq ESCs Human	0.0779151554213325	3.4925996204933587	8.913585017623012	ARHGAP31;FCGR2B;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	62	GATA6 21074721 ChIP-Seq CACO-2 Human	0.07803310114543473	3.4902022756005056	8.902187297233844	DCLRE1B;FCGR2A;TNFRSF9	0.4954411995732435	0	0
ChEA_2022	200	live	63	FOXH1 21741376 ChIP-Seq EPCs Human	0.0781511317408655	3.487807959570436	8.890808730788484	FCGR2A;TNFRSF9;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	64	JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human	0.07826924719898638	3.4854166666666666	8.879449274821589	CD274;NCF1;IL7R	0.4954411995732435	0	0
ChEA_2022	200	live	65	CDX2 21074721 ChIP-Seq CACO-2 Mouse	0.07826924719898638	3.4854166666666666	8.879449274821589	DCLRE1B;FCGR2A;TNFRSF9	0.4954411995732435	0	0
ChEA_2022	200	live	66	RBPJ 21746931 ChIP-Seq IB4 Human	0.07957410676921418	3.4593103448275864	8.755744633770945	DCLRE1B;FCGR2A;TNFRSF9	0.4954411995732435	0	0
ChEA_2022	200	live	67	FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	0.07969323755349511	3.456954887218045	8.744611260001903	NCF1;STAT4;IL7R	0.4954411995732435	0	0
ChEA_2022	200	live	68	FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human	0.08010840644479467	4.78945404800398	12.090375576901712	FCGR2A;STAT4	0.4954411995732435	0	0
ChEA_2022	200	live	69	E2A 27217539 Chip-Seq RAMOS-Cell Line Human	0.08017060404217013	3.4475625	8.700263086302545	RGS14;IL7R;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	70	NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	0.08029015630819072	3.445221736414741	8.689222171354473	ARHGAP31;NCF1;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	71	STAT3 23295773 ChIP-Seq U87 Human	0.08093636377886146	2.929315947166308	7.364569979938453	CD274;TNFRSF9;STAT4;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	72	TCF3 18347094 ChIP-ChIP MESCs Mouse	0.08136991053021515	3.4242857142857144	8.590675839984163	DCLRE1B;STAT4;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	73	GATA3 27048872 Chip-Seq THYMUS Human	0.08185198294394737	3.4150557620817845	8.547347551209795	ARHGAP31;FCGR2A;TNFSF15	0.4954411995732435	0	0
ChEA_2022	200	live	74	SALL4 18804426 ChIP-ChIP MESCs Mouse	0.08547521017217191	4.606060606060606	11.3287391047633	STAT4;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	75	ATF3 23680149 ChIP-Seq GBM1-GSC Human	0.08612696793477354	3.3362037598544574	8.180147093179647	DCLRE1B;TNFRSF9;IL7R	0.4954411995732435	0	0
ChEA_2022	200	live	76	OCT4 18692474 ChIP-Seq MEFs Mouse	0.08649811234510178	3.3296004842615012	8.149638982867517	CD274;NCF1;STAT4	0.4954411995732435	0	0
ChEA_2022	200	live	77	RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation	0.08670140524023205	11.98611111111111	29.309459952738585	CD274	0.4954411995732435	0	0
ChEA_2022	200	live	78	SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	0.08781011457187045	4.531541091852376	11.02332981636661	RGS14;NCF1	0.4954411995732435	0	0
ChEA_2022	200	live	79	CUX1 19635798 ChIP-ChIP MULTIPLE CANCER TYPES Human	0.08823988649265782	3.2990996398559425	8.009211627380964	DCLRE1B;TNFSF15;FCGR2B	0.4954411995732435	0	0
ChEA_2022	200	live	80	DMRT1 23473982 ChIP-Seq TESTES Mouse	0.08936805731233545	3.2797611940298506	7.920596918915622	DCLRE1B;RGS14;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	81	FOXA1 33576154 ChIP-Seq Human HilarLN ProstateCancer	0.08937803377601944	4.483136888785156	10.826239108240356	TNFSF15;LPP	0.4954411995732435	0	0
ChEA_2022	200	live	82	EWS-ERG 20517297 ChIP-Seq CADO-ES1 Human	0.0991717308959623	4.207070707070707	9.722129272725562	DCLRE1B;STAT4	0.5430256972230131	0	0
ChEA_2022	200	live	83	KLF4 25985364 ChIP-Seq ATHEROSCLEROSIS LESION Mouse	0.10635734729771082	4.0290740545665225	9.028956136415056	RGS14;LPP	0.5673043549968488	0	0
ChEA_2022	200	live	84	VDR 23849224 ChIP-Seq CD4+ Human	0.10679127326333608	3.0164269911504427	6.747382393071198	DCLRE1B;CD274;RGS14	0.5673043549968488	0	0
ChEA_2022	200	live	85	RUNX1 20887958 ChIP-Seq HPC-7 Mouse	0.10739614738247695	4.004817762882279	8.935673418634563	RGS14;STAT4	0.5673043549968488	0	0
ChEA_2022	200	live	86	POU5F1 18692474 ChIP-Seq MESCs Mouse	0.11928026375841512	2.5087174940898347	5.334234321263522	CD274;NCF1;STAT4;LPP	0.5718843604391145	0	0
ChEA_2022	200	live	87	NANOG 18700969 ChIP-ChIP MESCs Mouse	0.12020520963492679	8.458119658119658	17.918990985475308	STAT4	0.5718843604391145	0	0
ChEA_2022	200	live	88	PPAR 26484153 Chip-Seq NCI-H1993 Human	0.12332235106098405	3.671840354767184	7.684991531097923	IL7R;LPP	0.5718843604391145	0	0
ChEA_2022	200	live	89	EGR1 19032775 ChIP-ChIP M12 Human	0.1282587907765657	7.885964912280702	16.195447567008262	RGS14	0.5718843604391145	0	0
ChEA_2022	200	live	90	NOTCH1 21737748 ChIP-Seq TLL Human	0.1288314344745079	7.848015873015873	16.082549969993845	IL7R	0.5718843604391145	0	0
ChEA_2022	200	live	91	NR3C2 34362910 ChIP-Seq WistarRat Hippocampus Stress	0.12964228529059466	3.556864945753835	7.266590690048592	ARHGAP31;LPP	0.5718843604391145	0	0
ChEA_2022	200	live	92	TCF3 18692474 ChIP-Seq MESCs Mouse	0.1300812502193999	3.5491879783460893	7.238909682217165	STAT4;LPP	0.5718843604391145	0	0
ChEA_2022	200	live	93	HNF1A 27111144 ChIP-Seq CD8+TCells Mouse Blood Lymphoma	0.13042887021524147	2.416460905349794	4.922155082707656	DCLRE1B;ARHGAP31;RGS14;IL7R	0.5718843604391145	0	0
ChEA_2022	200	live	94	SMAD1 26771354 ChIP-Seq mESC Mouse Stem	0.13404940634965345	3.4814882697947214	6.996213761103623	FCGR2B;LPP	0.5718843604391145	0	0
ChEA_2022	200	live	95	ZFP42 18358816 ChIP-ChIP MESCs Mouse	0.13827125993122358	3.4126427479543207	6.752042918777826	RGS14;CD80	0.5718843604391145	0	0
ChEA_2022	200	live	96	GF1 26923725 Chip-Seq HPCs Mouse	0.15547475211171732	3.1613280923308524	5.884091228352894	ARHGAP31;STAT4	0.5718843604391145	0	0
ChEA_2022	200	live	97	ZIC3 20872845 ChIP-ChIP MESCs Mouse	0.1559135040600901	6.372416020671834	11.84284132100842	LPP	0.5718843604391145	0	0
ChEA_2022	200	live	98	TAL1 30185409 ChIP-Seq HPC Mouse BoneMarrow Leukemia	0.1576192114149785	2.4875871687587168	4.595999408414715	ARHGAP31;TNFSF15;STAT4	0.5718843604391145	0	0
ChEA_2022	200	live	99	TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery	0.16471355346764452	3.0426716141001857	5.487602336676819	CD274;STAT4	0.5718843604391145	0	0
ChEA_2022	200	live	100	IRF1 21803131 ChIP-Seq MONOCYTES Human	0.16531719074242843	5.973333333333334	10.751338646454927	CD274	0.5718843604391145	0	0
KEGG_2021_Human	200	live	1	Fc gamma R-mediated phagocytosis	3.053236254789822e-05	63.488297872340425	660.0702701944115	FCGR2A;NCF1;FCGR2B	0.0012823592270117252	0	0
KEGG_2021_Human	200	live	2	Osteoclast differentiation	6.826311326339071e-05	48.05564516129032	460.9565245515568	FCGR2A;NCF1;FCGR2B	0.001433525378531205	0	0
KEGG_2021_Human	200	live	3	Phagosome	0.00011639506920124239	39.94228187919463	361.81797460126654	FCGR2A;NCF1;FCGR2B	0.0016295309688173934	0	0
KEGG_2021_Human	200	live	4	Cytokine-cytokine receptor interaction	0.0008141316031313405	20.23458904109589	143.93649360271678	TNFSF15;TNFRSF9;IL7R	0.008548381832879075	0	0
KEGG_2021_Human	200	live	5	Leishmaniasis	0.0011102175865311701	48.27151515151515	328.4007361079594	FCGR2A;NCF1	0.00932582772686183	0	0
KEGG_2021_Human	200	live	6	Staphylococcus aureus infection	0.0016830277609427816	38.89345063538612	248.41872595848844	FCGR2A;FCGR2B	0.011781194326599471	0	0
KEGG_2021_Human	200	live	7	Systemic lupus erythematosus	0.0033598117411166753	27.14149008885851	154.59440827213797	FCGR2A;CD80	0.02015887044670005	0	0
KEGG_2021_Human	200	live	8	Cell adhesion molecules	0.004021496387506467	24.70859277708593	136.2950985129956	CD274;CD80	0.021112856034408954	0	0
KEGG_2021_Human	200	live	9	JAK-STAT signaling pathway	0.004796483557979254	22.53068181818182	120.31096197535315	STAT4;IL7R	0.02238358993723652	0	0
KEGG_2021_Human	200	live	10	Tuberculosis	0.005886338937655695	20.23391215526047	103.90358817424057	FCGR2A;FCGR2B	0.024703869635067384	0	0
KEGG_2021_Human	200	live	11	Neutrophil extracellular trap formation	0.0064700610948986	19.25133689839572	97.03770598812706	FCGR2A;NCF1	0.024703869635067384	0	0
KEGG_2021_Human	200	live	12	Allograft rejection	0.024427449699506693	44.932432432432435	166.7913365695687	CD80	0.07728074880854727	0	0
KEGG_2021_Human	200	live	13	Primary immunodeficiency	0.024427449699506693	44.932432432432435	166.7913365695687	IL7R	0.07728074880854727	0	0
